Symbol,한솔케미칼_시가(원),한솔케미칼_종가(원),한솔케미칼_거래량(주),한솔케미칼_PER(IFRS-연결),한솔케미칼_순매수수량(개인)(주),한솔케미칼_순매수수량(기관계)(주),한솔케미칼_순매수수량(외국인계)(주)
2001-11-28,3450.0,3310.0,154380.0,11.26,-25990,25910,100
2001-11-29,3240.0,3310.0,151540.0,11.26,-39510,40090,0
2001-11-30,3250.0,3550.0,352120.0,12.08,-142470,142850,0
2001-12-03,3550.0,3580.0,324440.0,12.18,24160,27270,0
2001-12-04,3560.0,3575.0,163450.0,12.17,18050,12430,0
2001-12-05,3610.0,3710.0,271760.0,12.63,-75810,103360,0
2001-12-06,3785.0,3605.0,111710.0,12.27,8200,-1100,120
2001-12-07,3550.0,3595.0,60000.0,12.23,-3070,1630,1440
2001-12-10,3620.0,3660.0,287410.0,12.46,-33540,86230,-120
2001-12-11,3620.0,3650.0,125140.0,12.42,-39910,40730,-60
2001-12-12,3650.0,3830.0,186930.0,13.03,-68420,68450,0
2001-12-13,3810.0,3820.0,148900.0,13.0,-42320,45860,-720
2001-12-14,3750.0,3710.0,104060.0,12.63,-4750,5130,-60
2001-12-17,3650.0,3600.0,108650.0,12.25,-47120,47320,-360
2001-12-18,3600.0,3510.0,56570.0,11.94,-15200,15420,-60
2001-12-19,3430.0,3445.0,51750.0,11.72,-6280,9050,0
2001-12-20,3445.0,3520.0,86540.0,11.98,-25750,25750,0
2001-12-21,3450.0,3380.0,120480.0,11.5,1340,-1260,0
2001-12-24,3370.0,3300.0,93930.0,11.23,510,-510,0
2001-12-26,3250.0,3300.0,56500.0,11.23,300,-300,0
2001-12-27,3300.0,3305.0,49090.0,11.25,1110,-1210,120
2001-12-28,3330.0,3500.0,157370.0,11.91,-11740,10600,0
2002-01-02,3490.0,3500.0,112103.0,,-6120,6310,0
2002-01-03,3530.0,3450.0,121670.0,,9460,-9640,0
2002-01-04,3450.0,3450.0,91271.0,,9647,-10017,180
2002-01-07,3450.0,3500.0,72910.0,,-2790,3100,-120
2002-01-08,3500.0,3450.0,62261.0,,800,-610,0
2002-01-09,3330.0,3395.0,101361.0,,541,-541,0
2002-01-10,3450.0,3420.0,135740.0,,2920,-1780,0
2002-01-11,3460.0,3450.0,41410.0,,-12470,12470,0
2002-01-14,3420.0,3390.0,45000.0,,-500,370,0
2002-01-15,3420.0,3420.0,66170.0,,4490,-3610,-330
2002-01-16,3470.0,3450.0,32760.0,,-10110,10110,0
2002-01-17,3350.0,3470.0,81903.0,,-51010,50630,380
2002-01-18,3480.0,3530.0,89830.0,,-31170,31170,0
2002-01-21,3510.0,3580.0,87830.0,,-7160,6360,290
2002-01-22,3590.0,3550.0,87477.0,,440,-250,0
2002-01-23,3520.0,3580.0,84020.0,,-14540,14180,50
2002-01-24,3630.0,3560.0,284660.0,,8560,-9390,700
2002-01-25,3560.0,3700.0,264270.0,,-3440,1030,2220
2002-01-28,3780.0,3850.0,345996.0,,57156,-57356,0
2002-01-29,4000.0,3750.0,174262.0,,-1290,1000,100
2002-01-30,3600.0,3620.0,142450.0,,-2530,2530,0
2002-01-31,3620.0,3660.0,100843.0,,1280,-1090,0
2002-02-01,3650.0,3550.0,76770.0,,12370,-11860,0
2002-02-04,3455.0,3450.0,99540.0,,11280,-11020,0
2002-02-05,3360.0,3420.0,37890.0,,30,-20,0
2002-02-06,3435.0,3400.0,27270.0,,-160,160,0
2002-02-07,3400.0,3410.0,41340.0,,790,-780,0
2002-02-08,3380.0,3410.0,59940.0,,10670,-10480,0
2002-02-14,3500.0,3580.0,139291.0,,34510,-30930,-3580
2002-02-15,3570.0,3700.0,189280.0,,-6000,6020,-20
2002-02-18,3740.0,3980.0,447170.0,,29850,-29860,0
2002-02-19,4090.0,3880.0,404507.0,,-18948,18948,0
2002-02-20,3860.0,3840.0,141190.0,,100,-100,0
2002-02-21,3900.0,4080.0,444672.0,,-6050,6050,0
2002-02-22,4030.0,4130.0,284330.0,,290,-290,0
2002-02-25,4120.0,4060.0,118804.0,,6480,-9730,0
2002-02-26,4075.0,4090.0,213520.0,,3080,260,0
2002-02-27,4110.0,4135.0,234270.0,,-560,860,200
2002-02-28,4180.0,4090.0,180660.0,,-50,50,0
2002-03-04,4130.0,4310.0,426440.0,,-33950,45630,150
2002-03-05,4350.0,4300.0,182751.0,,-12800,12800,0
2002-03-06,4330.0,4075.0,278160.0,,-10030,15150,-120
2002-03-07,4110.0,3995.0,199941.0,,1770,-1770,0
2002-03-08,3940.0,3970.0,150660.0,,28520,-28520,0
2002-03-11,4030.0,4020.0,129810.0,,650,-650,0
2002-03-12,4000.0,4250.0,392780.0,,15040,-14380,0
2002-03-13,4150.0,4230.0,106840.0,,37960,-37960,0
2002-03-14,4230.0,4115.0,94420.0,,2450,-750,-1700
2002-03-15,4115.0,4310.0,205150.0,,-10000,10000,0
2002-03-18,4375.0,4480.0,418400.0,,91630,-91630,0
2002-03-19,4470.0,4920.0,808340.0,,-15290,-4710,0
2002-03-20,4850.0,4970.0,290120.0,,-440,440,0
2002-03-21,4960.0,5140.0,341208.0,,1025,-1025,0
2002-03-22,5120.0,5050.0,218324.0,,-460,460,0
2002-03-25,4850.0,4560.0,395180.0,,38930,-39330,400
2002-03-26,4500.0,4560.0,159710.0,,23550,-25010,1460
2002-03-27,4510.0,4765.0,509270.0,,30140,-30140,0
2002-03-28,4900.0,4630.0,295977.0,,58710,-58710,0
2002-03-29,4700.0,4550.0,285264.0,,26076,-26076,0
2002-04-01,4640.0,4500.0,170080.0,,30,-30,0
2002-04-02,4415.0,4510.0,120949.0,,8470,-9670,1200
2002-04-03,4490.0,4600.0,151241.0,,220,-200,0
2002-04-04,4530.0,4900.0,366720.0,,-20790,20490,300
2002-04-08,4805.0,4820.0,1021160.0,,51570,-19320,60
2002-04-09,4850.0,4620.0,251700.0,,-910,910,0
2002-04-10,4460.0,4250.0,185990.0,,760,-760,0
2002-04-11,4180.0,4190.0,179650.0,,3650,-230,-3440
2002-04-12,4220.0,4265.0,95698.0,,810,-810,0
2002-04-15,4180.0,4350.0,103730.0,,540,-540,0
2002-04-16,4260.0,4400.0,92580.0,,-840,840,0
2002-04-17,4450.0,4450.0,101600.0,,-1170,810,360
2002-04-18,4400.0,4500.0,85970.0,,110,-110,0
2002-04-19,4450.0,4360.0,88470.0,,720,-720,0
2002-04-22,4360.0,4195.0,85650.0,,-840,840,0
2002-04-23,4160.0,4045.0,87110.0,,-240,240,0
2002-04-24,4035.0,3860.0,82120.0,,-300,300,0
2002-04-25,3860.0,3670.0,129400.0,,-400,260,140
2002-04-26,3520.0,3740.0,68890.0,,90,-90,0
2002-04-29,3750.0,3525.0,49595.0,,2880,-2880,0
2002-04-30,3400.0,3560.0,72168.0,,4240,-4240,0
2002-05-02,3600.0,3720.0,71760.0,,220,-220,0
2002-05-03,3720.0,3620.0,53640.0,,400,-400,0
2002-05-06,3580.0,3580.0,26540.0,,250,-250,0
2002-05-07,3550.0,3630.0,49050.0,,-70,70,0
2002-05-08,3630.0,3760.0,107360.0,,350,-350,0
2002-05-09,3940.0,3800.0,88470.0,,1210,-710,-500
2002-05-10,3755.0,3735.0,35500.0,,120,-120,0
2002-05-13,3730.0,3660.0,17760.0,,80,-80,0
2002-05-14,3680.0,3650.0,54090.0,,-1400,1400,-1400
2002-05-15,3720.0,3685.0,98740.0,,7810,190,0
2002-05-16,3650.0,3625.0,26831.0,,240,-240,0
2002-05-17,3685.0,3770.0,100712.0,,1760,240,0
2002-05-20,3810.0,3810.0,48860.0,,480,-480,0
2002-05-21,3735.0,3650.0,63146.0,,0,0,0
2002-05-22,3650.0,3800.0,126870.0,,-200,200,0
2002-05-23,3800.0,3740.0,67720.0,,280,-240,0
2002-05-24,3700.0,3700.0,36670.0,,1,0,-1
2002-05-27,3660.0,3650.0,51260.0,,10,-10,0
2002-05-28,3575.0,3650.0,36760.0,,-740,740,0
2002-05-29,3520.0,3550.0,31930.0,,-130,150,0
2002-05-30,3500.0,3510.0,30210.0,,-1190,1190,0
2002-05-31,3415.0,3430.0,38430.0,,-80,80,0
2002-06-03,3410.0,3430.0,25400.0,,-220,240,0
2002-06-04,3335.0,3365.0,18453.0,,460,-460,0
2002-06-05,3420.0,3425.0,22051.0,,31,-31,0
2002-06-07,3420.0,3390.0,20190.0,,1920,-1920,0
2002-06-10,3415.0,3450.0,26910.0,,-1520,1520,0
2002-06-11,3470.0,3465.0,10840.0,,640,-640,0
2002-06-12,3370.0,3400.0,21693.0,,2750,-550,-2200
2002-06-14,3460.0,3440.0,12067.0,,960,-960,0
2002-06-17,3600.0,3510.0,117950.0,,-4420,-770,5190
2002-06-18,3610.0,3560.0,44100.0,,-500,500,0
2002-06-19,3510.0,3420.0,47340.0,,-50,-100,150
2002-06-20,3370.0,3350.0,17490.0,,-740,740,0
2002-06-21,3350.0,3350.0,12840.0,,-50,50,0
2002-06-24,3350.0,3120.0,35570.0,,-200,200,0
2002-06-25,3125.0,2825.0,35620.0,,-1030,1030,0
2002-06-26,2750.0,2650.0,67530.0,,-680,680,0
2002-06-27,2700.0,2715.0,34590.0,,170,-170,0
2002-06-28,2765.0,2900.0,50880.0,,870,-810,-60
2002-07-02,2800.0,2930.0,11330.0,,620,-620,0
2002-07-03,2900.0,2930.0,25536.0,,110,-110,0
2002-07-04,2930.0,3000.0,15910.0,,390,-390,0
2002-07-05,3020.0,3170.0,49940.0,,-1220,1200,0
2002-07-08,3210.0,3180.0,13070.0,,580,-560,0
2002-07-09,3130.0,3190.0,10800.0,,-670,670,0
2002-07-10,3145.0,3100.0,74080.0,,-70,70,0
2002-07-11,3000.0,2970.0,59550.0,,820,-650,-170
2002-07-12,3025.0,3080.0,22580.0,,-1270,1230,0
2002-07-15,3035.0,2995.0,26470.0,,-90,90,0
2002-07-16,2975.0,2985.0,11570.0,,190,-190,0
2002-07-18,2980.0,2990.0,32240.0,,-340,340,0
2002-07-19,2990.0,2900.0,23530.0,,1410,-1390,0
2002-07-22,2765.0,2660.0,26390.0,,-40,40,0
2002-07-23,2600.0,2895.0,41655.0,,-1630,1630,0
2002-07-24,2775.0,3040.0,181230.0,,110,-110,0
2002-07-25,3150.0,3150.0,58050.0,,-570,570,0
2002-07-26,3130.0,3025.0,32494.0,,2020,-2020,0
2002-07-29,2910.0,3030.0,23090.0,,160,-160,0
2002-07-30,3145.0,3060.0,24480.0,,-270,250,0
2002-07-31,3060.0,3080.0,29880.0,,900,-900,0
2002-08-01,3020.0,3045.0,21430.0,,980,-960,0
2002-08-02,2995.0,2965.0,14950.0,,440,-440,0
2002-08-05,2890.0,2885.0,25947.0,,80,-80,0
2002-08-06,2805.0,2900.0,8240.0,,-1670,1670,0
2002-08-07,2930.0,2950.0,21470.0,,120,-120,0
2002-08-08,2950.0,3000.0,27090.0,,1850,-1850,0
2002-08-09,3010.0,3030.0,9420.0,,700,-700,0
2002-08-12,3000.0,3020.0,13400.0,,10,-10,0
2002-08-13,3050.0,3055.0,14910.0,,-80,80,0
2002-08-14,3010.0,3020.0,17860.0,,-230,230,0
2002-08-16,3020.0,3010.0,48000.0,,-20,0,0
2002-08-19,3010.0,2995.0,37660.0,,-160,160,0
2002-08-20,3030.0,3055.0,72264.0,,-590,570,0
2002-08-21,3055.0,3030.0,26760.0,,-190,190,0
2002-08-22,3015.0,3050.0,35540.0,,-440,390,50
2002-08-23,3080.0,3050.0,32490.0,,-220,220,0
2002-08-26,3090.0,3055.0,23963.0,,-490,490,0
2002-08-27,3090.0,2985.0,27366.0,,540,-540,0
2002-08-28,2985.0,2950.0,43450.0,,-600,600,0
2002-08-29,2935.0,2970.0,7080.0,,30,-30,0
2002-08-30,3030.0,3050.0,38080.0,,-370,370,0
2002-09-02,3010.0,3110.0,75580.0,,170,-170,0
2002-09-03,3120.0,3080.0,18830.0,,-130,130,0
2002-09-04,3035.0,3020.0,43640.0,,1220,-1170,-50
2002-09-05,3020.0,3170.0,81531.0,,290,-250,0
2002-09-06,3150.0,3070.0,54416.0,,1070,-1050,0
2002-09-09,3065.0,3020.0,50710.0,,20,-20,0
2002-09-10,3020.0,3060.0,42985.0,,-1480,1480,0
2002-09-11,3065.0,3255.0,161700.0,,-1190,1190,0
2002-09-12,3305.0,3200.0,76700.0,,2930,-2930,0
2002-09-13,3180.0,3150.0,121742.0,,270,-270,0
2002-09-16,3180.0,3230.0,245412.0,,-300,-200,0
2002-09-17,3260.0,3390.0,375058.0,,-290,770,0
2002-09-18,3310.0,3220.0,147309.0,,780,-760,0
2002-09-19,3200.0,3245.0,85880.0,,20,-20,0
2002-09-23,3260.0,3150.0,60080.0,,10,-10,0
2002-09-24,3130.0,3035.0,67975.0,,-20,0,0
2002-09-25,2955.0,2895.0,63615.0,,0,0,0
2002-09-26,2920.0,2930.0,47530.0,,-300,300,0
2002-09-27,2910.0,2885.0,32022.0,,-490,490,0
2002-09-30,2835.0,2790.0,22390.0,,330,-330,0
2002-10-01,2710.0,2880.0,19100.0,,-770,770,0
2002-10-02,2905.0,2830.0,25150.0,,20,-20,0
2002-10-04,2750.0,2935.0,21480.0,,-40,40,0
2002-10-07,2845.0,2750.0,28341.0,,100,-100,0
2002-10-08,2775.0,2830.0,46790.0,,-20,20,0
2002-10-09,2845.0,2755.0,54150.0,,60,-40,0
2002-10-10,2770.0,2635.0,12078.0,,1160,-1160,0
2002-10-11,2655.0,2605.0,17000.0,,10,-10,0
2002-10-14,2640.0,2655.0,25570.0,,0,0,0
2002-10-15,2660.0,2740.0,124710.0,,0,0,0
2002-10-16,2800.0,2755.0,84940.0,,0,0,0
2002-10-17,2730.0,2735.0,67200.0,,0,0,0
2002-10-18,2760.0,2850.0,75390.0,,0,0,0
2002-10-21,2850.0,2755.0,39500.0,,10,-10,0
2002-10-22,2780.0,2745.0,31170.0,,-190,190,0
2002-10-23,2695.0,2750.0,42760.0,,-800,800,0
2002-10-24,2760.0,2750.0,10400.0,,820,-820,0
2002-10-25,2780.0,2730.0,33280.0,,10090,-90,0
2002-10-28,2735.0,2790.0,21888.0,,260,-280,0
2002-10-29,2750.0,2765.0,11944.0,,-890,890,0
2002-10-30,2765.0,2730.0,23040.0,,190,-190,0
2002-10-31,2735.0,2750.0,6810.0,,-100,100,0
2002-11-01,2710.0,2750.0,13167.0,,120,-120,0
2002-11-04,2775.0,2830.0,63810.0,,-1280,1260,0
2002-11-05,2830.0,2815.0,66460.0,,30,-30,0
2002-11-06,2805.0,2800.0,39030.0,,-890,890,0
2002-11-07,2800.0,2775.0,18220.0,,10,-10,0
2002-11-08,2715.0,2725.0,9973.0,,200,-200,0
2002-11-11,2630.0,2700.0,34010.0,,980,-960,0
2002-11-12,2700.0,2720.0,5580.0,,590,60,-650
2002-11-13,2730.0,2700.0,11210.0,,4220,-1010,-3210
2002-11-14,2640.0,2700.0,15370.0,,-2130,-810,2940
2002-11-15,2700.0,2705.0,17280.0,,1020,60,-1080
2002-11-18,2705.0,2665.0,12270.0,,80,-80,0
2002-11-19,2650.0,2670.0,20020.0,,0,0,0
2002-11-20,2670.0,2695.0,11970.0,,-230,190,0
2002-11-21,2705.0,2695.0,32460.0,,-290,290,0
2002-11-22,2720.0,2715.0,21515.0,,-210,150,60
2002-11-25,2750.0,2750.0,31493.0,,-880,780,0
2002-11-26,2750.0,2750.0,26623.0,,400,-400,0
2002-11-27,2725.0,2800.0,47560.0,,-200,200,0
2002-11-28,2840.0,2720.0,122552.0,,65872,98,0
2002-11-29,2775.0,2740.0,20390.0,,60,-60,0
2002-12-02,2780.0,2765.0,21610.0,,10,-10,0
2002-12-03,2765.0,2800.0,23680.0,,-590,690,-100
2002-12-04,2800.0,2730.0,28090.0,,-740,800,-60
2002-12-05,2750.0,2750.0,24100.0,,-880,940,-60
2002-12-06,2750.0,2760.0,41760.0,,960,-800,-160
2002-12-09,2760.0,2765.0,17619.0,,-191,191,0
2002-12-10,2760.0,2760.0,29300.0,,-190,190,0
2002-12-11,2785.0,2800.0,81601.0,,190,-190,0
2002-12-12,2840.0,2925.0,99409.0,,-4680,-1240,5920
2002-12-13,2880.0,2890.0,59066.0,,720,-720,0
2002-12-16,2900.0,2780.0,63216.0,,790,-790,0
2002-12-17,2850.0,2840.0,50780.0,,-100,100,0
2002-12-18,2800.0,2840.0,56110.0,,-100,100,0
2002-12-20,2800.0,2785.0,20990.0,,-290,290,0
2002-12-23,2785.0,2735.0,41790.0,,-700,700,0
2002-12-24,2700.0,2655.0,22460.0,,-590,570,0
2002-12-26,2640.0,2580.0,30524.0,,-96,96,0
2002-12-27,2525.0,2580.0,16650.0,,-200,320,0
2002-12-30,2525.0,2470.0,7720.0,,-500,500,0
2003-01-02,2490.0,2490.0,20250.0,,2280,-1900,-340
2003-01-03,2560.0,2560.0,16920.0,,450,-330,-100
2003-01-06,2560.0,2550.0,12130.0,,-280,240,40
2003-01-07,2570.0,2480.0,15462.0,,960,-960,0
2003-01-08,2450.0,2480.0,9460.0,,270,-270,0
2003-01-09,2580.0,2410.0,17030.0,,5010,-200,-4810
2003-01-10,2485.0,2400.0,22975.0,,640,-720,80
2003-01-13,2400.0,2410.0,43958.0,,160,-200,40
2003-01-14,2450.0,2425.0,9010.0,,140,-200,60
2003-01-15,2470.0,2360.0,34090.0,,620,-740,120
2003-01-16,2325.0,2360.0,11292.0,,-600,500,100
2003-01-17,2350.0,2350.0,12070.0,,80,-200,120
2003-01-20,2315.0,2315.0,9660.0,,50,-90,40
2003-01-21,2340.0,2315.0,13010.0,,-1200,1200,0
2003-01-22,2305.0,2300.0,7710.0,,290,-100,-190
2003-01-23,2265.0,2300.0,17428.0,,-2669,2389,280
2003-01-24,2320.0,2270.0,13270.0,,-210,130,80
2003-01-27,2250.0,2140.0,23038.0,,1510,-1510,0
2003-01-28,2090.0,2270.0,4360.0,,900,-900,0
2003-01-29,2115.0,2190.0,9200.0,,900,-300,-600
2003-01-30,2180.0,2200.0,2890.0,,110,0,-110
2003-02-03,2340.0,2180.0,10222.0,,-480,500,-20
2003-02-04,2200.0,2200.0,9108.0,,500,-500,0
2003-02-05,2190.0,2200.0,6220.0,,0,0,0
2003-02-06,2205.0,2200.0,5990.0,,20,-20,0
2003-02-07,2200.0,2190.0,11720.0,,0,0,0
2003-02-10,2155.0,2195.0,7940.0,,-580,580,0
2003-02-11,2200.0,2195.0,11770.0,,610,-610,0
2003-02-12,2195.0,2190.0,6150.0,,-120,120,0
2003-02-13,2175.0,2190.0,23640.0,,120,-120,0
2003-02-14,2160.0,2145.0,4282.0,,-1160,940,220
2003-02-17,2170.0,2260.0,10650.0,,-1850,950,900
2003-02-18,2210.0,2230.0,11180.0,,-1080,1080,0
2003-02-19,2260.0,2200.0,9910.0,,-730,390,340
2003-02-20,2240.0,2235.0,75909.0,,-500,500,0
2003-02-21,2235.0,2240.0,3810.0,,410,-410,0
2003-02-24,2220.0,2240.0,6490.0,,-1770,1370,400
2003-02-25,2180.0,2150.0,8860.0,,450,-450,0
2003-02-26,2195.0,2150.0,7590.0,,-440,180,260
2003-02-27,2120.0,2110.0,11930.0,,980,-820,-160
2003-02-28,2175.0,2055.0,11772.0,,692,-592,-100
2003-03-03,2055.0,2030.0,15270.0,,-500,500,0
2003-03-04,2015.0,2005.0,11040.0,,700,-700,0
2003-03-05,1990.0,2010.0,22000.0,,300,-300,0
2003-03-06,2000.0,1980.0,13240.0,,100,-100,0
2003-03-07,1980.0,1900.0,20020.0,,410,-410,0
2003-03-10,1920.0,1825.0,4320.0,,300,-300,0
2003-03-11,1850.0,1760.0,2643.0,,100,-100,0
2003-03-12,1840.0,1790.0,5800.0,,-1500,1500,0
2003-03-13,1800.0,1780.0,11330.0,,70,1790,-1860
2003-03-14,1820.0,1865.0,41340.0,,-370,370,0
2003-03-17,1830.0,1765.0,31750.0,,160,-160,0
2003-03-18,1770.0,1800.0,6470.0,,1000,-1000,0
2003-03-19,1785.0,1790.0,15312.0,,920,-920,0
2003-03-20,1820.0,1915.0,33210.0,,1130,-1130,0
2003-03-21,1890.0,1880.0,12800.0,,-330,330,0
2003-03-24,1880.0,1905.0,6620.0,,90,-130,40
2003-03-25,1820.0,1870.0,16350.0,,-350,270,80
2003-03-26,1880.0,1830.0,12670.0,,-1920,1620,300
2003-03-27,1845.0,1835.0,7230.0,,180,-380,200
2003-03-28,1880.0,1870.0,9540.0,,360,-80,-280
2003-03-31,1850.0,1890.0,7080.0,,0,0,0
2003-04-01,1860.0,1890.0,3030.0,,480,-340,-140
2003-04-02,1860.0,1860.0,8680.0,,-480,480,0
2003-04-03,1870.0,1870.0,14680.0,,-480,300,180
2003-04-04,1855.0,1900.0,10720.0,,-640,100,540
2003-04-07,2000.0,1935.0,19320.0,,-1350,530,820
2003-04-08,1930.0,1985.0,17780.0,,-730,-110,840
2003-04-09,2000.0,1965.0,4900.0,,360,-700,340
2003-04-10,1965.0,2025.0,31600.0,,-3740,-2750,6490
2003-04-11,2025.0,2050.0,23280.0,,-2060,1520,460
2003-04-14,2050.0,2130.0,16863.0,,-1997,1597,400
2003-04-15,2195.0,2170.0,6750.0,,-730,730,0
2003-04-16,2220.0,2250.0,50736.0,,-900,900,0
2003-04-17,2255.0,2220.0,26830.0,,20,-20,0
2003-04-18,2250.0,2210.0,11700.0,,-3270,3070,200
2003-04-21,2180.0,2205.0,12990.0,,80,0,-80
2003-04-22,2205.0,2150.0,15190.0,,1310,-1150,-140
2003-04-23,2150.0,2150.0,12080.0,,-1400,1480,-80
2003-04-24,2085.0,2110.0,6600.0,,-160,160,0
2003-04-25,2050.0,1920.0,6510.0,,760,-700,0
2003-04-28,1950.0,1940.0,3200.0,,-100,100,0
2003-04-29,2040.0,1960.0,21652.0,,-780,680,100
2003-04-30,1960.0,2020.0,16970.0,,-2010,1690,320
2003-05-02,2020.0,2020.0,5010.0,,1440,-1440,0
2003-05-06,2040.0,2070.0,2780.0,,40,-40,0
2003-05-07,2005.0,2045.0,17450.0,,-1500,30,1470
2003-05-09,2070.0,2045.0,22960.0,,1680,-1680,0
2003-05-12,2080.0,2150.0,63090.0,,-3390,3270,120
2003-05-13,2150.0,2140.0,39720.0,,-700,-320,0
2003-05-14,2200.0,2160.0,17320.0,,790,-1820,0
2003-05-15,2200.0,2210.0,111514.0,,-2680,1230,430
2003-05-16,2130.0,2300.0,51630.0,,-660,-370,0
2003-05-19,2310.0,2260.0,40870.0,,950,-2020,0
2003-05-20,2200.0,2310.0,98060.0,,-770,-290,0
2003-05-21,2340.0,2260.0,19650.0,,930,-930,0
2003-05-22,2260.0,2315.0,55230.0,,20,-20,0
2003-05-23,2330.0,2550.0,97530.0,,1430,-2440,0
2003-05-26,2600.0,2490.0,51868.0,,-3482,2482,0
2003-05-27,2555.0,2545.0,52670.0,,-360,-640,0
2003-05-28,2570.0,2530.0,26350.0,,-4320,3000,300
2003-05-29,2450.0,2450.0,9700.0,,-2680,1660,0
2003-05-30,2375.0,2380.0,16910.0,,-480,-520,0
2003-06-02,2370.0,2455.0,21140.0,,-4520,1070,2530
2003-06-03,2455.0,2280.0,21440.0,,-260,-670,-40
2003-06-04,2380.0,2260.0,23790.0,,3530,-3790,-710
2003-06-05,2280.0,2235.0,36539.0,,3499,-109,0
2003-06-09,2230.0,2200.0,47090.0,,160,-960,0
2003-06-10,2200.0,2280.0,34390.0,,-16010,20,0
2003-06-11,2240.0,2170.0,48220.0,,4450,-4760,0
2003-06-12,2185.0,2175.0,38270.0,,16060,-2210,-12010
2003-06-13,2180.0,2240.0,21090.0,,-6030,-90,0
2003-06-16,2245.0,2270.0,7670.0,,0,0,0
2003-06-17,2270.0,2280.0,49600.0,,20,-20,0
2003-06-18,2280.0,2250.0,292775.0,,14945,-15,0
2003-06-19,2250.0,2250.0,60701.0,,10011,-10011,0
2003-06-20,2255.0,2240.0,21120.0,,10,-10,0
2003-06-23,2195.0,2225.0,31111.0,,1090,-1090,0
2003-06-24,2170.0,2165.0,24967.0,,0,0,0
2003-06-25,2140.0,2165.0,14470.0,,0,0,0
2003-06-26,2175.0,2200.0,46570.0,,10,-10,0
2003-06-27,2210.0,2240.0,31040.0,,0,0,0
2003-06-30,2245.0,2245.0,15089.0,,10,-10,0
2003-07-01,2225.0,2250.0,17060.0,,0,0,0
2003-07-02,2255.0,2245.0,19540.0,,10,-10,0
2003-07-03,2245.0,2310.0,54160.0,,10,-10,0
2003-07-04,2340.0,2350.0,24710.0,,0,0,0
2003-07-07,2330.0,2490.0,98820.0,,6000,0,0
2003-07-08,2450.0,2450.0,32620.0,,10,-10,0
2003-07-09,2450.0,2400.0,22860.0,,0,0,0
2003-07-10,2330.0,2345.0,50610.0,,10,-10,0
2003-07-11,2270.0,2375.0,73130.0,,11560,-20,0
2003-07-14,2325.0,2330.0,52020.0,,6030,0,0
2003-07-15,2315.0,2300.0,27260.0,,970,0,0
2003-07-16,2300.0,2250.0,22400.0,,0,0,0
2003-07-18,2250.0,2210.0,5720.0,,0,0,0
2003-07-21,2190.0,2200.0,4770.0,,0,0,0
2003-07-22,2200.0,2235.0,15480.0,,0,0,0
2003-07-23,2250.0,2175.0,5880.0,,20,-20,0
2003-07-24,2150.0,2180.0,10560.0,,10,-10,0
2003-07-25,2190.0,2300.0,18620.0,,0,0,0
2003-07-28,2290.0,2295.0,8010.0,,10,-10,0
2003-07-29,2150.0,2245.0,10200.0,,10,-10,0
2003-07-30,2210.0,2195.0,9440.0,,0,0,0
2003-07-31,2220.0,2190.0,4990.0,,0,0,0
2003-08-01,2205.0,2070.0,67623.0,,20,-20,0
2003-08-04,2020.0,2020.0,33767.0,,5000,-5000,0
2003-08-05,2025.0,2020.0,25030.0,,5000,-5000,0
2003-08-06,1995.0,2025.0,10210.0,,10,-10,0
2003-08-07,2020.0,2000.0,7802.0,,0,0,0
2003-08-08,1980.0,2005.0,6690.0,,10,-10,0
2003-08-11,2000.0,1990.0,8200.0,,10,-10,0
2003-08-12,2025.0,1990.0,16130.0,,50,-50,0
2003-08-13,2000.0,1970.0,17191.0,,10,-10,0
2003-08-14,1960.0,1950.0,32240.0,,10,-10,0
2003-08-18,1950.0,1950.0,17750.0,,10,-10,0
2003-08-19,1960.0,1935.0,27080.0,,0,0,0
2003-08-20,1930.0,1910.0,50910.0,,5020,-5020,0
2003-08-21,1935.0,1950.0,30840.0,,5000,-5000,0
2003-08-22,1955.0,1915.0,46670.0,,5040,-5040,0
2003-08-25,1910.0,1960.0,29050.0,,5000,-5000,0
2003-08-26,1960.0,1930.0,18449.0,,5531,-5531,0
2003-08-27,1900.0,1940.0,15590.0,,20,-20,0
2003-08-28,1950.0,1980.0,28160.0,,2500,-2500,0
2003-08-29,2000.0,1985.0,15491.0,,0,0,0
2003-09-01,1980.0,1965.0,21850.0,,1000,-1000,0
2003-09-02,1990.0,1950.0,55970.0,,4000,-4000,0
2003-09-03,1950.0,1925.0,8580.0,,0,0,0
2003-09-04,1920.0,1935.0,11160.0,,20,-20,0
2003-09-05,1935.0,1960.0,16250.0,,1590,-1590,0
2003-09-08,1960.0,1935.0,9960.0,,10,-10,0
2003-09-09,1935.0,1920.0,32605.0,,2036,-2036,0
2003-09-15,1915.0,1915.0,22400.0,,30,-30,0
2003-09-16,1905.0,1900.0,37060.0,,3010,-3010,0
2003-09-17,1910.0,1915.0,22770.0,,5000,-5000,0
2003-09-18,1905.0,1900.0,22860.0,,0,0,0
2003-09-19,1900.0,1905.0,24350.0,,5000,-5000,0
2003-09-22,1905.0,1800.0,40040.0,,10,-10,0
2003-09-23,1800.0,1850.0,19000.0,,0,0,0
2003-09-24,1850.0,1850.0,4630.0,,10,-10,0
2003-09-25,1795.0,1795.0,7260.0,,0,0,0
2003-09-26,1795.0,1730.0,35330.0,,20,-20,0
2003-09-29,1705.0,1705.0,9884.0,,0,0,0
