Symbol,KT_시가(원),KT_종가(원),KT_거래량(주),KT_PER(IFRS-연결),KT_순매수수량(개인)(주),KT_순매수수량(기관계)(주),KT_순매수수량(외국인계)(주)
2001-12-24,48000.0,47750.0,859391.0,15.12,94900,-115340,-8050
2001-12-26,47800.0,47800.0,547079.0,15.13,94945,-104745,7020
2001-12-27,46500.0,48000.0,660977.0,15.2,67100,-75230,10
2001-12-28,48500.0,49950.0,1214336.0,15.81,-36100,25680,-60
2002-01-02,51000.0,52200.0,38137878.0,14.64,-172499,165439,-260
2002-01-03,52000.0,52000.0,972045.0,14.59,-36806,44826,-2770
2002-01-04,52900.0,51800.0,969370.0,14.53,-3836,-27984,-300
2002-01-07,51800.0,50800.0,1074105.0,14.25,258980,-262130,2750
2002-01-08,50800.0,50400.0,628897.0,14.14,117741,-141741,-640
2002-01-09,50400.0,50000.0,902221.0,14.03,323670,-350920,690
2002-01-10,49600.0,48000.0,1627840.0,13.46,862590,-889210,180
2002-01-11,48400.0,49000.0,1135488.0,13.74,253740,-237060,-620
2002-01-14,48100.0,48400.0,479823.0,13.58,91170,-105000,1890
2002-01-15,48000.0,47150.0,913666.0,13.23,379928,-384468,110
2002-01-16,47150.0,47250.0,433602.0,13.25,66560,-52400,-170
2002-01-17,47000.0,47450.0,666636.0,13.31,-86285,72949,-6264
2002-01-18,47350.0,47300.0,616982.0,13.27,90058,-95788,6170
2002-01-21,46800.0,47900.0,462135.0,13.44,-71102,52682,-340
2002-01-22,47900.0,47700.0,432166.0,13.38,90400,-75230,-6840
2002-01-23,47500.0,48400.0,794314.0,13.58,56760,-45870,5470
2002-01-24,48000.0,48000.0,1227511.0,13.46,222630,-192500,-4940
2002-01-25,48400.0,49000.0,1779672.0,13.74,-10458,67638,-59900
2002-01-28,49950.0,49000.0,863296.0,13.74,110076,-106529,-16587
2002-01-29,49300.0,48900.0,749554.0,13.72,-84551,-4944,79635
2002-01-30,48400.0,47500.0,674012.0,13.32,119414,-80140,-5274
2002-01-31,47800.0,46950.0,1071291.0,13.17,473059,-442989,16160
2002-02-01,47100.0,46850.0,952532.0,13.14,35414,-361,-13773
2002-02-04,46800.0,45700.0,590138.0,12.82,64706,-89759,16393
2002-02-05,45000.0,45900.0,652487.0,12.88,102574,-97394,10
2002-02-06,45900.0,45700.0,547401.0,12.82,86879,-102539,-820
2002-02-07,45400.0,44300.0,797375.0,12.43,262058,-252248,-23830
2002-02-08,44300.0,44300.0,683589.0,12.43,201570,-213920,-5230
2002-02-14,45450.0,48500.0,1035570.0,13.6,-94110,175260,-84250
2002-02-15,46800.0,47200.0,814281.0,13.24,-171197,177603,-14626
2002-02-18,47200.0,47800.0,768778.0,13.41,-6016,14416,23880
2002-02-19,48500.0,47550.0,733730.0,13.34,169236,-193054,17678
2002-02-20,47100.0,47650.0,447223.0,13.37,-8770,-40540,60450
2002-02-21,47900.0,50700.0,1968857.0,14.22,-484003,546863,-109850
2002-02-22,50200.0,52900.0,3242704.0,14.84,-666860,616290,-67850
2002-02-25,54000.0,53700.0,1423357.0,15.06,-258127,143137,93550
2002-02-26,55000.0,55000.0,1973432.0,15.43,-395689,348994,60340
2002-02-27,55000.0,56200.0,1584050.0,15.76,-381520,437080,-42410
2002-02-28,56900.0,58300.0,1613688.0,16.35,-90988,46513,-6320
2002-03-04,61000.0,61900.0,2342411.0,17.36,-146109,272463,-109704
2002-03-05,63200.0,60700.0,2009451.0,17.03,184620,-185235,21855
2002-03-06,60600.0,60900.0,1381460.0,17.08,18130,-24815,-46445
2002-03-07,60500.0,57700.0,2243887.0,16.19,345379,-118729,-273180
2002-03-08,57900.0,59000.0,1451304.0,16.55,-147720,-63646,195636
2002-03-11,60600.0,59300.0,1110034.0,16.63,-84380,-62900,116410
2002-03-12,59000.0,60000.0,1060986.0,16.83,23373,-33683,-4890
2002-03-13,59000.0,59100.0,932710.0,16.58,58177,-29790,-30077
2002-03-14,59100.0,59900.0,1407863.0,16.8,232661,-97946,-133915
2002-03-15,59100.0,59500.0,1191783.0,16.69,108278,-103098,8530
2002-03-18,60900.0,60100.0,1114800.0,16.86,-97369,38039,5450
2002-03-19,60500.0,61300.0,1691585.0,17.2,-103500,-90520,181730
2002-03-20,61100.0,63000.0,2150298.0,17.67,-76616,-129324,138330
2002-03-21,62400.0,64000.0,1844853.0,17.95,50827,136573,-192760
2002-03-22,64500.0,65000.0,1802710.0,18.23,67906,-22056,-78520
2002-03-25,66500.0,63000.0,1534136.0,17.67,119660,-115300,61820
2002-03-26,63000.0,64000.0,1078504.0,17.95,-322628,277610,205538
2002-03-27,64500.0,64700.0,1093901.0,18.15,-267460,264760,37650
2002-03-28,64800.0,63000.0,1026094.0,17.67,-34076,-32244,6400
2002-03-29,63200.0,62300.0,1016948.0,17.48,-23740,-62490,9500
2002-04-01,62500.0,60300.0,1307056.0,16.91,160516,-172962,15986
2002-04-02,60500.0,63100.0,1246409.0,17.7,-386470,334980,-4840
2002-04-03,62300.0,63200.0,940136.0,17.73,-106184,116114,-5860
2002-04-04,61500.0,62400.0,969440.0,17.5,-85757,78587,-11480
2002-04-08,62000.0,61400.0,804881.0,17.22,-65957,18967,21390
2002-04-09,61500.0,61200.0,661316.0,17.17,-120989,96894,18955
2002-04-10,60200.0,59400.0,729979.0,16.66,-11714,-9180,-2156
2002-04-11,59500.0,58900.0,1375332.0,16.52,172015,-171675,-14040
2002-04-12,58600.0,59200.0,772980.0,16.61,58238,-79628,-3360
2002-04-15,59000.0,60000.0,594704.0,16.83,-14105,36775,-32930
2002-04-16,60500.0,61000.0,543210.0,17.11,-108170,82000,30770
2002-04-17,61800.0,62500.0,971273.0,17.53,-299361,287671,3340
2002-04-18,62000.0,61300.0,682597.0,17.2,-3830,30040,-5490
2002-04-19,60900.0,58500.0,1349501.0,16.41,525992,-499872,5970
2002-04-22,58200.0,56800.0,1597591.0,15.93,196591,-121480,-32131
2002-04-23,56800.0,57200.0,962407.0,16.05,73894,-97624,16620
2002-04-24,57200.0,56800.0,601314.0,15.93,-1848,10668,1630
2002-04-25,56200.0,54800.0,688160.0,15.37,-63150,85470,-25780
2002-04-26,54800.0,55200.0,516799.0,15.48,-58100,21770,24490
2002-04-29,55000.0,56400.0,1356048.0,15.82,131980,-92330,-21550
2002-04-30,56900.0,58200.0,1224127.0,16.33,-25650,101230,-39310
2002-05-02,59900.0,58600.0,1005153.0,16.44,-30425,21259,4226
2002-05-03,58300.0,57200.0,760484.0,16.05,35163,-33713,3220
2002-05-06,56500.0,56300.0,599297.0,15.79,8660,-12180,470
2002-05-07,55900.0,56500.0,586657.0,15.85,-26720,15960,6340
2002-05-08,57200.0,56700.0,596872.0,15.9,30870,-28510,14720
2002-05-09,58000.0,55600.0,1343806.0,15.6,218230,-262460,34270
2002-05-10,55600.0,54000.0,1071451.0,15.15,172600,-161000,-60
2002-05-13,53800.0,54700.0,676323.0,15.34,76880,-80760,810
2002-05-14,54500.0,53000.0,1667756.0,14.87,332404,-320834,329304
2002-05-15,53200.0,54000.0,1517915.0,15.15,206470,-234240,2780
2002-05-16,54600.0,54800.0,2296390.0,15.37,450570,-535810,80
2002-05-17,55900.0,54700.0,3318098.0,15.34,453335,-451535,700
2002-05-20,56300.0,58100.0,2794258.0,16.3,-37888,60098,-120
2002-05-21,57500.0,55800.0,1301292.0,15.65,-86827,109467,50
2002-05-22,56500.0,57700.0,1235044.0,16.19,-258332,255155,-223
2002-05-23,56900.0,56100.0,1298448.0,15.74,-90451,119873,150
2002-05-24,56900.0,56700.0,24648736.0,15.9,-412567,475037,-560
2002-05-27,55000.0,55200.0,1362063.0,15.48,-17748,23950,10
2002-05-28,55800.0,55600.0,757917.0,15.6,-201670,201550,430
2002-05-29,55500.0,55500.0,974308.0,15.57,-55257,59497,110
2002-05-30,54500.0,55600.0,564586.0,15.6,-175870,199760,-30
2002-05-31,54900.0,54200.0,776620.0,15.2,103388,-108518,60
2002-06-03,54200.0,54000.0,526086.0,15.15,-95376,88656,5870
2002-06-04,53500.0,53300.0,786353.0,14.95,87530,-61900,60
2002-06-05,53300.0,53300.0,449726.0,14.95,21356,-1586,-60
2002-06-07,52900.0,52500.0,695236.0,14.73,71009,-87269,-890
2002-06-10,52700.0,53800.0,506207.0,15.09,-135708,128998,1650
2002-06-11,53800.0,53900.0,655651.0,15.12,13500,-10280,380
2002-06-12,53300.0,52800.0,1379056.0,14.81,251792,-277462,10
2002-06-14,53000.0,53400.0,505197.0,14.98,-20230,8830,-3080
2002-06-17,53100.0,52000.0,519241.0,14.59,145340,-150750,2100
2002-06-18,53000.0,52000.0,359042.0,14.59,-78170,76000,80
2002-06-19,52100.0,50600.0,546110.0,14.19,31770,-51990,-20
2002-06-20,50500.0,51100.0,435719.0,14.33,-96256,69845,-2799
2002-06-21,50500.0,51500.0,564152.0,14.45,-22319,-9701,2310
2002-06-24,50100.0,50300.0,491825.0,14.11,-20502,23460,3192
2002-06-25,50500.0,50100.0,448573.0,14.05,-67965,69047,2208
2002-06-26,48950.0,46800.0,1000162.0,13.13,60510,-55760,-1260
2002-06-27,47700.0,46650.0,731225.0,13.09,36563,-32839,730
2002-06-28,47300.0,48300.0,852047.0,13.55,-128039,121089,900
2002-07-02,46950.0,47550.0,482074.0,13.34,40279,-50599,0
2002-07-03,47500.0,48000.0,478360.0,13.46,-28308,16280,-20
2002-07-04,48000.0,48000.0,908319.0,13.46,209043,-225143,-1140
2002-07-05,48000.0,49500.0,991791.0,13.89,-252095,260815,-1390
2002-07-08,50200.0,48500.0,963274.0,13.6,315969,-295039,1330
2002-07-09,48900.0,49500.0,634920.0,13.89,-151771,223781,920
2002-07-10,49000.0,48550.0,477371.0,13.62,114240,-111880,250
2002-07-11,47600.0,46650.0,957900.0,13.09,299100,-305060,100
2002-07-12,47350.0,48400.0,900414.0,13.58,-206611,193551,330
2002-07-15,47500.0,47550.0,573866.0,13.34,596,-6016,-530
2002-07-16,47850.0,47500.0,584419.0,13.32,-50750,55770,500
2002-07-18,47650.0,48000.0,371863.0,13.46,-41120,49620,30
2002-07-19,47100.0,46300.0,776368.0,12.99,351663,-308720,-20533
2002-07-22,45000.0,44000.0,736351.0,12.34,155350,-203160,14930
2002-07-23,44000.0,44550.0,889988.0,12.5,71048,-70590,1560
2002-07-24,42650.0,42300.0,1097322.0,11.87,374780,-406780,-2910
2002-07-25,44100.0,41650.0,1519379.0,11.68,482306,-445228,2580
2002-07-26,41650.0,41350.0,1086628.0,11.6,-51536,92210,1450
2002-07-29,42000.0,42150.0,765500.0,11.82,-232840,245620,-890
2002-07-30,43500.0,43900.0,755801.0,12.31,-111244,124174,180
2002-07-31,44500.0,43850.0,493540.0,12.3,-69047,63607,1330
2002-08-01,44150.0,44200.0,581362.0,12.4,-86950,86640,-1000
2002-08-02,43000.0,43700.0,504278.0,12.26,-26613,18393,-300
2002-08-05,42700.0,42500.0,374978.0,11.92,-21340,26170,-280
2002-08-06,41300.0,42500.0,603346.0,11.92,-229204,244804,-1490
2002-08-07,43300.0,42600.0,674916.0,11.95,100934,-110474,100
2002-08-08,43000.0,47000.0,2655442.0,13.18,308955,-320990,-6755
2002-08-09,47400.0,47000.0,1463544.0,13.18,-179761,190352,5849
2002-08-12,47300.0,47850.0,798077.0,13.42,-84088,62038,400
2002-08-13,48000.0,49000.0,590406.0,13.74,-193585,196305,-100
2002-08-14,48100.0,50000.0,810323.0,14.03,-53758,41388,-2880
2002-08-16,50000.0,49850.0,719939.0,13.98,-9081,-2389,740
2002-08-19,49950.0,50400.0,740333.0,14.14,54404,-29454,390
2002-08-20,51000.0,52500.0,1485755.0,14.73,161312,-148522,-340
2002-08-21,52500.0,52500.0,2689480.0,14.73,-160138,-870062,1109880
2002-08-22,53400.0,53500.0,1200236.0,15.01,-379600,-149470,528280
2002-08-23,53300.0,52100.0,930698.0,14.61,-151160,-33000,168300
2002-08-26,51400.0,50600.0,621825.0,14.19,-40172,-47788,81370
2002-08-27,51000.0,50400.0,699609.0,14.14,80815,-214675,114620
2002-08-28,50100.0,50800.0,1035415.0,14.25,-210980,-314470,531010
2002-08-29,51000.0,52800.0,1473120.0,14.81,-63790,-40140,97220
2002-08-30,53000.0,54700.0,2061248.0,15.34,-351260,-186941,558850
2002-09-02,55200.0,56300.0,1437327.0,15.79,-259647,-236194,468751
2002-09-03,56300.0,53900.0,1712888.0,15.12,-51229,-267591,-1430
2002-09-04,53000.0,52600.0,1455843.0,14.75,-35232,-300910,29880
2002-09-05,52900.0,51900.0,851553.0,14.56,104645,-184245,-60210
2002-09-06,51900.0,52000.0,936745.0,14.59,-105520,-115840,110570
2002-09-09,52400.0,51000.0,607568.0,14.31,-208839,93387,110272
2002-09-10,51300.0,52800.0,685949.0,14.81,-155240,-36240,87720
2002-09-11,53400.0,54300.0,894989.0,15.23,-187800,-33830,126610
2002-09-12,54300.0,54800.0,1128090.0,15.37,-368260,24640,168410
2002-09-13,53800.0,52400.0,971299.0,14.7,42754,-145814,-30580
2002-09-16,52800.0,52200.0,586767.0,14.64,-55027,-255440,193167
2002-09-17,53200.0,54800.0,1153567.0,15.37,-257510,-54360,230100
2002-09-18,53800.0,53200.0,1004599.0,14.92,102627,-374954,171287
2002-09-19,53300.0,53400.0,698272.0,14.98,-188232,-70508,86240
2002-09-23,53200.0,51800.0,569217.0,14.53,-33767,-101142,-17641
2002-09-24,51500.0,53000.0,828894.0,14.87,-283356,-44444,180340
2002-09-25,53000.0,52700.0,672542.0,14.78,-230569,-26759,119830
2002-09-26,54000.0,53600.0,773840.0,15.04,-211651,-111669,192440
2002-09-27,54000.0,54300.0,687945.0,15.23,-339116,42150,231336
2002-09-30,54100.0,54800.0,987010.0,15.37,-430327,-110803,370150
2002-10-01,54500.0,53700.0,881352.0,15.06,77063,-184543,-35660
2002-10-02,54400.0,52000.0,1481471.0,14.59,290984,-635464,232980
2002-10-04,51500.0,52000.0,789107.0,14.59,-32877,-193183,130510
2002-10-07,51500.0,50500.0,502821.0,14.17,70027,-117717,64530
2002-10-08,50100.0,51900.0,745260.0,14.56,-289690,228480,70290
2002-10-09,52700.0,51800.0,752820.0,14.53,-146647,-146403,273210
2002-10-10,51800.0,49700.0,1148413.0,13.94,-67621,-262440,302741
2002-10-11,51100.0,51000.0,780770.0,14.31,-136797,-137823,305620
2002-10-14,51500.0,51400.0,493075.0,14.42,3422,-13132,-14170
2002-10-15,51400.0,51300.0,1070451.0,14.39,88936,-373634,298618
2002-10-16,52200.0,53000.0,1233785.0,14.87,-347135,-339075,716390
2002-10-17,52400.0,52500.0,937378.0,14.73,-35974,9810,-19000
2002-10-18,52200.0,51700.0,1381733.0,14.5,520022,-179852,-321420
2002-10-21,51000.0,49000.0,1117029.0,13.74,392362,-214012,-171970
2002-10-22,49200.0,48100.0,1025409.0,13.49,68273,9037,-36220
2002-10-23,47900.0,49400.0,992866.0,13.86,-232980,214270,-30910
2002-10-24,49000.0,48100.0,963642.0,13.49,297653,-328840,29837
2002-10-25,47950.0,49050.0,842198.0,13.76,-263000,167700,94920
2002-10-28,49500.0,49900.0,601468.0,14.0,-47620,-23880,49620
2002-10-29,49500.0,50300.0,817967.0,14.11,-162628,-121084,280352
2002-10-30,50200.0,49800.0,557726.0,13.97,-103570,-104140,200820
2002-10-31,50600.0,50300.0,534987.0,14.11,-129461,43992,82230
2002-11-01,50000.0,49500.0,441692.0,13.89,-30840,-109390,139650
2002-11-04,50600.0,51200.0,679599.0,14.36,-332820,297990,27750
2002-11-05,51100.0,50600.0,629751.0,14.19,20880,-207010,174000
2002-11-06,50600.0,51700.0,816040.0,14.5,-339661,287251,44100
2002-11-07,51000.0,51000.0,661262.0,14.31,36110,-98680,43630
2002-11-08,50600.0,49650.0,781671.0,13.93,235930,-109750,-153940
2002-11-11,48700.0,48750.0,621261.0,13.67,166270,-217270,71720
2002-11-12,48200.0,48850.0,372636.0,13.7,-71741,60480,910
2002-11-13,49000.0,48550.0,550711.0,13.62,141933,-249513,107050
2002-11-14,48600.0,49350.0,654596.0,13.84,-157300,71850,79470
2002-11-15,51900.0,52500.0,1448205.0,14.73,-458644,376464,66180
2002-11-18,53000.0,52800.0,1003045.0,14.81,-195823,-118700,289333
2002-11-19,52800.0,52800.0,649683.0,14.81,-165577,51610,136517
2002-11-20,52300.0,53400.0,600595.0,14.98,-246070,234780,-4040
2002-11-21,53800.0,53400.0,1126869.0,14.98,-257187,98057,115860
2002-11-22,53600.0,53600.0,714745.0,15.04,-258707,-37310,292917
2002-11-25,53500.0,54300.0,708625.0,15.23,-217170,-23680,261350
2002-11-26,53700.0,53500.0,776915.0,15.01,197899,-345041,157742
2002-11-27,52700.0,53500.0,474333.0,15.01,-48762,-113458,144590
2002-11-28,53900.0,52600.0,840804.0,14.75,207366,-210387,56650
2002-11-29,52300.0,52500.0,879213.0,14.73,287429,-162099,13170
2002-12-02,52500.0,52900.0,666606.0,14.84,97878,-105778,33310
2002-12-03,52900.0,53000.0,629675.0,14.87,14863,-82078,67143
2002-12-04,52500.0,52500.0,701771.0,14.73,-62720,23090,44490
2002-12-05,52100.0,52800.0,645577.0,14.81,-209800,154240,59280
2002-12-06,52600.0,52500.0,628101.0,14.73,31096,-131935,98819
2002-12-09,52600.0,52900.0,700066.0,14.84,-60845,-34925,117730
2002-12-10,52700.0,52500.0,542723.0,14.73,-25337,-9615,22982
2002-12-11,52600.0,52100.0,463039.0,14.61,44707,-145545,87208
2002-12-12,52500.0,53600.0,1184589.0,15.04,-231627,317922,-105180
2002-12-13,53000.0,53200.0,953393.0,14.92,146457,-460164,297372
2002-12-16,52900.0,53300.0,1043274.0,14.95,-139733,-311447,489110
2002-12-17,53800.0,54800.0,1195735.0,15.37,-296175,145917,157028
2002-12-18,54500.0,54700.0,802474.0,15.34,-180936,18686,175640
2002-12-20,54500.0,54600.0,563659.0,15.32,-146781,73548,77520
2002-12-23,54700.0,55000.0,833992.0,15.43,-270503,59053,244010
2002-12-24,54200.0,54000.0,458846.0,15.15,-117313,59749,52230
2002-12-26,53500.0,53400.0,764478.0,14.98,-72476,-94226,249800
2002-12-27,52600.0,52000.0,604981.0,14.59,16057,-22063,48436
2002-12-30,51600.0,50700.0,16027084.0,14.22,-122765,103010,95665
2003-01-02,50800.0,49900.0,525527.0,7.98,172461,-209260,46629
2003-01-03,50600.0,52400.0,1023007.0,8.38,13339,-304079,336570
2003-01-06,51900.0,52400.0,645635.0,8.38,-62776,-86294,151450
2003-01-07,53400.0,51500.0,697642.0,8.24,18636,-101916,96380
2003-01-08,52200.0,52000.0,569524.0,8.32,-116817,37335,87852
2003-01-09,51300.0,50600.0,887756.0,8.1,155050,-286200,169920
2003-01-10,51300.0,51100.0,15103776.0,8.18,-104880,8810,77570
2003-01-13,51400.0,53600.0,868280.0,8.58,-247511,691,245970
2003-01-14,53700.0,53400.0,533601.0,8.54,-61880,23765,30465
2003-01-15,53400.0,53400.0,730165.0,8.54,-61350,56630,12250
2003-01-16,52500.0,53400.0,358874.0,8.54,-121755,138495,-12850
