Symbol,제일기획_시가(원),제일기획_종가(원),제일기획_거래량(주),제일기획_PER(IFRS-연결),제일기획_순매수수량(개인)(주),제일기획_순매수수량(기관계)(주),제일기획_순매수수량(외국인계)(주)
2001-10-23,98000.0,98000.0,13030.0,10.84,-1570,-7690,2200
2001-10-24,99500.0,103000.0,22330.0,11.39,-11930,-4410,16340
2001-10-25,103000.0,108500.0,28590.0,12.0,-13800,4840,9490
2001-10-26,112000.0,119500.0,48345.0,13.22,-17480,-7760,26540
2001-10-29,118000.0,114000.0,11255.0,12.61,-1005,-1140,-235
2001-10-30,118000.0,115000.0,29880.0,12.72,-1940,-13140,12980
2001-10-31,112500.0,115000.0,13610.0,12.72,-2390,-5410,5330
2001-11-01,115000.0,116000.0,18740.0,12.83,-2280,-2300,4580
2001-11-02,116000.0,118000.0,29941.0,13.05,-6923,-2350,9273
2001-11-05,120000.0,120000.0,15490.0,13.27,-4020,-4460,5270
2001-11-06,121500.0,119000.0,18912.0,13.16,-3640,-1920,3460
2001-11-07,119500.0,118500.0,23440.0,13.11,-6150,-6140,3820
2001-11-08,118500.0,116500.0,8360.0,12.88,20,-220,-390
2001-11-09,115000.0,115000.0,13380.0,12.72,260,-2930,-150
2001-11-12,119000.0,121000.0,14040.0,13.38,-6980,-3870,1610
2001-11-13,119000.0,124000.0,16190.0,13.71,-7640,1790,440
2001-11-14,124000.0,125000.0,22000.0,13.82,-1400,-3350,4750
2001-11-15,125000.0,130000.0,28710.0,14.38,-10230,-3460,2040
2001-11-16,130000.0,132000.0,8030.0,14.6,-860,3470,-3100
2001-11-19,131000.0,134000.0,33650.0,14.82,-4000,13840,-18850
2001-11-20,131000.0,131500.0,22300.0,14.54,-30,530,-8110
2001-11-21,126500.0,131000.0,40380.0,14.49,-1330,3030,-16490
2001-11-22,133000.0,133000.0,12440.0,14.71,-4100,4200,20
2001-11-23,130500.0,132500.0,29284.0,14.65,-4340,2510,-10800
2001-11-26,135000.0,135000.0,39630.0,14.93,-1940,-430,-4780
2001-11-27,132000.0,126500.0,47463.0,13.99,8503,4040,-33623
2001-11-28,126500.0,120000.0,40480.0,13.27,5375,2570,-24665
2001-11-29,118500.0,119000.0,42448.0,13.16,9248,3480,-25958
2001-11-30,120000.0,121000.0,32500.0,13.38,8642,-590,-9502
2001-12-03,125000.0,130000.0,55905.0,14.38,-16000,1910,13640
2001-12-04,130000.0,128000.0,47105.0,14.16,255,-3050,-7715
2001-12-05,129000.0,127000.0,24570.0,14.05,3050,6230,-11360
2001-12-06,130000.0,132500.0,65275.0,14.65,6055,-6610,-5035
2001-12-07,130000.0,133500.0,35849.0,14.76,-3600,7170,-7380
2001-12-10,130500.0,128500.0,22470.0,14.21,-1920,1160,-8840
2001-12-11,126000.0,127000.0,24893.0,14.05,1260,5890,-13020
2001-12-12,127000.0,132000.0,53661.0,14.6,-4255,4370,-875
2001-12-13,134000.0,142500.0,68580.0,15.76,-18330,-20560,40410
2001-12-14,138500.0,131000.0,70450.0,14.49,23220,4300,-27370
2001-12-17,132500.0,127000.0,17780.0,14.05,1890,-120,-1950
2001-12-18,128000.0,128000.0,19440.0,14.16,820,1660,-3280
2001-12-19,128000.0,128000.0,12550.0,14.16,-1848,1038,770
2001-12-20,127500.0,130000.0,22350.0,14.38,5570,650,-6390
2001-12-21,129500.0,125000.0,33120.0,13.82,1070,-3290,2490
2001-12-24,126000.0,125000.0,34930.0,13.82,4770,-1750,-3060
2001-12-26,123000.0,125000.0,8464.0,13.82,-446,-1604,110
2001-12-27,125000.0,129500.0,15040.0,14.32,-5660,730,4920
2001-12-28,130000.0,135000.0,36573.0,14.93,-1393,2093,-1380
2002-01-02,137000.0,144000.0,47469.0,19.56,-7590,-9680,17010
2002-01-03,146000.0,148000.0,37100.0,20.11,-18590,-350,16370
2002-01-04,151000.0,149000.0,22922.0,20.24,-6919,739,2960
2002-01-07,150000.0,155500.0,24520.0,21.13,-11240,870,9380
2002-01-08,154500.0,151000.0,18061.0,20.51,1090,-850,-3200
2002-01-09,151000.0,155000.0,26240.0,21.06,-3920,-4870,6720
2002-01-10,155000.0,155000.0,55249.0,21.06,-2275,-11770,13245
2002-01-11,159000.0,152000.0,19550.0,20.65,-580,-1570,-2000
2002-01-14,155000.0,152500.0,19740.0,20.72,-1400,-1800,1680
2002-01-15,152000.0,149500.0,23585.0,20.31,1965,-7785,960
2002-01-16,154000.0,158500.0,23380.0,21.53,-2810,-690,3460
2002-01-17,151000.0,149000.0,41216.0,20.24,7366,4754,-21240
2002-01-18,152000.0,148500.0,23630.0,20.17,3300,-380,-7080
2002-01-21,151000.0,149000.0,11047.0,20.24,-913,2163,-3940
2002-01-22,150500.0,151000.0,36881.0,20.51,1400,-5740,1410
2002-01-23,151000.0,163500.0,22320.0,22.21,-9000,1740,6720
2002-01-24,163000.0,163000.0,57810.0,22.15,1120,8570,-12500
2002-01-25,162500.0,160500.0,34852.0,21.8,-860,4590,-7020
2002-01-28,160500.0,172000.0,67580.0,23.37,-9200,2810,3940
2002-01-29,168000.0,167000.0,18792.0,22.69,840,2370,-6470
2002-01-30,163000.0,161500.0,17900.0,21.94,1180,2090,-6240
2002-01-31,162000.0,161500.0,39810.0,21.94,4030,-4980,-1750
2002-02-01,158500.0,160000.0,17740.0,21.74,2100,-3850,-1310
2002-02-04,160000.0,155500.0,18155.0,21.13,430,-1390,-1920
2002-02-05,157500.0,155000.0,37920.0,21.06,1610,20580,-24810
2002-02-06,158000.0,149500.0,30850.0,20.31,12260,-490,-15020
2002-02-07,151000.0,153000.0,45964.0,20.79,1530,10990,-15850
2002-02-08,151000.0,152000.0,14674.0,20.65,-55,-190,-5635
2002-02-14,155000.0,170000.0,34160.0,23.09,-20440,4390,13250
2002-02-15,165000.0,170000.0,29970.0,23.09,-6810,-9110,9820
2002-02-18,171000.0,178000.0,17900.0,24.18,-8230,1690,3960
2002-02-19,175000.0,170000.0,39100.0,23.09,6433,6707,-18610
2002-02-20,169000.0,166500.0,14550.0,22.62,1850,1020,-11250
2002-02-21,168500.0,166500.0,30900.0,22.62,3040,3440,-9120
2002-02-22,165500.0,169000.0,17732.0,22.96,-1758,-3572,5430
2002-02-25,169500.0,171500.0,12020.0,23.3,-4500,1800,-390
2002-02-26,173000.0,167000.0,18240.0,22.69,3570,2770,-9500
2002-02-27,170000.0,167500.0,32402.0,22.75,4372,-10132,2570
2002-02-28,170000.0,175000.0,46820.0,23.77,-13750,-2090,14830
2002-03-04,178000.0,170500.0,54022.0,23.16,23820,1880,-27760
2002-03-05,171000.0,166000.0,62733.0,22.55,27400,-4640,-26020
2002-03-06,172000.0,176000.0,51320.0,23.91,-31940,7170,23990
2002-03-07,176500.0,174500.0,23550.0,23.71,-5420,3110,-200
2002-03-08,170000.0,173500.0,21813.0,23.57,-540,2500,-3510
2002-03-11,173500.0,176000.0,18930.0,23.91,5320,-1160,-6630
2002-03-12,178000.0,180000.0,34380.0,24.45,-7610,-8340,15160
2002-03-13,181500.0,187000.0,66540.0,25.4,-17472,922,11580
2002-03-14,190000.0,191000.0,30020.0,25.95,-7150,580,5740
2002-03-15,191000.0,192000.0,23732.0,26.08,-2158,-2,2780
2002-03-18,191000.0,183500.0,44640.0,24.93,14990,-2200,-14460
2002-03-19,186000.0,182500.0,66392.0,24.79,11480,10940,-24920
2002-03-20,182500.0,183000.0,35571.0,24.86,-8270,-3490,9120
2002-03-21,180000.0,179000.0,11330.0,24.32,530,720,-3250
2002-03-22,179000.0,177500.0,40310.0,24.11,15210,1170,-16720
2002-03-25,182500.0,171000.0,34730.0,23.23,22520,-2030,-19060
2002-03-26,169000.0,172500.0,20110.0,23.44,2990,4730,-7820
2002-03-27,172000.0,174500.0,17850.0,23.71,3960,4070,-8190
2002-03-28,175000.0,184500.0,54930.0,25.06,-22400,-13830,36630
2002-03-29,185000.0,185000.0,27630.0,25.13,-9402,-3928,13300
2002-04-01,189000.0,176000.0,13188.0,23.91,6240,-6070,0
2002-04-02,173500.0,176500.0,32030.0,23.98,11520,5930,-17640
2002-04-03,176500.0,175000.0,34150.0,23.77,9460,-850,-8600
2002-04-04,175000.0,168000.0,55090.0,22.82,35840,5210,-41310
2002-04-08,168000.0,164000.0,39190.0,22.28,16720,3400,-23110
2002-04-09,165000.0,163000.0,31400.0,22.15,5000,960,-6460
2002-04-10,160000.0,157000.0,32283.0,21.33,7460,2010,-12480
2002-04-11,154000.0,157000.0,40550.0,21.33,2000,2460,-5770
2002-04-12,154500.0,159500.0,27840.0,21.67,3580,-1590,-3770
2002-04-15,160000.0,172000.0,40610.0,23.37,-21510,2030,19420
2002-04-16,172000.0,178000.0,34330.0,24.18,-19670,690,18920
2002-04-17,179000.0,179000.0,23740.0,24.32,-14590,6040,8280
2002-04-18,182000.0,182000.0,52550.0,24.73,-18400,-11930,30340
2002-04-19,185000.0,185000.0,32980.0,25.13,-16790,-5890,22600
2002-04-22,187000.0,180500.0,74620.0,24.52,-16550,-17510,34190
2002-04-23,180500.0,175500.0,26720.0,23.84,9750,-4440,-5960
2002-04-24,172500.0,176000.0,16850.0,23.91,-3180,330,3470
2002-04-25,176000.0,171500.0,16490.0,23.3,-1930,390,1400
2002-04-26,169000.0,172000.0,9330.0,23.37,1660,-260,-1410
2002-04-29,170000.0,169500.0,33671.0,23.03,3720,1500,-5340
2002-04-30,174000.0,175000.0,8109.0,23.77,-4890,1170,3790
2002-05-02,184500.0,184000.0,28139.0,25.0,-7310,-6260,13530
2002-05-03,184000.0,176000.0,20680.0,23.91,3710,490,-4090
2002-05-06,180000.0,179000.0,13260.0,24.32,-4580,-1740,6350
2002-05-07,178500.0,169000.0,31170.0,22.96,9330,5160,-14520
2002-05-08,170000.0,169000.0,41154.0,22.96,10190,7750,-18450
2002-05-09,172000.0,164000.0,40706.0,22.28,17750,-4070,-13720
2002-05-10,167500.0,164500.0,19300.0,22.35,-40,610,-990
2002-05-13,164500.0,159000.0,60412.0,21.6,25305,9480,-39855
2002-05-14,155000.0,154000.0,81437.0,20.92,44590,11980,-14490
2002-05-15,158000.0,164000.0,96940.0,22.28,9220,17780,-24260
2002-05-16,159000.0,157000.0,63245.0,21.33,23160,14530,-40030
2002-05-17,158500.0,161500.0,46629.0,21.94,7300,4810,-12630
2002-05-20,161500.0,161500.0,45290.0,21.94,7690,-2430,-6290
2002-05-21,159500.0,156000.0,33760.0,21.19,1180,2970,-4310
2002-05-22,156000.0,161500.0,40790.0,21.94,-7250,-2810,10120
2002-05-23,160000.0,152500.0,77860.0,20.72,26230,-1260,-24860
2002-05-24,152500.0,151000.0,39470.0,20.51,10310,8320,-18910
2002-05-27,150000.0,149500.0,40080.0,20.31,420,760,-1100
2002-05-28,147000.0,148500.0,18462.0,20.17,-1140,6050,-4850
2002-05-29,145500.0,141500.0,56405.0,19.22,11360,1310,-12490
2002-05-30,135000.0,138500.0,28127.0,18.82,-7040,1930,3130
2002-05-31,138000.0,147000.0,52405.0,19.97,-18950,-1510,21000
2002-06-03,147500.0,143500.0,41870.0,19.49,-910,210,760
2002-06-04,144000.0,152500.0,40370.0,20.72,-19410,-5390,24840
2002-06-05,150500.0,152000.0,17351.0,20.65,-8690,-2040,10230
2002-06-07,149000.0,149000.0,14210.0,20.24,290,-3190,2700
2002-06-10,149000.0,151000.0,9310.0,20.51,-2220,3690,-1470
2002-06-11,148000.0,146500.0,12710.0,19.9,3790,2010,-5780
2002-06-12,146500.0,147000.0,17400.0,19.97,1441,-3481,1950
2002-06-14,145000.0,145000.0,50720.0,19.7,9050,2210,-11050
2002-06-17,142000.0,139500.0,26949.0,18.95,11759,2021,-13750
2002-06-18,142500.0,140000.0,23770.0,19.02,-1570,-1850,3400
2002-06-19,138500.0,137000.0,32998.0,18.61,460,-1210,690
2002-06-20,131000.0,133500.0,68710.0,18.14,6360,11750,-18100
2002-06-21,133500.0,131000.0,43960.0,17.8,8490,160,-13590
2002-06-24,130000.0,130000.0,37722.0,17.66,370,1050,-1960
2002-06-25,130000.0,131000.0,56512.0,17.8,12632,2690,-15372
2002-06-26,132000.0,128000.0,59180.0,17.39,-21670,5030,16740
2002-06-27,130000.0,123000.0,64753.0,16.71,18110,20600,-39110
2002-06-28,123000.0,126000.0,82363.0,17.12,38510,1450,-39980
2002-07-02,123500.0,125500.0,103994.0,17.05,30780,17730,-53000
2002-07-03,125500.0,127500.0,97304.0,17.32,28490,2020,-36540
2002-07-04,129500.0,135500.0,80826.0,18.41,-20770,-2040,19230
2002-07-05,135500.0,139000.0,118500.0,18.88,-51930,7780,45240
2002-07-08,143000.0,144500.0,70380.0,19.63,-30660,-16280,46640
2002-07-09,147000.0,144500.0,33260.0,19.63,-18450,5420,16660
2002-07-10,144500.0,145500.0,14160.0,19.77,-5190,-2630,8030
2002-07-11,143000.0,139000.0,30530.0,18.88,-140,-360,670
2002-07-12,147000.0,148500.0,38350.0,20.17,-22940,-610,23090
2002-07-15,145500.0,144500.0,13230.0,19.63,4340,1460,-5880
2002-07-16,143000.0,140000.0,25903.0,19.02,3067,7813,-10840
2002-07-18,139500.0,137500.0,34376.0,18.68,13485,4695,-18870
2002-07-19,135500.0,134500.0,21600.0,18.27,7360,-2830,-4210
2002-07-22,129000.0,125000.0,26877.0,16.98,9200,420,-8640
2002-07-23,125000.0,135000.0,24725.0,18.34,-9000,400,8580
2002-07-24,134000.0,124000.0,45646.0,16.85,8175,2220,-11075
2002-07-25,133500.0,125500.0,93121.0,17.05,12820,9980,-54460
2002-07-26,122000.0,120000.0,65170.0,16.3,3720,16860,-31360
2002-07-29,117000.0,116000.0,111540.0,15.76,27530,28070,-78770
2002-07-30,120000.0,122000.0,95030.0,16.57,110,-8690,-13950
2002-07-31,122000.0,118500.0,45717.0,16.1,9100,13460,-21860
2002-08-01,117000.0,114000.0,33510.0,15.49,-3772,1522,2310
2002-08-02,111000.0,113500.0,15217.0,15.42,-1046,-244,250
2002-08-05,112000.0,108000.0,18040.0,14.67,1460,-2760,2060
2002-08-06,102000.0,104000.0,31410.0,14.13,3490,8820,-12410
2002-08-07,106000.0,105500.0,23310.0,14.33,2810,1260,-3620
2002-08-08,105000.0,110500.0,42240.0,15.01,-5740,-2500,12000
2002-08-09,113000.0,113000.0,18920.0,15.35,-6960,-1140,8500
2002-08-12,119000.0,118000.0,29050.0,16.03,-14670,-90,15370
2002-08-13,116000.0,119500.0,11590.0,16.24,-4940,110,4830
2002-08-14,118000.0,124000.0,29820.0,16.85,-12540,-700,17240
2002-08-16,124500.0,119000.0,29570.0,16.17,5550,1790,-7030
2002-08-19,119000.0,118000.0,15810.0,16.03,-1580,3440,-1800
2002-08-20,119000.0,122000.0,14790.0,16.57,-4850,7110,-2500
2002-08-21,119000.0,123000.0,17108.0,16.71,320,2000,-2350
2002-08-22,126000.0,122500.0,29222.0,16.64,4940,-14230,8590
2002-08-23,123000.0,122500.0,16120.0,16.64,700,4230,-940
2002-08-26,121000.0,119500.0,13047.0,16.24,470,4050,-5030
2002-08-27,120000.0,121500.0,12642.0,16.51,2930,-5270,2410
2002-08-28,118500.0,120000.0,12220.0,16.3,-410,4440,-4030
2002-08-29,116000.0,116000.0,59340.0,15.76,19959,10910,-35169
2002-08-30,116000.0,119500.0,25599.0,16.24,-6860,4600,2650
2002-09-02,117500.0,120500.0,15920.0,16.37,-440,-980,1000
2002-09-03,120000.0,117000.0,35340.0,15.89,15700,1840,-18560
2002-09-04,114500.0,115500.0,25832.0,15.69,6340,-11100,4590
2002-09-05,116000.0,116000.0,13356.0,15.76,-3860,4420,-410
2002-09-06,115000.0,112000.0,42260.0,15.22,5240,-3410,13180
2002-09-09,112500.0,111000.0,23032.0,15.08,-3570,-1890,10000
2002-09-10,112000.0,115000.0,19180.0,15.62,-4190,1760,4680
2002-09-11,117000.0,118500.0,26870.0,16.1,-8660,6590,4140
2002-09-12,120000.0,121000.0,44160.0,16.44,-7290,2610,19180
2002-09-13,120000.0,119500.0,23290.0,16.24,-5740,310,7770
2002-09-16,120500.0,119500.0,13820.0,16.24,-3920,7550,-3600
2002-09-17,119000.0,120000.0,24444.0,16.3,5270,4280,-10650
2002-09-18,117500.0,115000.0,28517.0,15.62,6010,-6330,900
2002-09-19,115000.0,115000.0,15690.0,15.62,-1810,-1440,3190
2002-09-23,115000.0,107000.0,60553.0,14.54,32685,865,-33210
2002-09-24,104000.0,106500.0,27500.0,14.47,-1050,-8760,8600
2002-09-25,108000.0,102000.0,30348.0,13.86,790,-70,-750
2002-09-26,104000.0,104000.0,28622.0,14.13,-220,2500,1100
2002-09-27,107000.0,106000.0,16314.0,14.4,-5917,4627,2260
2002-09-30,102500.0,103000.0,33170.0,13.99,8090,6080,-3240
2002-10-01,100000.0,103000.0,16637.0,13.99,-1530,700,780
2002-10-02,107000.0,102000.0,16550.0,13.86,5530,-3280,-360
2002-10-04,99000.0,99000.0,73148.0,13.45,31576,-8721,-29815
2002-10-07,97500.0,94100.0,40294.0,12.78,544,-314,-2150
2002-10-08,93000.0,93900.0,54069.0,12.76,-7261,9261,-1660
2002-10-09,94400.0,90000.0,48224.0,12.23,-4280,7350,-1210
2002-10-10,88000.0,85000.0,48710.0,11.55,-5160,2610,-1950
2002-10-11,86700.0,82500.0,59350.0,11.21,8820,-17880,9460
2002-10-14,85500.0,88200.0,45780.0,11.98,8640,-16320,7600
2002-10-15,89100.0,92800.0,28950.0,12.61,2421,-2011,250
2002-10-16,94200.0,93800.0,29240.0,12.74,-3650,-4290,8770
2002-10-17,92500.0,96800.0,36831.0,13.15,-9304,-1120,11880
2002-10-18,99300.0,106500.0,54220.0,14.47,-17860,750,17630
2002-10-21,103500.0,100500.0,29621.0,13.65,-305,6265,-4730
2002-10-22,103500.0,92400.0,80642.0,12.55,27842,15246,-47228
2002-10-23,94000.0,94300.0,31120.0,12.81,4960,1140,-6070
2002-10-24,95500.0,91200.0,53810.0,12.39,19590,-3320,-14900
2002-10-25,90700.0,92100.0,42310.0,12.51,17380,-830,-14860
2002-10-28,92200.0,94500.0,64070.0,12.84,25500,-21240,-3300
2002-10-29,93100.0,93000.0,59170.0,12.64,7520,1230,-8820
2002-10-30,92700.0,89500.0,46440.0,12.16,16150,-7440,-4420
2002-10-31,91500.0,89400.0,42891.0,12.14,11200,-9220,-1850
2002-11-01,89400.0,90500.0,33810.0,12.29,-11869,1760,7019
2002-11-04,92500.0,96800.0,63541.0,13.15,-14421,-2890,27171
2002-11-05,97300.0,97900.0,85600.0,13.3,-28690,-5670,36380
2002-11-06,99500.0,101500.0,65310.0,13.79,-24630,1910,22300
2002-11-07,100500.0,100000.0,45540.0,13.58,-2800,-3520,6450
2002-11-08,99000.0,98500.0,16977.0,13.38,-205,-6400,6145
2002-11-11,97300.0,96000.0,21190.0,13.04,-5210,-4370,9720
2002-11-12,94100.0,97300.0,12180.0,13.22,-4700,1360,3330
2002-11-13,97500.0,98600.0,24220.0,13.39,-7030,-5470,17140
2002-11-14,97500.0,98000.0,15870.0,13.31,90,530,-380
2002-11-15,99300.0,100000.0,25901.0,13.58,-4180,-2560,7300
2002-11-18,100500.0,100000.0,14481.0,13.58,-4190,-260,4370
2002-11-19,100000.0,101000.0,12312.0,13.72,-2862,4342,-1500
2002-11-20,100500.0,102000.0,12790.0,13.86,-3480,5320,-2010
2002-11-21,104000.0,106000.0,35670.0,14.4,-7790,-480,6000
2002-11-22,110000.0,110000.0,55470.0,14.95,-8610,-3870,12300
2002-11-25,109000.0,109000.0,20532.0,14.81,6560,-5750,-680
2002-11-26,108500.0,106500.0,28400.0,14.47,11960,-13620,2700
2002-11-27,106000.0,109500.0,21206.0,14.88,-2910,-190,3150
2002-11-28,112000.0,118000.0,140481.0,16.03,-33090,-33910,76180
2002-11-29,117000.0,120000.0,42560.0,16.3,-120,210,-660
2002-12-02,118500.0,118500.0,24740.0,16.1,2939,-4100,390
2002-12-03,117500.0,118500.0,25450.0,16.1,2330,-3240,-1440
2002-12-04,116500.0,116000.0,26650.0,15.76,-5350,-5530,10720
2002-12-05,117000.0,116500.0,41790.0,15.83,-260,9540,-14770
2002-12-06,115500.0,112500.0,33960.0,15.28,8820,4220,-14430
2002-12-09,111000.0,108500.0,36150.0,14.74,3130,-2970,-5420
2002-12-10,106000.0,108000.0,29246.0,14.67,5530,-9300,4260
2002-12-11,108500.0,103000.0,44321.0,13.99,28280,-17320,-13960
2002-12-12,103000.0,108000.0,68260.0,14.67,13080,-2270,-11270
2002-12-13,106000.0,109000.0,27917.0,14.81,-1650,-10110,11980
2002-12-16,107000.0,104500.0,24534.0,14.2,3954,-7080,2156
2002-12-17,106000.0,106500.0,15407.0,14.47,-1634,-400,1904
2002-12-18,105500.0,105000.0,24173.0,14.26,3300,-2840,-460
2002-12-20,104000.0,105000.0,12427.0,14.26,-4350,1930,2360
2002-12-23,104500.0,100000.0,22277.0,13.58,-1207,3547,-2750
2002-12-24,98200.0,101000.0,15433.0,13.72,-3203,613,2520
2002-12-26,99500.0,100000.0,13085.0,13.58,-4480,50,4200
2002-12-27,98000.0,98500.0,14210.0,13.38,-1100,-2410,3570
2002-12-30,98000.0,93100.0,19255.0,12.65,1620,2260,-4240
2003-01-02,92200.0,94200.0,29601.0,10.76,4390,-5850,1700
2003-01-03,96800.0,99000.0,27237.0,11.31,290,-7080,8550
2003-01-06,101000.0,102500.0,18110.0,11.71,-5780,-4330,10620
2003-01-07,103500.0,98000.0,21662.0,11.19,9830,-1860,-7890
2003-01-08,98000.0,97000.0,19880.0,11.08,65,1465,-1260
2003-01-09,95000.0,92800.0,63460.0,10.6,23521,3340,-27990
2003-01-10,93800.0,91600.0,49820.0,10.46,-4690,1570,-540
2003-01-13,92000.0,92000.0,28780.0,10.51,9580,-1230,-8400
2003-01-14,93000.0,94000.0,37382.0,10.74,-7468,-10912,22330
2003-01-15,97300.0,100500.0,97993.0,11.48,-40150,-30660,76700
2003-01-16,99500.0,102500.0,19723.0,11.71,-10980,1350,9620
2003-01-17,102500.0,99500.0,11760.0,11.37,-2870,-3610,6410
2003-01-20,98100.0,97300.0,12610.0,11.11,-2090,940,930
2003-01-21,97300.0,98500.0,8490.0,11.25,-1370,-1040,2480
2003-01-22,96700.0,96200.0,16320.0,10.99,-1367,-7103,8430
2003-01-23,96300.0,96300.0,32510.0,11.0,-1700,3660,12680
2003-01-24,96200.0,96200.0,14741.0,10.99,-5720,-2820,8620
2003-01-27,95200.0,96000.0,14701.0,10.97,-4711,-3189,8040
2003-01-28,96000.0,96300.0,2899.0,11.0,-1305,65,1240
2003-01-29,95600.0,96800.0,18502.0,11.06,-10570,-2700,13530
2003-01-30,95600.0,96600.0,15200.0,11.04,1750,7820,-9530
2003-02-03,96600.0,96700.0,3420.0,11.05,-1240,660,560
2003-02-04,98000.0,99500.0,11462.0,11.37,-6230,-1400,7650
2003-02-05,98500.0,99100.0,4250.0,11.32,-1560,140,1400
2003-02-06,99100.0,99100.0,14520.0,11.32,-7990,-750,8790
2003-02-07,98100.0,101000.0,21019.0,11.54,-11490,1100,11570
2003-02-10,101000.0,103500.0,51694.0,11.82,-10270,-3850,13970
2003-02-11,105000.0,103000.0,18859.0,11.77,-6640,870,5610
2003-02-12,103000.0,101000.0,7920.0,11.54,-1210,810,880
2003-02-13,103000.0,102500.0,23930.0,11.71,-990,-2190,4890
2003-02-14,101000.0,104500.0,19382.0,11.94,-6170,-1580,7830
2003-02-17,108000.0,109500.0,22270.0,12.51,-7340,2060,5330
2003-02-18,109000.0,109500.0,13689.0,12.51,-2618,3618,-520
2003-02-19,110000.0,111500.0,40720.0,12.74,-5405,-4955,10470
2003-02-20,109000.0,102000.0,43810.0,11.65,19263,4107,-25430
2003-02-21,103000.0,108000.0,60791.0,12.34,-12740,-1940,13700
2003-02-24,109000.0,108000.0,59411.0,12.34,-1990,10610,-8840
2003-02-25,109000.0,107500.0,9005.0,12.28,-4550,2190,2340
2003-02-26,106500.0,106500.0,4240.0,12.17,270,-240,-10
2003-02-27,104500.0,104000.0,9492.0,11.88,1510,-3830,2460
2003-02-28,104500.0,100000.0,12506.0,11.42,2410,-2610,200
2003-03-03,100000.0,102500.0,21026.0,11.71,-2450,-1310,3760
2003-03-04,101000.0,98800.0,15231.0,11.29,5550,-2880,-3680
2003-03-05,99900.0,97000.0,17310.0,11.08,-820,-2710,3590
2003-03-06,98500.0,96000.0,17290.0,10.97,1900,290,-3150
2003-03-07,95500.0,91500.0,27695.0,10.45,3340,2170,-5500
2003-03-10,90200.0,84800.0,24647.0,9.69,15130,440,-15790
2003-03-11,82500.0,82100.0,70545.0,9.38,11340,11250,-20590
