Symbol,현대그린푸드_시가(원),현대그린푸드_종가(원),현대그린푸드_거래량(주),현대그린푸드_PER(IFRS-연결),현대그린푸드_순매수수량(개인)(주),현대그린푸드_순매수수량(기관계)(주),현대그린푸드_순매수수량(외국인계)(주)
2014-10-14,19150.0,18900.0,341198.0,20.32,76839,-45215,-26150
2014-10-15,18900.0,19400.0,254310.0,20.86,4631,-18774,11158
2014-10-16,19250.0,19500.0,141106.0,20.96,-15372,46335,-28355
2014-10-17,19500.0,19250.0,182044.0,20.69,18184,27243,-45031
2014-10-20,19300.0,19450.0,130428.0,20.91,-16357,33002,-10694
2014-10-21,19600.0,19300.0,99339.0,20.75,10878,-6517,-5318
2014-10-22,19400.0,19500.0,299431.0,20.96,20012,-53977,44878
2014-10-23,19500.0,19450.0,197987.0,20.91,22077,-43864,23481
2014-10-24,19400.0,18800.0,213912.0,20.21,24389,-12759,-13161
2014-10-27,18800.0,18900.0,86286.0,20.32,-6698,-7786,14484
2014-10-28,18900.0,18600.0,239661.0,20.0,32466,-84279,55611
2014-10-29,18550.0,18750.0,194733.0,20.16,31273,-64292,32871
2014-10-30,18800.0,18800.0,106773.0,20.21,-6546,-27580,34126
2014-10-31,19000.0,18150.0,275412.0,19.51,47431,-32252,29971
2014-11-03,18300.0,17050.0,495145.0,18.33,189493,-265139,79900
2014-11-04,16850.0,16850.0,632533.0,18.11,71432,-291260,222047
2014-11-05,16850.0,16850.0,206041.0,18.11,12930,-49123,11375
2014-11-06,16850.0,17200.0,265621.0,18.49,18526,23320,-45071
2014-11-07,17350.0,16450.0,572659.0,17.68,168286,-314300,135909
2014-11-10,16750.0,16650.0,560806.0,17.9,144582,-208244,121638
2014-11-11,16700.0,17000.0,351672.0,18.28,-28572,6584,29221
2014-11-12,17000.0,17300.0,387243.0,18.6,-81412,51625,112
2014-11-13,17400.0,17600.0,323448.0,18.92,-44308,70159,-21219
2014-11-14,17800.0,17550.0,205659.0,18.87,-53496,88059,-37425
2014-11-17,17750.0,17400.0,123050.0,18.71,-32913,20493,12220
2014-11-18,17400.0,18000.0,158942.0,19.35,-73689,56749,21845
2014-11-19,18000.0,18600.0,226788.0,20.0,-66758,115745,-47487
2014-11-20,18450.0,18200.0,324540.0,19.57,24396,-61789,-41627
2014-11-21,18200.0,18750.0,252011.0,20.16,-122999,184363,-67199
2014-11-24,18900.0,18200.0,203187.0,19.57,51024,-17491,-35033
2014-11-25,18250.0,18500.0,133444.0,19.89,-72610,85979,-6869
2014-11-26,18500.0,18550.0,99734.0,19.94,-14462,26492,-12030
2014-11-27,18550.0,18300.0,90077.0,19.67,4763,12185,-13997
2014-11-28,18300.0,18300.0,111665.0,19.67,-5567,-38548,51115
2014-12-01,18050.0,18200.0,114457.0,19.57,1922,-58440,56020
2014-12-02,18100.0,17850.0,262504.0,19.19,40536,23827,-59563
2014-12-03,17750.0,17950.0,100782.0,19.3,-16894,1301,15593
2014-12-04,17850.0,17800.0,103557.0,19.14,25842,-40191,14911
2014-12-05,17650.0,18200.0,109608.0,19.57,-31093,28674,9375
2014-12-08,18200.0,17750.0,119269.0,19.08,57587,-60171,2582
2014-12-09,17650.0,17700.0,129485.0,19.03,-8694,-66792,76165
2014-12-10,17750.0,17450.0,169231.0,18.76,-13945,22524,-7532
2014-12-11,17400.0,17200.0,264280.0,18.49,29552,-65638,36086
2014-12-12,17150.0,16800.0,287249.0,18.06,61324,-73530,14906
2014-12-15,16800.0,17350.0,94447.0,18.65,-5465,-99,5564
2014-12-16,17350.0,17850.0,185066.0,19.19,-60941,84656,-23015
2014-12-17,17850.0,17900.0,140002.0,19.24,-33206,84072,-54620
2014-12-18,17750.0,18150.0,195153.0,19.51,-58008,94109,-33301
2014-12-19,18150.0,18400.0,209066.0,19.78,-39651,88443,-48792
2014-12-22,18400.0,18400.0,211919.0,19.78,13142,681,-13484
2014-12-23,18150.0,17850.0,265083.0,19.19,19161,3392,-22553
2014-12-24,17950.0,18400.0,196241.0,19.78,-48318,25107,23211
2014-12-26,18450.0,18600.0,172235.0,20.0,-28768,43611,-14843
2014-12-29,18700.0,19250.0,286647.0,20.69,-61293,47570,14435
2014-12-30,19350.0,18950.0,195122.0,20.37,25183,12070,-33749
2015-01-02,18800.0,18950.0,109531.0,18.97,-12486,3673,-6860
2015-01-05,19050.0,18850.0,62859.0,18.87,984,16116,-17332
2015-01-06,18650.0,18700.0,127385.0,18.72,-19121,140,18073
2015-01-07,18750.0,18100.0,179874.0,18.12,39313,11773,-58386
2015-01-08,18100.0,18400.0,66410.0,18.42,-9604,17412,-7821
2015-01-09,18450.0,18150.0,194929.0,18.17,347,22921,-25217
2015-01-12,18000.0,18150.0,49192.0,18.17,-10629,14615,-4545
2015-01-13,18050.0,18300.0,171763.0,18.32,-20210,-16675,30885
2015-01-14,18300.0,17800.0,182755.0,17.82,65664,-7607,-57557
2015-01-15,17700.0,17750.0,146346.0,17.77,26425,-31955,3992
2015-01-16,17750.0,17600.0,120664.0,17.62,-1676,-53037,56213
2015-01-19,17800.0,17800.0,149191.0,17.82,39371,-36115,-1209
2015-01-20,17800.0,17600.0,90659.0,17.62,40046,-37525,-2470
2015-01-21,17600.0,17400.0,114184.0,17.42,8304,-12920,6554
2015-01-22,17400.0,17350.0,141252.0,17.37,28903,-25639,-6662
2015-01-23,17500.0,17450.0,85234.0,17.47,23656,-16687,1275
2015-01-26,17450.0,17500.0,124238.0,17.52,-12457,-58385,70342
2015-01-27,17500.0,17550.0,118419.0,17.57,-32670,34765,1403
2015-01-28,17650.0,17800.0,402872.0,17.82,39713,-161295,120532
2015-01-29,17800.0,17550.0,194220.0,17.57,95945,-90871,-1461
2015-01-30,17600.0,17300.0,192572.0,17.32,43681,-58646,15210
2015-02-02,17250.0,17500.0,154499.0,17.52,27966,-93792,64926
2015-02-03,17500.0,17300.0,260024.0,17.32,60162,-58204,-13858
2015-02-04,17300.0,17400.0,125109.0,17.42,28141,-37893,9052
2015-02-05,17400.0,17200.0,118625.0,17.22,43812,-60860,16936
2015-02-06,17200.0,17100.0,238769.0,17.12,77816,-100806,25287
2015-02-09,17050.0,16950.0,137387.0,16.96,33917,-39039,4922
2015-02-10,17000.0,17600.0,392075.0,17.62,-82303,-104192,170212
2015-02-11,17750.0,17800.0,285634.0,17.82,51781,-92740,39049
2015-02-12,17650.0,17550.0,116968.0,17.57,7871,-34223,26352
2015-02-13,17900.0,18400.0,719257.0,18.42,-166728,-11645,173130
2015-02-16,18600.0,18650.0,409955.0,18.67,-31998,-5793,36356
2015-02-17,18650.0,18250.0,157773.0,18.27,25543,-33229,7686
2015-02-23,18450.0,18750.0,272399.0,18.77,-41066,-147977,191914
2015-02-24,18600.0,18700.0,112939.0,18.72,-1664,-32259,33609
2015-02-25,18550.0,18300.0,198134.0,18.32,28530,-97417,68887
2015-02-26,18300.0,18350.0,256566.0,18.37,-7466,-112943,118349
2015-02-27,18400.0,18600.0,309672.0,18.62,-50323,-65477,116870
2015-03-02,18750.0,18450.0,149206.0,18.47,9377,-59284,52907
2015-03-03,18350.0,18600.0,230563.0,18.62,-35884,-111900,147784
2015-03-04,18600.0,18500.0,157681.0,18.52,10248,-97324,87076
2015-03-05,18550.0,18550.0,253353.0,18.57,-20059,-146191,166450
2015-03-06,18600.0,18050.0,311906.0,18.07,101863,-247216,150157
2015-03-09,18050.0,17900.0,206872.0,17.92,5339,-139972,134434
2015-03-10,18000.0,18050.0,325667.0,18.07,30026,-219120,192909
2015-03-11,18100.0,17850.0,237288.0,17.87,7251,-151088,143648
2015-03-12,17950.0,18450.0,292967.0,18.47,-99967,-10174,109900
2015-03-13,18550.0,18500.0,315047.0,18.52,-71725,-38777,109635
2015-03-16,18700.0,18600.0,163249.0,18.62,-5140,-30652,41492
2015-03-17,18800.0,18550.0,129659.0,18.57,26047,-68539,42492
2015-03-18,18700.0,18600.0,234793.0,18.62,-2785,-120307,124092
2015-03-19,18650.0,18350.0,231924.0,18.37,47225,-120167,74875
2015-03-20,18350.0,18450.0,421203.0,18.47,-22652,-209909,233839
2015-03-23,18550.0,18500.0,167611.0,18.52,18181,-76658,58194
2015-03-24,18550.0,19100.0,294384.0,19.12,-63908,-37752,77596
2015-03-25,19050.0,19400.0,338325.0,19.42,-19918,-9659,48993
2015-03-26,19400.0,19150.0,137617.0,19.17,1819,24461,-24953
2015-03-27,19150.0,19050.0,151574.0,19.07,1862,-31422,29710
2015-03-30,19050.0,19550.0,179510.0,19.57,-17881,41996,-9576
2015-03-31,19800.0,19550.0,358824.0,19.57,-6808,15262,-8454
2015-04-01,19350.0,19450.0,139948.0,19.47,9621,-40787,30366
2015-04-02,19450.0,19250.0,60141.0,19.27,4841,-18516,13675
2015-04-03,19250.0,19250.0,170763.0,19.27,28190,-82498,55822
2015-04-06,19150.0,19000.0,131709.0,19.02,30366,-72172,42150
2015-04-07,19150.0,19600.0,148867.0,19.62,-31272,-25175,58442
2015-04-08,19550.0,19200.0,205814.0,19.22,91082,-137951,46683
2015-04-09,19150.0,18950.0,243089.0,18.97,34760,-114827,82876
2015-04-10,18950.0,18650.0,362623.0,18.67,14810,-71055,41296
2015-04-13,18800.0,19100.0,307922.0,19.12,16250,-68437,51387
2015-04-14,19000.0,19550.0,255746.0,19.57,23658,-41125,17593
2015-04-15,19550.0,19300.0,253610.0,19.32,99564,-24542,-73600
2015-04-16,19150.0,18800.0,414222.0,18.82,158405,-51515,-90915
2015-04-17,18800.0,18750.0,191917.0,18.77,13628,-43056,29792
2015-04-20,18700.0,18450.0,255018.0,18.47,86980,-90770,20972
2015-04-21,18650.0,19000.0,240884.0,19.02,-67160,10132,25470
2015-04-22,18900.0,18500.0,307825.0,18.52,129576,-144029,-5095
2015-04-23,18600.0,18600.0,223109.0,18.62,-5394,-25991,30085
2015-04-24,18450.0,18400.0,174372.0,18.42,59875,-84883,24552
2015-04-27,18500.0,18450.0,146119.0,18.47,33437,-64433,30996
2015-04-28,18450.0,18450.0,96684.0,18.47,33692,-43274,15721
2015-04-29,18500.0,18900.0,244945.0,18.92,-106533,38915,68118
2015-04-30,18800.0,18950.0,160977.0,18.97,-9128,21670,-18937
2015-05-04,19050.0,18850.0,174101.0,18.87,-45615,32023,14392
2015-05-06,18850.0,18900.0,250788.0,18.92,-13566,-49420,61986
2015-05-07,18900.0,18600.0,137017.0,18.62,1270,-22377,21107
2015-05-08,18600.0,18550.0,223467.0,18.57,38160,-122121,83840
2015-05-11,18600.0,19200.0,242702.0,19.22,-34824,633,34191
2015-05-12,19200.0,19200.0,189769.0,19.22,-17789,12194,7719
2015-05-13,19650.0,20300.0,1139803.0,20.32,-66166,-80585,137189
2015-05-14,20400.0,22050.0,1568399.0,22.07,-97685,4041,142317
2015-05-15,21850.0,21950.0,765762.0,21.97,102402,-80011,-24996
2015-05-18,21950.0,22100.0,511111.0,22.12,-70095,-84185,149985
2015-05-19,22300.0,21800.0,313317.0,21.82,43100,-79377,36990
2015-05-20,21800.0,21200.0,521947.0,21.22,74439,-118938,44265
2015-05-21,21450.0,21250.0,293357.0,21.27,47577,-112834,65022
2015-05-22,21250.0,21100.0,388749.0,21.12,105770,-108878,-964
2015-05-26,21050.0,20550.0,431318.0,20.57,89255,-141360,53363
2015-05-27,20500.0,21000.0,341999.0,21.02,-30332,-37753,67605
2015-05-28,21050.0,20400.0,427241.0,20.42,143498,-149962,4261
2015-05-29,20500.0,19850.0,308696.0,19.87,63366,-93868,30502
2015-06-01,19750.0,20050.0,224985.0,20.07,35573,-48680,12607
2015-06-02,20150.0,19150.0,523857.0,19.17,-39635,18374,18261
2015-06-03,19150.0,19100.0,353991.0,19.12,71907,-27578,-48682
2015-06-04,19150.0,19500.0,346800.0,19.52,-701,-16135,16836
2015-06-05,19550.0,20000.0,403629.0,20.02,-87290,112456,-26862
2015-06-08,20000.0,19550.0,369053.0,19.57,103679,-53720,-53293
2015-06-09,19550.0,19800.0,170643.0,19.82,-29863,73434,-44537
2015-06-10,19900.0,19700.0,254054.0,19.72,-10129,42786,-32227
2015-06-11,19900.0,20400.0,396824.0,20.42,-41758,97587,-55516
2015-06-12,20500.0,20400.0,354253.0,20.42,-57070,136493,-84241
2015-06-15,20450.0,20400.0,324177.0,20.42,39245,72513,-111763
2015-06-16,20650.0,20400.0,404490.0,20.42,44457,-5022,-42950
2015-06-17,20350.0,20550.0,416001.0,20.57,83434,-51954,-60326
2015-06-18,20950.0,20400.0,245180.0,20.42,58488,-1397,-59401
2015-06-19,20300.0,20950.0,227671.0,20.97,-46973,107475,-71991
2015-06-22,21400.0,20300.0,265750.0,20.32,104627,-80397,-30381
2015-06-23,20400.0,21050.0,429416.0,21.07,-19588,-18000,36324
2015-06-24,21150.0,21100.0,165926.0,21.12,-28081,56091,-28072
2015-06-25,21100.0,21200.0,135048.0,21.22,5079,-1989,-3551
2015-06-26,21300.0,21000.0,177434.0,21.02,-20197,59742,-39699
2015-06-29,20500.0,20950.0,233229.0,20.97,-45624,49025,16090
2015-06-30,21000.0,21100.0,230032.0,21.12,6541,7539,-13701
2015-07-01,20950.0,20650.0,141854.0,20.67,52032,-39163,-14296
2015-07-02,20600.0,20700.0,348468.0,20.72,-47892,-768,46550
2015-07-03,20900.0,20700.0,147954.0,20.72,-8878,-27459,36208
2015-07-06,20600.0,20250.0,166930.0,20.27,-15180,15993,-1463
2015-07-07,20550.0,20350.0,167286.0,20.37,15617,-41796,27462
2015-07-08,20350.0,19950.0,190532.0,19.97,5557,-7567,12345
2015-07-09,19700.0,19600.0,192034.0,19.62,-19240,17745,2930
2015-07-10,19650.0,20150.0,164887.0,20.17,4181,-15278,10923
2015-07-13,20100.0,20300.0,160114.0,20.32,24857,-33105,2952
2015-07-14,20450.0,20800.0,184393.0,20.82,-20523,33984,-4111
2015-07-15,20900.0,21100.0,171681.0,21.12,-11263,17539,-5073
2015-07-16,21250.0,21300.0,401896.0,21.32,-12636,30589,-19602
2015-07-17,21100.0,21750.0,759809.0,21.77,22141,-66114,41125
2015-07-20,21800.0,22600.0,597362.0,22.62,-25401,18290,6468
2015-07-21,22800.0,24050.0,1035096.0,24.07,84964,-140493,55331
2015-07-22,23700.0,23250.0,300071.0,23.27,-16811,-16218,32420
2015-07-23,23450.0,23900.0,444514.0,23.92,-53150,27677,9661
2015-07-24,23700.0,23250.0,259215.0,23.27,23276,33766,-47234
2015-07-27,23300.0,23650.0,322979.0,23.67,-44971,59899,-8264
2015-07-28,23100.0,22850.0,334628.0,22.87,-22776,-37732,62517
2015-07-29,22900.0,23800.0,456195.0,23.82,-76259,73154,75
2015-07-30,23800.0,24000.0,365548.0,24.02,-29986,51041,-23085
2015-07-31,23900.0,24150.0,343996.0,24.17,16708,55517,-72285
2015-08-03,24250.0,24200.0,407172.0,24.22,56356,115924,-167064
2015-08-04,24400.0,23750.0,330098.0,23.77,27629,5892,-29096
2015-08-05,23800.0,24700.0,614556.0,24.72,83763,-133146,47833
2015-08-06,24700.0,25650.0,508423.0,25.67,11736,-432,-12254
2015-08-07,25700.0,25650.0,339041.0,25.67,25519,15011,-49278
2015-08-10,25550.0,26350.0,600730.0,26.37,-16420,38674,-21369
2015-08-11,26900.0,26200.0,719566.0,26.22,-85662,270720,-183584
2015-08-12,26050.0,25150.0,531343.0,25.17,11423,14004,-23159
2015-08-13,25150.0,25450.0,264332.0,25.47,10450,-26367,17078
2015-08-17,25850.0,25250.0,260644.0,25.27,36460,25653,-62475
2015-08-18,25100.0,24550.0,446442.0,24.57,-15184,-19102,34918
2015-08-19,24750.0,25200.0,1540352.0,25.22,-127703,-98967,234366
2015-08-20,25400.0,25600.0,808577.0,25.62,-44015,-56906,104442
2015-08-21,24400.0,24600.0,531059.0,24.62,-115976,112367,3609
2015-08-24,24300.0,23850.0,430425.0,23.87,-17438,-73306,85400
2015-08-25,24000.0,24000.0,488898.0,24.02,54963,-8629,-46914
2015-08-26,24000.0,25500.0,903709.0,25.52,-39760,-32081,75448
2015-08-27,26000.0,27500.0,1312349.0,27.52,-172077,240037,-66070
2015-08-28,28000.0,28000.0,1039120.0,28.02,107076,291785,-397418
2015-08-31,27950.0,27300.0,1967862.0,27.32,100859,1120641,-1221732
2015-09-01,27350.0,26150.0,798355.0,26.17,43179,22321,-62081
2015-09-02,25500.0,26350.0,969683.0,26.37,61094,90176,-149898
2015-09-03,26350.0,25900.0,472234.0,25.92,-11924,116616,-104235
2015-09-04,25750.0,24700.0,459014.0,24.72,-7259,13809,1575
2015-09-07,24800.0,25050.0,370598.0,25.07,-13554,75857,-60625
2015-09-08,25150.0,24300.0,344018.0,24.32,48084,48888,-97230
2015-09-09,24650.0,25000.0,389238.0,25.02,74269,6053,-83627
2015-09-10,24800.0,25450.0,418849.0,25.47,887,115535,-117245
2015-09-11,25150.0,25000.0,417588.0,25.02,43585,58541,-102772
2015-09-14,25100.0,24350.0,266148.0,24.37,62272,32447,-94773
2015-09-15,24550.0,25950.0,559075.0,25.97,-51575,186227,-133852
2015-09-16,26250.0,25750.0,663011.0,25.77,167958,192279,-362746
2015-09-17,26100.0,25850.0,875602.0,25.87,-73407,271129,-191672
2015-09-18,26450.0,26450.0,592868.0,26.47,-45395,195222,-150805
2015-09-21,26400.0,26550.0,299757.0,26.57,49174,50835,-103735
2015-09-22,26800.0,25550.0,799723.0,25.57,185182,-56713,-133636
2015-09-23,25250.0,24750.0,410892.0,24.77,41699,-55490,13390
2015-09-24,24800.0,24750.0,263575.0,24.77,15476,717,-14400
2015-09-25,24700.0,25450.0,257136.0,25.47,-114962,164741,-43779
2015-09-30,25400.0,25600.0,390296.0,25.62,24487,36550,-60319
2015-10-01,25700.0,25400.0,219425.0,25.42,46393,-27452,-18623
2015-10-02,25400.0,25800.0,233944.0,25.82,-23739,-14660,37752
2015-10-05,26050.0,25600.0,192038.0,25.62,12717,-3223,-9494
2015-10-06,25750.0,25150.0,200324.0,25.17,9880,-52759,46259
2015-10-07,25150.0,24950.0,210441.0,24.97,40063,138,-42018
2015-10-08,25200.0,25050.0,395714.0,25.07,59577,-87175,26785
2015-10-12,24950.0,24550.0,274476.0,24.57,81592,-20893,-61281
2015-10-13,24500.0,24100.0,350787.0,24.12,21849,9417,-31390
2015-10-14,24250.0,23450.0,345771.0,23.47,44663,-47968,879
2015-10-15,23400.0,23800.0,257879.0,23.82,-28,-13346,13929
2015-10-16,24000.0,23950.0,237487.0,23.97,-5283,29285,-16035
2015-10-19,24200.0,24400.0,133278.0,24.42,-1292,11512,-9616
2015-10-20,24400.0,25050.0,304100.0,25.07,-93719,124930,-31659
2015-10-21,25050.0,24800.0,161038.0,24.82,10916,16905,-27936
2015-10-22,24600.0,23600.0,395583.0,23.62,146414,-142779,-8106
2015-10-23,23850.0,24350.0,257594.0,24.37,-97141,53441,48953
2015-10-26,24400.0,24500.0,130608.0,24.52,-38850,37570,-403
2015-10-27,24650.0,24900.0,228468.0,24.92,-55110,29560,25150
2015-10-28,25000.0,24700.0,242417.0,24.72,28331,-93780,65349
2015-10-29,24450.0,24150.0,240849.0,24.17,46196,-24935,-11327
2015-10-30,24100.0,23850.0,158431.0,23.87,48754,-85072,35910
2015-11-02,23650.0,23450.0,142419.0,23.47,46450,-59503,12504
2015-11-03,23500.0,23800.0,177973.0,23.82,23297,-25594,-1544
2015-11-04,23950.0,24200.0,156424.0,24.22,-2950,9806,-7204
2015-11-05,24000.0,24100.0,140417.0,24.12,5374,25851,-24945
2015-11-06,24100.0,23400.0,266133.0,23.42,40893,-59862,17845
2015-11-09,23300.0,23400.0,181432.0,23.42,9206,-12775,3389
2015-11-10,23350.0,22600.0,414876.0,22.62,13879,-163359,149999
2015-11-11,22400.0,22900.0,226027.0,22.92,-33799,-20611,54410
2015-11-12,22800.0,22950.0,94002.0,22.97,-12455,-21025,32918
2015-11-13,22400.0,22700.0,140052.0,22.72,1406,-70539,69203
2015-11-16,22650.0,22350.0,127076.0,22.37,1440,-16267,14827
2015-11-17,22550.0,23100.0,194136.0,23.12,-4838,-31303,35895
2015-11-18,23300.0,23200.0,204028.0,23.22,20346,41761,-51514
2015-11-19,23350.0,24050.0,304353.0,24.07,-75776,149106,-75430
2015-11-20,24050.0,24150.0,188507.0,24.17,-43177,80512,-33984
2015-11-23,24150.0,24850.0,215550.0,24.87,-75215,120307,-45687
2015-11-24,24850.0,25450.0,361908.0,25.47,-120214,75110,45107
2015-11-25,25250.0,25250.0,194514.0,25.27,-20212,68315,-47182
2015-11-26,25300.0,25150.0,155678.0,25.17,-9605,61367,-51802
2015-11-27,25150.0,25300.0,164150.0,25.32,-55170,56878,-1706
2015-11-30,24950.0,24650.0,241284.0,24.67,-20639,25825,-6873
2015-12-01,24500.0,24900.0,195048.0,24.92,-62996,10214,56052
2015-12-02,24800.0,25100.0,109538.0,25.12,-33649,38477,-5128
2015-12-03,24950.0,24800.0,156080.0,24.82,1124,6407,-5131
2015-12-04,24650.0,24350.0,228257.0,24.37,15278,-41575,27370
2015-12-07,24350.0,24100.0,221433.0,24.12,25986,-82551,64735
2015-12-08,24100.0,23900.0,160023.0,23.92,-11521,13706,2081
2015-12-09,23950.0,23950.0,230201.0,23.97,23891,-56993,38620
2015-12-10,23500.0,23650.0,207968.0,23.67,8843,-7956,-1088
2015-12-11,23600.0,23800.0,147716.0,23.82,5992,-1497,-4495
2015-12-14,23250.0,22950.0,229531.0,22.97,28928,-32583,3155
2015-12-15,23100.0,23550.0,230259.0,23.57,-31248,36060,-4576
2015-12-16,23500.0,24050.0,157235.0,24.07,-48862,76759,-30694
2015-12-17,24100.0,24350.0,179537.0,24.37,-23441,74438,-50052
2015-12-18,24350.0,24450.0,147711.0,24.47,-40376,47141,-6215
2015-12-21,24450.0,24450.0,102088.0,24.47,-14859,10932,3927
2015-12-22,24450.0,24850.0,115015.0,24.87,-48524,60317,-11693
2015-12-23,24850.0,25100.0,205200.0,25.12,-69545,48814,21131
2015-12-24,25250.0,24900.0,158748.0,24.92,-28006,56292,-27419
2015-12-28,25000.0,24300.0,195055.0,24.32,-6488,10864,-4773
2015-12-29,24100.0,24600.0,208931.0,24.62,-39588,36692,6396
2015-12-30,24650.0,24800.0,343947.0,24.82,-13225,73015,-56923
2016-01-04,24550.0,23350.0,343737.0,25.12,95805,-47890,-49002
2016-01-05,23500.0,23350.0,271882.0,25.12,43133,-60257,17524
2016-01-06,23350.0,22900.0,403881.0,24.64,97430,-66099,-30424
2016-01-07,22750.0,23300.0,204341.0,25.07,-64526,22372,42606
2016-01-08,23400.0,23500.0,139389.0,25.29,-20882,68278,-46992
2016-01-11,23250.0,23100.0,132425.0,24.86,25270,11275,-39277
2016-01-12,23100.0,23350.0,219685.0,25.12,-12959,18034,-5278
2016-01-13,23450.0,23600.0,140934.0,25.39,31432,-37406,5265
2016-01-14,23450.0,23100.0,209190.0,24.86,23508,-52131,33166
2016-01-15,23300.0,23000.0,218766.0,24.75,-11773,-43378,55133
2016-01-18,23000.0,22650.0,207821.0,24.37,7905,-33062,27285
2016-01-19,22650.0,23150.0,174571.0,24.91,-29560,19804,9756
2016-01-20,23150.0,22050.0,397244.0,23.73,52614,-14237,-39950
2016-01-21,22050.0,22200.0,212723.0,23.89,-11405,-9347,22861
2016-01-22,22400.0,22900.0,161336.0,24.64,-62405,78687,-15594
2016-01-25,22750.0,22950.0,151528.0,24.69,-31780,79010,-47255
2016-01-26,22950.0,22700.0,84558.0,24.42,-5885,9571,1181
2016-01-27,23100.0,23000.0,220062.0,24.75,-18705,25665,-7262
2016-01-28,22700.0,22800.0,143070.0,24.53,18578,935,-19763
2016-01-29,22700.0,22600.0,107990.0,24.32,-6312,-8565,24746
2016-02-01,22700.0,23000.0,198960.0,24.75,-4078,-54946,57669
2016-02-02,22950.0,22700.0,109758.0,24.42,18236,-26355,7857
2016-02-03,22650.0,22750.0,161330.0,24.48,-24512,-29325,53845
2016-02-04,22750.0,22300.0,324993.0,23.99,83976,-124013,38510
2016-02-05,22400.0,22100.0,187607.0,23.78,37118,-47996,11030
2016-02-11,20850.0,20150.0,611156.0,21.68,42641,-19291,-17319
2016-02-12,19500.0,19050.0,669857.0,20.5,76321,-117054,36433
2016-02-15,19200.0,19400.0,367398.0,20.87,39186,47288,-86504
2016-02-16,19350.0,20050.0,263057.0,21.57,-39294,112550,-73372
2016-02-17,20050.0,19800.0,231083.0,21.3,4092,77364,-81456
2016-02-18,20100.0,19800.0,168535.0,21.3,27148,-23087,-6421
2016-02-19,19950.0,19900.0,172291.0,21.41,-25496,1424,24221
2016-02-22,19900.0,19700.0,168343.0,21.2,15063,-6981,3276
2016-02-23,19750.0,19750.0,125009.0,21.25,-964,20839,-19375
2016-02-24,19600.0,19550.0,129561.0,21.04,15394,21699,-34412
2016-02-25,19600.0,20050.0,150945.0,21.57,-35709,28236,8613
2016-02-26,20100.0,19950.0,184932.0,21.47,-1412,35125,-33640
2016-02-29,19950.0,19750.0,230612.0,21.25,-6682,-13966,21150
2016-03-02,19850.0,19400.0,254799.0,20.87,78933,-97623,16651
2016-03-03,19400.0,18900.0,443730.0,20.34,183109,-212967,30293
2016-03-04,18900.0,18900.0,279949.0,20.34,47903,-121950,73947
2016-03-07,18950.0,19000.0,311510.0,20.44,50905,-130156,80201
2016-03-08,19000.0,18900.0,249067.0,20.34,37050,-94279,57229
2016-03-09,19000.0,19450.0,455697.0,20.93,-25526,12301,18545
2016-03-10,19800.0,19600.0,639426.0,21.09,199381,-156034,-41527
2016-03-11,19450.0,19250.0,261245.0,20.71,102136,-103788,850
2016-03-14,19250.0,19100.0,270822.0,20.55,83066,-83651,285
2016-03-15,19100.0,19200.0,219017.0,20.66,-1615,-54952,56567
2016-03-16,19300.0,19350.0,189757.0,20.82,1494,-75739,74895
2016-03-17,19450.0,19350.0,314080.0,20.82,48887,-86566,37679
2016-03-18,19300.0,19200.0,205470.0,20.66,24579,-75541,50962
2016-03-21,19200.0,18950.0,294342.0,20.39,126357,-158404,31547
2016-03-22,19000.0,19100.0,165434.0,20.55,-22548,-26404,48952
2016-03-23,19200.0,19550.0,374218.0,21.04,-26880,10275,27178
2016-03-24,19500.0,19850.0,410312.0,21.36,-53727,23214,27900
2016-03-25,20000.0,19850.0,269859.0,21.36,8666,-10401,4070
2016-03-28,19850.0,19500.0,280901.0,20.98,42194,-18104,-35714
2016-03-29,19450.0,19600.0,211036.0,21.09,34689,-29259,-5442
2016-03-30,19700.0,19300.0,296580.0,20.77,75901,-46880,-30238
2016-03-31,19400.0,19400.0,275429.0,20.87,13534,-1809,-12381
2016-04-01,19550.0,19200.0,236391.0,20.66,54223,-26646,-28673
2016-04-04,19250.0,19150.0,238500.0,20.6,60186,-2971,-57094
2016-04-05,19050.0,19000.0,327412.0,20.44,138992,-83279,-57512
2016-04-06,18900.0,18800.0,365038.0,20.23,114957,-153443,31238
2016-04-07,18850.0,18700.0,343339.0,20.12,101611,-155908,47098
2016-04-08,18650.0,18600.0,343838.0,20.01,81334,-121288,30494
2016-04-11,18650.0,18800.0,185537.0,20.23,73127,-63233,-11217
2016-04-12,18700.0,18700.0,267473.0,20.12,39780,-45628,6997
2016-04-14,18650.0,19150.0,382178.0,20.6,-72936,65130,7099
2016-04-15,19150.0,19150.0,218700.0,20.6,-7591,24308,-11060
2016-04-18,19000.0,19200.0,227075.0,20.66,6004,4237,-10541
2016-04-19,19250.0,19550.0,276921.0,21.04,-84893,91308,-4715
2016-04-20,19600.0,19500.0,265063.0,20.98,-15902,78714,-64113
2016-04-21,19600.0,19850.0,355734.0,21.36,-126599,132339,-8437
2016-04-22,19900.0,19800.0,212213.0,21.3,-17794,66001,-48257
2016-04-25,19800.0,19850.0,256529.0,21.36,-11538,11464,753
2016-04-26,19850.0,19750.0,257207.0,21.25,-31119,73374,-44415
