Symbol,효성_시가(원),효성_종가(원),효성_거래량(주),효성_PER(IFRS-연결),효성_순매수수량(개인)(주),효성_순매수수량(기관계)(주),효성_순매수수량(외국인계)(주)
2001-10-25,11700.0,11650.0,133300.0,7.13,13230,-21920,5000
2001-10-26,11700.0,11450.0,74280.0,7.0,-10660,28720,-16920
2001-10-29,11500.0,11400.0,99590.0,6.97,16500,-43850,27250
2001-10-30,11350.0,11100.0,59010.0,6.79,-7500,-10220,17750
2001-10-31,10900.0,11450.0,134950.0,7.0,-22400,11300,11000
2001-11-01,11250.0,11450.0,108170.0,7.0,27050,-35400,8350
2001-11-02,11500.0,11200.0,363620.0,6.85,61380,-45030,19850
2001-11-05,11400.0,11300.0,166020.0,6.91,58620,1880,1520
2001-11-06,11450.0,11650.0,451080.0,7.13,70270,-24290,-17460
2001-11-07,11650.0,11450.0,137260.0,7.0,33730,-33510,-270
2001-11-08,11700.0,12100.0,607680.0,7.4,-75730,-88710,120980
2001-11-09,12000.0,12000.0,201010.0,7.34,71450,-8790,-65800
2001-11-12,12000.0,11600.0,612730.0,7.1,265920,136200,-404120
2001-11-13,11700.0,11400.0,415020.0,6.97,108240,12670,-124700
2001-11-14,11650.0,12150.0,536990.0,7.43,-30530,31090,7350
2001-11-15,12350.0,12400.0,459580.0,7.59,-11830,7570,2370
2001-11-16,12300.0,12600.0,460130.0,7.71,-28080,92480,-118650
2001-11-19,12600.0,12650.0,379020.0,7.74,58000,10780,-79220
2001-11-20,12800.0,13000.0,775490.0,7.95,-72300,69890,-8300
2001-11-21,12900.0,12900.0,263410.0,7.89,25820,-22110,-9520
2001-11-22,13100.0,13650.0,409200.0,8.35,-46930,25530,37880
2001-11-23,13850.0,13600.0,424240.0,8.32,-7930,-85570,89400
2001-11-26,14000.0,14300.0,608780.0,8.75,-83070,-83690,176110
2001-11-27,14400.0,14700.0,674790.0,8.99,-162340,-166560,318370
2001-11-28,14700.0,14000.0,354240.0,8.57,-112110,-34120,145320
2001-11-29,13600.0,14200.0,207170.0,8.69,-13280,-1510,15450
2001-11-30,14250.0,14900.0,294310.0,9.12,-39490,86130,-55880
2001-12-03,15000.0,15100.0,443680.0,9.24,-127010,-26210,173810
2001-12-04,15050.0,14850.0,285760.0,9.09,17500,-131790,113210
2001-12-05,15000.0,15300.0,249290.0,9.36,-114060,50650,57240
2001-12-06,15400.0,14500.0,353190.0,8.87,58150,-15600,-36740
2001-12-07,14300.0,14050.0,588620.0,8.6,264470,-283490,-19790
2001-12-10,13800.0,12850.0,746960.0,7.86,344710,-234170,-129660
2001-12-11,12850.0,13000.0,584060.0,7.95,166970,-175790,6100
2001-12-12,13000.0,13000.0,305930.0,7.95,9650,46680,-67200
2001-12-13,12900.0,13500.0,474740.0,8.26,-104840,65080,48010
2001-12-14,13400.0,13500.0,239320.0,8.26,-30570,80580,-48870
2001-12-17,13500.0,13400.0,148760.0,8.2,-59730,15070,41310
2001-12-18,13600.0,13000.0,253160.0,7.95,-47970,-33520,84950
2001-12-19,13200.0,12800.0,214670.0,7.83,13660,-15890,-940
2001-12-20,12800.0,13400.0,182610.0,8.2,-63370,85150,-22690
2001-12-21,13200.0,12850.0,153450.0,7.86,36640,-23700,-13250
2001-12-24,12900.0,12700.0,208190.0,7.77,17070,-11710,-8300
2001-12-26,12800.0,13000.0,233810.0,7.95,83630,-86100,0
2001-12-27,12600.0,13100.0,135200.0,8.3,-52300,52370,290
2001-12-28,13200.0,13950.0,277250.0,8.84,-109150,106700,-20
2002-01-02,13950.0,13950.0,304500.0,7.19,-42445,63435,-26200
2002-01-03,14100.0,14500.0,307470.0,7.48,-106140,12230,96160
2002-01-04,14500.0,15200.0,1265881.0,7.84,-210608,39387,116311
2002-01-07,15600.0,16100.0,797930.0,8.3,-151953,-178347,342940
2002-01-08,16000.0,16400.0,391671.0,8.46,-82930,-27710,55500
2002-01-09,16400.0,15950.0,342151.0,8.22,37084,-27954,-16180
2002-01-10,16150.0,15300.0,311562.0,7.89,-65700,59350,-29050
2002-01-11,15600.0,14900.0,223380.0,7.68,-17480,47990,-35050
2002-01-14,15300.0,16400.0,908955.0,8.46,9494,-52170,44726
2002-01-15,16050.0,15500.0,262240.0,7.99,80710,-79700,-2220
2002-01-16,15850.0,15350.0,139340.0,7.92,22672,-25742,200
2002-01-17,15100.0,15300.0,124310.0,7.89,-3690,5760,4090
2002-01-18,15350.0,15500.0,115782.0,7.99,1420,20810,730
2002-01-21,15600.0,15900.0,107131.0,8.2,2600,10890,700
2002-01-22,16000.0,15700.0,108120.0,8.1,45240,-45540,1070
2002-01-23,15900.0,17100.0,674530.0,8.82,72180,16140,400
2002-01-24,17200.0,17200.0,452530.0,8.87,-44470,66160,-12290
2002-01-25,17500.0,17600.0,394650.0,9.07,-55010,24310,6600
2002-01-28,17900.0,17150.0,644535.0,8.84,64510,-64110,-5390
2002-01-29,17400.0,17150.0,533940.0,8.84,78330,-23250,-70740
2002-01-30,16900.0,16300.0,469275.0,8.4,43335,189765,-231210
2002-01-31,16550.0,16400.0,360000.0,8.46,18890,28940,-55500
2002-02-01,16400.0,16500.0,430510.0,8.51,-60050,35650,18800
2002-02-04,16500.0,16000.0,175070.0,8.25,-33930,65820,-17720
2002-02-05,15850.0,16250.0,143580.0,8.38,-41689,41849,600
2002-02-06,16400.0,16300.0,139010.0,8.4,-39410,37620,-500
2002-02-07,16300.0,16550.0,289690.0,8.53,-38019,49970,-7861
2002-02-08,16550.0,17400.0,233260.0,8.97,-64683,41653,520
2002-02-14,17600.0,18250.0,715090.0,9.41,-84160,130920,-47350
2002-02-15,18000.0,18100.0,357580.0,9.33,-68652,50682,6580
2002-02-18,18200.0,18100.0,364377.0,9.33,51051,-65171,16600
2002-02-19,18200.0,18000.0,246360.0,9.28,7220,-36920,31530
2002-02-20,17900.0,17800.0,373770.0,9.18,-8870,26500,-7500
2002-02-21,17900.0,18300.0,242098.0,9.44,-63565,32145,29260
2002-02-22,18300.0,17850.0,217920.0,9.2,40200,-6210,-31350
2002-02-25,17900.0,17750.0,142220.0,9.15,-9640,9040,0
2002-02-26,18000.0,18000.0,328033.0,9.28,32110,-47820,17280
2002-02-27,18000.0,18500.0,291461.0,9.54,-17179,20009,-2420
2002-02-28,18600.0,18750.0,262920.0,9.67,-67300,-2560,73780
2002-03-04,19050.0,18600.0,294960.0,9.59,-28290,-68260,39640
2002-03-05,18500.0,18450.0,301040.0,9.51,6760,-44850,47900
2002-03-06,18100.0,18150.0,198726.0,9.36,-20064,-18191,42310
2002-03-07,18450.0,18450.0,412080.0,9.51,13700,-83980,91400
2002-03-08,18650.0,18500.0,263650.0,9.54,-11400,-97820,106250
2002-03-11,18500.0,18450.0,148302.0,9.51,-24498,8038,51900
2002-03-12,18200.0,19050.0,399528.0,9.82,1600,-59230,45720
2002-03-13,18900.0,19050.0,283171.0,9.82,32560,-34840,2000
2002-03-14,19200.0,19050.0,348911.0,9.82,19965,-22775,-7310
2002-03-15,18800.0,18900.0,344544.0,9.75,-1927,-2593,1140
2002-03-18,19600.0,19750.0,733871.0,10.18,8370,-31150,10970
2002-03-19,19950.0,19500.0,284054.0,10.05,-16828,15428,5140
2002-03-20,19550.0,18900.0,455761.0,9.75,68703,-38381,-28752
2002-03-21,18900.0,19050.0,307810.0,9.82,21464,-75212,45580
2002-03-22,19650.0,19000.0,388615.0,9.8,57570,-50710,3010
2002-03-25,19000.0,18950.0,256070.0,9.77,1904,-29862,128
2002-03-26,18800.0,18700.0,319531.0,9.64,-17135,-25505,41670
2002-03-27,19000.0,18850.0,759174.0,9.72,271348,38482,-316070
2002-03-28,18950.0,19900.0,831879.0,10.26,-43264,-104009,149580
2002-03-29,20200.0,20900.0,1009398.0,10.78,-29900,-72530,83090
2002-04-01,20900.0,20700.0,968314.0,10.67,17946,-46136,29140
2002-04-02,21000.0,21000.0,546778.0,10.83,-46397,38337,9560
2002-04-03,20700.0,21000.0,733525.0,10.83,-6283,-79517,78900
2002-04-04,20600.0,20600.0,404383.0,10.62,-38923,20373,6740
2002-04-08,20700.0,19200.0,564379.0,9.9,67373,48219,-143092
2002-04-09,19200.0,18600.0,406745.0,9.59,13774,62756,-79560
2002-04-10,18300.0,17700.0,295760.0,9.13,-10910,113130,-102850
2002-04-11,17700.0,18000.0,374942.0,9.28,-1988,-2212,5550
2002-04-12,18200.0,18000.0,338094.0,9.28,14840,7040,-40930
2002-04-15,18550.0,19050.0,283850.0,9.82,-5946,78080,-77224
2002-04-16,19000.0,19400.0,281265.0,10.0,-136973,107793,34800
2002-04-17,20000.0,20650.0,810866.0,10.65,-280866,-1374,266020
2002-04-18,20350.0,21000.0,440392.0,10.83,-126560,31090,122000
2002-04-19,20750.0,20750.0,195652.0,10.7,-72360,25360,46270
2002-04-22,21000.0,20700.0,210311.0,10.67,-60710,11230,53400
2002-04-23,20500.0,20100.0,237859.0,10.36,-25642,-51538,73000
2002-04-24,20500.0,19700.0,229695.0,10.16,-45783,-43047,76290
2002-04-25,19700.0,18750.0,216207.0,9.67,-48595,-46125,88150
2002-04-26,19000.0,19500.0,167407.0,10.05,-20475,1930,11615
2002-04-29,19000.0,18650.0,227627.0,9.62,-38164,32777,3730
2002-04-30,18700.0,17900.0,153612.0,9.23,-6420,12620,-8220
2002-05-02,18300.0,19400.0,424670.0,10.0,-46350,143360,-94740
2002-05-03,19400.0,18800.0,109040.0,9.69,23280,1560,-25400
2002-05-06,18500.0,18500.0,157902.0,9.54,-11730,25250,-11500
2002-05-07,18000.0,18700.0,58850.0,9.64,-25300,24950,0
2002-05-08,18800.0,18800.0,110776.0,9.69,20330,-15960,-3160
2002-05-09,19400.0,18100.0,201243.0,9.33,-36703,26193,-1450
2002-05-10,18600.0,18300.0,174810.0,9.44,14380,18660,-33600
2002-05-13,18300.0,18250.0,118576.0,9.41,-1950,28640,-38440
2002-05-14,18350.0,18450.0,66530.0,9.51,-18990,9620,-11140
2002-05-15,18450.0,18400.0,164030.0,9.49,2190,960,-3110
2002-05-16,18050.0,17800.0,99894.0,9.18,18480,-12990,-6120
2002-05-17,17800.0,17600.0,318587.0,9.07,122507,-97387,-30020
2002-05-20,17300.0,17050.0,339310.0,8.79,80050,26990,-105480
2002-05-21,16800.0,16400.0,247805.0,8.46,33369,10950,-41189
2002-05-22,16400.0,16500.0,469823.0,8.51,109680,45160,-159940
2002-05-23,16300.0,16050.0,191761.0,8.28,10840,-24730,20650
2002-05-24,16050.0,15800.0,172371.0,8.15,-908,-10135,12893
2002-05-27,15850.0,15400.0,214904.0,7.94,22330,-10720,0
2002-05-28,15500.0,15000.0,455970.0,7.73,130850,-135090,0
2002-05-29,14600.0,15000.0,474428.0,7.73,-62584,47774,0
2002-05-30,14650.0,14950.0,225799.0,7.71,51580,-35320,-15700
2002-05-31,14700.0,14450.0,106336.0,7.45,2101,-9101,4310
2002-06-03,14400.0,15100.0,272730.0,7.79,-67570,64880,-5220
2002-06-04,14550.0,15700.0,206435.0,8.1,-66249,43308,16240
2002-06-05,15900.0,15700.0,171250.0,8.1,-67430,88960,-16570
2002-06-07,15700.0,16300.0,268070.0,8.4,-95230,49410,48450
2002-06-10,16300.0,16300.0,107679.0,8.4,-24727,13787,990
2002-06-11,16300.0,16600.0,87034.0,8.56,-21700,-10740,32920
2002-06-12,16600.0,16700.0,134006.0,8.61,-23140,38701,-3311
2002-06-14,16250.0,16300.0,110271.0,8.4,12841,29419,-30220
2002-06-17,16100.0,15800.0,74810.0,8.15,9314,5416,-22680
2002-06-18,16300.0,15650.0,72857.0,8.07,8347,-17467,3440
2002-06-19,15800.0,15000.0,89160.0,7.73,-22220,-3970,15610
2002-06-20,14300.0,14850.0,118070.0,7.66,27120,7550,-43960
2002-06-21,14550.0,15400.0,63180.0,7.94,-6930,-1520,-1550
2002-06-24,15200.0,15450.0,76750.0,7.97,-11900,11800,-10
2002-06-25,15200.0,15450.0,113550.0,7.97,-4860,9340,-14770
2002-06-26,15100.0,14200.0,77310.0,7.32,10250,-6780,-4770
2002-06-27,14350.0,14200.0,257550.0,7.32,67680,-3690,-66010
2002-06-28,14300.0,14400.0,382450.0,7.43,61780,-7408,-64692
2002-07-02,13800.0,13900.0,240282.0,7.17,-1468,2640,590
2002-07-03,13750.0,14100.0,198190.0,7.27,-6440,4110,200
2002-07-04,14250.0,14500.0,185300.0,7.48,-4570,7410,-1460
2002-07-05,14350.0,15300.0,313090.0,7.89,-102320,15240,69790
2002-07-08,15700.0,15300.0,242637.0,7.89,-5146,-50774,41240
2002-07-09,15400.0,16100.0,141900.0,8.3,-46952,38062,-430
2002-07-10,15900.0,16100.0,255470.0,8.3,22125,-71865,39900
2002-07-11,15500.0,15200.0,74660.0,7.84,25090,-24100,-480
2002-07-12,15300.0,15450.0,136693.0,7.97,-18962,-378,20000
2002-07-15,15600.0,15800.0,187100.0,8.15,17500,-62350,44970
2002-07-16,15800.0,15700.0,95791.0,8.1,-2750,-13920,11200
2002-07-18,15500.0,15800.0,102500.0,8.15,-7320,-230,7550
2002-07-19,15350.0,14800.0,256111.0,7.63,59460,43880,-101610
2002-07-22,14300.0,13850.0,145650.0,7.14,-14980,29320,-10100
2002-07-23,13600.0,14400.0,179386.0,7.43,-35950,36270,0
2002-07-24,14000.0,14350.0,69560.0,7.4,-9310,3340,6150
2002-07-25,14800.0,14100.0,146330.0,7.27,51752,-51932,0
2002-07-26,13850.0,13200.0,137919.0,6.81,37540,23790,-40570
2002-07-29,13200.0,12000.0,666392.0,6.19,256100,-195720,-50600
2002-07-30,12500.0,12400.0,793640.0,6.39,362960,-412300,50840
2002-07-31,12600.0,12250.0,371470.0,6.32,87630,-68020,-1310
2002-08-01,12200.0,12100.0,207077.0,6.24,30250,-33060,-1740
2002-08-02,11850.0,11900.0,219730.0,6.14,30500,-32650,13360
2002-08-05,11700.0,10850.0,438338.0,5.59,148108,-219608,1440
2002-08-06,10500.0,10500.0,662061.0,5.41,290540,-148100,-138060
2002-08-07,11000.0,11450.0,726866.0,5.9,23611,-91510,71549
2002-08-08,11600.0,11850.0,478530.0,6.11,42702,-47452,2220
2002-08-09,11850.0,11900.0,382000.0,6.14,-144570,55870,99200
2002-08-12,12000.0,11800.0,403089.0,6.08,-46630,86380,33430
2002-08-13,11950.0,12350.0,262707.0,6.37,-58263,22973,36290
2002-08-14,12150.0,13100.0,651009.0,6.75,-99610,-77470,173500
2002-08-16,13300.0,12700.0,380960.0,6.55,-60900,-74980,147500
2002-08-19,12700.0,12950.0,164420.0,6.68,18370,-14450,-22720
2002-08-20,12950.0,13000.0,241789.0,6.7,-1370,-10430,0
2002-08-21,12750.0,13000.0,178320.0,6.7,-22406,29266,-7000
2002-08-22,13100.0,12900.0,154430.0,6.65,27880,-12400,-26610
2002-08-23,12800.0,12950.0,147770.0,6.68,-39720,24600,0
2002-08-26,12600.0,12900.0,72740.0,6.65,-27650,13180,-160
2002-08-27,13200.0,12700.0,105132.0,6.55,50938,-51448,0
2002-08-28,12600.0,12700.0,60296.0,6.55,-25270,24580,0
2002-08-29,12650.0,12550.0,67070.0,6.47,80,9660,-10070
2002-08-30,12600.0,13100.0,142900.0,6.75,1530,-360,-840
2002-09-02,13100.0,13500.0,196470.0,6.96,40300,-42350,0
2002-09-03,13500.0,13400.0,145810.0,6.91,-33160,33190,-190
2002-09-04,13150.0,13200.0,170600.0,6.81,-9410,23240,1510
2002-09-05,13400.0,13200.0,117880.0,6.81,24490,-20590,-13230
2002-09-06,13000.0,12900.0,165060.0,6.65,36550,-51580,-1200
2002-09-09,13000.0,12850.0,95710.0,6.63,-34700,18160,0
2002-09-10,12950.0,13450.0,442366.0,6.94,-17660,13810,1140
2002-09-11,13900.0,14400.0,687523.0,7.43,16770,-9520,-2600
2002-09-12,14400.0,14500.0,251655.0,7.48,-37165,-3620,27375
2002-09-13,14100.0,14300.0,168417.0,7.37,-21830,22400,-1090
2002-09-16,14300.0,13900.0,132682.0,7.17,4900,-3650,0
2002-09-17,14050.0,14200.0,210758.0,7.32,-31620,27800,-17300
2002-09-18,14050.0,13600.0,145100.0,7.01,57710,-39430,0
2002-09-19,13650.0,13500.0,156640.0,6.96,-12920,21850,-16510
2002-09-23,13200.0,13000.0,145310.0,6.7,-21850,19570,-5160
2002-09-24,12600.0,12700.0,255370.0,6.55,71500,-71960,-1560
2002-09-25,12400.0,12350.0,112250.0,6.37,8160,-16380,-2400
2002-09-26,12650.0,12300.0,153440.0,6.34,10020,-16790,300
2002-09-27,12300.0,12250.0,119930.0,6.32,-10785,6475,2460
2002-09-30,12000.0,12400.0,193770.0,6.39,-59380,-59250,117230
2002-10-01,12250.0,12500.0,122962.0,6.45,-34420,16990,22730
2002-10-02,12650.0,12300.0,145160.0,6.34,65260,-60140,0
2002-10-04,12100.0,12300.0,116960.0,6.34,32490,-32590,-700
2002-10-07,12150.0,12000.0,286560.0,6.19,-2180,-162680,185430
2002-10-08,12000.0,11750.0,142700.0,6.06,36940,-6140,-17560
2002-10-09,11900.0,11600.0,239920.0,5.98,15990,23670,-39100
2002-10-10,11300.0,10750.0,287892.0,5.54,90890,-24230,-83730
2002-10-11,11000.0,10350.0,313630.0,5.34,102718,-69528,-21810
2002-10-14,10500.0,10650.0,383300.0,5.49,196460,-101390,-88000
2002-10-15,10750.0,11000.0,396029.0,5.67,78280,20690,-69510
2002-10-16,11250.0,11350.0,514037.0,5.85,-51232,70340,-16572
2002-10-17,11150.0,11600.0,268808.0,5.98,-84360,75300,1800
2002-10-18,11950.0,12300.0,402510.0,6.34,-9508,-65542,91030
2002-10-21,12250.0,12000.0,278420.0,6.19,-24080,-12740,38170
2002-10-22,12350.0,12450.0,236280.0,6.42,-71450,98910,0
2002-10-23,12400.0,12650.0,228760.0,6.52,-24620,38150,20
2002-10-24,12800.0,12400.0,243960.0,6.39,950,12420,0
2002-10-25,12300.0,12550.0,184990.0,6.47,-58130,13210,46220
2002-10-28,12850.0,12900.0,175660.0,6.65,-47760,-16340,63990
2002-10-29,13000.0,12900.0,166970.0,6.65,-15210,14260,100
2002-10-30,12900.0,12250.0,197144.0,6.32,52038,-13606,-28042
2002-10-31,12350.0,12100.0,169420.0,6.24,17590,2890,-29380
2002-11-01,11850.0,11850.0,119380.0,6.11,39120,-8330,-31030
2002-11-04,12150.0,12400.0,117310.0,6.39,-18050,39520,-2870
2002-11-05,12350.0,12300.0,113576.0,6.34,47150,-47390,0
2002-11-06,12400.0,12450.0,164420.0,6.42,-21024,18484,0
2002-11-07,12500.0,12350.0,266764.0,6.37,18360,-12940,-1170
2002-11-08,12000.0,12200.0,120370.0,6.29,-220,2410,1140
2002-11-11,12400.0,11850.0,96203.0,6.11,6040,-6570,2660
2002-11-12,11700.0,11800.0,78875.0,6.08,15895,10955,-24830
2002-11-13,11750.0,11350.0,194330.0,5.85,116520,-4820,-108000
2002-11-14,11250.0,11050.0,347220.0,5.7,105240,-5810,-105300
2002-11-15,11300.0,11300.0,618310.0,5.83,210050,29680,-245350
2002-11-18,11150.0,11200.0,203710.0,5.77,-70790,64180,-3910
2002-11-19,11050.0,11400.0,168080.0,5.88,-38190,27580,1140
2002-11-20,11350.0,11800.0,395129.0,6.08,-14870,-13510,-4470
2002-11-21,12100.0,12300.0,644000.0,6.34,-213460,176410,45950
2002-11-22,12400.0,12200.0,329794.0,6.29,-112702,52552,49880
2002-11-25,12400.0,12200.0,120612.0,6.29,-4560,-1680,3000
2002-11-26,12200.0,12950.0,702560.0,6.68,38600,-104390,-150
2002-11-27,13000.0,12900.0,209680.0,6.65,64280,-54940,14020
2002-11-28,13150.0,13200.0,502547.0,6.81,51770,-104260,58770
2002-11-29,13350.0,13700.0,338340.0,7.06,-19730,7190,16700
2002-12-02,13600.0,13900.0,207626.0,7.17,-27266,-44514,38950
2002-12-03,13900.0,13900.0,296504.0,7.17,3620,-128840,2160
2002-12-04,13600.0,13700.0,358040.0,7.06,-86240,-5280,55110
2002-12-05,13700.0,13750.0,194200.0,7.09,-49330,73260,2740
2002-12-06,13550.0,13550.0,110830.0,6.99,-14030,-30640,27300
2002-12-09,13400.0,13450.0,166123.0,6.94,-77867,-30643,48770
2002-12-10,13150.0,13650.0,323283.0,7.04,-25610,-146780,55220
2002-12-11,13650.0,13600.0,217050.0,7.01,9120,-33320,25850
2002-12-12,13700.0,14100.0,410669.0,7.27,-13971,-79409,89130
2002-12-13,13950.0,14250.0,193680.0,7.35,-55960,57150,2370
2002-12-16,14050.0,14150.0,169570.0,7.3,9970,-41070,36600
2002-12-17,14250.0,14200.0,194242.0,7.32,21914,-52204,42030
2002-12-18,14250.0,14800.0,301520.0,7.63,-22321,-18029,39550
2002-12-20,14500.0,14500.0,268786.0,7.48,-51461,-5157,30028
2002-12-23,14500.0,14500.0,475580.0,7.48,-67010,56590,-39350
2002-12-24,13900.0,13550.0,240494.0,6.99,-17560,123170,-66670
2002-12-26,13300.0,13450.0,139865.0,6.94,-27290,5430,0
2002-12-27,12800.0,13050.0,156140.0,6.96,-37270,52820,-19630
2002-12-30,12500.0,12900.0,146080.0,6.88,-33100,43660,-2590
2003-01-02,12600.0,12650.0,75050.0,6.9,39890,-32270,-1310
2003-01-03,12850.0,12800.0,208410.0,6.98,68350,-40330,4010
2003-01-06,12850.0,12550.0,122684.0,6.84,39490,-19990,-19580
2003-01-07,12750.0,12350.0,125220.0,6.73,1310,-980,3510
2003-01-08,12250.0,12100.0,144360.0,6.6,36480,-57580,24340
2003-01-09,11900.0,11800.0,180750.0,6.44,21220,-26500,15290
2003-01-10,12100.0,12300.0,369680.0,6.71,-36610,18950,8690
2003-01-13,12200.0,12650.0,185670.0,6.9,-29176,38366,-21110
2003-01-14,12650.0,12850.0,78075.0,7.01,-10680,7250,150
2003-01-15,12750.0,12400.0,141850.0,6.76,54040,-42180,-11210
2003-01-16,12150.0,12150.0,99582.0,6.63,21182,-22822,250
2003-01-17,12150.0,11800.0,128610.0,6.44,23244,-24454,300
2003-01-20,11450.0,11800.0,64390.0,6.44,6330,13580,-19900
2003-01-21,11700.0,11700.0,202640.0,6.38,72960,19280,-86970
2003-01-22,11500.0,11400.0,112988.0,6.22,-3150,2380,-490
2003-01-23,11400.0,11450.0,177201.0,6.24,28031,12909,-50670
2003-01-24,11500.0,11150.0,181980.0,6.08,67282,-73142,1890
2003-01-27,10750.0,11000.0,111622.0,6.0,24660,-29380,0
2003-01-28,10900.0,11300.0,94350.0,6.16,-21900,-12500,34400
2003-01-29,11250.0,10750.0,214341.0,5.86,132311,-123130,-1500
2003-01-30,10800.0,10900.0,109420.0,5.94,26050,-39900,10850
2003-02-03,10800.0,11100.0,151840.0,6.05,18490,-22710,-50
2003-02-04,11200.0,11250.0,150700.0,6.14,460,7050,-1500
2003-02-05,11150.0,11050.0,104290.0,6.03,-130,1030,-930
2003-02-06,11100.0,11000.0,86930.0,6.0,-2900,-2190,800
2003-02-07,10850.0,10650.0,113761.0,5.81,47886,-43760,-1656
2003-02-10,10400.0,10650.0,187140.0,5.81,45855,-11105,-37370
2003-02-11,10750.0,10650.0,119205.0,5.81,-1310,-22060,28370
2003-02-12,10600.0,11050.0,151960.0,6.03,-39410,-31220,49130
2003-02-13,11150.0,11050.0,148760.0,6.03,7590,-18390,18460
2003-02-14,11100.0,11050.0,57000.0,6.03,5062,-19212,13920
2003-02-17,11350.0,11600.0,172990.0,6.33,-17040,-21310,38570
2003-02-18,11700.0,11650.0,99680.0,6.35,660,-14950,14130
2003-02-19,11700.0,11250.0,105270.0,6.14,25710,-14730,-7020
2003-02-20,11350.0,11250.0,136025.0,6.14,12020,-25620,14100
2003-02-21,11250.0,11000.0,105415.0,6.0,37540,-17670,-19720
2003-02-24,11150.0,11200.0,160635.0,6.11,-33670,50170,-1100
2003-02-25,11000.0,10900.0,137680.0,5.94,6880,3180,-10060
2003-02-26,10900.0,10850.0,59885.0,5.92,9300,-5250,520
2003-02-27,10700.0,10900.0,97890.0,5.94,-14790,16420,-1000
2003-02-28,10800.0,10700.0,36020.0,5.84,8100,-8850,820
2003-03-03,10750.0,10900.0,70114.0,5.94,19720,-22230,2510
2003-03-04,10900.0,10600.0,30480.0,5.78,7680,-7650,0
2003-03-05,10350.0,10350.0,209310.0,5.64,9280,-8730,-2360
2003-03-06,10250.0,9960.0,105100.0,5.43,30490,-12470,1900
2003-03-07,9790.0,9500.0,137710.0,5.18,16000,-13740,-13960
2003-03-10,9370.0,9190.0,194162.0,5.01,103432,-39832,-15550
2003-03-11,8890.0,9400.0,123896.0,5.13,-68830,15410,43280
2003-03-12,9230.0,9750.0,52442.0,5.32,-34100,21860,11850
2003-03-13,9600.0,9200.0,98760.0,5.02,22070,-970,-11180
2003-03-14,9500.0,9400.0,81257.0,5.13,39800,-29430,-8500
2003-03-17,9350.0,8980.0,73939.0,4.9,16782,-17172,1360
2003-03-18,9230.0,9450.0,73735.0,5.15,-21232,-2088,22200
2003-03-19,9460.0,9630.0,89947.0,5.25,11965,-7905,-4910
2003-03-20,9760.0,10450.0,233629.0,5.7,-27072,-1358,27290
