Symbol,고려아연_시가(원),고려아연_종가(원),고려아연_거래량(주),고려아연_PER(IFRS-연결),고려아연_순매수수량(개인)(주),고려아연_순매수수량(기관계)(주),고려아연_순매수수량(외국인계)(주)
2014-02-17,351500.0,351500.0,54274.0,14.8,-11554,-121,12965
2014-02-18,354500.0,350500.0,29240.0,14.76,-352,1565,46
2014-02-19,351000.0,353000.0,39117.0,14.87,-4970,1208,4569
2014-02-20,350000.0,348000.0,26880.0,14.66,6483,-4568,-1809
2014-02-21,349500.0,349000.0,34177.0,14.7,-4,-12605,13036
2014-02-24,345000.0,348500.0,26769.0,14.68,374,-13233,13106
2014-02-25,352000.0,352000.0,38816.0,14.82,-7744,-4628,12378
2014-02-26,351000.0,349000.0,40726.0,14.7,-3594,5040,2058
2014-02-27,346500.0,340000.0,68034.0,14.32,7438,-4808,-3111
2014-02-28,340000.0,341000.0,48018.0,14.36,-5292,-5013,10879
2014-03-03,341500.0,339000.0,38451.0,14.28,-467,-100,1292
2014-03-04,345500.0,338000.0,51644.0,14.23,8544,-3878,-4517
2014-03-05,341000.0,338500.0,32719.0,14.26,-3529,-5951,10566
2014-03-06,340000.0,350500.0,71580.0,14.76,-27070,-11838,38973
2014-03-07,353000.0,358500.0,72142.0,15.1,-32842,-4846,37296
2014-03-10,358500.0,364000.0,69622.0,15.33,-21062,5756,15621
2014-03-11,363000.0,357000.0,46325.0,15.03,7639,-3819,-3330
2014-03-12,353000.0,343000.0,76589.0,14.44,22824,-13006,-9888
2014-03-13,343000.0,346000.0,56184.0,14.57,-9319,-7610,15217
2014-03-14,344000.0,347500.0,38052.0,14.63,-2818,1179,1264
2014-03-17,349000.0,344000.0,27600.0,14.49,5611,-11470,5801
2014-03-18,344000.0,340000.0,32258.0,14.32,3745,-5480,1983
2014-03-19,341500.0,340000.0,20564.0,14.32,380,-3642,3472
2014-03-20,337000.0,327500.0,121822.0,13.79,15768,-2952,-11993
2014-03-21,327000.0,331500.0,33891.0,13.96,-2315,-7196,9414
2014-03-24,331500.0,335000.0,31061.0,14.11,-2413,-8518,10917
2014-03-25,332000.0,337000.0,27063.0,14.19,-6066,-2434,8507
2014-03-26,337000.0,335000.0,26258.0,14.11,-1072,1604,-623
2014-03-27,337000.0,334000.0,20830.0,14.07,1085,-5131,4169
2014-03-28,332500.0,333500.0,20706.0,14.04,3239,-8921,6162
2014-03-31,333500.0,330500.0,40012.0,13.92,-2168,4366,-530
2014-04-01,332000.0,335000.0,29003.0,14.11,-3128,-3561,6643
2014-04-02,335000.0,335500.0,36830.0,14.13,6408,-9751,3920
2014-04-03,336500.0,332000.0,41220.0,13.98,6895,-9873,2943
2014-04-04,332000.0,330500.0,32741.0,13.92,-2146,26,2199
2014-04-07,330500.0,334500.0,33159.0,14.09,-3806,-9050,13086
2014-04-08,331000.0,327000.0,38432.0,13.77,14235,-5730,-8724
2014-04-09,331000.0,336500.0,46506.0,14.17,-13920,-6433,20298
2014-04-10,336000.0,340000.0,38233.0,14.32,-16203,-265,16585
2014-04-11,343000.0,339000.0,32306.0,14.28,-518,927,-421
2014-04-14,336000.0,334500.0,18141.0,14.09,2801,-7342,4631
2014-04-15,335000.0,329500.0,36662.0,13.88,11402,-9782,-2326
2014-04-16,328500.0,324000.0,56525.0,13.64,21241,-9382,-11814
2014-04-17,327500.0,326000.0,36895.0,13.73,-7846,-10776,20275
2014-04-18,323000.0,326000.0,21195.0,13.73,-877,-427,1515
2014-04-21,323000.0,325500.0,17622.0,13.71,4093,-6220,2057
2014-04-22,323000.0,324500.0,32003.0,13.67,5018,-5577,862
2014-04-23,329000.0,323500.0,59898.0,13.62,-2393,8025,-5904
2014-04-24,324000.0,321500.0,42726.0,13.54,11735,-11887,109
2014-04-25,320000.0,322000.0,33634.0,13.56,-1358,6269,-1614
2014-04-28,325500.0,337500.0,157469.0,14.21,-60876,39196,20759
2014-04-29,339500.0,341000.0,54623.0,14.36,-17902,11556,6999
2014-04-30,336000.0,340500.0,39637.0,14.34,-2595,3744,-1515
2014-05-02,338000.0,333000.0,40866.0,14.02,8568,3065,-11220
2014-05-07,335500.0,331000.0,48300.0,13.94,2157,-3528,1376
2014-05-08,328500.0,329500.0,40835.0,13.88,969,1132,-1635
2014-05-09,326500.0,331500.0,23150.0,13.96,18,-6821,6803
2014-05-12,331500.0,332000.0,29975.0,13.98,4187,-5871,1903
2014-05-13,337000.0,344000.0,104011.0,14.49,-30596,18195,22258
2014-05-14,344500.0,346500.0,45808.0,14.59,-16618,-357,16998
2014-05-15,346500.0,345500.0,19466.0,14.55,-7572,1924,5762
2014-05-16,347500.0,356000.0,140743.0,14.99,-38237,11842,27611
2014-05-19,358000.0,361000.0,72065.0,15.2,-16953,10287,5823
2014-05-20,360500.0,357500.0,37141.0,15.06,-2760,-655,1824
2014-05-21,353500.0,365500.0,49653.0,15.39,-16530,7347,9216
2014-05-22,368000.0,370000.0,66560.0,15.58,-16345,7823,7570
2014-05-23,369500.0,370000.0,31878.0,15.58,6288,-4578,-1699
2014-05-26,369000.0,364000.0,28145.0,15.33,1408,3144,-4394
2014-05-27,365000.0,366000.0,40619.0,15.41,-4747,5441,-1558
2014-05-28,361500.0,367000.0,33541.0,15.46,-818,-1872,2778
2014-05-29,364500.0,368000.0,46490.0,15.5,-4260,8807,-4322
2014-05-30,365000.0,371500.0,51030.0,15.65,-11067,15371,-6160
2014-06-02,372500.0,369000.0,24012.0,15.54,2132,4107,-5739
2014-06-03,367000.0,374500.0,36810.0,15.77,-10663,12878,-1396
2014-06-05,374500.0,367000.0,40570.0,15.46,5866,-1798,-6554
2014-06-09,370000.0,370000.0,44645.0,15.58,-5640,-1803,6476
2014-06-10,373000.0,374000.0,37860.0,15.75,-3001,-7080,10040
2014-06-11,376000.0,376500.0,38288.0,15.86,-6235,-10420,16906
2014-06-12,372500.0,367500.0,65407.0,15.48,14779,-6107,-8102
2014-06-13,367000.0,366000.0,32386.0,15.41,1470,3425,-4273
2014-06-16,366500.0,363000.0,24615.0,15.29,-2273,-5117,7130
2014-06-17,365500.0,367000.0,37180.0,15.46,-3099,-12505,15635
2014-06-18,367000.0,358000.0,35995.0,15.08,4459,-3473,-1406
2014-06-19,362500.0,369500.0,43772.0,15.56,-16009,7991,8023
2014-06-20,379000.0,371000.0,53493.0,15.62,-8052,7930,160
2014-06-23,371000.0,383000.0,95326.0,16.13,-25769,13394,13499
2014-06-24,385500.0,389500.0,64700.0,16.4,-26175,11901,13531
2014-06-25,391000.0,387500.0,42398.0,16.32,-4382,-6292,10642
2014-06-26,391500.0,393500.0,40525.0,16.57,-12270,-3310,15476
2014-06-27,395500.0,389000.0,34077.0,16.38,1057,-4172,2978
2014-06-30,393500.0,397000.0,56378.0,16.72,-14398,-15374,29975
2014-07-01,400000.0,396000.0,22286.0,16.68,2425,-5352,2907
2014-07-02,399000.0,395500.0,35445.0,16.66,3792,-12139,8456
2014-07-03,393000.0,399000.0,31637.0,16.8,-6815,-2968,10066
2014-07-04,400000.0,398500.0,22655.0,16.78,-5204,6865,-2040
2014-07-07,398500.0,398500.0,29362.0,16.78,-4269,5704,-181
2014-07-08,398000.0,399500.0,26508.0,16.82,159,-6120,5813
2014-07-09,400000.0,411000.0,73587.0,17.31,-20902,25477,-5363
2014-07-10,412000.0,427000.0,82380.0,17.98,-38823,36447,5601
2014-07-11,429000.0,428000.0,38521.0,18.02,-4576,10391,-6888
2014-07-14,431500.0,430000.0,33959.0,18.11,1382,3328,-4285
2014-07-15,426000.0,428000.0,55268.0,18.02,-5550,4892,651
2014-07-16,424500.0,428000.0,37445.0,18.02,1099,-3864,1969
2014-07-17,425000.0,417500.0,84754.0,17.58,1484,11412,-10332
2014-07-18,418500.0,416500.0,37839.0,17.54,-1624,-777,1023
2014-07-21,416500.0,412000.0,61337.0,17.35,12343,-9342,-635
2014-07-22,410500.0,423500.0,52847.0,17.83,-6709,-5256,12384
2014-07-23,422000.0,413500.0,50403.0,17.41,8979,-16960,8143
2014-07-24,413500.0,419000.0,41407.0,17.65,-14140,10398,2943
2014-07-25,419000.0,431500.0,66307.0,18.17,-22581,4133,17855
2014-07-28,431500.0,420500.0,66568.0,17.71,20842,-20864,537
2014-07-29,423500.0,426000.0,78159.0,17.94,8153,-22243,14011
2014-07-30,429000.0,412000.0,66612.0,17.35,15073,-25296,11637
2014-07-31,412000.0,415000.0,80534.0,17.48,7456,-4858,-2306
2014-08-01,415000.0,420000.0,50736.0,17.69,-18049,10883,7187
2014-08-04,420000.0,419500.0,30005.0,17.67,1479,1039,-3665
2014-08-05,417000.0,421500.0,49872.0,17.75,-2428,1252,669
2014-08-06,422000.0,432500.0,54822.0,18.21,-24389,6569,15818
2014-08-07,436500.0,433000.0,27966.0,18.24,-2909,-812,3728
2014-08-08,430500.0,436000.0,51514.0,18.36,-5737,5484,-1496
2014-08-11,439000.0,435000.0,35329.0,18.32,-1599,-2264,4006
2014-08-12,435000.0,441000.0,28333.0,18.57,-11153,-2091,13468
2014-08-13,444500.0,446000.0,37774.0,18.78,-8814,-1895,11295
2014-08-14,442000.0,440500.0,39890.0,18.55,-648,1611,-815
2014-08-18,440000.0,428000.0,54611.0,18.02,16630,-13788,-2902
2014-08-19,428500.0,441000.0,39558.0,18.57,-17167,3951,12740
2014-08-20,437000.0,442500.0,26388.0,18.64,876,-197,-102
2014-08-21,439000.0,433500.0,24811.0,18.26,5768,-730,-4992
2014-08-22,429000.0,436000.0,23741.0,18.36,1415,-3152,1240
2014-08-25,437000.0,441500.0,27447.0,18.59,-1904,4439,-3058
2014-08-26,441000.0,441500.0,27504.0,18.59,3123,5067,-10072
2014-08-27,446500.0,431500.0,42312.0,18.17,15303,-9508,-7181
2014-08-28,431500.0,426500.0,35283.0,17.96,9289,-12494,3288
2014-08-29,428500.0,420500.0,41209.0,17.71,3760,573,-4699
2014-09-01,420500.0,419000.0,18117.0,17.65,-1288,138,764
2014-09-02,415000.0,418000.0,26084.0,17.6,3903,-1643,-1807
2014-09-03,414000.0,415500.0,38857.0,17.5,-2995,4942,-2036
2014-09-04,420000.0,418000.0,37867.0,17.6,-2783,14596,-11558
2014-09-05,417000.0,420000.0,37396.0,17.69,10946,7281,-18900
2014-09-11,413000.0,398500.0,130644.0,16.78,19505,6923,-23989
2014-09-12,402000.0,405000.0,53594.0,17.06,497,-1315,-2376
2014-09-15,408000.0,399500.0,45720.0,16.82,1969,9424,-11133
2014-09-16,400000.0,397000.0,43762.0,16.72,1688,11994,-14905
2014-09-17,401000.0,398000.0,49136.0,16.76,1929,23082,-25562
2014-09-18,395500.0,399000.0,52402.0,16.8,88,24847,-25144
2014-09-19,395000.0,390500.0,91583.0,16.45,14918,10887,-25356
2014-09-22,390000.0,389500.0,44699.0,16.4,-745,17546,-16784
2014-09-23,388000.0,389500.0,35974.0,16.4,2000,10375,-12243
2014-09-24,388000.0,401500.0,39404.0,16.91,-7420,16804,-9590
2014-09-25,405000.0,397000.0,55062.0,16.72,4944,3149,-8183
2014-09-26,396000.0,393500.0,23291.0,16.57,2945,4664,-7553
2014-09-29,391500.0,384000.0,49179.0,16.17,13026,1910,-14574
2014-09-30,381500.0,390000.0,38505.0,16.42,-13840,15410,-3209
2014-10-01,388000.0,386500.0,38048.0,16.28,-4419,17192,-9957
2014-10-02,386500.0,390500.0,34183.0,16.45,-2820,15361,-12437
2014-10-06,393500.0,383000.0,37096.0,16.13,13468,-6957,-6913
2014-10-07,386500.0,378000.0,49746.0,15.92,2641,4943,-7833
2014-10-08,370000.0,381500.0,34642.0,16.07,-6444,1845,2952
2014-10-10,383000.0,388000.0,49709.0,16.34,-10913,4890,5914
2014-10-13,385000.0,378500.0,41005.0,15.94,4803,20461,-25632
2014-10-14,383000.0,384500.0,50245.0,16.19,-10745,14077,-3509
2014-10-15,380500.0,384500.0,35435.0,16.19,5582,10703,-16281
2014-10-16,387000.0,388000.0,40318.0,16.34,-4730,18108,-13884
2014-10-17,391000.0,389000.0,31739.0,16.38,604,14778,-15388
2014-10-20,391000.0,390000.0,28260.0,16.42,827,9006,-10079
2014-10-21,392500.0,384000.0,50628.0,16.17,6601,10137,-16430
2014-10-22,388000.0,401500.0,56576.0,16.91,-19557,20770,1522
2014-10-23,401500.0,408000.0,61416.0,17.18,-14279,20149,-4535
2014-10-24,414500.0,408000.0,45526.0,17.18,-3464,12122,-8775
2014-10-27,418500.0,424000.0,61327.0,17.86,-24838,1069,23407
2014-10-28,419500.0,419000.0,27656.0,17.65,-1111,-3692,6364
2014-10-29,425000.0,420000.0,32043.0,17.69,-9380,-1046,11799
2014-10-30,427000.0,411000.0,50174.0,17.31,2935,-15170,10767
2014-10-31,411000.0,402500.0,47746.0,16.95,8559,-10141,1490
2014-11-03,396000.0,409500.0,21705.0,17.25,-5917,1971,3555
2014-11-04,405500.0,407000.0,30459.0,17.14,1026,12359,-13877
2014-11-05,412000.0,411500.0,28422.0,17.33,-3406,710,2924
2014-11-06,408500.0,396500.0,68088.0,16.7,6873,15841,-22613
2014-11-07,396500.0,404500.0,32228.0,17.03,-6056,-8280,15176
2014-11-10,407500.0,405000.0,16084.0,17.06,653,424,-1270
2014-11-11,404500.0,407000.0,26229.0,17.14,3050,-2182,-896
2014-11-12,410500.0,422000.0,44207.0,17.77,-17094,2182,15230
2014-11-13,418500.0,416000.0,26426.0,17.52,2553,-4184,1646
2014-11-14,416000.0,417000.0,21784.0,17.56,-327,-6652,6689
2014-11-17,415000.0,420500.0,23247.0,17.71,-7358,8947,-1431
2014-11-18,424000.0,426000.0,28885.0,17.94,-8503,8795,-761
2014-11-19,427000.0,430000.0,29368.0,18.11,-8917,5391,3640
2014-11-20,425500.0,422500.0,21292.0,17.79,95,2256,-1675
2014-11-21,421000.0,416000.0,21342.0,17.52,3248,827,-4139
2014-11-24,430000.0,434000.0,68251.0,18.28,-20072,6743,15222
2014-11-25,438000.0,422500.0,26629.0,17.79,3681,1019,-4757
2014-11-26,427500.0,424500.0,18913.0,17.88,-960,189,727
2014-11-27,423000.0,422000.0,17340.0,17.77,2029,-178,-2036
2014-11-28,418500.0,427500.0,16503.0,18.0,-2538,-184,2751
2014-12-01,421000.0,408000.0,56585.0,17.18,12803,-358,-12600
2014-12-02,415000.0,406000.0,49972.0,17.1,10827,384,-11325
2014-12-03,402500.0,405000.0,17350.0,17.06,897,4073,-4955
2014-12-04,401500.0,406500.0,38808.0,17.12,358,-1061,431
2014-12-05,401500.0,407000.0,10564.0,17.14,-2790,1741,1350
2014-12-08,404000.0,404000.0,15112.0,17.01,1588,1474,-3061
2014-12-09,402000.0,403500.0,17897.0,16.99,-2153,1566,597
2014-12-10,408500.0,404000.0,29724.0,17.01,1546,5267,-6497
2014-12-11,402000.0,405000.0,42523.0,17.06,-762,10293,-8310
2014-12-12,401500.0,406500.0,37066.0,17.12,-4099,26662,-22684
2014-12-15,400500.0,410000.0,30833.0,17.27,-74,16871,-17197
2014-12-16,402500.0,398500.0,36131.0,16.78,8182,9756,-16600
2014-12-17,396500.0,394000.0,60766.0,16.59,6769,7322,-14008
2014-12-18,399000.0,385000.0,77912.0,16.21,18678,3683,-22972
2014-12-19,385000.0,399000.0,56662.0,16.8,-13860,13876,-1361
2014-12-22,398000.0,406500.0,23051.0,17.12,-5723,9182,-3233
2014-12-23,406000.0,401500.0,37003.0,16.91,-4463,11370,-5534
2014-12-24,402000.0,404000.0,22416.0,17.01,-8129,10783,-2655
2014-12-26,400000.0,408000.0,22153.0,17.18,-5681,3748,1852
2014-12-29,405500.0,409000.0,27549.0,17.22,-412,837,-386
2014-12-30,403000.0,403500.0,25496.0,16.99,3266,3022,-6207
2015-01-02,398000.0,405500.0,17077.0,15.26,-1881,488,1435
2015-01-05,400000.0,397500.0,29267.0,14.96,5509,-2507,-2912
2015-01-06,398000.0,397500.0,31731.0,14.96,10,-9048,9332
2015-01-07,397000.0,408000.0,55284.0,15.36,-11937,13891,-1623
2015-01-08,403500.0,415000.0,30156.0,15.62,-10445,3081,7357
2015-01-09,420000.0,420000.0,30108.0,15.81,-8100,1255,6449
2015-01-12,415500.0,426500.0,44269.0,16.06,-8541,4280,4254
2015-01-13,426500.0,432000.0,72722.0,16.26,-24987,17584,7292
2015-01-14,428000.0,424500.0,44964.0,15.98,2634,4229,-6783
2015-01-15,420500.0,423000.0,35053.0,15.92,316,9018,-9355
2015-01-16,431000.0,427000.0,100694.0,16.07,3242,24059,-27339
2015-01-19,434000.0,436500.0,38957.0,16.43,-10937,9978,668
2015-01-20,434000.0,429500.0,24442.0,16.17,-394,1861,-1610
2015-01-21,438000.0,437500.0,52257.0,16.47,-12874,20343,-8114
2015-01-22,449000.0,446500.0,52474.0,16.81,-18606,14096,4799
2015-01-23,449000.0,442500.0,44410.0,16.66,-3139,-1009,4390
2015-01-26,438000.0,441000.0,29025.0,16.6,-1288,1286,471
2015-01-27,438500.0,438000.0,46692.0,16.49,1274,-21761,20456
2015-01-28,438000.0,437000.0,38062.0,16.45,-673,-13169,14076
2015-01-29,437000.0,432000.0,29017.0,16.26,-2466,-5442,8099
2015-01-30,429500.0,429500.0,52784.0,16.17,2574,-8309,12747
2015-02-02,427000.0,436000.0,54100.0,16.41,-1327,-17092,18419
2015-02-03,433000.0,431000.0,38154.0,16.22,1714,2227,-4041
2015-02-04,431000.0,425000.0,58158.0,16.0,5272,-7073,1790
2015-02-05,422500.0,422500.0,42339.0,15.9,4447,-2751,-1613
2015-02-06,418500.0,419500.0,25264.0,15.79,1538,-1161,-1028
2015-02-09,412000.0,414500.0,27605.0,15.6,2304,-1817,-613
2015-02-10,408500.0,405500.0,55737.0,15.26,5587,4787,-10394
2015-02-11,408000.0,410000.0,68790.0,15.43,7983,-5122,-3071
2015-02-12,404000.0,409000.0,43073.0,15.4,7518,1314,-9988
2015-02-13,409000.0,412000.0,17265.0,15.51,727,4634,-5882
2015-02-16,410000.0,408000.0,19787.0,15.36,2191,1346,-3503
2015-02-17,410000.0,411500.0,18917.0,15.49,374,-1519,1278
2015-02-23,406500.0,415000.0,26178.0,15.62,128,1338,-1183
2015-02-24,410000.0,407500.0,32153.0,15.34,4304,-1615,-2961
2015-02-25,408000.0,415500.0,26368.0,15.64,-7048,2793,3906
2015-02-26,413000.0,415000.0,27340.0,15.62,3134,-5860,2862
2015-02-27,411500.0,409500.0,44003.0,15.42,3413,-1866,-740
2015-03-02,409500.0,411500.0,26140.0,15.49,2729,-544,-2637
2015-03-03,407000.0,403500.0,62088.0,15.19,22074,-22370,148
2015-03-04,404500.0,404000.0,33799.0,15.21,2506,-18646,14752
2015-03-05,400000.0,403000.0,21128.0,15.17,943,-4082,3330
2015-03-06,400500.0,400000.0,38859.0,15.06,7975,-7056,4133
2015-03-09,397500.0,395000.0,36650.0,14.87,9039,-9396,1204
2015-03-10,395500.0,397000.0,35455.0,14.94,3660,-2957,-2146
2015-03-11,393000.0,389000.0,74216.0,14.64,31435,-9280,-23248
2015-03-12,389000.0,382000.0,60971.0,14.38,17573,-16984,-1006
2015-03-13,384500.0,401000.0,55564.0,15.1,-12639,11325,376
2015-03-16,402000.0,400000.0,23306.0,15.06,-2579,9111,-6514
2015-03-17,404000.0,419000.0,71068.0,15.77,-30657,9961,19766
2015-03-18,421000.0,417000.0,27193.0,15.7,-3236,2783,474
2015-03-19,426500.0,419000.0,62870.0,15.77,-4904,11682,-6903
2015-03-20,420000.0,421000.0,39744.0,15.85,-5590,2694,2891
2015-03-23,426500.0,420500.0,31603.0,15.83,-4844,7418,-2604
2015-03-24,419000.0,426500.0,55142.0,16.06,-12301,19922,-8659
2015-03-25,427500.0,428000.0,27288.0,16.11,-5787,10414,-4502
2015-03-26,431500.0,430000.0,27578.0,16.19,-4097,-3669,7159
2015-03-27,429500.0,432000.0,29697.0,16.26,-8116,9470,-1266
2015-03-30,435000.0,429500.0,18519.0,16.17,-2173,3976,-1649
2015-03-31,426500.0,424000.0,21009.0,15.96,467,3399,-3706
2015-04-01,428500.0,426500.0,32341.0,16.06,-3227,3931,-1855
2015-04-02,426500.0,430500.0,26876.0,16.21,-8048,8385,-1022
2015-04-03,431000.0,435000.0,21090.0,16.38,-8638,7806,932
2015-04-06,431000.0,434000.0,24570.0,16.34,-3646,9764,-6326
2015-04-07,434500.0,434500.0,34510.0,16.36,-382,-462,862
2015-04-08,429000.0,442000.0,30984.0,16.64,-12917,8371,4238
2015-04-09,439000.0,445500.0,37197.0,16.77,-4594,1679,2418
2015-04-10,441500.0,439000.0,33012.0,16.53,604,-4398,4065
2015-04-13,438000.0,443500.0,45221.0,16.7,-6599,-4014,10919
2015-04-14,440000.0,446000.0,27680.0,16.79,-3054,3301,-295
2015-04-15,440000.0,445500.0,33174.0,16.77,-5639,3015,2525
2015-04-16,445500.0,449500.0,35366.0,16.92,-3237,2425,924
2015-04-17,446000.0,454000.0,36036.0,17.09,-8732,12180,-3432
2015-04-20,455000.0,462500.0,40561.0,17.41,158,24,-1003
2015-04-21,462500.0,459500.0,31022.0,17.3,-1338,5814,-4458
2015-04-22,460000.0,461000.0,48188.0,17.35,-1786,2988,-1163
2015-04-23,463000.0,487500.0,84088.0,18.35,-18423,13042,5397
2015-04-24,488500.0,484500.0,43212.0,18.24,818,-4339,3564
2015-04-27,481500.0,481000.0,37156.0,18.11,240,-4216,3952
2015-04-28,485500.0,488000.0,57758.0,18.37,-19439,16451,4212
2015-04-29,495000.0,486000.0,34238.0,18.3,-2196,1790,403
2015-04-30,483000.0,477500.0,51703.0,17.98,-1037,-3487,4641
2015-05-04,479500.0,490000.0,38573.0,18.45,-7756,490,8492
2015-05-06,492000.0,491500.0,57165.0,18.5,-8951,8450,1057
2015-05-07,492000.0,485500.0,45646.0,18.28,7838,-14040,5957
2015-05-08,484000.0,486500.0,26496.0,18.31,-2571,56,2806
2015-05-11,488500.0,486500.0,22369.0,18.31,859,-3893,3001
2015-05-12,482000.0,481500.0,21579.0,18.13,-504,3658,-2816
2015-05-13,481500.0,497000.0,31269.0,18.71,-9951,10763,2315
2015-05-14,497000.0,500000.0,47337.0,18.82,-5016,7328,-2470
2015-05-15,502000.0,496500.0,25939.0,18.69,-189,2497,-2744
2015-05-18,493000.0,500000.0,25130.0,18.82,1105,-4958,3853
2015-05-19,496000.0,499500.0,23465.0,18.8,-979,-2679,3031
2015-05-20,494500.0,499500.0,26335.0,18.8,186,-1727,1549
2015-05-21,497500.0,499500.0,19954.0,18.8,-2369,2021,112
2015-05-22,500000.0,511000.0,26029.0,19.24,-2894,7269,-4423
2015-05-26,504000.0,508000.0,40209.0,19.12,4586,-1130,-3613
2015-05-27,497000.0,493000.0,52608.0,18.56,8058,-8770,1653
2015-05-28,487500.0,493000.0,40921.0,18.56,-2244,-7301,9690
2015-05-29,485500.0,502000.0,49022.0,18.9,-11022,15880,-4076
2015-06-01,506000.0,499500.0,29208.0,18.8,-2185,5439,-3232
2015-06-02,496000.0,498000.0,31702.0,18.75,-1619,2298,-655
2015-06-03,504000.0,507000.0,27854.0,19.09,-6235,6631,-447
2015-06-04,502000.0,508000.0,22441.0,19.12,-150,3429,-3289
2015-06-05,502000.0,496000.0,34460.0,18.67,3556,11891,-16501
2015-06-08,491000.0,500000.0,34232.0,18.82,-6810,5591,1530
2015-06-09,509000.0,511000.0,41732.0,19.24,-1036,6282,-4808
2015-06-10,512000.0,516000.0,35770.0,19.42,-2386,6475,-3922
2015-06-11,512000.0,507000.0,48211.0,19.09,6147,-1353,-4821
2015-06-12,514000.0,511000.0,33574.0,19.24,-4418,4521,409
2015-06-15,511000.0,517000.0,34377.0,19.46,-2532,-2409,4952
2015-06-16,513000.0,532000.0,66090.0,20.03,-7617,11301,-2905
2015-06-17,530000.0,520000.0,40058.0,19.57,5207,8349,-13644
2015-06-18,522000.0,526000.0,20374.0,19.8,-6243,9439,-3088
2015-06-19,534000.0,525000.0,21504.0,19.76,931,3337,-4261
2015-06-22,523000.0,537000.0,26626.0,20.21,-8473,12735,-4262
2015-06-23,535000.0,531000.0,21609.0,19.99,3025,-727,-2316
2015-06-24,531000.0,527000.0,38432.0,19.84,-5089,6838,-859
2015-06-25,527000.0,537000.0,44166.0,20.21,-16427,2376,15356
2015-06-26,532000.0,542000.0,28729.0,20.4,-4924,11580,-6436
2015-06-29,537000.0,535000.0,22934.0,20.14,1289,6378,-7802
2015-06-30,535000.0,545000.0,37224.0,20.52,-4032,10386,-6262
2015-07-01,542000.0,547000.0,35897.0,20.59,540,10872,-11118
2015-07-02,544000.0,560000.0,31201.0,21.08,-4360,8172,-3953
2015-07-03,557000.0,533000.0,70689.0,20.06,22639,-1288,-21426
2015-07-06,531000.0,527000.0,36106.0,19.84,-1117,1317,140
2015-07-07,530000.0,525000.0,41463.0,19.76,236,5277,-4955
2015-07-08,524000.0,508000.0,111470.0,19.12,1251,31657,-30326
2015-07-09,500000.0,520000.0,55435.0,19.57,-15991,16228,744
2015-07-10,515000.0,510000.0,55623.0,19.2,2876,3422,-5382
2015-07-13,503000.0,516000.0,16395.0,19.42,-3018,2500,1340
2015-07-14,510000.0,513000.0,51306.0,19.31,-5152,13695,-7483
2015-07-15,517000.0,519000.0,32871.0,19.54,-696,-2093,2708
2015-07-16,517000.0,519000.0,15985.0,19.54,-2013,3962,-1994
2015-07-17,515000.0,520000.0,26155.0,19.57,-1358,3935,-2680
2015-07-20,516000.0,500000.0,66217.0,18.82,13584,-835,-14642
2015-07-21,497000.0,507000.0,46133.0,19.09,-5156,-13213,18405
2015-07-22,500000.0,510000.0,38471.0,19.2,-6268,1841,4529
2015-07-23,506000.0,490500.0,110336.0,18.46,8458,-4087,-4538
2015-07-24,487500.0,504000.0,48664.0,18.97,-9406,-1944,11252
2015-07-27,495500.0,490000.0,56215.0,18.45,4899,6910,-11710
2015-07-28,490000.0,488000.0,54637.0,18.37,2043,19360,-21115
2015-07-29,492500.0,494000.0,29293.0,18.6,-21,5120,-5039
2015-07-30,495000.0,490000.0,33697.0,18.45,1576,259,-2700
2015-07-31,490000.0,492000.0,43529.0,18.52,1960,5135,-7304
2015-08-03,492000.0,479000.0,33129.0,18.03,3802,1556,-5064
2015-08-04,482500.0,485500.0,44713.0,18.28,-445,-2044,2672
2015-08-05,480000.0,478500.0,40549.0,18.01,-21,12796,-12886
2015-08-06,478000.0,474500.0,56554.0,17.86,-399,19491,-19117
2015-08-07,475000.0,468500.0,42623.0,17.64,4529,-4198,-359
2015-08-10,468500.0,470500.0,29843.0,17.71,-2646,3012,-366
2015-08-11,475000.0,478500.0,69122.0,18.01,-9166,25818,-17719
2015-08-12,484500.0,478500.0,57274.0,18.01,-595,5835,-5131
2015-08-13,479500.0,493500.0,47164.0,18.58,-9662,15379,-5823
2015-08-17,500000.0,494000.0,26363.0,18.6,-1002,8401,-7333
2015-08-18,498500.0,485500.0,26072.0,18.28,-557,703,-145
2015-08-19,483500.0,490000.0,31429.0,18.45,-1258,11125,-9888
2015-08-20,494000.0,490500.0,27885.0,18.46,-1074,12447,-11341
2015-08-21,497000.0,483000.0,50559.0,18.18,-2223,12975,-10404
2015-08-24,485000.0,479000.0,35313.0,18.03,-1516,9525,-7973
2015-08-25,477500.0,479000.0,43087.0,18.03,-571,9452,-8273
2015-08-26,478000.0,487000.0,36686.0,18.33,-2704,-152,2780
2015-08-27,480000.0,483500.0,39945.0,18.2,4153,-1184,-2824
2015-08-28,484000.0,507000.0,54102.0,19.09,-11907,-3532,15431
2015-08-31,507000.0,513000.0,47754.0,19.31,-3987,-1838,5825
2015-09-01,503000.0,511000.0,28089.0,19.24,-54,3733,-3658
2015-09-02,509000.0,493500.0,25484.0,18.58,5825,2727,-8553
2015-09-03,494000.0,496500.0,30884.0,18.69,849,-1600,-1876
2015-09-04,490000.0,485500.0,29054.0,18.28,3417,5484,-8869
