Symbol,고려아연_시가(원),고려아연_종가(원),고려아연_거래량(주),고려아연_PER(IFRS-연결),고려아연_순매수수량(개인)(주),고려아연_순매수수량(기관계)(주),고려아연_순매수수량(외국인계)(주)
2006-03-13,67100.0,68500.0,64760.0,19.07,-13650,10650,200
2006-03-14,68500.0,68100.0,54250.0,18.95,-6739,-4841,11280
2006-03-15,68700.0,68100.0,48669.0,18.95,2506,10064,-13200
2006-03-16,68800.0,68400.0,42620.0,19.04,-3355,10805,-10630
2006-03-17,68000.0,69300.0,45586.0,19.29,-6890,1550,1920
2006-03-20,70100.0,72000.0,87029.0,20.04,-6409,-6551,11470
2006-03-21,73500.0,74000.0,155952.0,20.6,-781,-25539,24980
2006-03-22,74200.0,71500.0,115194.0,19.9,35804,-41234,3040
2006-03-23,72200.0,70600.0,113050.0,19.65,21271,-3861,-18700
2006-03-24,70000.0,73100.0,93777.0,20.35,-16259,-1961,18250
2006-03-27,73100.0,76800.0,92777.0,21.38,-12290,-15440,32420
2006-03-28,76900.0,74600.0,96188.0,20.76,25102,6448,-36110
2006-03-29,73400.0,74600.0,91153.0,20.76,33273,-2513,-34380
2006-03-30,76200.0,75000.0,88372.0,20.88,17265,-32675,14300
2006-03-31,75200.0,76200.0,96772.0,21.21,-6339,-19371,24860
2006-04-03,76600.0,77200.0,111103.0,21.49,-2697,21997,-19840
2006-04-04,77700.0,81500.0,239052.0,22.68,-16682,-72298,95480
2006-04-05,82100.0,84700.0,166577.0,23.58,33944,-32774,40
2006-04-06,87400.0,87800.0,126183.0,24.44,12043,-38040,28180
2006-04-07,88100.0,84900.0,282928.0,23.63,152198,-8678,-146620
2006-04-10,83100.0,83200.0,166869.0,23.16,63929,14741,-84020
2006-04-11,85000.0,86500.0,187003.0,24.08,556,1444,-6300
2006-04-12,86100.0,84600.0,115030.0,23.55,19044,18976,-41080
2006-04-13,84100.0,85600.0,115156.0,23.83,-11415,-19515,27740
2006-04-14,84700.0,86800.0,152664.0,24.16,-32400,18540,13730
2006-04-17,86800.0,85600.0,90405.0,23.83,15839,-29939,13280
2006-04-18,84700.0,85300.0,106802.0,23.74,-15388,-982,14130
2006-04-19,86300.0,92500.0,261951.0,25.75,-44732,-44078,83880
2006-04-20,93800.0,91300.0,145534.0,25.41,34584,-784,-33920
2006-04-21,90100.0,93800.0,204511.0,26.11,1221,-25241,34670
2006-04-24,94000.0,92700.0,149975.0,25.8,2554,-22494,20890
2006-04-25,93200.0,92700.0,145296.0,25.8,35965,-2095,-31520
2006-04-26,93000.0,91900.0,173310.0,25.58,49599,12811,-63280
2006-04-27,92500.0,93600.0,164782.0,26.05,-29823,1143,21460
2006-04-28,91300.0,84900.0,365193.0,23.63,69980,-35410,-35670
2006-05-02,85600.0,92600.0,249347.0,25.77,-63552,92,64260
2006-05-03,92600.0,92600.0,211306.0,25.77,-37124,6134,32390
2006-05-04,91600.0,91000.0,60999.0,25.33,2749,2351,-4880
2006-05-08,93900.0,94000.0,135380.0,26.16,-15430,-33050,53120
2006-05-09,93100.0,94500.0,99357.0,26.3,-19375,-18315,38480
2006-05-10,95100.0,97400.0,143930.0,27.11,-41198,-9662,53110
2006-05-11,97500.0,105000.0,241254.0,29.23,-45360,-10185,67315
2006-05-12,105000.0,105000.0,288876.0,29.23,89729,-14405,-50629
2006-05-15,101500.0,97600.0,273173.0,27.17,100717,-40001,-55310
2006-05-16,92500.0,83000.0,748766.0,23.1,159412,-28422,-143400
2006-05-17,82000.0,85000.0,546439.0,23.66,-13830,-37830,100810
2006-05-18,82000.0,82600.0,287588.0,22.99,-43105,38715,3640
2006-05-19,81500.0,84200.0,185407.0,23.44,4855,-5225,-2740
2006-05-22,82000.0,76600.0,311592.0,21.32,34680,-24840,-7760
2006-05-23,73600.0,76600.0,299657.0,21.32,-38330,17410,19460
2006-05-24,78000.0,75500.0,316934.0,21.01,35967,853,-30810
2006-05-25,76000.0,67800.0,503661.0,18.87,145439,-7369,-145650
2006-05-26,69900.0,74300.0,431624.0,20.68,-112712,57235,49500
2006-05-29,79000.0,78800.0,318281.0,21.93,-4305,-44915,58180
2006-05-30,81500.0,84700.0,382894.0,23.58,-56927,8450,49690
2006-06-01,84700.0,79400.0,342961.0,22.1,31261,17079,-42760
2006-06-02,80500.0,77000.0,288076.0,21.43,37847,50593,-101260
2006-06-05,78000.0,74900.0,173670.0,20.85,19960,-18901,-1930
2006-06-07,71000.0,73100.0,270256.0,20.35,33046,10824,-40871
2006-06-08,74000.0,69900.0,279469.0,19.46,50053,-16718,-31769
2006-06-09,70300.0,63100.0,1045870.0,17.56,500154,-34529,-435264
2006-06-12,63000.0,64000.0,527391.0,17.81,16778,3248,15678
2006-06-13,62100.0,61500.0,409220.0,17.12,-55973,29841,21313
2006-06-14,59900.0,62600.0,397233.0,17.42,-45860,58710,-15590
2006-06-15,63900.0,63000.0,430341.0,17.54,32969,35991,-61584
2006-06-16,66000.0,68000.0,612406.0,18.93,-75347,192548,-121305
2006-06-19,68000.0,66500.0,167482.0,18.51,36126,-6762,-30210
2006-06-20,65700.0,61900.0,287551.0,17.23,91262,-21417,-65053
2006-06-21,62200.0,61800.0,156588.0,17.2,31833,-2805,-30678
2006-06-22,63300.0,61000.0,186400.0,16.98,-14653,16228,-2639
2006-06-23,59800.0,61300.0,168186.0,17.06,1876,6175,3694
2006-06-26,61400.0,62100.0,148183.0,17.28,-4983,-5424,10647
2006-06-27,63200.0,65500.0,321192.0,18.23,-54036,12337,33454
2006-06-28,64000.0,64300.0,133303.0,17.9,5081,5160,-13245
2006-06-29,65500.0,66500.0,201321.0,18.51,-50054,12804,33267
2006-06-30,70400.0,74400.0,442052.0,20.71,-147941,72971,70374
2006-07-03,73500.0,75000.0,243190.0,20.88,-8776,14874,-3888
2006-07-04,76700.0,73100.0,224883.0,20.35,20613,-30808,13448
2006-07-05,70900.0,74600.0,242291.0,20.76,-30796,52848,-12481
2006-07-06,74100.0,75600.0,154207.0,21.04,-26469,35877,-16892
2006-07-07,77400.0,78600.0,186270.0,21.88,-64079,46438,16678
2006-07-10,80000.0,81300.0,263967.0,22.63,-12186,25942,-5418
2006-07-11,81500.0,83600.0,209547.0,23.27,-31232,-17477,45937
2006-07-12,84300.0,81200.0,289673.0,22.6,57570,-71426,9262
2006-07-13,81000.0,81000.0,197358.0,22.55,29340,-33823,-530
2006-07-14,78700.0,78300.0,231104.0,21.79,24725,16554,-48291
2006-07-18,77200.0,74800.0,187025.0,20.82,9542,16049,-27482
2006-07-19,77100.0,80000.0,300515.0,22.27,-1886,-500,7372
2006-07-20,84600.0,84400.0,224867.0,23.49,-33894,-12539,58882
2006-07-21,82300.0,84000.0,212072.0,23.38,-41915,-11637,55333
2006-07-24,82800.0,80000.0,250385.0,22.27,75332,-9127,-64905
2006-07-25,80500.0,81000.0,208614.0,22.55,-31424,4450,21417
2006-07-26,81800.0,83000.0,252213.0,23.1,-109919,22238,87638
2006-07-27,84000.0,83000.0,133908.0,23.1,-22610,10575,16392
2006-07-28,83800.0,82000.0,77279.0,22.82,-11229,9789,3021
2006-07-31,83600.0,84700.0,157722.0,23.58,-38661,-10716,52434
2006-08-01,85100.0,86200.0,150163.0,23.99,-30955,-3725,34977
2006-08-02,86600.0,85300.0,76366.0,23.74,-1210,-6144,5591
2006-08-03,85100.0,80900.0,507983.0,22.52,-186363,-11384,-67004
2006-08-04,81000.0,80300.0,251760.0,22.35,96355,-8608,-101654
2006-08-07,81300.0,79300.0,153051.0,22.07,33502,15353,-48552
2006-08-08,79000.0,83700.0,274358.0,23.3,-52151,37714,12582
2006-08-09,83600.0,82500.0,103498.0,22.96,-15710,3562,8443
2006-08-10,81800.0,81500.0,108442.0,22.68,6418,-21443,15502
2006-08-11,81800.0,82500.0,124049.0,22.96,-44637,29089,14983
2006-08-14,83000.0,82500.0,61361.0,22.96,-12435,11398,-767
2006-08-16,83000.0,82300.0,79262.0,22.91,-27864,-180,27401
2006-08-17,83000.0,82600.0,150163.0,22.99,-29844,16478,11141
2006-08-18,83000.0,83500.0,102159.0,23.24,-19874,2969,21814
2006-08-21,83500.0,82000.0,107304.0,22.82,9282,13910,-23172
2006-08-22,82300.0,81300.0,98249.0,22.63,24373,7587,-27959
2006-08-23,81500.0,82000.0,92134.0,22.82,-21896,3672,16385
2006-08-24,82000.0,82000.0,71241.0,22.82,-15932,-16459,32365
2006-08-25,82100.0,82000.0,57271.0,22.82,-9801,14007,-1266
2006-08-28,83000.0,81900.0,56569.0,22.8,7325,-7251,-63
2006-08-29,82900.0,84700.0,98263.0,23.58,-41784,9752,31974
2006-08-30,85400.0,84500.0,51680.0,23.52,-14335,10413,3753
2006-08-31,84500.0,83000.0,108275.0,23.1,26332,-20315,-3499
2006-09-01,83400.0,82400.0,69798.0,22.94,20611,-14069,-6807
2006-09-04,82000.0,82700.0,65240.0,23.02,-9726,-520,14420
2006-09-05,82300.0,82500.0,51000.0,22.96,-3315,-6588,9252
2006-09-06,83200.0,87500.0,241110.0,24.35,-50825,14934,32834
2006-09-07,87500.0,88200.0,148001.0,24.55,13704,2893,-20761
2006-09-08,88500.0,87300.0,84655.0,24.3,-6984,10696,-5413
2006-09-11,85600.0,83500.0,125617.0,23.24,26281,218,-22465
2006-09-12,80000.0,75200.0,646899.0,20.93,382525,-115446,-267132
2006-09-13,75800.0,75000.0,304151.0,20.88,-20746,24288,-14339
2006-09-14,75000.0,78000.0,256669.0,21.71,-127172,104846,19949
2006-09-15,77200.0,76500.0,204460.0,21.29,76218,-20355,-58957
2006-09-18,75200.0,75400.0,220228.0,20.99,78767,-31487,-48729
2006-09-19,76300.0,74800.0,230396.0,20.82,65611,-43469,-31723
2006-09-20,74200.0,74200.0,180488.0,20.65,29631,-19203,-12291
2006-09-21,74000.0,77000.0,294529.0,21.43,-90348,14962,60614
2006-09-22,77500.0,76500.0,266196.0,21.29,366,-5045,-3819
2006-09-25,76800.0,77700.0,92695.0,21.63,-28544,15258,12493
2006-09-26,78400.0,76700.0,94048.0,21.35,-24296,6504,13698
2006-09-27,76900.0,76600.0,98574.0,21.32,-36655,44424,-12385
2006-09-28,77100.0,82600.0,324763.0,22.99,-179624,74194,100120
2006-09-29,84000.0,85500.0,302471.0,23.8,-101953,123765,-41073
2006-10-02,84100.0,83900.0,86278.0,23.35,-14038,36477,-22033
2006-10-04,83500.0,83300.0,77906.0,23.19,-7925,13839,-11583
2006-10-09,82600.0,80900.0,141051.0,22.52,-23735,15184,6840
2006-10-10,80900.0,82200.0,112274.0,22.88,-31406,34197,-5247
2006-10-11,82200.0,86000.0,201749.0,23.94,-69085,12582,40890
2006-10-12,88600.0,88000.0,186901.0,24.49,-23404,32849,-17277
2006-10-13,90000.0,92000.0,166853.0,25.61,-81600,39953,31192
2006-10-16,92700.0,90300.0,195120.0,25.13,21230,52886,-89185
2006-10-17,91800.0,93700.0,165525.0,26.08,-41562,44035,-10213
2006-10-18,94300.0,97800.0,164999.0,27.22,-41416,59741,-27698
2006-10-19,98000.0,96400.0,129154.0,26.83,24344,37989,-68890
2006-10-20,97000.0,96000.0,104828.0,26.72,-7747,28386,-28680
2006-10-23,98000.0,94600.0,194583.0,26.33,59478,38110,-116036
2006-10-24,94500.0,94000.0,69276.0,26.16,7466,-11891,-3225
2006-10-25,94500.0,96500.0,129693.0,26.86,-43668,39308,1960
2006-10-26,98000.0,99000.0,134597.0,27.56,-11212,17881,-21041
2006-10-27,100500.0,103000.0,248468.0,28.67,-36354,-3561,41245
2006-10-30,101000.0,104000.0,84430.0,28.95,-12656,-1672,14906
2006-10-31,103000.0,104000.0,88346.0,28.95,-5708,23350,-11618
2006-11-01,106500.0,102500.0,73663.0,28.53,12512,-10953,-2330
2006-11-02,102000.0,104500.0,77258.0,29.09,-14543,-849,22611
2006-11-03,103500.0,103000.0,96321.0,28.67,14110,3255,-41882
2006-11-06,100500.0,100000.0,143207.0,27.83,22531,43433,-91844
2006-11-07,101500.0,107000.0,348072.0,29.78,-51292,5769,57348
2006-11-08,108500.0,108000.0,141855.0,30.06,-18956,-8819,24094
2006-11-09,108000.0,110000.0,161320.0,30.62,-38148,-48848,81468
2006-11-10,110000.0,110000.0,263123.0,30.62,-2127,-36650,49339
2006-11-13,107000.0,111000.0,158886.0,30.9,31078,-16924,-15621
2006-11-14,106000.0,103000.0,463138.0,28.67,128220,-15881,-116988
2006-11-15,101500.0,100500.0,220315.0,27.97,44459,51931,-97161
2006-11-16,99200.0,100500.0,157458.0,27.97,-10344,8022,-2838
2006-11-17,99500.0,102000.0,121063.0,28.39,-26362,19090,8688
2006-11-20,100000.0,97900.0,231981.0,27.25,51634,5487,-52034
2006-11-21,98100.0,95000.0,195610.0,26.44,50312,4399,-47131
2006-11-22,96900.0,98400.0,180274.0,27.39,-31685,1583,32300
2006-11-23,99800.0,97700.0,93272.0,27.19,-2463,7550,2204
2006-11-24,100000.0,98600.0,199584.0,27.44,39948,-39653,30407
2006-11-27,99200.0,100000.0,138114.0,27.83,30801,4648,-13425
2006-11-28,99400.0,102000.0,156074.0,28.39,-24014,-13216,39118
2006-11-29,101000.0,103500.0,220616.0,28.81,-10583,-60082,73975
2006-11-30,102000.0,99200.0,288848.0,27.61,90432,-4541,-63181
2006-12-01,98500.0,98800.0,234522.0,27.5,59328,23931,-85975
2006-12-04,98900.0,97400.0,100762.0,27.11,-2102,-2539,5491
2006-12-05,97400.0,98900.0,124421.0,27.53,-22258,-6713,31535
2006-12-06,99700.0,99000.0,82704.0,27.56,-10249,-15862,25507
2006-12-07,99200.0,100500.0,103553.0,27.97,-41420,-12835,60959
2006-12-08,98600.0,99800.0,74229.0,27.78,-23245,13206,6480
2006-12-11,98800.0,97200.0,64171.0,27.05,21354,7389,-29198
2006-12-12,98000.0,96200.0,61232.0,26.78,10824,-1974,-4401
2006-12-13,96100.0,95300.0,79137.0,26.53,12700,-7870,-4185
2006-12-14,95000.0,98000.0,115003.0,27.28,-12761,-20697,38551
2006-12-15,98000.0,97500.0,107440.0,27.14,10146,138,-8174
2006-12-18,97200.0,96700.0,134701.0,26.92,30322,4910,-29561
2006-12-19,96300.0,96600.0,100484.0,26.89,-6573,7263,4250
2006-12-20,96700.0,99700.0,159419.0,27.75,2334,-6020,9534
2006-12-21,99700.0,99400.0,76438.0,27.67,-10650,13816,-5066
2006-12-22,98500.0,99000.0,53280.0,27.56,-25086,5415,14945
2006-12-26,98000.0,97000.0,76738.0,27.0,15060,-11888,7031
2006-12-27,97000.0,97800.0,39555.0,27.22,-2176,109,1831
2006-12-28,98100.0,98700.0,77706.0,27.47,-7557,8776,-2634
2007-01-02,99600.0,95000.0,116204.0,4.27,49929,-35040,-1700
2007-01-03,95000.0,91500.0,270239.0,4.12,93412,-22995,-67922
2007-01-04,91500.0,90000.0,232076.0,4.05,93553,-17400,-72300
2007-01-05,90000.0,89500.0,132953.0,4.03,9456,357,-12741
2007-01-08,87900.0,86900.0,132482.0,3.91,6007,13191,-19424
2007-01-09,86000.0,83700.0,205297.0,3.77,9742,-10729,3618
2007-01-10,82500.0,81600.0,187979.0,3.67,14910,-12524,-3369
2007-01-11,82300.0,84600.0,188562.0,3.81,-15685,-9626,27027
2007-01-12,85800.0,89700.0,153731.0,4.04,-24386,-27930,57661
2007-01-15,90900.0,88200.0,122795.0,3.97,27171,-29424,13050
2007-01-16,88200.0,87900.0,103996.0,3.96,26880,-18981,17945
2007-01-17,87000.0,86100.0,135258.0,3.87,39599,-41013,9294
2007-01-18,86500.0,89000.0,173152.0,4.0,-33053,-15180,51037
2007-01-19,88900.0,87000.0,100576.0,3.91,1050,-3945,5363
2007-01-22,86400.0,84100.0,147773.0,3.78,35353,9714,-35960
2007-01-23,83100.0,84200.0,58465.0,3.79,-1792,4450,-2725
2007-01-24,86000.0,88500.0,213368.0,3.98,-15901,52554,-24344
2007-01-25,90100.0,88800.0,124365.0,4.0,-7190,53565,-44693
2007-01-26,87900.0,86100.0,133184.0,3.87,30350,33293,-68210
2007-01-29,86600.0,86800.0,168307.0,3.91,3506,55094,-99948
2007-01-30,86300.0,84800.0,138623.0,3.82,48956,-11304,-40778
2007-01-31,84900.0,83500.0,123625.0,3.76,30061,-4777,-28694
2007-02-01,84100.0,84200.0,85796.0,3.79,3469,3522,-5484
2007-02-02,83600.0,86500.0,208370.0,3.89,6602,60467,-90531
2007-02-05,84000.0,83900.0,296274.0,3.78,129437,-24949,-97558
2007-02-06,83800.0,86000.0,290415.0,3.87,1763,61883,-72387
2007-02-07,85400.0,89500.0,429837.0,4.03,-109982,110790,-10108
2007-02-08,90000.0,89000.0,177198.0,4.0,-19861,18020,-9699
2007-02-09,89000.0,89000.0,324650.0,4.0,29017,-28632,21067
2007-02-12,87800.0,85700.0,232100.0,3.86,109930,24770,-128044
2007-02-13,84900.0,84600.0,210776.0,3.81,47799,20344,-102311
2007-02-14,85900.0,86700.0,169751.0,3.9,-61480,38547,2999
2007-02-15,88100.0,86900.0,165036.0,3.91,-47978,27244,750
2007-02-16,88300.0,87800.0,89234.0,3.95,6042,509,2642
2007-02-20,88100.0,88500.0,82452.0,3.98,-3888,5257,-3208
2007-02-21,88800.0,87400.0,111358.0,3.93,22369,5439,-27230
2007-02-22,86500.0,85800.0,161110.0,3.86,68488,5355,-73994
2007-02-23,87900.0,88800.0,213360.0,4.0,-87346,102532,-13945
2007-02-26,90000.0,94800.0,348441.0,4.27,-82818,92288,5847
2007-02-27,96300.0,94200.0,236518.0,4.24,-21575,-35638,73724
2007-02-28,87700.0,91800.0,190425.0,4.13,17239,17134,-36377
2007-03-02,90600.0,90600.0,125215.0,4.08,-12476,10811,-9905
2007-03-05,88100.0,88100.0,175104.0,3.96,56162,-60400,-5241
2007-03-06,88000.0,89100.0,130074.0,4.01,-15967,-6394,24830
2007-03-07,89700.0,89600.0,112257.0,4.03,-11083,-17465,27908
2007-03-08,89600.0,91000.0,151313.0,4.09,3002,2038,-75
2007-03-09,92000.0,90300.0,93325.0,4.06,-1641,1486,477
2007-03-12,91400.0,89200.0,149165.0,4.01,19669,-19084,7102
2007-03-13,89500.0,88800.0,88263.0,4.0,-15606,-2544,19448
2007-03-14,87800.0,87200.0,343954.0,3.92,5631,-19302,14056
2007-03-15,87900.0,88300.0,147994.0,3.97,39514,-26655,-675
2007-03-16,90000.0,88900.0,82198.0,4.0,-23398,19244,-319
2007-03-19,89300.0,88800.0,118219.0,4.0,3776,870,-5138
2007-03-20,88800.0,88800.0,100529.0,4.0,-7970,-21,3338
2007-03-21,88900.0,91800.0,141485.0,4.13,-30228,27100,-12509
2007-03-22,92000.0,91900.0,164164.0,4.14,-24113,24156,-13185
2007-03-23,93400.0,95800.0,296849.0,4.31,-136608,101090,20833
2007-03-26,98100.0,101000.0,329031.0,4.54,-109737,110825,-15516
2007-03-27,102500.0,103000.0,272522.0,4.63,-114750,103460,114
2007-03-28,101000.0,100000.0,142037.0,4.5,5905,12746,-17413
2007-03-29,99500.0,100000.0,93705.0,4.5,-6978,20613,-26285
2007-03-30,101500.0,100500.0,209526.0,4.52,19969,34287,-58836
2007-04-02,101000.0,99800.0,129747.0,4.49,289,49755,-53493
2007-04-03,99900.0,100500.0,128998.0,4.52,13907,-1168,-24071
2007-04-04,102000.0,100500.0,257631.0,4.52,1580,18570,-67095
2007-04-05,102500.0,103000.0,125783.0,4.63,-30201,45542,-18129
2007-04-06,105000.0,110000.0,355082.0,4.95,-38679,48253,-61751
2007-04-09,113000.0,120500.0,505727.0,5.42,-128882,89020,-61994
2007-04-10,122500.0,118500.0,244964.0,5.33,41505,-34867,-14120
2007-04-11,120500.0,119500.0,370856.0,5.38,-4652,70808,-61803
2007-04-12,119500.0,121000.0,220635.0,5.44,11358,-6795,-4898
2007-04-13,119500.0,127500.0,272658.0,5.74,-7228,16801,-16588
2007-04-16,129500.0,130000.0,201216.0,5.85,-43071,56966,-21126
2007-04-17,131500.0,125500.0,285211.0,5.65,48140,-722,-59081
2007-04-18,126000.0,130500.0,238162.0,5.87,-58139,56787,-11501
2007-04-19,130500.0,130500.0,147371.0,5.87,-9218,23362,-16483
2007-04-20,135500.0,145000.0,439069.0,6.52,4596,-16025,40250
2007-04-23,152000.0,140500.0,391908.0,6.32,182006,-26028,-140678
2007-04-24,142000.0,145000.0,188702.0,6.52,-3969,10298,-3723
2007-04-25,145000.0,145500.0,270060.0,6.55,17470,6069,-22262
2007-04-26,149000.0,142000.0,270313.0,6.39,32412,-7169,-5445
2007-04-27,143000.0,142500.0,191424.0,6.41,24279,-25211,3685
2007-04-30,143500.0,142500.0,98236.0,6.41,7419,-6412,-1266
2007-05-02,145000.0,150000.0,219646.0,6.75,-22815,15925,14455
2007-05-03,152500.0,149500.0,93185.0,6.73,5545,-3882,-3667
2007-05-04,149000.0,149000.0,134857.0,6.7,28438,15601,-32828
2007-05-07,153000.0,153500.0,179684.0,6.91,-3446,39341,-33614
2007-05-08,153000.0,156500.0,196559.0,7.04,-5277,19168,-9052
2007-05-09,157000.0,154500.0,108204.0,6.95,11872,18551,-30692
2007-05-10,154500.0,157000.0,271012.0,7.06,-12376,48271,-40262
2007-05-11,154000.0,156000.0,168315.0,7.02,-23918,-4682,33073
2007-05-14,156000.0,156500.0,145582.0,7.04,-10955,-22016,32083
2007-05-15,155000.0,141000.0,206258.0,6.34,45453,-41467,11849
2007-05-16,141500.0,139500.0,269121.0,6.28,57054,-50745,-2419
2007-05-17,143000.0,143500.0,204031.0,6.46,22417,12670,-47329
2007-05-18,141500.0,141000.0,88506.0,6.34,12985,-3798,-306
2007-05-21,136000.0,147500.0,168344.0,6.64,-21506,32208,-18818
2007-05-22,148000.0,152000.0,144255.0,6.84,-18871,9372,17375
2007-05-23,151000.0,156000.0,159035.0,7.02,-37795,21490,11873
2007-05-25,153500.0,153500.0,106257.0,6.91,8682,-12650,951
2007-05-28,152500.0,154000.0,91593.0,6.93,4476,-4309,-692
2007-05-29,154000.0,155000.0,112734.0,6.97,-20230,7790,2776
2007-05-30,154000.0,150000.0,119721.0,6.75,-856,-5775,-7857
2007-05-31,152000.0,148000.0,146694.0,6.66,6484,20483,-21431
2007-06-01,152000.0,148500.0,358212.0,6.68,47799,-65434,16945
2007-06-04,153000.0,154000.0,209914.0,6.93,-14889,-8689,22657
2007-06-05,154000.0,161000.0,213080.0,7.24,-41616,52217,-6807
2007-06-07,159000.0,170500.0,302812.0,7.67,-53319,-1398,59549
2007-06-08,170500.0,174500.0,225614.0,7.85,-14383,2125,14144
2007-06-11,175000.0,165000.0,230493.0,7.42,41222,18191,-45830
2007-06-12,163500.0,160500.0,161416.0,7.22,37647,-21552,-5161
2007-06-13,159000.0,161000.0,131146.0,7.24,22143,-34651,13609
2007-06-14,162500.0,161500.0,163431.0,7.27,23046,-7106,-8029
2007-06-15,164500.0,167500.0,150508.0,7.54,-1780,-12244,20531
2007-06-18,170000.0,167000.0,146574.0,7.51,9376,-7960,-3880
2007-06-19,171000.0,171000.0,133494.0,7.69,-4170,-628,3985
2007-06-20,172000.0,166000.0,111494.0,7.47,1709,-3338,-2478
2007-06-21,164500.0,168000.0,93131.0,7.56,5234,-6093,12034
2007-06-22,167000.0,162000.0,140499.0,7.29,19873,-15818,7628
2007-06-25,157500.0,157000.0,187204.0,7.06,66680,-2849,-57761
2007-06-26,157000.0,150500.0,186957.0,6.77,15653,13077,-31523
2007-06-27,150000.0,151500.0,116380.0,6.82,-14144,21133,-8004
2007-06-28,153000.0,153000.0,143905.0,6.88,29426,-18927,-2265
2007-06-29,156500.0,157000.0,164915.0,7.06,-52529,28289,32652
2007-07-02,156000.0,158000.0,106434.0,7.11,900,-20546,22023
2007-07-03,159500.0,162000.0,149719.0,7.29,-10569,-6788,-4234
2007-07-04,162000.0,162000.0,119205.0,7.29,12796,-50869,34390
2007-07-05,162000.0,170000.0,251567.0,7.65,-79313,33651,23749
2007-07-06,172500.0,170000.0,148196.0,7.65,-29814,19870,6711
2007-07-09,172000.0,177000.0,224368.0,7.96,-45898,-924,46390
2007-07-10,179000.0,178000.0,98268.0,8.01,-2051,3787,1811
2007-07-11,175500.0,178000.0,145792.0,8.01,-26330,14228,974
2007-07-12,180000.0,185500.0,169860.0,8.35,-69486,43251,11726
2007-07-13,191000.0,192500.0,168000.0,8.66,-41374,25113,10372
2007-07-16,195000.0,192500.0,95677.0,8.66,-5399,523,-4020
2007-07-18,192500.0,192000.0,119843.0,8.64,1584,-18973,8724
2007-07-19,190500.0,194000.0,99767.0,8.73,-6768,1703,-1067
2007-07-20,199500.0,204000.0,145469.0,9.18,-3781,-7722,8573
2007-07-23,207000.0,209000.0,117480.0,9.4,37382,-18634,-2013
2007-07-24,211000.0,206500.0,88065.0,9.29,11361,-2422,12006
2007-07-25,206500.0,219000.0,218091.0,9.85,13605,-43643,45653
2007-07-26,218500.0,215000.0,134026.0,9.67,61727,-39878,-21451
2007-07-27,207000.0,209500.0,251298.0,9.43,45162,8998,-59396
2007-07-30,207000.0,206000.0,130693.0,9.27,4361,-3958,338
2007-07-31,206500.0,204500.0,142397.0,9.2,-6434,4358,-6163
2007-08-01,205000.0,199000.0,130957.0,8.95,10172,-9512,-1304
2007-08-02,202000.0,205000.0,154058.0,9.22,-32154,43747,-13716
2007-08-03,207000.0,206500.0,85343.0,9.29,-16505,-667,8887
2007-08-06,199500.0,202500.0,78822.0,9.11,12030,-1885,-19306
2007-08-07,204000.0,194500.0,99785.0,8.75,31917,-17315,-15610
2007-08-08,192500.0,203500.0,135776.0,9.16,-29332,49320,-12040
2007-08-09,201000.0,197000.0,186290.0,8.86,39326,3235,-40997
2007-08-10,190000.0,189500.0,173513.0,8.53,10962,4640,-32157
2007-08-13,186000.0,185000.0,176665.0,8.32,34843,-800,-43555
2007-08-14,182500.0,173000.0,403395.0,7.78,40823,18936,99219
2007-08-16,162000.0,154500.0,344212.0,6.95,-58859,95235,-46790
