Symbol,동양_시가(원),동양_종가(원),동양_거래량(주),동양_PER(IFRS-연결),동양_순매수수량(개인)(주),동양_순매수수량(기관계)(주),동양_순매수수량(외국인계)(주)
2014-01-06,286.0,292.0,6087267.0,,-540650,0,540650
2014-01-07,293.0,291.0,9411817.0,,309230,0,-309230
2014-01-08,288.0,289.0,6507846.0,,-300740,0,299740
2014-01-09,287.0,317.0,56330119.0,,-717680,12900,601800
2014-01-10,319.0,296.0,22235084.0,,24230,0,84750
2014-01-13,298.0,310.0,47754336.0,,-92573,-12900,-318587
2014-01-14,356.0,356.0,22124258.0,,-971310,-20,995830
2014-01-15,400.0,409.0,10389575.0,,133873,-10,-133863
2014-01-16,454.0,386.0,136541155.0,,1657379,-3,-1641060
2014-01-17,380.0,370.0,49803180.0,,-286896,0,198010
2014-01-20,366.0,356.0,38085674.0,,-48630,-10,14240
2014-01-21,362.0,353.0,37048739.0,,247480,0,-387480
2014-01-22,353.0,337.0,25344291.0,,-217240,0,100400
2014-01-23,341.0,305.0,37335733.0,,-1170931,0,1030941
2014-01-24,302.0,303.0,28265519.0,,82240,0,-82270
2014-01-27,294.0,283.0,17392712.0,,1073000,0,-966750
2014-01-28,281.0,283.0,22995904.0,,-44700,-10,27710
2014-01-29,283.0,283.0,0.0,,0,0,0
2014-02-03,283.0,283.0,0.0,,0,0,0
2014-02-04,283.0,283.0,0.0,,0,0,0
2014-02-05,283.0,283.0,0.0,,0,0,0
2014-02-06,283.0,283.0,0.0,,0,0,0
2014-02-07,283.0,283.0,0.0,,0,0,0
2014-02-10,283.0,283.0,0.0,,0,0,0
2014-02-11,283.0,283.0,0.0,,0,0,0
2014-02-12,283.0,283.0,0.0,,0,0,0
2014-02-13,283.0,283.0,0.0,,0,0,0
2014-02-14,283.0,283.0,0.0,,0,0,0
2014-02-17,283.0,283.0,0.0,,0,0,0
2014-02-18,283.0,283.0,0.0,,0,0,0
2014-02-19,283.0,283.0,0.0,,0,0,0
2014-02-20,283.0,283.0,0.0,,0,0,0
2014-02-21,283.0,283.0,0.0,,0,0,0
2014-02-24,283.0,283.0,0.0,,0,0,0
2014-02-25,283.0,283.0,0.0,,0,0,0
2014-02-26,283.0,283.0,0.0,,0,0,0
2014-02-27,283.0,283.0,0.0,,0,0,0
2014-02-28,283.0,283.0,0.0,,0,0,0
2014-03-03,283.0,283.0,0.0,,0,0,0
2014-03-04,283.0,283.0,0.0,,0,0,0
2014-03-05,283.0,283.0,0.0,,0,0,0
2014-03-06,283.0,283.0,0.0,,0,0,0
2014-03-07,283.0,283.0,0.0,,0,0,0
2014-03-10,283.0,283.0,0.0,,0,0,0
2014-03-11,283.0,283.0,0.0,,0,0,0
2014-03-12,283.0,283.0,0.0,,0,0,0
2014-03-13,283.0,283.0,0.0,,0,0,0
2014-03-14,283.0,283.0,0.0,,0,0,0
2014-03-17,283.0,283.0,0.0,,0,0,0
2014-03-18,283.0,283.0,0.0,,0,0,0
2014-03-19,283.0,283.0,0.0,,0,0,0
2014-03-20,283.0,283.0,0.0,,0,0,0
2014-03-21,283.0,283.0,0.0,,0,0,0
2014-03-24,283.0,283.0,0.0,,0,0,0
2014-03-25,283.0,283.0,0.0,,0,0,0
2014-03-26,283.0,283.0,0.0,,0,0,0
2014-03-27,283.0,283.0,0.0,,0,0,0
2014-03-28,283.0,283.0,0.0,,0,0,0
2014-03-31,283.0,283.0,0.0,,0,0,0
2014-04-01,283.0,283.0,0.0,,0,0,0
2014-04-02,283.0,283.0,0.0,,0,0,0
2014-04-03,283.0,283.0,0.0,,0,0,0
2014-04-04,283.0,283.0,0.0,,0,0,0
2014-04-07,283.0,283.0,0.0,,0,0,0
2014-04-08,283.0,283.0,0.0,,0,0,0
2014-04-09,283.0,283.0,0.0,,0,0,0
2014-04-10,283.0,283.0,0.0,,0,0,0
2014-04-11,283.0,283.0,0.0,,0,0,0
2014-04-14,283.0,283.0,0.0,,0,0,0
2014-04-15,283.0,283.0,0.0,,0,0,0
2014-04-16,283.0,283.0,0.0,,0,0,0
2014-04-17,283.0,283.0,0.0,,0,0,0
2014-04-18,283.0,283.0,0.0,,0,0,0
2014-04-21,283.0,283.0,0.0,,0,0,0
2014-04-22,283.0,283.0,0.0,,0,0,0
2014-04-23,283.0,283.0,0.0,,0,0,0
2014-04-24,283.0,283.0,0.0,,0,0,0
2014-04-25,283.0,283.0,0.0,,0,0,0
2014-04-28,283.0,283.0,0.0,,0,0,0
2014-04-29,283.0,283.0,0.0,,0,0,0
2014-04-30,283.0,283.0,0.0,,0,0,0
2014-05-02,283.0,283.0,0.0,,0,0,0
2014-05-07,283.0,283.0,0.0,,0,0,0
2014-05-08,283.0,283.0,0.0,,0,0,0
2014-05-09,283.0,283.0,0.0,,0,0,0
2014-05-12,283.0,283.0,0.0,,0,0,0
2014-05-13,283.0,283.0,0.0,,0,0,0
2014-05-14,283.0,283.0,0.0,,0,0,0
2014-05-15,283.0,283.0,0.0,,0,0,0
2014-05-16,283.0,283.0,0.0,,0,0,0
2014-05-19,283.0,283.0,0.0,,0,0,0
2014-05-20,283.0,283.0,0.0,,0,0,0
2014-05-21,283.0,283.0,0.0,,0,0,0
2014-05-22,283.0,283.0,0.0,,0,0,0
2014-05-23,283.0,283.0,0.0,,0,0,0
2014-05-26,283.0,283.0,0.0,,0,0,0
2014-05-27,283.0,283.0,0.0,,0,0,0
2014-05-28,283.0,283.0,0.0,,0,0,0
2014-05-29,283.0,283.0,0.0,,0,0,0
2014-05-30,283.0,283.0,0.0,,0,0,0
2014-06-02,283.0,283.0,0.0,,0,0,0
2014-06-03,283.0,283.0,0.0,,0,0,0
2014-06-05,283.0,283.0,0.0,,0,0,0
2014-06-09,283.0,283.0,0.0,,0,0,0
2014-06-10,283.0,283.0,0.0,,0,0,0
2014-06-11,283.0,283.0,0.0,,0,0,0
2014-06-12,283.0,283.0,0.0,,0,0,0
2014-06-13,283.0,283.0,0.0,,0,0,0
2014-06-16,283.0,283.0,0.0,,0,0,0
2014-06-17,283.0,283.0,0.0,,0,0,0
2014-06-18,283.0,283.0,0.0,,0,0,0
2014-06-19,283.0,283.0,0.0,,0,0,0
2014-06-20,1415.0,1205.0,1036463.0,,-97109,-100,99999
2014-06-23,1025.0,1025.0,172977.0,,4597,-100,-997
2014-06-24,875.0,875.0,579373.0,,6174,-100,-775
2014-06-25,744.0,787.0,102807965.0,,2125968,-450674,-96836
2014-06-26,807.0,785.0,29672360.0,,13819,-3,25940
2014-06-27,785.0,783.0,10658681.0,,-74995,-1747,76056
2014-06-30,787.0,777.0,9247428.0,,113417,0,7471
2014-07-01,773.0,747.0,13202384.0,,-604536,-662480,52015
2014-07-02,755.0,810.0,49979543.0,,188252,-2446,67394
2014-07-03,820.0,782.0,14867603.0,,95948,-444294,17166
2014-07-04,783.0,788.0,10500597.0,,136501,0,13399
2014-07-07,788.0,794.0,7315029.0,,-779450,-349,-8295
2014-07-08,794.0,805.0,6752084.0,,-562608,-1500,-25892
2014-07-09,803.0,828.0,21166886.0,,-363074,0,37283
2014-07-10,837.0,952.0,32548874.0,,-396246,496810,46615
2014-07-11,955.0,1005.0,31842017.0,,110542,-2587,-60230
2014-07-14,1065.0,1035.0,14663009.0,,-137768,135980,-535
2014-07-15,1015.0,993.0,11199032.0,,-36875,0,41875
2014-07-16,975.0,969.0,7836214.0,,-158257,62556,71321
2014-07-17,982.0,1080.0,19296122.0,,-79880,-92660,186246
2014-07-18,1065.0,1040.0,7674070.0,,-72150,650,84021
2014-07-21,1020.0,1000.0,6572898.0,,35292,0,12667
2014-07-22,999.0,973.0,6859269.0,,-24821,0,-6699
2014-07-23,978.0,979.0,6550572.0,,-11736,0,24662
2014-07-24,920.0,857.0,14859893.0,,311468,-290000,41959
2014-07-25,917.0,950.0,12138896.0,,-34614,-10000,61953
2014-07-28,936.0,951.0,5809059.0,,39191,4,705
2014-07-29,954.0,962.0,6648372.0,,9681,0,10319
2014-07-30,975.0,980.0,3039899.0,,186324,-141060,-30033
2014-07-31,999.0,955.0,4137403.0,,75153,-650,-69503
2014-08-01,949.0,943.0,3160624.0,,-154595,-1258,165853
2014-08-04,949.0,946.0,2104248.0,,-82052,0,92052
2014-08-05,954.0,939.0,2434355.0,,-90589,0,-6246
2014-08-06,930.0,932.0,2479809.0,,-95073,0,5073
2014-08-07,931.0,925.0,2936690.0,,-923646,-349,40613
2014-08-08,943.0,943.0,1725323.0,,-33083,0,34083
2014-08-11,949.0,952.0,2045141.0,,26816,124685,-141501
2014-08-12,953.0,955.0,1329334.0,,13267,0,-3267
2014-08-13,969.0,954.0,1663867.0,,-25057,0,35057
2014-08-14,958.0,955.0,934247.0,,-13644,0,16548
2014-08-18,954.0,955.0,1560096.0,,-85559,0,-521
2014-08-19,952.0,1005.0,7181188.0,,13405,0,46595
2014-08-20,999.0,981.0,2377489.0,,48432,-430,-38002
2014-08-21,981.0,981.0,0.0,,0,0,0
2014-08-22,1000.0,977.0,2740949.0,,37078,0,1004
2014-08-25,977.0,968.0,1387878.0,,-30694,0,3223
2014-08-26,969.0,969.0,1371078.0,,-85162,0,24162
2014-08-27,973.0,1000.0,3313118.0,,-12070,0,83070
2014-08-28,993.0,1015.0,2466850.0,,141240,0,-10743
2014-08-29,1020.0,990.0,1263665.0,,37224,0,-27224
2014-09-01,1005.0,989.0,1844777.0,,-146467,-1,110468
2014-09-02,1000.0,1020.0,5582149.0,,27599,0,76018
2014-09-03,1020.0,1005.0,1867460.0,,-61337,0,99227
2014-09-04,1000.0,989.0,1531648.0,,41853,-73535,41682
2014-09-05,982.0,995.0,1106429.0,,-161675,0,169675
2014-09-11,997.0,996.0,1100604.0,,-75113,-839,98625
2014-09-12,992.0,990.0,896771.0,,-6942,0,17255
2014-09-15,990.0,990.0,1045007.0,,5815,0,6185
2014-09-16,987.0,998.0,1478027.0,,-19519,0,43748
2014-09-17,998.0,1010.0,2641507.0,,-48069,0,76958
2014-09-18,1005.0,1010.0,1459893.0,,-31937,30000,20989
2014-09-19,1015.0,1015.0,1160937.0,,-85823,0,105823
2014-09-22,1025.0,1125.0,12077137.0,,186395,599577,64154
2014-09-23,1110.0,1080.0,4491159.0,,52893,28000,-73893
2014-09-24,1070.0,1065.0,2550159.0,,176,0,9960
2014-09-25,1075.0,1065.0,2066524.0,,-58285,0,103227
2014-09-26,1065.0,1015.0,2971113.0,,76063,-184,-37851
2014-09-29,1005.0,994.0,1724057.0,,28180,0,-34778
2014-09-30,1000.0,996.0,1609027.0,,-6312,10000,-2870
2014-10-01,991.0,970.0,2804775.0,,301809,-72234,-184929
2014-10-02,969.0,925.0,2193794.0,,23982,-153620,128138
2014-10-06,921.0,933.0,1377668.0,,230275,-158405,-71870
2014-10-07,935.0,940.0,748368.0,,-32956,0,32956
2014-10-08,949.0,921.0,1300194.0,,72808,0,7068
2014-10-10,907.0,881.0,1147340.0,,-2607,0,8349
2014-10-13,866.0,814.0,2116113.0,,103618,0,50004
2014-10-14,808.0,840.0,1118974.0,,122485,-87193,-7004
2014-10-15,844.0,880.0,916256.0,,53796,0,12719
2014-10-16,879.0,848.0,690430.0,,34621,0,-35375
2014-10-17,845.0,832.0,975485.0,,-50450,12052,38398
2014-10-20,820.0,847.0,674416.0,,-61029,0,68289
2014-10-21,871.0,864.0,2631783.0,,180721,0,-12713
2014-10-22,872.0,855.0,1044319.0,,105505,0,43938
2014-10-23,855.0,855.0,1333506.0,,207653,0,36281
2014-10-24,867.0,860.0,489340.0,,-39826,0,29826
2014-10-27,860.0,828.0,1449497.0,,-33346,0,-16654
2014-10-28,828.0,814.0,626802.0,,-54008,0,49008
2014-10-29,811.0,832.0,964777.0,,-131063,0,131063
2014-10-30,839.0,828.0,543118.0,,102086,0,-102086
2014-10-31,825.0,827.0,514534.0,,-11619,0,10619
2014-11-03,835.0,825.0,560241.0,,87118,-81937,5507
2014-11-04,825.0,825.0,703205.0,,71622,0,11741
2014-11-05,817.0,820.0,565653.0,,-71830,0,28830
2014-11-06,820.0,823.0,457479.0,,-6990,0,1990
2014-11-07,822.0,845.0,524269.0,,-47127,0,37127
2014-11-10,850.0,852.0,355286.0,,1718,0,677
2014-11-11,859.0,867.0,429007.0,,-762,0,-238
2014-11-12,878.0,860.0,567511.0,,-42735,0,33985
2014-11-13,863.0,859.0,780159.0,,-74796,0,74796
2014-11-14,865.0,858.0,533881.0,,-13550,0,13550
2014-11-17,851.0,833.0,383272.0,,54443,0,-54443
2014-11-18,839.0,842.0,510313.0,,-39587,0,39587
2014-11-19,841.0,824.0,630072.0,,5811,0,20249
2014-11-20,829.0,815.0,732457.0,,-5936,0,5936
2014-11-21,811.0,833.0,548592.0,,-98165,0,97584
2014-11-24,845.0,865.0,2495772.0,,63570,0,845
2014-11-25,868.0,905.0,2842027.0,,-89779,0,110756
2014-11-26,915.0,939.0,1644079.0,,5188,0,84650
2014-11-27,946.0,931.0,1167988.0,,-61651,0,61651
2014-11-28,926.0,937.0,1045745.0,,-27323,0,35828
2014-12-01,950.0,961.0,3337978.0,,62829,0,-41796
2014-12-02,949.0,906.0,1655154.0,,-7620,0,7620
2014-12-03,907.0,954.0,1217284.0,,-96778,0,121768
2014-12-04,975.0,960.0,1059512.0,,-57014,0,25088
2014-12-05,960.0,943.0,746120.0,,-66797,0,67104
2014-12-08,943.0,928.0,982457.0,,-60847,-35863,111710
2014-12-09,925.0,915.0,839841.0,,-35144,0,35428
2014-12-10,915.0,916.0,1039292.0,,-70636,0,71154
2014-12-11,914.0,915.0,718708.0,,3192,0,-497
2014-12-12,903.0,878.0,1266067.0,,18327,0,-21025
2014-12-15,860.0,869.0,557927.0,,-73935,0,80310
2014-12-16,858.0,846.0,936650.0,,-42951,9739,33212
2014-12-17,846.0,857.0,901735.0,,-62726,1870,77397
2014-12-18,858.0,863.0,905313.0,,-20867,1870,23528
2014-12-19,865.0,913.0,905483.0,,13807,935,59757
2014-12-22,902.0,910.0,949629.0,,55678,0,6849
2014-12-23,910.0,911.0,671878.0,,32316,0,48054
2014-12-24,911.0,896.0,612385.0,,-20008,0,62508
2014-12-26,890.0,868.0,740216.0,,-18248,0,12094
2014-12-29,870.0,888.0,460963.0,,-53289,0,52052
2014-12-30,882.0,895.0,498998.0,,38154,0,32794
2015-01-02,903.0,926.0,994806.0,0.27,-117341,0,-12659
2015-01-05,930.0,921.0,871925.0,0.27,-55702,0,-4198
2015-01-06,911.0,916.0,695791.0,0.27,-179997,0,85519
2015-01-07,915.0,914.0,745759.0,0.27,-126003,0,59341
2015-01-08,919.0,914.0,582407.0,0.27,-26793,0,23772
2015-01-09,914.0,940.0,2154824.0,0.27,-35841,0,48841
2015-01-12,931.0,971.0,1999071.0,0.28,13799,0,-46877
2015-01-13,978.0,950.0,1670676.0,0.28,21507,1085,-30858
2015-01-14,958.0,971.0,1553646.0,0.28,-58434,0,56218
2015-01-15,1020.0,1005.0,9108729.0,0.29,88335,0,-85237
2015-01-16,991.0,950.0,2078656.0,0.28,-52183,0,44183
2015-01-19,951.0,938.0,1342449.0,0.27,-50425,0,44328
2015-01-20,1000.0,966.0,3653019.0,0.28,126929,-12052,-114877
2015-01-21,966.0,944.0,1055470.0,0.27,-41625,-2206,43831
2015-01-22,932.0,934.0,1197486.0,0.27,41901,0,-41901
2015-01-23,936.0,910.0,1206623.0,0.26,-10429,6529,9935
2015-01-26,910.0,930.0,1261264.0,0.27,-55479,0,55479
2015-01-27,940.0,924.0,687984.0,0.27,-21876,5479,16397
2015-01-28,912.0,924.0,579370.0,0.27,38436,0,-33733
2015-01-29,930.0,952.0,1294752.0,0.28,5930,12079,-6109
2015-01-30,960.0,974.0,1714751.0,0.28,77418,-699,-56230
2015-02-02,962.0,977.0,1335013.0,0.28,-1221,0,6998
2015-02-03,974.0,997.0,2189771.0,0.29,128760,0,-6343
2015-02-04,998.0,994.0,1561462.0,0.29,56258,0,-30357
2015-02-05,998.0,1010.0,2044731.0,0.29,-78605,-3997,93705
2015-02-06,1010.0,1030.0,2666451.0,0.3,-47482,0,32702
2015-02-09,1050.0,1015.0,1961627.0,0.29,85151,0,-32758
2015-02-10,1015.0,1020.0,1362908.0,0.3,-5622,0,24323
2015-02-11,1020.0,1075.0,2909617.0,0.31,-45369,-19986,73856
2015-02-12,1070.0,1085.0,1997322.0,0.32,-67605,0,67895
2015-02-13,1085.0,1140.0,2501145.0,0.33,-183055,91001,105493
2015-02-16,1160.0,1165.0,1919213.0,0.34,-26627,0,16627
2015-02-17,1160.0,1160.0,1807809.0,0.34,-215602,215000,602
2015-02-23,1160.0,1220.0,2181089.0,0.35,-5634,0,8195
2015-02-24,1240.0,1220.0,2730801.0,0.35,140977,0,-61478
2015-02-25,1215.0,1320.0,5428842.0,0.38,96955,-35000,44045
2015-02-26,1340.0,1365.0,4484333.0,0.4,421786,-70000,-40245
2015-02-27,1380.0,1390.0,3740152.0,0.4,-109032,-15825,70382
2015-03-02,1385.0,1415.0,2589277.0,0.41,-68342,0,70903
2015-03-03,1420.0,1430.0,1635416.0,0.42,11280,-7062,107712
2015-03-04,1415.0,1420.0,9612514.0,0.41,288992,-11607,132866
2015-03-05,1410.0,1455.0,2604754.0,0.42,40901,-10400,16317
2015-03-06,1455.0,1490.0,1798484.0,0.43,-81852,0,106852
2015-03-09,1490.0,1480.0,1671294.0,0.43,-28235,0,28235
2015-03-10,1470.0,1420.0,3202793.0,0.41,91465,0,-86876
2015-03-11,1350.0,1210.0,7577493.0,0.35,-235878,0,238563
2015-03-12,1145.0,1225.0,9223483.0,0.36,-441696,371451,114236
2015-03-13,1250.0,1320.0,4438850.0,0.38,-187392,-30000,237392
2015-03-16,1325.0,1315.0,1507990.0,0.38,52723,0,-53413
2015-03-17,1290.0,1245.0,3645510.0,0.36,60014,0,-61690
2015-03-18,1220.0,1255.0,1374050.0,0.36,-105436,0,104598
2015-03-19,1270.0,1250.0,1154482.0,0.36,-20420,0,26295
2015-03-20,1245.0,1245.0,1401445.0,0.36,-19261,0,39383
2015-03-23,1230.0,1250.0,3732561.0,0.36,23221,0,-23221
2015-03-24,1235.0,1270.0,1414311.0,0.37,-303144,233420,45324
2015-03-25,1280.0,1295.0,1941865.0,0.38,-3608,0,-31392
2015-03-26,1285.0,1345.0,2125973.0,0.39,-174987,0,165487
2015-03-27,1350.0,1340.0,1394685.0,0.39,130774,-1850,-131218
2015-03-30,1320.0,1335.0,1104787.0,0.39,-117742,-1665,121380
2015-03-31,1325.0,1340.0,928256.0,0.39,-224820,0,15395
2015-04-01,1340.0,1330.0,1024333.0,0.39,-181232,0,-28768
2015-04-02,1330.0,1285.0,2363120.0,0.37,138560,-2996,-82012
2015-04-03,1280.0,1270.0,1603336.0,0.37,-61965,27004,49100
2015-04-06,1270.0,1320.0,1736732.0,0.38,-91414,-3146,104347
2015-04-07,1325.0,1345.0,1939151.0,0.39,39719,8856,-47979
2015-04-08,1360.0,1365.0,1572177.0,0.4,-121607,-29698,135442
2015-04-09,1370.0,1355.0,1615260.0,0.39,-130035,0,28578
2015-04-10,1375.0,1445.0,2912646.0,0.42,-300520,5000,285811
2015-04-13,1445.0,1500.0,3325678.0,0.44,75072,10000,11086
2015-04-14,1435.0,1445.0,3360756.0,0.42,326936,0,-66965
2015-04-15,1455.0,1490.0,1780699.0,0.43,-157371,-24402,151773
2015-04-16,1485.0,1440.0,3533319.0,0.42,41314,0,-21003
2015-04-17,1425.0,1445.0,1970170.0,0.42,-59927,0,51802
2015-04-20,1415.0,1455.0,1108024.0,0.42,-129440,0,129440
2015-04-21,1455.0,1450.0,1567521.0,0.42,65633,0,-68188
2015-04-22,1445.0,1425.0,1812106.0,0.41,-61112,0,69899
2015-04-23,1425.0,1380.0,1795827.0,0.4,120694,0,-105694
2015-04-24,1380.0,1370.0,991159.0,0.4,18056,1000,-17580
2015-04-27,1370.0,1415.0,882408.0,0.41,-178203,200000,22155
2015-04-28,1425.0,1445.0,2127093.0,0.42,86067,0,-82378
2015-04-29,1450.0,1430.0,875686.0,0.42,77769,0,-78769
2015-04-30,1430.0,1425.0,780957.0,0.41,12610,0,-7610
2015-05-04,1410.0,1390.0,623034.0,0.4,26112,0,-30045
2015-05-06,1380.0,1340.0,2122727.0,0.39,-343627,336083,-5870
2015-05-07,1330.0,1385.0,1687668.0,0.4,-308080,230100,42654
2015-05-08,1390.0,1410.0,904243.0,0.41,-199749,172851,-12102
2015-05-11,1425.0,1415.0,681811.0,0.41,15192,1,-6944
2015-05-12,1410.0,1415.0,1101395.0,0.41,-136953,215234,-54281
2015-05-13,1400.0,1445.0,1794309.0,0.42,-90129,74489,40040
2015-05-14,1445.0,1445.0,1260244.0,0.42,311082,0,-222254
2015-05-15,1440.0,1430.0,1169212.0,0.42,178788,0,-126795
2015-05-18,1445.0,1435.0,1070285.0,0.42,104453,20000,-103753
2015-05-19,1430.0,1430.0,773019.0,0.42,-8253,10000,50104
2015-05-20,1420.0,1415.0,960278.0,0.41,44267,-1,-8466
2015-05-21,1410.0,1405.0,1187165.0,0.41,232808,-101432,-80870
2015-05-22,1395.0,1420.0,1217701.0,0.41,161387,-102432,-29131
2015-05-26,1420.0,1490.0,3277003.0,0.43,273839,-67932,-159962
2015-05-27,1485.0,1500.0,4274382.0,0.44,121817,-99432,-78279
2015-05-28,1500.0,1480.0,1033663.0,0.43,124622,-102431,-12081
2015-05-29,1480.0,1480.0,1289250.0,0.43,609597,-437232,-24985
2015-06-01,1475.0,1450.0,1075111.0,0.42,83062,-101432,17870
2015-06-02,1430.0,1445.0,878282.0,0.42,34006,-104058,91495
2015-06-03,1440.0,1550.0,4916381.0,0.45,-1525147,1615942,-73307
2015-06-04,1540.0,1550.0,2351751.0,0.45,25209,-105060,79351
2015-06-05,1530.0,1540.0,946054.0,0.45,114663,0,-93163
2015-06-08,1540.0,1540.0,1256939.0,0.45,5934,-61000,52066
2015-06-09,1530.0,1570.0,1684931.0,0.46,-335914,309452,59840
2015-06-10,1565.0,1600.0,2746810.0,0.47,93334,-76722,-54163
2015-06-11,1630.0,1645.0,1874566.0,0.48,191019,0,15904
2015-06-12,1640.0,1670.0,2965343.0,0.49,466381,-195002,-221679
2015-06-15,1670.0,1635.0,1582231.0,0.48,137132,5000,-98472
2015-06-16,1605.0,1590.0,1319288.0,0.46,192362,-20000,-171334
2015-06-17,1580.0,1595.0,704147.0,0.46,-22799,0,32392
2015-06-18,1590.0,1525.0,1430584.0,0.44,244742,-39989,-209571
2015-06-19,1505.0,1545.0,1007359.0,0.45,-96542,4995,91541
2015-06-22,1550.0,1620.0,1582382.0,0.47,-774956,750000,25601
2015-06-23,1640.0,1670.0,1607063.0,0.49,78004,0,62397
2015-06-24,1670.0,1660.0,795018.0,0.48,74335,20000,65665
2015-06-25,1680.0,1670.0,1182125.0,0.49,184030,0,167437
2015-06-26,1670.0,1595.0,1357155.0,0.46,195079,0,62041
2015-06-29,1595.0,1580.0,1343061.0,0.46,301535,0,57634
2015-06-30,1585.0,1610.0,1146148.0,0.47,449804,0,-30886
2015-07-01,1610.0,1630.0,986858.0,0.47,-64071,0,39066
2015-07-02,1635.0,1595.0,1291164.0,0.46,375603,-306000,-93293
2015-07-03,1595.0,1600.0,1234665.0,0.47,-49456,0,-1590
2015-07-06,1575.0,1580.0,852908.0,0.46,26826,-100000,75174
2015-07-07,1580.0,1555.0,1149558.0,0.45,31662,10500,-43662
2015-07-08,1555.0,1575.0,978667.0,0.46,-217965,20000,147965
2015-07-09,1565.0,1575.0,885348.0,0.46,6045,0,-56045
2015-07-10,1555.0,1590.0,555870.0,0.46,-108792,0,48792
2015-07-13,1590.0,1690.0,2552747.0,0.49,-407763,184000,158940
2015-07-14,1715.0,1745.0,2428878.0,0.51,-284459,26000,47767
2015-07-15,1750.0,1890.0,4129480.0,0.55,-307311,0,14278
2015-07-16,1955.0,1895.0,2092553.0,0.55,84191,9328,-87629
2015-07-17,1900.0,1885.0,1546873.0,0.55,-131689,0,151189
2015-07-20,1845.0,1885.0,1809065.0,0.55,-5235,0,38235
2015-07-21,1900.0,1895.0,1956679.0,0.55,47262,0,-19338
2015-07-22,1900.0,1905.0,2825314.0,0.55,-10118,0,221253
2015-07-23,2075.0,2220.0,21099831.0,0.65,-2494574,2260825,697922
2015-07-24,2200.0,2245.0,7920667.0,0.65,-597465,629621,16114
2015-07-27,2225.0,2170.0,3189527.0,0.63,-53645,-26997,-6358
2015-07-28,2150.0,2150.0,4164344.0,0.62,135472,147903,-42634
2015-07-29,2150.0,2130.0,2096271.0,0.62,-33113,-1398,-48759
2015-07-30,2110.0,2090.0,1818863.0,0.61,-210048,132724,25455
2015-07-31,2100.0,2230.0,2793456.0,0.65,-675337,591000,143829
2015-08-03,2235.0,2285.0,3322730.0,0.66,-417812,363462,-15448
2015-08-04,2285.0,2410.0,5084736.0,0.7,-566233,525009,-31226
2015-08-05,2390.0,2500.0,10938875.0,0.73,-3203482,345492,-40600
2015-08-06,2530.0,2710.0,10623532.0,0.79,-2765134,3988,51987
2015-08-07,2680.0,2700.0,4257305.0,0.78,-605580,3913,77070
2015-08-10,2685.0,2690.0,2850953.0,0.78,-43474,-591377,54291
2015-08-11,2665.0,2740.0,3348287.0,0.8,-1054849,479130,140809
2015-08-12,2720.0,2710.0,2971268.0,0.79,-229265,106719,-146148
2015-08-13,2690.0,2725.0,1970327.0,0.79,-468435,49735,81857
2015-08-17,2710.0,2790.0,4238402.0,0.81,319531,570372,121982
2015-08-18,2790.0,2895.0,4822026.0,0.84,-574478,162383,-61837
2015-08-19,2900.0,2710.0,5806342.0,0.79,-445755,97604,-8939
2015-08-20,2700.0,2700.0,1881751.0,0.78,-132903,-4194,139442
2015-08-21,2505.0,2490.0,5131635.0,0.72,-768973,294408,24917
2015-08-24,2470.0,2515.0,2812381.0,0.73,-725075,264141,86760
2015-08-25,2570.0,2595.0,2535662.0,0.75,-286784,100324,66419
2015-08-26,2595.0,2650.0,1544266.0,0.77,-46245,10672,36098
2015-08-27,2655.0,2720.0,2449052.0,0.79,-410865,30963,-148195
2015-08-28,2710.0,2685.0,2454652.0,0.78,-314748,150085,-157435
2015-08-31,2665.0,2670.0,3062799.0,0.78,-561816,180792,12884
2015-09-01,2670.0,2700.0,1488651.0,0.78,-648078,240550,83429
2015-09-02,2650.0,2820.0,3280851.0,0.82,-784431,231579,-28653
2015-09-03,2820.0,2830.0,3047497.0,0.82,371747,12946,-327685
2015-09-04,2950.0,2875.0,4089281.0,0.84,-125116,18556,-45349
2015-09-07,2895.0,3015.0,5767376.0,0.88,-2264173,2623245,-274790
2015-09-08,3010.0,2990.0,3484649.0,0.87,-180727,149692,-166853
2015-09-09,3030.0,2990.0,1537842.0,0.87,19883,0,-19883
2015-09-10,3000.0,3015.0,2339898.0,0.88,-1018072,391954,137610
2015-09-11,3015.0,2990.0,1069639.0,0.87,-156484,38580,20109
2015-09-14,2985.0,2870.0,2641792.0,0.83,-373474,102433,116243
2015-09-15,2875.0,2935.0,1933510.0,0.85,-557374,49301,207559
2015-09-16,2940.0,2960.0,1290290.0,0.86,-326932,185000,-96596
2015-09-17,2965.0,3090.0,4292486.0,0.9,-2203267,2090969,100468
2015-09-18,3090.0,3090.0,1722859.0,0.9,-87724,88002,86
2015-09-21,3090.0,3190.0,3033579.0,0.93,-510366,290000,94055
2015-09-22,3220.0,3240.0,1630438.0,0.94,-3995,0,-95631
2015-09-23,3230.0,3210.0,1181437.0,0.93,-22176,0,37140
2015-09-24,3210.0,3175.0,1293162.0,0.92,8891,-699,-7572
2015-09-25,3145.0,3130.0,1819578.0,0.91,-57630,-396,188366
2015-09-30,3075.0,3030.0,1150699.0,0.88,62976,-699,-59643
2015-10-01,3060.0,3035.0,1353153.0,0.88,29608,-349,-46306
