Symbol,한국전력_시가(원),한국전력_종가(원),한국전력_거래량(주),한국전력_PER(IFRS-연결),한국전력_순매수수량(개인)(주),한국전력_순매수수량(기관계)(주),한국전력_순매수수량(외국인계)(주)
2001-12-10,23100.0,22200.0,1965730.0,9.58,391000,-88900,-167450
2001-12-11,21950.0,22350.0,1823630.0,9.65,317310,-27360,-149690
2001-12-12,22000.0,22700.0,2240210.0,9.8,-96240,-144880,297380
2001-12-13,23050.0,22350.0,4529720.0,9.65,1606880,-1537540,142480
2001-12-14,22200.0,21900.0,2052290.0,9.46,830130,-509510,-287790
2001-12-17,21600.0,20850.0,2729120.0,9.0,1190210,170340,-1419200
2001-12-18,21150.0,20900.0,1921230.0,9.02,47940,1150,-72920
2001-12-19,21050.0,20900.0,1768840.0,9.02,288470,235900,-521350
2001-12-20,21100.0,21450.0,1708220.0,9.26,26220,68810,-168500
2001-12-21,21250.0,20950.0,1678240.0,9.05,601460,-594900,-84620
2001-12-24,21000.0,21100.0,1137370.0,9.11,298180,-196520,-124600
2001-12-26,21400.0,21450.0,1276450.0,9.26,440470,-363550,-100290
2001-12-27,20850.0,21700.0,1902540.0,9.37,-320070,-2800,273670
2001-12-28,22000.0,21700.0,1911990.0,9.37,-176840,322330,-49070
2002-01-02,22000.0,22850.0,2732237.0,8.95,-969540,247470,712680
2002-01-03,23200.0,23800.0,4224100.0,9.32,-1243890,-97470,1430230
2002-01-04,23800.0,23650.0,2992733.0,9.26,-387428,-9892,411610
2002-01-07,23900.0,23250.0,2359184.0,9.1,-71139,-538741,593690
2002-01-08,23600.0,23300.0,1963095.0,9.12,-86970,-357820,439200
2002-01-09,23300.0,23250.0,2144617.0,9.1,316065,-728565,412550
2002-01-10,23300.0,22500.0,2594072.0,8.81,507620,-933490,488370
2002-01-11,22900.0,22700.0,2114576.0,8.89,-206641,-203469,365810
2002-01-14,22700.0,22800.0,1012993.0,8.93,22430,-128090,98830
2002-01-15,22500.0,22300.0,1599161.0,8.73,524364,-607524,88620
2002-01-16,22600.0,23000.0,2047215.0,9.01,-328420,24570,259390
2002-01-17,23100.0,22500.0,3006428.0,8.81,-116384,776884,-622250
2002-01-18,22800.0,22700.0,1654556.0,8.89,-262490,-156220,314690
2002-01-21,22500.0,23000.0,981401.0,9.01,-405479,365059,10430
2002-01-22,23200.0,22700.0,938449.0,8.89,259880,-259770,24500
2002-01-23,22500.0,22650.0,1873517.0,8.87,173250,231940,-478480
2002-01-24,22650.0,22350.0,2962439.0,8.75,895206,-26500,-890696
2002-01-25,22500.0,22500.0,2855664.0,8.81,439902,342775,-773397
2002-01-28,22900.0,22400.0,2029656.0,8.77,652610,-183700,-483150
2002-01-29,22500.0,22700.0,1423654.0,8.89,-221542,71322,95970
2002-01-30,22350.0,22200.0,1346806.0,8.69,75030,146920,-175120
2002-01-31,22400.0,21800.0,1574757.0,8.54,609390,-679310,95970
2002-02-01,21850.0,21550.0,1842048.0,8.44,526610,-603530,61030
2002-02-04,21700.0,21100.0,1456235.0,8.26,299975,-109224,-194141
2002-02-05,20900.0,21500.0,1207175.0,8.42,-5362,-128020,104352
2002-02-06,21300.0,21800.0,1280296.0,8.54,-171820,-77770,245320
2002-02-07,21600.0,20900.0,2270031.0,8.18,1017249,-376735,-662334
2002-02-08,21000.0,21200.0,1818860.0,8.3,338840,-376364,19674
2002-02-14,21500.0,22400.0,2370300.0,8.77,-550900,571660,-121730
2002-02-15,21800.0,21500.0,1630389.0,8.42,304021,220032,-526083
2002-02-18,21500.0,21350.0,1447832.0,8.36,234080,99860,-276750
2002-02-19,21500.0,21200.0,1867874.0,8.3,804646,-458660,-358856
2002-02-20,21200.0,21000.0,1594900.0,8.22,816310,-41990,-755900
2002-02-21,21300.0,21900.0,3639419.0,8.57,-764470,593780,127600
2002-02-22,21550.0,21900.0,1646127.0,8.57,148550,240810,-426320
2002-02-25,22000.0,21950.0,2175410.0,8.59,425732,459048,-942820
2002-02-26,22250.0,22300.0,2742302.0,8.73,-101279,932769,-885880
2002-02-27,22200.0,22650.0,4642516.0,8.87,89675,1610155,-1661940
2002-02-28,22500.0,21950.0,3632291.0,8.59,1338108,77387,-1171355
2002-03-04,22500.0,22250.0,5336024.0,8.71,461431,1602199,-2233520
2002-03-05,22600.0,22350.0,2649694.0,8.75,586855,-206890,-522535
2002-03-06,22400.0,22500.0,2890679.0,8.81,234581,371879,-866980
2002-03-07,22600.0,22600.0,4956201.0,8.85,508221,910369,-1345560
2002-03-08,22650.0,23000.0,3837684.0,9.01,376785,409835,-733540
2002-03-11,23150.0,22750.0,2560585.0,8.91,171184,132076,-364800
2002-03-12,22800.0,22700.0,3242339.0,8.89,587800,63860,-646590
2002-03-13,22500.0,22500.0,3324256.0,8.81,560533,-175070,-332053
2002-03-14,22550.0,22500.0,4630553.0,8.81,1203328,-276210,-1186698
2002-03-15,22400.0,22900.0,3704690.0,8.97,-121479,454699,-229620
2002-03-18,24000.0,25300.0,10649226.0,9.91,-391872,-187888,543470
2002-03-19,25100.0,24650.0,6175787.0,9.65,596977,440893,-904680
2002-03-20,25100.0,24650.0,7117051.0,9.65,499454,-498044,164700
2002-03-21,24350.0,25400.0,4177088.0,9.94,-590710,448610,87000
2002-03-22,25400.0,25350.0,4319971.0,9.93,65584,400099,-464493
2002-03-25,25700.0,25300.0,4221740.0,9.91,-97066,-335544,339070
2002-03-26,25050.0,26000.0,5199799.0,10.18,-668496,125296,645310
2002-03-27,26000.0,26400.0,3819309.0,10.34,-782909,392229,354510
2002-03-28,26500.0,25800.0,3173718.0,10.1,-278833,128383,154250
2002-03-29,25800.0,24750.0,3613913.0,9.69,676629,-18809,-648460
2002-04-01,24700.0,23750.0,3533723.0,9.3,770120,-379740,-361330
2002-04-02,23750.0,24600.0,4603524.0,9.63,460738,-550068,20790
2002-04-03,24550.0,25000.0,3872739.0,9.79,-238908,144658,105060
2002-04-04,24800.0,24700.0,2054395.0,9.67,-82301,192521,-152380
2002-04-08,24500.0,24350.0,2474221.0,9.53,211536,15984,-294930
2002-04-09,24200.0,24000.0,1837767.0,9.4,-10200,330,38050
2002-04-10,24150.0,23450.0,2236342.0,9.18,309334,-430834,69810
2002-04-11,23450.0,23450.0,3250032.0,9.18,406200,-1227870,719830
2002-04-12,23450.0,24400.0,2901498.0,9.55,-409240,-64230,397120
2002-04-15,24400.0,25450.0,3008000.0,9.96,-1094087,405290,606957
2002-04-16,25500.0,25700.0,3625854.0,10.06,-1366604,875864,497330
2002-04-17,26000.0,25450.0,3626326.0,9.96,-525137,1243307,-898030
2002-04-18,25500.0,25250.0,2056511.0,9.89,207980,6820,-248870
2002-04-19,25500.0,24200.0,3860615.0,9.48,1811506,-867666,-900870
2002-04-22,24400.0,24500.0,2886908.0,9.59,-239775,71795,103130
2002-04-23,24600.0,24800.0,3833716.0,9.71,-322322,-205481,475543
2002-04-24,25000.0,25100.0,1771600.0,9.83,-364920,78860,160360
2002-04-25,24200.0,24400.0,2818610.0,9.55,-495020,702580,-212180
2002-04-26,24350.0,24400.0,1943647.0,9.55,-200890,81050,70390
2002-04-29,24100.0,23950.0,2154107.0,9.38,-196822,389336,-237594
2002-04-30,24150.0,24500.0,1975618.0,9.59,-227564,192630,-64536
2002-05-02,24850.0,24550.0,2038303.0,9.61,72686,-96126,4760
2002-05-03,24650.0,24400.0,1925279.0,9.55,-134011,-6670,163340
2002-05-06,24000.0,23700.0,1194895.0,9.28,147420,92420,-254260
2002-05-07,23450.0,23700.0,1463280.0,9.28,-84743,271324,-187830
2002-05-08,24150.0,24350.0,1618920.0,9.53,-440079,199720,222999
2002-05-09,24300.0,23800.0,3217306.0,9.32,234600,-214990,-10350
2002-05-10,23950.0,24000.0,2074497.0,9.4,-313940,240,316090
2002-05-13,24200.0,24450.0,2739366.0,9.57,327330,417000,-781300
2002-05-14,24800.0,25100.0,4592664.0,9.83,-1528029,1372859,-1473289
2002-05-15,25400.0,25150.0,2217307.0,9.85,-595420,427370,188730
2002-05-16,25100.0,24900.0,1183217.0,9.75,-115890,194030,-65870
2002-05-17,25000.0,24900.0,1713933.0,9.75,90074,57990,-259374
2002-05-20,24800.0,24350.0,2069066.0,9.53,540997,-470175,-13912
2002-05-21,24700.0,24200.0,1680757.0,9.48,-40640,-33530,34250
2002-05-22,24200.0,25000.0,2065658.0,9.79,-377698,508340,-171392
2002-05-23,25000.0,24850.0,2671957.0,9.73,-281050,-77250,381110
2002-05-24,25000.0,25350.0,2504255.0,9.93,-918131,1230510,-362199
2002-05-27,25350.0,24700.0,1184499.0,9.67,-175054,151654,16680
2002-05-28,25000.0,25400.0,3088188.0,9.94,-607440,673390,-89590
2002-05-29,25600.0,25600.0,3473176.0,10.02,115465,-802585,702820
2002-05-30,25600.0,24900.0,2523113.0,9.75,-722888,552968,67570
2002-05-31,25300.0,25200.0,3147103.0,9.87,-651740,-235740,825770
2002-06-03,25050.0,24800.0,1296362.0,9.71,-126538,-177362,377890
2002-06-04,24700.0,25150.0,2221952.0,9.85,-34630,-330770,504320
2002-06-05,25250.0,24950.0,1508506.0,9.77,-51042,-76968,132240
2002-06-07,24650.0,24450.0,1591320.0,9.57,186390,-184210,1560
2002-06-10,24850.0,24700.0,911184.0,9.67,-103530,254620,-114170
2002-06-11,24500.0,24350.0,1581280.0,9.53,384685,92390,-501705
2002-06-12,24150.0,24400.0,2440202.0,9.55,454370,-44660,-439390
2002-06-14,24400.0,24450.0,1122413.0,9.57,-210270,-35660,215980
2002-06-17,24300.0,23950.0,1102534.0,9.38,210910,-244890,26920
2002-06-18,24150.0,23950.0,1146563.0,9.38,-60340,39140,21150
2002-06-19,23950.0,23100.0,2458208.0,9.04,450287,-174697,-279040
2002-06-20,23200.0,23700.0,1574214.0,9.28,-386806,-249454,626060
2002-06-21,23400.0,23700.0,1219046.0,9.28,-8270,-71550,41120
2002-06-24,23200.0,23100.0,1272099.0,9.04,131840,-155386,-14624
2002-06-25,23250.0,23000.0,1373298.0,9.01,-30666,-48114,84510
2002-06-26,22700.0,21500.0,2196790.0,8.42,-89280,228680,-60520
2002-06-27,21850.0,21300.0,2445068.0,8.34,571225,-320035,-283740
2002-06-28,21700.0,22000.0,2167822.0,8.61,130941,-403531,210740
2002-07-02,21400.0,21650.0,1614340.0,8.48,368868,-362720,-13778
2002-07-03,21750.0,22000.0,1459817.0,8.61,7753,19487,-47520
2002-07-04,22150.0,22200.0,1638038.0,8.69,27146,-327042,350476
2002-07-05,22000.0,22350.0,2497732.0,8.75,-200624,543292,-333958
2002-07-08,22400.0,21750.0,2716983.0,8.52,1135734,-653244,-535870
2002-07-09,22400.0,22950.0,3979818.0,8.99,-477546,543446,580
2002-07-10,22850.0,23200.0,1693453.0,9.08,-258800,-30160,293530
2002-07-11,23000.0,22750.0,2413344.0,8.91,-294419,-16901,308370
2002-07-12,23200.0,23050.0,1414819.0,9.02,-486640,503793,237
2002-07-15,23050.0,22900.0,1198250.0,8.97,2095,42475,-67150
2002-07-16,23100.0,23200.0,2079930.0,9.08,-284100,-229420,549770
2002-07-18,22950.0,22850.0,1701602.0,8.95,246160,108340,-348700
2002-07-19,22500.0,22200.0,1844587.0,8.69,681620,-625800,-43290
2002-07-22,21500.0,21600.0,1165750.0,8.46,-114017,94517,71980
2002-07-23,21800.0,22100.0,1156159.0,8.65,-60326,267250,-189494
2002-07-24,22100.0,21850.0,1302968.0,8.56,414030,-200490,-193550
2002-07-25,22150.0,21800.0,1368001.0,8.54,164650,-73440,-92930
2002-07-26,21600.0,21100.0,1622260.0,8.26,282570,-273290,1960
2002-07-29,21400.0,21100.0,942419.0,8.26,160242,-170772,3700
2002-07-30,21500.0,21400.0,1515370.0,8.38,81265,-154425,114790
2002-07-31,21500.0,21400.0,1286223.0,8.38,145010,-246950,110440
2002-08-01,21500.0,21200.0,994733.0,8.3,138352,-54002,-86810
2002-08-02,21000.0,21000.0,1607333.0,8.22,212885,260665,-475130
2002-08-05,20650.0,20300.0,951762.0,7.95,238220,-195750,-23050
2002-08-06,20100.0,20750.0,1452627.0,8.12,-489120,810040,-322340
2002-08-07,20850.0,20500.0,954014.0,8.03,135754,-188584,46840
2002-08-08,20500.0,20200.0,1852123.0,7.91,986980,-596830,-426030
2002-08-09,20550.0,20400.0,1363704.0,7.99,-121840,53610,59970
2002-08-12,20400.0,20400.0,697290.0,7.99,-62330,38080,-3660
2002-08-13,20400.0,20700.0,761149.0,8.1,-67002,134392,-107130
2002-08-14,20600.0,21150.0,1245660.0,8.28,-456719,338019,106810
2002-08-16,21500.0,21650.0,1521480.0,8.48,-565748,60638,538760
2002-08-19,21750.0,21100.0,1005786.0,8.26,144850,-67920,-59970
2002-08-20,21300.0,21300.0,1386358.0,8.34,-190157,432207,-293230
2002-08-21,21300.0,21600.0,855780.0,8.46,-242307,107707,149830
2002-08-22,21800.0,21350.0,1355968.0,8.36,202972,-71462,-117310
2002-08-23,21500.0,21150.0,1170725.0,8.28,110819,228401,-274390
2002-08-26,21000.0,21050.0,701292.0,8.24,63400,186840,-268860
2002-08-27,21050.0,20700.0,1181418.0,8.1,564982,-844392,268550
2002-08-28,20700.0,20950.0,1093984.0,8.2,-168420,232640,-7560
2002-08-29,20800.0,20850.0,646445.0,8.16,168800,-263760,102110
2002-08-30,20850.0,21050.0,1685865.0,8.24,277689,-370439,85530
2002-09-02,21050.0,21200.0,1609656.0,8.3,242434,-559794,335020
2002-09-03,21300.0,20850.0,1292489.0,8.16,214723,-198363,-7560
2002-09-04,20700.0,20700.0,1399078.0,8.1,318769,-642903,302470
2002-09-05,20850.0,21000.0,1069686.0,8.22,-184786,-185104,390050
2002-09-06,20950.0,20900.0,1138334.0,8.18,-161870,-273440,450440
2002-09-09,21000.0,20650.0,875116.0,8.09,-124636,75406,26630
2002-09-10,20700.0,21000.0,905250.0,8.22,-162320,157070,-7530
2002-09-11,21000.0,20800.0,843727.0,8.14,77731,24919,-118050
2002-09-12,20800.0,21200.0,1821500.0,8.3,-123250,25170,44040
2002-09-13,20800.0,20500.0,1649129.0,8.03,676317,-433197,-115620
2002-09-16,20500.0,20300.0,1308015.0,7.95,282559,-223620,10071
2002-09-17,20500.0,20600.0,1294768.0,8.07,-32719,30380,-1981
2002-09-18,20300.0,19800.0,2628219.0,7.75,1621119,-1381899,-75690
2002-09-19,19800.0,19900.0,1306428.0,7.79,263120,-191720,-53240
2002-09-23,19800.0,19950.0,1803186.0,7.81,-234456,-413970,656536
2002-09-24,19550.0,20150.0,1480955.0,7.89,-542815,389420,78505
2002-09-25,20150.0,20050.0,1791074.0,7.85,-422020,43580,605640
2002-09-26,20500.0,20450.0,1545204.0,8.01,-554110,-58020,585910
2002-09-27,20700.0,20800.0,1274953.0,8.14,-697561,150711,566990
2002-09-30,20600.0,20600.0,1347740.0,8.07,-149780,-187860,419000
2002-10-01,20500.0,21000.0,1088058.0,8.22,-582054,313974,278120
2002-10-02,21200.0,20800.0,716418.0,8.14,-109275,-12855,127090
2002-10-04,20600.0,20700.0,790946.0,8.1,-165650,67350,98550
2002-10-07,20850.0,20350.0,1180837.0,7.97,-51873,-703717,751510
2002-10-08,20200.0,20850.0,1463414.0,8.16,-484259,416329,98190
2002-10-09,21000.0,20750.0,1417753.0,8.12,-15860,-271340,294730
2002-10-10,20700.0,19650.0,2474142.0,7.69,272780,-686150,360520
2002-10-11,20100.0,19850.0,1599735.0,7.77,122020,-319470,195530
2002-10-14,20150.0,20000.0,1748448.0,7.83,228100,31010,-274820
2002-10-15,20000.0,19250.0,4378603.0,7.54,2918976,-1211166,-1568520
2002-10-16,19450.0,18850.0,4561735.0,7.38,1883885,-368845,-1556313
2002-10-17,18700.0,18850.0,3148000.0,7.38,380740,277120,-911900
2002-10-18,18950.0,19150.0,3754123.0,7.5,642573,847,-751720
2002-10-21,19000.0,18700.0,1544508.0,7.32,413740,-14340,-405270
2002-10-22,19000.0,18600.0,2997778.0,7.28,362682,-348022,-10270
2002-10-23,18650.0,19050.0,2010389.0,7.46,-593197,706327,-188860
2002-10-24,19000.0,18650.0,2147038.0,7.3,949220,-785150,-186070
2002-10-25,18550.0,18500.0,1788186.0,7.24,-19680,478950,-512570
2002-10-28,18700.0,18950.0,1831659.0,7.42,-10383,-40737,20010
2002-10-29,18950.0,18650.0,2253512.0,7.3,521860,-187010,-294760
2002-10-30,18650.0,18500.0,1664649.0,7.24,422290,-368570,-63330
2002-10-31,18550.0,18450.0,1683092.0,7.22,118763,-210150,100500
2002-11-01,18450.0,17900.0,2861669.0,7.01,712710,-607960,-180990
2002-11-04,18100.0,18300.0,2656619.0,7.17,-346720,355250,21010
2002-11-05,18150.0,17600.0,4235385.0,6.89,1366264,-517870,-926744
2002-11-06,17750.0,18550.0,5605884.0,7.26,-719400,-633840,1422960
2002-11-07,18600.0,18500.0,2810086.0,7.24,412430,-318970,-115380
2002-11-08,18250.0,18850.0,2683447.0,7.38,-273996,-236205,535541
2002-11-11,18900.0,18300.0,2991106.0,7.17,-261430,-123130,447460
2002-11-12,18000.0,18400.0,2047781.0,7.2,-580500,460190,117980
2002-11-13,18600.0,18700.0,2081638.0,7.32,-421317,-35973,393940
2002-11-14,18800.0,18650.0,1471647.0,7.3,-279502,-18078,279810
2002-11-15,18850.0,18900.0,2701076.0,7.4,-322283,297723,-3350
2002-11-18,19050.0,18900.0,1865706.0,7.4,-335212,-15958,351380
2002-11-19,19050.0,19350.0,2683822.0,7.58,-829113,337613,521770
2002-11-20,19150.0,19600.0,2835860.0,7.67,-996316,413356,397320
2002-11-21,19850.0,19900.0,2505910.0,7.79,-854796,299526,565930
2002-11-22,20000.0,19350.0,1732565.0,7.58,189970,-45430,-96960
2002-11-25,19200.0,19400.0,1446706.0,7.6,-149995,334825,-134900
2002-11-26,19350.0,18900.0,2034784.0,7.4,824517,-417627,-301070
2002-11-27,18700.0,19000.0,1539411.0,7.44,-32934,-114546,156690
2002-11-28,19300.0,19450.0,1649103.0,7.62,-147238,-233702,545153
2002-11-29,19500.0,19600.0,1795289.0,7.67,-155251,-357589,392210
2002-12-02,19850.0,19600.0,1821402.0,7.67,-155074,-172736,341130
2002-12-03,19750.0,19600.0,1396606.0,7.67,167960,-102840,-70440
2002-12-04,19400.0,19300.0,1259690.0,7.56,47965,90765,-138960
2002-12-05,19200.0,19600.0,1177531.0,7.67,-350315,485801,-130896
2002-12-06,19350.0,19250.0,1236351.0,7.54,440370,-352750,-72050
2002-12-09,19250.0,18900.0,1184257.0,7.4,288104,-53198,-54856
2002-12-10,18750.0,18800.0,955854.0,7.36,140990,70130,-179050
2002-12-11,18900.0,18500.0,1196469.0,7.24,771947,-385827,-379060
2002-12-12,18500.0,19250.0,2538250.0,7.54,-567450,497300,21760
