Symbol,유한양행_시가(원),유한양행_종가(원),유한양행_거래량(주),유한양행_PER(IFRS-연결),유한양행_순매수수량(개인)(주),유한양행_순매수수량(기관계)(주),유한양행_순매수수량(외국인계)(주)
2009-06-05,175500.0,179000.0,43117.0,14.17,-197,-8542,10204
2009-06-08,177000.0,175500.0,38332.0,13.89,2357,-9046,7779
2009-06-09,177000.0,173500.0,37977.0,13.73,-609,-9141,10073
2009-06-10,173500.0,176500.0,36035.0,13.97,-15059,7061,8611
2009-06-11,176500.0,176500.0,96556.0,13.97,-18676,-20346,39727
2009-06-12,178500.0,178000.0,85593.0,14.09,13849,7840,-21687
2009-06-15,176500.0,175000.0,44830.0,13.85,13503,-9467,-760
2009-06-16,173000.0,177000.0,32910.0,14.01,-13145,14560,-1805
2009-06-17,175500.0,174500.0,57015.0,13.81,2885,7208,-10057
2009-06-18,175000.0,177500.0,44530.0,14.05,-18156,10840,6264
2009-06-19,178000.0,182000.0,103691.0,14.4,-69315,39403,26801
2009-06-22,182000.0,183500.0,59127.0,14.52,-16172,5975,5031
2009-06-23,181500.0,176000.0,46073.0,13.93,17467,-1196,-16127
2009-06-24,177000.0,176000.0,37384.0,13.93,-6613,-11774,18564
2009-06-25,176500.0,182500.0,95320.0,14.44,-57767,-2324,62528
2009-06-26,183000.0,183500.0,48894.0,14.52,-19996,-17208,38778
2009-06-29,183500.0,185000.0,64255.0,14.64,-45252,15489,28323
2009-06-30,185500.0,187000.0,62811.0,14.8,-33995,31017,1660
2009-07-01,185000.0,183000.0,51730.0,14.48,2425,-2320,138
2009-07-02,185500.0,180000.0,34323.0,14.25,8392,-7758,2270
2009-07-03,179500.0,182500.0,70381.0,14.44,-16082,14223,276
2009-07-06,184000.0,184000.0,58706.0,14.56,-14278,-4926,20657
2009-07-07,185500.0,183000.0,38712.0,14.48,3624,-10166,8470
2009-07-08,183500.0,183000.0,62734.0,14.48,10643,-27911,19336
2009-07-09,183000.0,182000.0,55174.0,14.4,9796,-32700,25412
2009-07-10,181500.0,181000.0,36802.0,14.32,-1314,-17215,19307
2009-07-13,182000.0,184000.0,86025.0,14.56,-45141,-6427,51518
2009-07-14,184000.0,185000.0,71015.0,14.64,-17456,-1731,19422
2009-07-15,185500.0,184000.0,94151.0,14.56,5644,-49625,42876
2009-07-16,184000.0,183500.0,32328.0,14.52,8726,-4452,-4338
2009-07-17,184000.0,182000.0,24817.0,14.4,4554,-4813,198
2009-07-20,184000.0,185000.0,44115.0,14.64,-13950,9775,4198
2009-07-21,186000.0,185000.0,34438.0,14.64,-10522,-6508,17011
2009-07-22,185500.0,193000.0,122564.0,15.27,-59868,1877,58624
2009-07-23,193000.0,192500.0,50353.0,15.24,-19389,6944,11907
2009-07-24,191000.0,196000.0,52812.0,15.51,-20195,10922,10241
2009-07-27,197000.0,196500.0,65229.0,15.55,-26015,-6649,34116
2009-07-28,196500.0,200000.0,76064.0,15.83,-36653,-19249,56640
2009-07-29,199000.0,195000.0,43847.0,15.43,6421,-10364,3775
2009-07-30,193000.0,193500.0,25908.0,15.31,-1431,-2543,3954
2009-07-31,192500.0,195000.0,38168.0,15.43,-2079,-331,3743
2009-08-03,195000.0,192000.0,25840.0,15.2,2325,-7007,4702
2009-08-04,191500.0,189500.0,56364.0,15.0,15452,-10130,-5146
2009-08-05,188500.0,185500.0,57182.0,14.68,19773,-8233,-9154
2009-08-06,186500.0,190500.0,59186.0,15.08,-5892,-6116,13074
2009-08-07,189500.0,191000.0,23511.0,15.12,-2256,-5355,7767
2009-08-10,191000.0,188500.0,33954.0,14.92,6276,-12513,6666
2009-08-11,190000.0,194000.0,62522.0,15.35,-30991,1103,30810
2009-08-12,195500.0,191500.0,30488.0,15.16,4759,-1113,-3292
2009-08-13,192000.0,186500.0,48698.0,14.76,21059,-21228,1014
2009-08-14,187000.0,188000.0,30469.0,14.88,6565,-3813,-2503
2009-08-17,211500.0,188500.0,443043.0,14.92,119195,-86525,-23755
2009-08-18,189000.0,182500.0,109024.0,14.44,8794,-941,404
2009-08-19,183500.0,182500.0,87304.0,14.44,7050,-36129,33742
2009-08-20,183500.0,188000.0,102654.0,14.88,-25162,16783,8665
2009-08-21,192500.0,203000.0,394616.0,16.07,11357,7237,-20363
2009-08-24,205500.0,203500.0,301780.0,16.11,-28088,-1419,31600
2009-08-25,200000.0,192500.0,128518.0,15.24,16107,-11529,-2061
2009-08-26,191000.0,196500.0,79700.0,15.55,-10672,-1364,19016
2009-08-27,195500.0,196000.0,58308.0,15.51,-8716,-6469,16863
2009-08-28,196500.0,198000.0,78418.0,15.67,-17720,-14724,34857
2009-08-31,198500.0,193500.0,56281.0,15.31,-8704,-19578,29219
2009-09-01,195000.0,195000.0,55361.0,15.43,-6535,343,6093
2009-09-02,193000.0,192000.0,68454.0,15.2,-158,-19968,24317
2009-09-03,195000.0,196000.0,55853.0,15.51,-17176,-14166,36322
2009-09-04,196000.0,195500.0,36590.0,15.47,-7698,5728,5373
2009-09-07,193500.0,193500.0,22634.0,15.31,-3941,-2294,6027
2009-09-08,194000.0,197000.0,40843.0,15.59,-5314,-551,5814
2009-09-09,196000.0,194500.0,52929.0,15.39,12289,-21403,12761
2009-09-10,194500.0,195000.0,57451.0,15.43,-4838,-12756,16713
2009-09-11,194500.0,197000.0,50126.0,15.59,-1377,-15208,18188
2009-09-14,198500.0,195000.0,53186.0,15.43,-4192,-23149,30227
2009-09-15,196000.0,190500.0,63723.0,15.08,20038,-35522,16683
2009-09-16,192500.0,193000.0,101626.0,15.27,6924,-48867,42590
2009-09-17,193000.0,195500.0,62981.0,15.47,-17964,-5478,24013
2009-09-18,197000.0,197500.0,65718.0,15.63,-15267,-11495,27241
2009-09-21,196000.0,198500.0,39746.0,15.71,-10828,6789,4065
2009-09-22,197500.0,195000.0,50779.0,15.43,13636,-17885,3995
2009-09-23,195000.0,191500.0,49551.0,15.16,22454,-14092,-8321
2009-09-24,190500.0,194000.0,46340.0,15.35,-15059,19674,-6881
2009-09-25,193000.0,193000.0,41220.0,15.27,-6971,3962,458
2009-09-28,192000.0,192000.0,35923.0,15.2,-42,4320,-7755
2009-09-29,192000.0,191000.0,35280.0,15.12,3956,-2689,-1421
2009-09-30,190500.0,190500.0,43354.0,15.08,356,4026,-1506
2009-10-01,191500.0,193000.0,43414.0,15.27,-20225,18477,1598
2009-10-05,191000.0,194000.0,51325.0,15.35,-11243,8041,3093
2009-10-06,193000.0,190000.0,83999.0,15.04,4312,426,-4794
2009-10-07,189500.0,188500.0,50875.0,14.92,765,1704,-3187
2009-10-08,188500.0,191000.0,36868.0,15.12,-5154,-4058,9635
2009-10-09,191000.0,189000.0,32977.0,14.96,9152,-15199,6617
2009-10-12,190500.0,188500.0,24492.0,14.92,4397,-1359,-1347
2009-10-13,188500.0,188500.0,40610.0,14.92,-3418,-194,3744
2009-10-14,188500.0,189500.0,19761.0,15.0,-5570,5247,423
2009-10-15,189500.0,190500.0,22540.0,15.08,-6196,-3124,9314
2009-10-16,190000.0,191500.0,31043.0,15.16,-10815,40,10768
2009-10-19,193000.0,193500.0,34397.0,15.31,-6837,1327,5520
2009-10-20,193000.0,194500.0,20647.0,15.39,-6791,1475,5154
2009-10-21,194000.0,193500.0,16205.0,15.31,-1895,999,858
2009-10-22,193500.0,190000.0,24940.0,15.04,1197,-3237,2071
2009-10-23,191500.0,191500.0,42387.0,15.16,-7026,14479,-7390
2009-10-26,192000.0,198000.0,59578.0,15.67,-24082,19654,1335
2009-10-27,196500.0,195500.0,33725.0,15.47,-1439,8984,-7458
2009-10-28,195000.0,197000.0,77451.0,15.59,-17253,5073,10356
2009-10-29,198000.0,190500.0,42471.0,15.08,6390,-1273,-3691
2009-10-30,191500.0,191000.0,49091.0,15.12,8218,-4159,-2436
2009-11-02,190500.0,190500.0,34308.0,15.08,-2977,9461,-3599
2009-11-03,190500.0,189000.0,36989.0,14.96,-61,4846,-4801
2009-11-04,190500.0,190000.0,27573.0,15.04,-228,-794,-159
2009-11-05,190000.0,187500.0,38022.0,14.84,12108,-17702,5644
2009-11-06,187000.0,187500.0,35153.0,14.84,-5450,1000,3472
2009-11-09,188000.0,187500.0,21463.0,14.84,1232,77,-2533
2009-11-10,188000.0,188000.0,38236.0,14.88,8314,-9158,844
2009-11-11,188000.0,188000.0,15856.0,14.88,-1886,1500,386
2009-11-12,188000.0,188000.0,24201.0,14.88,-5849,4128,1580
2009-11-13,189500.0,190000.0,37147.0,15.04,-11909,6421,2532
2009-11-16,190000.0,191000.0,30347.0,15.12,-2357,12905,-8517
2009-11-17,190000.0,185500.0,52197.0,14.68,21389,1795,-17533
2009-11-18,186500.0,184000.0,55353.0,14.56,14943,1491,-15372
2009-11-19,183500.0,182500.0,36112.0,14.44,12161,-7429,-3166
2009-11-20,183000.0,181000.0,41702.0,14.32,17028,-10105,-6595
2009-11-23,183000.0,183000.0,26023.0,14.48,101,6156,-4274
2009-11-24,182000.0,182000.0,25182.0,14.4,10603,-4411,-6194
2009-11-25,181000.0,183500.0,23196.0,14.52,-6281,6611,-385
2009-11-26,182000.0,182500.0,18859.0,14.44,2276,-7259,4775
2009-11-27,181500.0,176500.0,45541.0,13.97,11067,5006,-15881
2009-11-30,177500.0,176500.0,43308.0,13.97,14459,-17379,3577
2009-12-01,176500.0,178000.0,32111.0,14.09,-1418,1327,1444
2009-12-02,177500.0,177500.0,59256.0,14.05,29369,-4320,-23439
2009-12-03,177000.0,175500.0,143932.0,13.89,93760,11900,-105125
2009-12-04,175500.0,178500.0,67440.0,14.13,-8099,18758,-12706
2009-12-07,179000.0,179500.0,40932.0,14.21,-280,8142,-6864
2009-12-08,178000.0,179000.0,48140.0,14.17,5837,6897,-13054
2009-12-09,177000.0,181500.0,53105.0,14.36,-7528,25635,-18338
2009-12-10,181000.0,183500.0,75471.0,14.52,-6338,9532,-4039
2009-12-11,182000.0,183500.0,49115.0,14.52,-11851,9112,2591
2009-12-14,184000.0,183500.0,46625.0,14.52,-6076,7837,-1738
2009-12-15,184000.0,183500.0,46592.0,14.52,6737,-14359,7623
2009-12-16,183500.0,182000.0,33279.0,14.4,7451,11007,-18472
2009-12-17,182000.0,180500.0,28416.0,14.29,7149,893,-8069
2009-12-18,180500.0,182500.0,44783.0,14.44,-12286,27193,-15144
2009-12-21,182500.0,181000.0,49134.0,14.32,17943,15471,-32833
2009-12-22,181500.0,182000.0,56468.0,14.4,12310,16610,-28924
2009-12-23,180500.0,183000.0,26988.0,14.48,-3274,5337,-1151
2009-12-24,181500.0,183000.0,28909.0,14.48,-1152,-3064,3359
2009-12-28,183000.0,182000.0,31068.0,14.4,13468,-14420,1160
2009-12-29,177500.0,177000.0,18001.0,14.65,-6482,4403,3320
2009-12-30,176500.0,178000.0,15737.0,14.74,-3676,4173,-359
2010-01-04,177500.0,176000.0,22671.0,15.08,5655,956,-8392
2010-01-05,175500.0,177000.0,32899.0,15.17,-13714,15487,-1924
2010-01-06,178000.0,179000.0,20567.0,15.34,-10610,282,10219
2010-01-07,179000.0,177500.0,20067.0,15.21,-2705,2669,-462
2010-01-08,178500.0,176000.0,20646.0,15.08,5221,-2581,-2612
2010-01-11,176000.0,173000.0,48956.0,14.82,17057,-11084,-5596
2010-01-12,173000.0,169500.0,59818.0,14.52,36151,-19025,-20505
2010-01-13,169500.0,167500.0,52697.0,14.35,19148,-5386,-13180
2010-01-14,167500.0,166500.0,56776.0,14.27,10970,-2461,-9622
2010-01-15,166500.0,168000.0,43266.0,14.4,4685,-14389,10290
2010-01-18,168500.0,170500.0,40402.0,14.61,-5759,-14987,21785
2010-01-19,172000.0,174000.0,62882.0,14.91,-25449,-11667,40282
2010-01-20,175000.0,172000.0,39139.0,14.74,6952,-21829,15249
2010-01-21,172500.0,173500.0,59746.0,14.87,-18803,10675,6751
2010-01-22,172000.0,171000.0,32789.0,14.65,4179,-3806,587
2010-01-25,171000.0,171500.0,14493.0,14.7,-2011,5624,-2996
2010-01-26,170500.0,167500.0,34607.0,14.35,17253,-5008,-12180
2010-01-27,167500.0,171000.0,34084.0,14.65,-11333,15844,-5180
2010-01-28,169000.0,169500.0,26172.0,14.52,1135,6616,-8821
2010-01-29,169500.0,170000.0,24618.0,14.57,-10131,4352,5532
2010-02-01,168500.0,168000.0,20077.0,14.4,432,364,-2218
2010-02-02,168000.0,168000.0,29662.0,14.4,-1725,-6929,8951
2010-02-03,167500.0,167500.0,23653.0,14.35,6560,-9658,4196
2010-02-04,168000.0,167000.0,22668.0,14.31,2440,-11296,8958
2010-02-05,166000.0,165500.0,24291.0,14.18,-7170,2146,4880
2010-02-08,165000.0,166000.0,15749.0,14.22,-288,841,-404
2010-02-09,167000.0,164000.0,16663.0,14.05,6679,-5586,-704
2010-02-10,164000.0,162500.0,27392.0,13.93,9959,-4131,-6950
2010-02-11,164000.0,165500.0,15124.0,14.18,-4458,3495,-164
2010-02-12,165000.0,162500.0,23039.0,13.93,10689,-200,-10026
2010-02-16,162000.0,162000.0,18837.0,13.88,8457,1384,-9927
2010-02-17,162500.0,162000.0,38585.0,13.88,9517,-5200,-4494
2010-02-18,162500.0,161000.0,25502.0,13.8,9575,-8426,-2061
2010-02-19,162000.0,161000.0,23559.0,13.8,-3962,-5811,10159
2010-02-22,161000.0,163500.0,21383.0,14.01,-12513,1756,9683
2010-02-23,163500.0,165000.0,19119.0,14.14,-10890,5461,6194
2010-02-24,165000.0,165000.0,13982.0,14.14,-6085,1673,4283
2010-02-25,164000.0,163000.0,16508.0,13.97,-4797,6249,-823
2010-02-26,163000.0,163000.0,14010.0,13.97,-1126,-381,2044
2010-03-02,162500.0,166000.0,21307.0,14.22,-14495,8220,6195
2010-03-03,166000.0,164000.0,13528.0,14.05,5908,-1891,-3705
2010-03-04,165000.0,164500.0,7130.0,14.1,-1214,1274,220
2010-03-05,164500.0,167000.0,12853.0,14.31,-8680,5567,1840
2010-03-08,165000.0,165000.0,19381.0,14.14,5994,627,-7016
2010-03-09,165500.0,164000.0,23334.0,14.05,3415,-2400,-1144
2010-03-10,164500.0,166000.0,38109.0,14.22,-11092,20713,-9235
2010-03-11,166000.0,163000.0,32705.0,13.97,5209,7005,-11717
2010-03-12,164000.0,165500.0,24428.0,14.18,-3674,4989,-621
2010-03-15,166000.0,165500.0,18684.0,14.18,-2563,-559,3294
2010-03-16,165000.0,165500.0,11138.0,14.18,-1814,595,924
2010-03-17,165500.0,167000.0,15858.0,14.31,-10283,2377,8152
2010-03-18,165500.0,165500.0,9466.0,14.18,1289,-784,222
2010-03-19,165500.0,167000.0,24506.0,14.31,-1626,-1737,2631
2010-03-22,167000.0,168000.0,36036.0,14.4,-18147,21090,-936
2010-03-23,168500.0,170000.0,21498.0,14.57,-12435,11594,-127
2010-03-24,170000.0,165500.0,17450.0,14.18,6311,-4116,-2908
2010-03-25,166000.0,166000.0,12326.0,14.22,1318,-1847,539
2010-03-26,166000.0,167000.0,16408.0,14.31,-2032,789,1093
2010-03-29,168000.0,171000.0,34859.0,14.65,-19355,9084,11566
2010-03-30,171000.0,172000.0,24560.0,14.74,-8776,1775,6799
2010-03-31,172000.0,172500.0,27007.0,14.78,-6413,-4532,11992
2010-04-01,172500.0,171000.0,22468.0,14.65,-63,-2887,4221
2010-04-02,170000.0,171000.0,22905.0,14.65,2386,1890,-1896
2010-04-05,169000.0,170000.0,15498.0,14.57,-3086,-140,1241
2010-04-06,170000.0,170000.0,12063.0,14.57,-1446,-3866,5087
2010-04-07,170500.0,172000.0,25075.0,14.74,-14305,-602,14697
2010-04-08,172000.0,170500.0,19628.0,14.61,731,-4700,6437
2010-04-09,169000.0,168500.0,21728.0,14.44,12183,-8959,-2044
2010-04-12,168000.0,168000.0,22562.0,14.4,7143,-7144,-796
2010-04-13,169000.0,168500.0,12045.0,14.44,-3245,3483,674
2010-04-14,168000.0,169500.0,11460.0,14.52,-4825,3523,1888
2010-04-15,169000.0,167000.0,21600.0,14.31,12538,-2018,-8920
2010-04-16,167000.0,166000.0,33947.0,14.22,18720,2068,-19256
2010-04-19,166000.0,167000.0,21560.0,14.31,-4629,11164,-6658
2010-04-20,166500.0,169000.0,16636.0,14.48,-5517,214,6319
2010-04-21,167500.0,168500.0,11828.0,14.44,-1491,-1070,2217
2010-04-22,168000.0,169000.0,20896.0,14.48,-6486,867,6650
2010-04-23,168000.0,169000.0,9357.0,14.48,954,-830,-146
2010-04-26,169000.0,170500.0,25832.0,14.61,-8163,-3266,9581
2010-04-27,169000.0,168000.0,13284.0,14.4,4758,-4646,322
2010-04-28,166500.0,165500.0,29582.0,14.18,21604,-12533,-6689
2010-04-29,166000.0,160500.0,75426.0,13.75,57529,-27080,-27666
2010-04-30,161000.0,160000.0,53964.0,13.71,15024,-21802,9520
2010-05-03,160000.0,161500.0,14559.0,13.84,-7252,3706,1522
2010-05-04,160500.0,159000.0,31416.0,13.63,5139,-8216,6450
2010-05-06,157000.0,157000.0,24544.0,13.45,1520,1297,-1958
2010-05-07,155500.0,154000.0,51521.0,13.2,-2309,10808,-11479
2010-05-10,155000.0,157000.0,36594.0,13.45,-349,-5207,6076
2010-05-11,158000.0,156500.0,35161.0,13.41,6780,-11519,6083
2010-05-12,157500.0,158000.0,27556.0,13.54,-11276,-3382,12769
2010-05-13,158000.0,159000.0,13596.0,13.63,-3330,6468,-1471
2010-05-14,159000.0,159000.0,18298.0,13.63,-825,-1157,2593
2010-05-17,157000.0,153000.0,30087.0,13.11,11206,-2663,-9316
2010-05-18,153000.0,159000.0,20965.0,13.63,-12426,9197,545
2010-05-19,158000.0,154500.0,27688.0,13.24,8176,1184,-3206
2010-05-20,153000.0,152000.0,32564.0,13.03,5941,265,-10613
2010-05-24,151000.0,151500.0,12590.0,12.98,-1728,708,2209
2010-05-25,151000.0,145500.0,55860.0,12.47,-4704,10754,-2755
2010-05-26,146000.0,140500.0,85596.0,12.04,8024,15791,-23895
2010-05-27,141000.0,144000.0,45418.0,12.34,-2290,14901,-12336
2010-05-28,144000.0,144000.0,39555.0,12.34,15421,-6190,-11219
2010-05-31,143500.0,146500.0,37447.0,12.55,-686,-2892,4390
2010-06-01,146000.0,148500.0,19111.0,12.73,1456,78,-1048
2010-06-03,147000.0,153000.0,29990.0,13.11,-8893,9806,-1259
2010-06-04,151500.0,150000.0,29046.0,12.85,4915,-8079,6422
2010-06-07,147000.0,153000.0,24018.0,13.11,-11342,5163,5700
2010-06-08,152500.0,159000.0,37187.0,13.63,-18946,7374,11955
2010-06-09,159000.0,158500.0,23003.0,13.58,991,2441,-2906
2010-06-10,159000.0,160000.0,66788.0,13.71,-3983,11653,-8355
2010-06-11,159000.0,157000.0,54054.0,13.45,10879,-5769,-5426
2010-06-14,156000.0,154500.0,47248.0,13.24,12625,-13394,3795
2010-06-15,153500.0,154000.0,11887.0,13.2,-1212,170,1637
2010-06-16,155000.0,157000.0,26187.0,13.45,-4201,-3357,8770
2010-06-17,157000.0,157000.0,34751.0,13.45,-4210,-19376,24412
2010-06-18,159500.0,156500.0,22568.0,13.41,-491,-8548,8737
2010-06-21,155500.0,158000.0,16300.0,13.54,-9082,7704,1249
2010-06-22,158000.0,159000.0,9943.0,13.63,-4173,4659,-604
2010-06-23,159000.0,158000.0,19288.0,13.54,2269,-1080,-1148
2010-06-24,156500.0,155500.0,14979.0,13.33,3269,-5618,3314
2010-06-25,157000.0,156000.0,13462.0,13.37,5103,-6008,2144
2010-06-28,156000.0,156000.0,8695.0,13.37,240,178,-1411
2010-06-29,156000.0,155000.0,16977.0,13.28,-743,-1992,2745
2010-06-30,153000.0,153000.0,18729.0,13.11,1693,-4722,3833
2010-07-01,151500.0,150000.0,31590.0,12.85,14108,-3701,-7082
2010-07-02,151500.0,151000.0,34894.0,12.94,984,-1990,1620
2010-07-05,152000.0,149000.0,16299.0,12.77,9461,-4797,-3486
2010-07-06,149000.0,149500.0,28640.0,12.81,9205,-7036,-1661
2010-07-07,151000.0,150000.0,31241.0,12.85,277,2218,-2920
2010-07-08,149500.0,153500.0,70541.0,13.15,-5218,11141,-7679
2010-07-09,153000.0,153500.0,57984.0,13.15,-242,7363,-8143
2010-07-12,153500.0,154500.0,17212.0,13.24,2528,3401,-4799
2010-07-13,154000.0,151500.0,39056.0,12.98,16424,2662,-22588
2010-07-14,151000.0,154000.0,51759.0,13.2,-9050,6637,3524
2010-07-15,153000.0,156500.0,25205.0,13.41,-5000,-174,5389
2010-07-16,155000.0,157500.0,21349.0,13.5,-9169,6627,1700
2010-07-19,155000.0,155000.0,16975.0,13.28,6155,-769,-2825
2010-07-20,154500.0,155500.0,15124.0,13.33,3866,626,-1449
2010-07-21,155500.0,158500.0,19196.0,13.58,-9267,6768,2460
2010-07-22,158500.0,158500.0,26485.0,13.58,-13518,6215,4891
2010-07-23,157500.0,159000.0,16822.0,13.63,-4042,377,3352
2010-07-26,160000.0,161500.0,75743.0,13.84,-9008,-1313,10697
2010-07-27,162000.0,163000.0,38095.0,13.97,-6497,-546,7913
2010-07-28,163000.0,163500.0,23401.0,14.01,-5652,10243,-6560
2010-07-29,162500.0,161000.0,31311.0,13.8,1440,-1476,-962
2010-07-30,160500.0,158500.0,20924.0,13.58,5544,-2568,3055
2010-08-02,159000.0,154500.0,34752.0,13.24,-1535,-3368,6149
2010-08-03,156500.0,158500.0,35576.0,13.58,-9272,-5579,27880
2010-08-04,158500.0,164500.0,46767.0,14.1,-22894,8177,16189
2010-08-05,164500.0,168500.0,55015.0,14.44,-34164,4021,30257
2010-08-06,168500.0,165500.0,29777.0,14.18,-14198,-914,15413
2010-08-09,166000.0,169000.0,19144.0,14.48,-13125,10218,2334
2010-08-10,169500.0,169000.0,18106.0,14.48,-7871,-2912,11572
2010-08-11,168000.0,167500.0,16677.0,14.35,-4830,-3953,10985
2010-08-12,167500.0,161000.0,27356.0,13.8,5145,-11941,9086
2010-08-13,161000.0,160500.0,17514.0,13.75,10122,-8918,-128
2010-08-16,161000.0,160500.0,13751.0,13.75,-72,2246,-2218
2010-08-17,159500.0,163500.0,12725.0,14.01,-2467,3106,-2371
2010-08-18,163000.0,168500.0,21778.0,14.44,-9963,9935,-325
2010-08-19,170000.0,178000.0,114610.0,15.25,-69812,57959,6261
2010-08-20,177000.0,177500.0,42125.0,15.21,-19068,11852,4948
2010-08-23,177000.0,181500.0,45108.0,15.55,-28681,22948,6264
2010-08-24,182000.0,184500.0,47361.0,15.81,-26286,25069,2328
2010-08-25,181500.0,180000.0,21688.0,15.42,-5301,12167,-7408
2010-08-26,180000.0,174000.0,18708.0,14.91,3336,-7222,6730
2010-08-27,175000.0,182000.0,41130.0,15.6,-12236,20280,-6428
2010-08-30,185000.0,182000.0,16651.0,15.6,-1762,2882,-2080
2010-08-31,178500.0,178000.0,38605.0,15.25,2256,15224,-17238
2010-09-01,178000.0,185000.0,57202.0,15.85,-19141,31023,-16363
2010-09-02,183500.0,187000.0,57610.0,16.02,-8602,39545,-31954
2010-09-03,187000.0,184000.0,50913.0,15.77,-25978,37718,-13406
2010-09-06,183000.0,184000.0,72153.0,15.77,-114,-16503,16396
2010-09-07,182000.0,185000.0,33583.0,15.85,2365,8670,-10088
2010-09-08,185000.0,185000.0,12011.0,15.85,-2537,6965,-4697
2010-09-09,186000.0,185500.0,30030.0,15.9,-3018,6378,-3496
2010-09-10,185500.0,188000.0,26038.0,16.11,-13257,6700,6202
2010-09-13,186500.0,187000.0,23067.0,16.02,582,3877,-4237
2010-09-14,185000.0,184000.0,32059.0,15.77,5428,-1058,-4126
2010-09-15,182500.0,180000.0,44910.0,15.42,6783,-3234,-3667
2010-09-16,179000.0,177000.0,32998.0,15.17,6498,-4723,-1852
2010-09-17,178000.0,177000.0,27285.0,15.17,6044,2,-7033
2010-09-20,177500.0,179000.0,17777.0,15.34,443,-3443,3925
2010-09-24,179500.0,181000.0,11924.0,15.51,-5538,2076,3108
2010-09-27,179000.0,179500.0,24213.0,15.38,1079,-6549,8177
2010-09-28,178000.0,180500.0,15142.0,15.47,-4137,589,3096
2010-09-29,179000.0,183500.0,32595.0,15.72,-12502,6781,4662
2010-09-30,182000.0,185500.0,19323.0,15.9,-4359,5252,-369
2010-10-01,184000.0,187500.0,26309.0,16.07,-8936,-1061,9986
2010-10-04,186000.0,183000.0,15497.0,15.68,3989,-3133,1464
2010-10-05,184500.0,183500.0,15273.0,15.72,-1892,-4085,3694
2010-10-06,184000.0,188500.0,36090.0,16.15,-17208,-3148,21592
2010-10-07,186500.0,186000.0,19054.0,15.94,314,-8080,6846
2010-10-08,185000.0,185000.0,15000.0,15.85,-88,-5201,5555
2010-10-11,186000.0,186500.0,15939.0,15.98,195,1299,-1781
2010-10-12,184500.0,182000.0,10785.0,15.6,5168,-2048,-346
2010-10-13,182000.0,178500.0,22583.0,15.3,8612,-4818,-3648
2010-10-14,178500.0,180000.0,33936.0,15.42,-3651,1917,348
2010-10-15,181000.0,180000.0,42342.0,15.42,6433,-28462,22133
2010-10-18,180500.0,175500.0,38918.0,15.04,13129,-9469,-77
2010-10-19,175500.0,166500.0,104737.0,14.27,67726,-34926,-23028
2010-10-20,167000.0,167000.0,36449.0,14.31,14210,-7624,-6615
2010-10-21,167500.0,168000.0,33584.0,14.4,6973,-8997,3895
2010-10-22,167500.0,171000.0,27738.0,14.65,-9748,-2146,11713
2010-10-25,170000.0,168500.0,20138.0,14.44,10105,-13203,1439
2010-10-26,169000.0,166000.0,51707.0,14.22,24473,-21675,-841
2010-10-27,167000.0,167000.0,33729.0,14.31,3741,-6103,4637
2010-10-28,167500.0,162500.0,96830.0,13.93,39645,-28809,-10774
2010-10-29,163000.0,159500.0,39551.0,13.67,19373,-15348,-3706
2010-11-01,160000.0,162000.0,16986.0,13.88,-3795,1027,1051
2010-11-02,162000.0,165500.0,39112.0,14.18,-12253,234,13396
2010-11-03,165500.0,164500.0,17590.0,14.1,876,592,-2141
2010-11-04,163500.0,164000.0,13235.0,14.05,885,-4036,2473
2010-11-05,164000.0,164000.0,30666.0,14.05,5080,-7247,3349
2010-11-08,163500.0,167500.0,51019.0,14.35,-5630,-587,6273
2010-11-09,167500.0,165500.0,40257.0,14.18,5265,-8301,3880
2010-11-10,166000.0,172000.0,65645.0,14.74,-29508,-14715,43189
2010-11-11,172000.0,169000.0,55163.0,14.48,-2050,5064,-7704
2010-11-12,172000.0,169500.0,64092.0,14.52,-11550,-23388,37497
2010-11-15,169000.0,169000.0,22950.0,14.48,-1936,-2661,5562
2010-11-16,168000.0,164000.0,38810.0,14.05,11260,-24289,18880
2010-11-17,163000.0,164000.0,13617.0,14.05,761,-1330,3140
2010-11-18,166000.0,164500.0,35333.0,14.1,3691,-24480,19892
2010-11-19,166000.0,165500.0,23017.0,14.18,2710,-7414,7829
2010-11-22,166000.0,163500.0,26687.0,14.01,14671,-18488,1047
2010-11-23,163500.0,162500.0,25137.0,13.93,14769,-8768,-2504
2010-11-24,159000.0,159500.0,42281.0,13.67,24728,-9482,-15772
2010-11-25,160500.0,160500.0,23856.0,13.75,6511,-6095,-1530
2010-11-26,161500.0,159500.0,21999.0,13.67,-951,533,-5167
2010-11-29,161000.0,160500.0,16073.0,13.75,-4958,3983,-99
2010-11-30,160500.0,160500.0,14371.0,13.75,1060,780,-1863
2010-12-01,162000.0,162000.0,12581.0,13.88,-4273,3923,-259
2010-12-02,163500.0,166000.0,22857.0,14.22,-8082,4012,6629
2010-12-03,166500.0,164000.0,15982.0,14.05,4863,-1700,-3794
2010-12-06,165000.0,164000.0,23028.0,14.05,516,283,-1195
2010-12-07,165000.0,165500.0,9072.0,14.18,-1426,387,1424
2010-12-08,164000.0,165500.0,11846.0,14.18,-1089,-109,3540
2010-12-09,165000.0,167000.0,24265.0,14.31,-8452,2637,3654
2010-12-10,167500.0,167000.0,8319.0,14.31,103,-292,-328
