Symbol,KT&G_시가(원),KT&G_종가(원),KT&G_거래량(주),KT&G_PER(IFRS-연결),KT&G_순매수수량(개인)(주),KT&G_순매수수량(기관계)(주),KT&G_순매수수량(외국인계)(주)
2014-09-26,94300.0,93900.0,262613.0,22.59,-2720,62882,-57806
2014-09-29,93400.0,94500.0,280357.0,22.74,-19026,66723,-44106
2014-09-30,94900.0,94500.0,286737.0,22.74,-10014,-4187,15447
2014-10-01,93600.0,94000.0,248430.0,22.61,-3318,68792,-64285
2014-10-02,94000.0,91500.0,313144.0,22.01,26602,87944,-114346
2014-10-06,90800.0,90500.0,324920.0,21.77,6614,71463,-79023
2014-10-07,91500.0,91100.0,207202.0,21.92,-941,37346,-38562
2014-10-08,91100.0,91500.0,361480.0,22.01,3021,152992,-155181
2014-10-10,91500.0,90000.0,275335.0,21.65,13757,50819,-65988
2014-10-13,90000.0,93600.0,316699.0,22.52,-36344,145266,-122182
2014-10-14,94000.0,91600.0,255075.0,22.04,13520,67788,-80996
2014-10-15,91000.0,92000.0,261091.0,22.13,-2728,69980,-68497
2014-10-16,92900.0,94900.0,521920.0,22.83,-22345,177022,-159130
2014-10-17,94200.0,92700.0,607951.0,22.3,10847,258030,-268877
2014-10-20,92200.0,94000.0,212442.0,22.61,-25043,84524,-57567
2014-10-21,94000.0,95000.0,269662.0,22.86,-6451,134690,-126039
2014-10-22,94500.0,94300.0,316143.0,22.69,-12407,200784,-189227
2014-10-23,94000.0,93700.0,182839.0,22.54,-2250,83665,-81127
2014-10-24,92500.0,91300.0,356079.0,21.97,48869,83945,-134735
2014-10-27,89500.0,91200.0,262123.0,21.94,29527,61486,-96767
2014-10-28,91100.0,91900.0,362175.0,22.11,-30710,187265,-154555
2014-10-29,92700.0,94900.0,412911.0,22.83,-62770,92864,-30152
2014-10-30,95000.0,93500.0,231183.0,22.49,-7520,68713,-59043
2014-10-31,93500.0,95000.0,299500.0,22.86,-32445,72027,-39621
2014-11-03,94200.0,95000.0,110320.0,22.86,848,33229,-32581
2014-11-04,95000.0,95700.0,394791.0,23.02,5313,231686,-230990
2014-11-05,96000.0,94100.0,255253.0,22.64,16505,79323,-96457
2014-11-06,95900.0,94900.0,160509.0,22.83,-287,-14066,14355
2014-11-07,94200.0,94200.0,132501.0,22.66,3374,17753,-21356
2014-11-10,94800.0,93000.0,190088.0,22.37,10432,30072,-40504
2014-11-11,92700.0,93500.0,232018.0,22.49,-3189,-6695,8746
2014-11-12,93700.0,94800.0,114445.0,22.81,-15180,5318,9716
2014-11-13,94300.0,95000.0,156281.0,22.86,5953,11704,-17657
2014-11-14,95500.0,93100.0,235091.0,22.4,48409,-30812,-21637
2014-11-17,92700.0,91300.0,223282.0,21.97,32392,44414,-77055
2014-11-18,91300.0,95000.0,242118.0,22.86,-100550,48627,51923
2014-11-19,94300.0,95800.0,196300.0,23.05,-30707,50285,-24351
2014-11-20,96200.0,95800.0,287828.0,23.05,-24923,-5739,32892
2014-11-21,95700.0,95300.0,172168.0,22.93,-2657,-11775,13107
2014-11-24,95400.0,94900.0,139452.0,22.83,3196,-5504,2111
2014-11-25,94400.0,95200.0,519093.0,22.9,-19443,108274,-89011
2014-11-26,95600.0,96900.0,160164.0,23.31,-27615,28082,33
2014-11-27,96100.0,95000.0,112961.0,22.86,17336,15218,-33156
2014-11-28,95000.0,96900.0,188434.0,23.31,-41420,52837,-8437
2014-12-01,95000.0,90600.0,1137815.0,21.8,140372,-45894,-94855
2014-12-02,91000.0,91100.0,330576.0,21.92,9940,-107885,97092
2014-12-03,90100.0,86800.0,862939.0,20.88,200351,-44466,-160527
2014-12-04,86600.0,83200.0,869916.0,20.02,196094,124761,-325258
2014-12-05,82700.0,82700.0,659624.0,19.9,110489,198465,-310978
2014-12-08,84100.0,82900.0,496975.0,19.94,48923,45952,-74377
2014-12-09,83500.0,83300.0,415220.0,20.04,-12075,87971,-76684
2014-12-10,83300.0,83400.0,414432.0,20.06,-7682,40798,-34676
2014-12-11,82800.0,80600.0,489285.0,19.39,81363,108750,-195044
2014-12-12,81200.0,82000.0,345803.0,19.73,-19954,133403,-113739
2014-12-15,81900.0,81900.0,385838.0,19.7,23025,119121,-141825
2014-12-16,82500.0,83100.0,424292.0,19.99,-43045,15325,27720
2014-12-17,83700.0,83400.0,416722.0,20.06,13991,-36311,22953
2014-12-18,84100.0,82000.0,391438.0,19.73,-7538,35714,-29169
2014-12-19,82000.0,82700.0,254086.0,19.9,29688,-15232,-14456
2014-12-22,82700.0,83400.0,249225.0,20.06,7425,-25494,17969
2014-12-23,83400.0,83300.0,406806.0,20.04,4023,-41807,38474
2014-12-24,83000.0,83300.0,322640.0,20.04,12809,-4175,-14041
2014-12-26,83000.0,80100.0,580205.0,19.27,155678,-68086,-85095
2014-12-29,77000.0,76500.0,680976.0,18.4,20290,-239819,231166
2014-12-30,77100.0,76100.0,475718.0,18.31,16551,-85261,70044
2015-01-02,77600.0,78200.0,426486.0,13.0,-34372,46777,-12705
2015-01-05,79500.0,79000.0,428170.0,13.14,-21306,-27709,48153
2015-01-06,78900.0,78200.0,378595.0,13.0,-20239,42767,-22528
2015-01-07,78800.0,79700.0,276932.0,13.25,-21722,-34395,57093
2015-01-08,81300.0,83400.0,576411.0,13.87,-160249,127809,33086
2015-01-09,83400.0,82700.0,440436.0,13.75,10064,73261,-84463
2015-01-12,82700.0,84000.0,240507.0,13.97,-82817,41643,41440
2015-01-13,82300.0,80700.0,600090.0,13.42,84160,70661,-155570
2015-01-14,79900.0,78000.0,611043.0,12.97,27699,-144338,116833
2015-01-15,78000.0,78500.0,444541.0,13.05,12953,-81206,64078
2015-01-16,79800.0,79500.0,336166.0,13.22,-19335,10576,9259
2015-01-19,80400.0,76000.0,549616.0,12.64,132214,-130338,-11267
2015-01-20,76200.0,76300.0,351966.0,12.69,-563,-50736,51754
2015-01-21,76300.0,78400.0,246061.0,13.04,-49558,26599,23848
2015-01-22,78900.0,78400.0,319693.0,13.04,-17643,70183,-52540
2015-01-23,78700.0,81200.0,438526.0,13.5,-122000,61951,65855
2015-01-26,81300.0,78600.0,334625.0,13.07,86259,-55285,-31489
2015-01-27,78600.0,79200.0,403121.0,13.17,-11136,12066,-2942
2015-01-28,77800.0,79400.0,357212.0,13.2,-8798,45609,-36835
2015-01-29,79300.0,79600.0,488581.0,13.24,-11738,127893,-116212
2015-01-30,80500.0,80200.0,325358.0,13.34,-20696,7040,13812
2015-02-02,79500.0,80000.0,250741.0,13.3,-1510,-9437,29027
2015-02-03,80000.0,80800.0,311372.0,13.44,-31378,6889,45219
2015-02-04,80500.0,80600.0,240729.0,13.4,-10119,-28538,38657
2015-02-05,79100.0,78700.0,339492.0,13.09,64467,25582,-90410
2015-02-06,79100.0,80100.0,265446.0,13.32,-46429,36647,26576
2015-02-09,80300.0,79500.0,113925.0,13.22,-9790,25323,-4252
2015-02-10,79500.0,81300.0,277411.0,13.52,-78238,48277,45606
2015-02-11,81400.0,80900.0,166975.0,13.45,-5573,33949,-28437
2015-02-12,81000.0,82300.0,241004.0,13.69,-49346,46427,3551
2015-02-13,82300.0,82400.0,172564.0,13.7,-22164,57959,-34795
2015-02-16,81600.0,82300.0,158060.0,13.69,-13340,-2595,15995
2015-02-17,82300.0,81900.0,87833.0,13.62,-4177,-9315,14203
2015-02-23,83500.0,83200.0,406579.0,13.84,-54459,35581,18110
2015-02-24,83000.0,83600.0,410451.0,13.9,-31977,1468,31539
2015-02-25,83600.0,82300.0,350823.0,13.69,45755,-73759,26792
2015-02-26,81700.0,80000.0,263770.0,13.3,63203,-47043,-23604
2015-02-27,79500.0,80000.0,325334.0,13.3,9432,-116685,101600
2015-03-02,80000.0,80000.0,271796.0,13.3,-14427,21738,-7326
2015-03-03,79400.0,79200.0,223113.0,13.17,72128,-78881,-751
2015-03-04,79400.0,80400.0,272024.0,13.37,-13855,-84352,98033
2015-03-05,79400.0,80700.0,259111.0,13.42,-7725,49472,-41639
2015-03-06,81000.0,81800.0,297267.0,13.6,-49207,-45086,94607
2015-03-09,80800.0,81300.0,222559.0,13.52,18047,-3961,-15870
2015-03-10,80500.0,79000.0,458261.0,13.14,115549,-49429,-77997
2015-03-11,79000.0,79800.0,416070.0,13.27,-32545,-36587,65209
2015-03-12,79500.0,79600.0,397707.0,13.24,-12108,-20868,33026
2015-03-13,80400.0,80000.0,246437.0,13.3,-5123,48394,-43619
2015-03-16,80900.0,82400.0,332175.0,13.7,-109219,59253,48811
2015-03-17,83400.0,82900.0,235238.0,13.79,20753,32395,-53338
2015-03-18,83700.0,82600.0,258843.0,13.74,16591,24397,-40766
2015-03-19,83600.0,82600.0,334474.0,13.74,23671,-14453,-6254
2015-03-20,82600.0,82000.0,166660.0,13.64,21227,12039,-33266
2015-03-23,82100.0,82600.0,185909.0,13.74,15113,-11445,-3060
2015-03-24,82600.0,84300.0,234434.0,14.02,-29176,76364,-45871
2015-03-25,83800.0,88700.0,503024.0,14.75,-166105,143253,23968
2015-03-26,89300.0,89800.0,302630.0,14.93,-64128,19602,41498
2015-03-27,88200.0,86900.0,491084.0,14.45,20495,228935,-249307
2015-03-30,89900.0,89900.0,429115.0,14.95,-38849,33851,5998
2015-03-31,88800.0,88700.0,336652.0,14.75,7750,72649,-80997
2015-04-01,87900.0,89900.0,360764.0,14.95,-22826,109826,-80059
2015-04-02,91200.0,91600.0,330417.0,15.23,-47055,54599,-6320
2015-04-03,91100.0,91900.0,140720.0,15.28,-13331,31906,-18105
2015-04-06,91500.0,90100.0,137645.0,14.98,9812,-7916,-2671
2015-04-07,89200.0,90600.0,140571.0,15.07,-17795,11817,5958
2015-04-08,91700.0,93100.0,395789.0,15.48,-59485,-32422,90357
2015-04-09,92600.0,93200.0,318330.0,15.5,-27738,4524,18042
2015-04-10,92900.0,94600.0,276362.0,15.73,-14050,21704,-7654
2015-04-13,93400.0,92900.0,266341.0,15.45,30472,-63512,36543
2015-04-14,91500.0,90900.0,350279.0,15.12,31161,-1528,-29447
2015-04-15,89500.0,90100.0,404919.0,14.98,25372,8770,-36798
2015-04-16,89500.0,92900.0,387285.0,15.45,-26519,-10164,34159
2015-04-17,92000.0,91800.0,300589.0,15.27,6322,78743,-83671
2015-04-20,90600.0,91600.0,251415.0,15.23,211,10542,-17264
2015-04-21,92700.0,92400.0,235000.0,15.37,-18286,-59976,77886
2015-04-22,91400.0,92900.0,272691.0,15.45,-35437,47527,-11775
2015-04-23,92000.0,98700.0,765783.0,16.41,-127870,157292,-24887
2015-04-24,100500.0,94900.0,708571.0,15.78,-52803,191357,-139167
2015-04-27,96300.0,98200.0,644270.0,16.33,-37087,178997,-141599
2015-04-28,98000.0,96900.0,364378.0,16.11,5048,-31209,16539
2015-04-29,97100.0,95600.0,339103.0,15.9,10084,16521,-25943
2015-04-30,94500.0,95100.0,375949.0,15.81,4364,12807,-16980
2015-05-04,95100.0,96100.0,334589.0,15.98,4611,-44610,39977
2015-05-06,95100.0,95800.0,294446.0,15.93,-10657,-21566,32253
2015-05-07,95500.0,95700.0,185749.0,15.91,-7961,12232,-3793
2015-05-08,95200.0,96500.0,261304.0,16.05,-7801,5509,597
2015-05-11,96200.0,95900.0,263341.0,15.95,15565,79732,-95614
2015-05-12,95300.0,95800.0,253958.0,15.93,6649,49508,-56157
2015-05-13,95000.0,94700.0,204492.0,15.75,17520,-35355,17825
2015-05-14,94200.0,96400.0,253842.0,16.03,-22485,-18037,40418
2015-05-15,95900.0,93900.0,264370.0,15.61,69698,-18383,-51590
2015-05-18,93300.0,95800.0,148102.0,15.93,-21526,-6132,27763
2015-05-19,95200.0,95200.0,137046.0,15.83,-5329,4816,516
2015-05-20,95700.0,99600.0,338565.0,16.56,-70372,42122,28240
2015-05-21,100000.0,99000.0,341425.0,16.46,-31224,-11444,42700
2015-05-22,99000.0,101000.0,285090.0,16.8,-28425,4658,22350
2015-05-26,100500.0,99100.0,310247.0,16.48,-7370,88021,-80619
2015-05-27,98200.0,97600.0,237034.0,16.23,24560,-11904,-14798
2015-05-28,96600.0,95100.0,248596.0,15.81,50449,-20743,-30106
2015-05-29,95000.0,96400.0,351437.0,16.03,-31188,46518,-15369
2015-06-01,95500.0,96700.0,173397.0,16.08,2143,-10017,7960
2015-06-02,97000.0,96100.0,259650.0,15.98,-8281,-2053,10334
2015-06-03,96700.0,96000.0,170863.0,15.96,-5632,373,4790
2015-06-04,95100.0,94000.0,184636.0,15.63,42953,-5227,-37926
2015-06-05,94500.0,97100.0,280394.0,16.15,-33260,-28110,59435
2015-06-08,97400.0,95900.0,179689.0,15.95,17547,-21047,3390
2015-06-09,95800.0,95100.0,151863.0,15.81,4272,959,-5246
2015-06-10,96000.0,95000.0,226038.0,15.8,4904,-5423,526
2015-06-11,95800.0,94900.0,234187.0,15.78,13145,-44365,33346
2015-06-12,95900.0,93300.0,155130.0,15.52,45030,-14246,-26162
2015-06-15,93500.0,93700.0,117376.0,15.58,12763,-14108,1875
2015-06-16,94500.0,96000.0,466159.0,15.96,-50161,106002,-55441
2015-06-17,95100.0,94300.0,269868.0,15.68,51528,55559,-107132
2015-06-18,94400.0,93600.0,176933.0,15.57,20632,59233,-80242
2015-06-19,93800.0,93300.0,176276.0,15.52,9771,42227,-51998
2015-06-22,93000.0,90200.0,346250.0,15.0,101767,33920,-137016
2015-06-23,90800.0,92100.0,230352.0,15.32,-28933,-3288,32241
2015-06-24,92700.0,93100.0,170575.0,15.48,-17209,10957,6352
2015-06-25,92100.0,93600.0,172335.0,15.57,-21657,2483,19164
2015-06-26,92300.0,90800.0,243002.0,15.1,75508,-61207,-13771
2015-06-29,90800.0,94400.0,362528.0,15.7,-88870,88976,-2835
2015-06-30,93900.0,94900.0,269602.0,15.78,-20595,-4925,25641
2015-07-01,94600.0,95300.0,211672.0,15.85,-41641,92543,-50132
2015-07-02,95300.0,95100.0,238719.0,15.81,-12673,-4311,16456
2015-07-03,96500.0,97400.0,222912.0,16.2,-32017,105279,-73262
2015-07-06,97800.0,96500.0,175034.0,16.05,-3838,26530,-21635
2015-07-07,97900.0,98300.0,335160.0,16.35,-22073,107097,-84335
2015-07-08,99200.0,96400.0,334141.0,16.03,4981,78080,-83963
2015-07-09,97000.0,98400.0,276805.0,16.36,-36908,86006,-49234
2015-07-10,98400.0,98200.0,151525.0,16.33,-5265,3067,891
2015-07-13,98100.0,100000.0,232070.0,16.63,-27697,-2370,30066
2015-07-14,98600.0,98300.0,150473.0,16.35,-3066,-71,2570
2015-07-15,99200.0,101500.0,265293.0,16.88,-63787,9239,55018
2015-07-16,101500.0,100500.0,173926.0,16.71,-4831,-255,5435
2015-07-17,100500.0,100500.0,209773.0,16.71,-13855,26680,-12845
2015-07-20,99200.0,100000.0,143140.0,16.63,-4694,28419,-23683
2015-07-21,99800.0,99100.0,179012.0,16.48,11116,-35888,24772
2015-07-22,100500.0,101000.0,257139.0,16.8,-21315,16867,4553
2015-07-23,101500.0,102500.0,467400.0,17.05,-32449,170018,-134048
2015-07-24,103000.0,103500.0,376808.0,17.21,3447,49154,-48611
2015-07-27,101500.0,102000.0,314209.0,16.96,-2316,8656,-5470
2015-07-28,103500.0,107000.0,467328.0,17.79,699,95378,-97503
2015-07-29,104500.0,104500.0,244672.0,17.38,-686,44374,-42772
2015-07-30,106500.0,107000.0,228083.0,17.79,-11806,-36389,48195
2015-07-31,109500.0,110000.0,315072.0,18.29,-27336,-12871,30457
2015-08-03,115000.0,111000.0,292049.0,18.46,4215,-53237,49116
2015-08-04,108500.0,108500.0,254355.0,18.04,2816,53755,-56696
2015-08-05,106500.0,109500.0,276182.0,18.21,-8083,-4510,12623
2015-08-06,112500.0,111000.0,262911.0,18.46,-6360,-42208,48600
2015-08-07,112500.0,111500.0,195593.0,18.54,-18638,-16268,34836
2015-08-10,111000.0,111000.0,143082.0,18.46,2776,15470,-18259
2015-08-11,111500.0,109000.0,149201.0,18.13,8989,-31240,22144
2015-08-12,109500.0,114000.0,296822.0,18.96,-39394,90570,-50781
2015-08-13,111000.0,108000.0,430307.0,17.96,41868,152922,-193891
2015-08-17,106000.0,105000.0,340035.0,17.46,23968,51943,-76829
2015-08-18,106000.0,108000.0,247458.0,17.96,-42613,45768,-2968
2015-08-19,106500.0,110000.0,331831.0,18.29,-34984,56019,-20902
2015-08-20,107500.0,112000.0,307236.0,18.62,-16713,41343,-23788
2015-08-21,113500.0,114000.0,557584.0,18.96,-71939,150405,-77254
2015-08-24,111500.0,108000.0,458556.0,17.96,26168,101860,-128862
2015-08-25,106000.0,104000.0,691906.0,17.29,97969,-34012,-64660
2015-08-26,103500.0,108000.0,570223.0,17.96,-32759,77659,-45397
2015-08-27,106000.0,109000.0,489946.0,18.13,3160,8140,-12085
2015-08-28,107500.0,108000.0,439319.0,17.96,6287,4757,-11364
2015-08-31,108000.0,110500.0,400126.0,18.38,-27072,17282,9903
2015-09-01,109000.0,107000.0,333227.0,17.79,32004,39835,-71310
2015-09-02,103500.0,104000.0,364724.0,17.29,37531,77521,-112552
2015-09-03,105500.0,104000.0,378661.0,17.29,-5651,42111,-35376
2015-09-04,104000.0,104500.0,315518.0,17.38,-4355,9256,-4487
2015-09-07,105500.0,107500.0,258713.0,17.88,-34813,73286,-38503
2015-09-08,108000.0,105500.0,305399.0,17.54,24233,103862,-128095
2015-09-09,107500.0,107500.0,361313.0,17.88,-40560,82758,-42974
2015-09-10,106500.0,107500.0,391170.0,17.88,29680,101278,-135458
2015-09-11,107500.0,103000.0,388950.0,17.13,106704,-24314,-84533
2015-09-14,104000.0,105000.0,374587.0,17.46,-41774,126746,-84197
2015-09-15,104500.0,107500.0,252620.0,17.88,-28964,32737,-3778
2015-09-16,107500.0,108000.0,292794.0,17.96,-10493,-19413,29921
2015-09-17,107500.0,105000.0,517234.0,17.46,92861,-88533,-5201
2015-09-18,105000.0,105500.0,673703.0,17.54,7171,36439,-46136
2015-09-21,105000.0,107000.0,249769.0,17.79,-37808,18950,22858
2015-09-22,107500.0,107500.0,375897.0,17.88,-30575,144385,-113900
2015-09-23,106000.0,107000.0,196988.0,17.79,7101,48307,-55406
2015-09-24,107000.0,105500.0,280482.0,17.54,23721,83891,-107612
2015-09-25,106500.0,105500.0,255201.0,17.54,1730,67109,-68970
2015-09-30,106500.0,111500.0,662109.0,18.54,-89693,-17423,108261
2015-10-01,108500.0,107000.0,340910.0,17.79,65639,42140,-109891
2015-10-02,109000.0,109000.0,379864.0,18.13,-42745,24375,18333
2015-10-05,110500.0,112000.0,230189.0,18.62,-27896,-1509,29048
2015-10-06,113500.0,112000.0,283745.0,18.62,790,-37763,40973
2015-10-07,110000.0,109000.0,252990.0,18.13,69810,-37483,-37448
2015-10-08,109000.0,109000.0,294065.0,18.13,26694,20383,-51462
2015-10-12,107500.0,109500.0,255406.0,18.21,-4190,21459,-19453
2015-10-13,110500.0,109000.0,244446.0,18.13,11150,-23689,12577
2015-10-14,110000.0,110000.0,198219.0,18.29,-38293,87114,-48621
2015-10-15,110000.0,111000.0,270498.0,18.46,-1361,36465,-31105
2015-10-16,111500.0,111000.0,170698.0,18.46,-3729,20706,-16977
2015-10-19,111000.0,112500.0,129842.0,18.71,-18547,14669,2878
2015-10-20,112500.0,112500.0,190209.0,18.71,-10680,16410,-3789
2015-10-21,112500.0,112500.0,129906.0,18.71,9148,9651,-18800
2015-10-22,111500.0,112000.0,378384.0,18.62,-3770,62913,-58411
2015-10-23,113000.0,117000.0,352714.0,19.46,-70967,50418,17817
2015-10-26,117000.0,118500.0,387595.0,19.71,-5249,-92269,98262
2015-10-27,118000.0,117000.0,200849.0,19.46,3519,-15335,11529
2015-10-28,116000.0,116000.0,194203.0,19.29,265,-14218,13947
2015-10-29,115500.0,114000.0,205691.0,18.96,30371,-40604,10200
2015-10-30,114000.0,114000.0,288413.0,18.96,-6833,37222,-30481
2015-11-02,113000.0,115000.0,173479.0,19.12,-238,5615,-6571
2015-11-03,115000.0,116500.0,194788.0,19.37,-9305,22144,-14281
2015-11-04,115500.0,113000.0,268976.0,18.79,81277,11540,-93617
2015-11-05,112000.0,112500.0,287826.0,18.71,20578,66730,-92291
2015-11-06,113000.0,112000.0,149506.0,18.62,-5511,9803,-4326
2015-11-09,111500.0,111000.0,194010.0,18.46,3819,-31573,28783
2015-11-10,110500.0,109500.0,189199.0,18.21,18512,10979,-29505
2015-11-11,109500.0,110000.0,194186.0,18.29,2278,34077,-36554
2015-11-12,110000.0,109500.0,181569.0,18.21,-12469,51758,-39609
2015-11-13,109500.0,109500.0,190185.0,18.21,-6668,53179,-46324
2015-11-16,108000.0,109000.0,265484.0,18.13,-5480,59310,-53074
2015-11-17,109500.0,107500.0,134168.0,17.88,19803,-2226,-17577
2015-11-18,108500.0,108000.0,175394.0,17.96,628,11569,-12197
2015-11-19,108500.0,108500.0,138320.0,18.04,5846,3225,-9241
2015-11-20,108500.0,107000.0,227255.0,17.79,47742,-29719,-21005
2015-11-23,107500.0,110000.0,168528.0,18.29,-5087,-8518,13640
2015-11-24,109500.0,110500.0,562582.0,18.38,14889,36032,-50921
2015-11-25,110000.0,107000.0,258760.0,17.79,85631,-29605,-60694
2015-11-26,106000.0,105000.0,351423.0,17.46,121788,-87462,-33700
2015-11-27,106000.0,106000.0,321308.0,17.63,-4959,-22942,28259
2015-11-30,106000.0,107000.0,575517.0,17.79,-42011,2825,39208
2015-12-01,108000.0,110000.0,334136.0,18.29,-27088,-20490,47712
2015-12-02,109500.0,107000.0,174633.0,17.79,43314,-21932,-21402
2015-12-03,107500.0,107500.0,314931.0,17.88,-14479,-15619,27396
2015-12-04,108000.0,108000.0,455169.0,17.96,-12245,6593,5280
2015-12-07,109000.0,108000.0,187451.0,17.96,-3303,-27156,30089
2015-12-08,107500.0,105500.0,177785.0,17.54,18302,-10435,-11206
2015-12-09,106000.0,105500.0,185029.0,17.54,5208,-2708,-2900
2015-12-10,105500.0,108000.0,380642.0,17.96,-45011,-38826,80508
2015-12-11,107500.0,108000.0,191320.0,17.96,-2145,-23070,25215
2015-12-14,107000.0,110000.0,198972.0,18.29,-28852,45986,-17340
2015-12-15,111000.0,107500.0,213104.0,17.88,4674,32623,-35260
2015-12-16,109000.0,109000.0,325391.0,18.13,-2413,-8649,10633
2015-12-17,110000.0,109500.0,233765.0,18.21,1039,-35448,33610
2015-12-18,108500.0,107000.0,285123.0,17.79,60416,-102927,40884
2015-12-21,107500.0,110000.0,200742.0,18.29,-61414,4440,57429
2015-12-22,109500.0,109500.0,286492.0,18.21,7585,-29372,21285
2015-12-23,109500.0,111000.0,189447.0,18.46,-27842,34719,-6358
2015-12-24,112000.0,111500.0,175417.0,18.54,7838,53308,-66521
2015-12-28,111500.0,110000.0,193016.0,18.29,31973,-8930,-32954
2015-12-29,107500.0,106000.0,275101.0,17.63,52637,-93495,41236
2015-12-30,107000.0,104500.0,354172.0,17.38,17583,-162107,144521
2016-01-04,104000.0,105000.0,232811.0,13.92,11477,-87879,75707
2016-01-05,105000.0,105500.0,266147.0,13.98,-1286,-22438,23900
2016-01-06,105500.0,106500.0,287804.0,14.12,-5127,-110572,116699
2016-01-07,106000.0,104000.0,224593.0,13.79,57345,-49994,-7342
2016-01-08,105000.0,107000.0,176491.0,14.18,-37175,27711,12842
2016-01-11,105500.0,108000.0,217066.0,14.32,-32437,3906,38188
2016-01-12,109000.0,107500.0,199372.0,14.25,-2778,-18267,22739
2016-01-13,108000.0,107000.0,134474.0,14.18,12710,-42632,29942
2016-01-14,107000.0,106000.0,259177.0,14.05,8667,28207,-37028
2016-01-15,107500.0,105000.0,267233.0,13.92,30078,-7716,-24361
2016-01-18,105000.0,106500.0,175209.0,14.12,-32732,60641,-28866
2016-01-19,106500.0,108000.0,249661.0,14.32,-27019,103386,-74446
2016-01-20,107500.0,106000.0,193205.0,14.05,56771,3442,-61122
2016-01-21,108000.0,106500.0,309171.0,14.12,22726,2239,-24077
2016-01-22,105500.0,100500.0,673159.0,13.32,205268,10030,-241507
2016-01-25,98600.0,97000.0,835324.0,12.86,86543,197826,-287305
2016-01-26,97400.0,100500.0,367136.0,13.32,-50649,96104,-46155
2016-01-27,101000.0,98200.0,415010.0,13.02,70105,73806,-154711
2016-01-28,98300.0,102000.0,327905.0,13.52,-61849,62861,-1362
2016-01-29,102000.0,103500.0,432649.0,13.72,7153,-26818,26713
2016-02-01,103500.0,104000.0,284122.0,13.79,-19429,-35904,65333
2016-02-02,104000.0,103500.0,315620.0,13.72,-14812,80035,-63861
2016-02-03,104500.0,106500.0,266675.0,14.12,-46629,35281,36721
2016-02-04,107500.0,107500.0,296162.0,14.25,-28380,13878,19592
2016-02-05,107500.0,105500.0,184704.0,13.98,18753,-56762,38135
2016-02-11,106500.0,108500.0,616638.0,14.38,-54065,-56350,107645
2016-02-12,108500.0,108500.0,307057.0,14.38,-17198,34175,-15880
2016-02-15,109000.0,107500.0,378774.0,14.25,-2675,104694,-103157
2016-02-16,107000.0,109000.0,198943.0,14.45,-40355,51196,-9724
2016-02-17,107500.0,106000.0,320550.0,14.05,29248,33153,-61114
2016-02-18,106000.0,107500.0,189837.0,14.25,-9655,-25933,39282
2016-02-19,106500.0,108500.0,134127.0,14.38,-24116,-11868,36796
2016-02-22,108000.0,109000.0,190693.0,14.45,-3769,-22538,25543
2016-02-23,108500.0,108000.0,127703.0,14.32,33797,4697,-38257
2016-02-24,107000.0,105500.0,258514.0,13.98,60549,10397,-71946
2016-02-25,105000.0,109000.0,245702.0,14.45,-109230,14501,95266
2016-02-26,108500.0,107000.0,208044.0,14.18,25648,-21928,-3695
2016-02-29,106500.0,106500.0,287849.0,14.12,-17602,-36671,54524
2016-03-02,107500.0,108000.0,202874.0,14.32,-8843,-60794,68857
2016-03-03,108000.0,107500.0,272674.0,14.25,77651,-118815,41161
2016-03-04,106500.0,105000.0,229217.0,13.92,44674,-27975,-17549
2016-03-07,105500.0,105500.0,196316.0,13.98,-25790,-20182,45721
2016-03-08,105000.0,105500.0,217468.0,13.98,7014,-34230,30001
2016-03-09,105500.0,108500.0,265376.0,14.38,-97266,28892,71499
2016-03-10,108500.0,107000.0,321094.0,14.18,-13746,-84858,97682
2016-03-11,107000.0,106500.0,185995.0,14.12,14761,-76074,61061
2016-03-14,107500.0,108000.0,185745.0,14.32,-17693,-18210,36596
2016-03-15,107000.0,107500.0,166682.0,14.25,5100,40472,-45572
2016-03-16,107000.0,107000.0,175424.0,14.18,-7359,8954,-1550
2016-03-17,107500.0,108500.0,343095.0,14.38,-47149,-9503,60312
2016-03-18,108500.0,107500.0,647339.0,14.25,23123,-70918,47495
2016-03-21,107500.0,106500.0,256003.0,14.12,30514,-71824,41010
2016-03-22,107000.0,108500.0,309551.0,14.38,-41004,-8512,49396
2016-03-23,109000.0,107000.0,399464.0,14.18,49799,9424,-59112
2016-03-24,107500.0,108000.0,336137.0,14.32,-28409,24044,4570
2016-03-25,108000.0,108500.0,83447.0,14.38,-23247,23291,-44
2016-03-28,108500.0,108500.0,180936.0,14.38,-3295,-7203,13651
2016-03-29,108500.0,110000.0,293738.0,14.58,-25792,17453,8639
2016-03-30,111500.0,111500.0,300973.0,14.78,-6825,24108,-17134
2016-03-31,112000.0,110000.0,254128.0,14.58,20867,43552,-64428
2016-04-01,111000.0,111500.0,323419.0,14.78,-31484,75580,-43964
2016-04-04,110500.0,109500.0,193831.0,14.52,25086,16423,-41509
2016-04-05,109000.0,108500.0,166851.0,14.38,3275,4774,-8060
2016-04-06,109500.0,112000.0,354942.0,14.85,-40794,8423,34120
2016-04-07,113500.0,112500.0,275093.0,14.91,10580,4816,-12383
2016-04-08,111000.0,115500.0,235575.0,15.31,-35106,-54384,89408
2016-04-11,115500.0,114000.0,267619.0,15.11,24671,-41224,16946
