Symbol,KT&G_시가(원),KT&G_종가(원),KT&G_거래량(주),KT&G_PER(IFRS-연결),KT&G_순매수수량(개인)(주),KT&G_순매수수량(기관계)(주),KT&G_순매수수량(외국인계)(주)
2007-02-09,57300.0,57500.0,406564.0,14.02,-12757,9403,-5081
2007-02-12,57600.0,57400.0,259405.0,14.0,-22082,42359,-5666
2007-02-13,57000.0,57500.0,244996.0,14.02,-24639,35607,-10433
2007-02-14,57500.0,57700.0,244112.0,14.07,-16198,-1670,4761
2007-02-15,57400.0,57400.0,229727.0,14.0,9190,-76182,79606
2007-02-16,57100.0,57600.0,224081.0,14.05,-9524,-39846,47901
2007-02-20,57800.0,57400.0,117517.0,14.0,-8424,-18373,24875
2007-02-21,57000.0,58000.0,458505.0,14.15,-4226,-58737,72568
2007-02-22,58500.0,58700.0,688954.0,14.32,-104044,97029,-29221
2007-02-23,59300.0,59000.0,648761.0,14.39,-33323,96246,-94852
2007-02-26,59300.0,58900.0,320394.0,14.37,-14872,-14322,32727
2007-02-27,58200.0,58100.0,502208.0,14.17,16348,2532,-27646
2007-02-28,56600.0,56900.0,457261.0,13.88,24094,-46619,12116
2007-03-02,56800.0,56700.0,434655.0,13.83,17284,-17843,2755
2007-03-05,56300.0,55800.0,656956.0,13.61,11651,72209,-90937
2007-03-06,56100.0,56500.0,557704.0,13.78,9808,-79443,64981
2007-03-07,56500.0,56400.0,399565.0,13.76,30369,-59533,21214
2007-03-08,55900.0,56500.0,384703.0,13.78,5297,-2001,-7852
2007-03-09,56600.0,56000.0,316453.0,13.66,23815,-125672,101744
2007-03-12,55700.0,56000.0,259558.0,13.66,-4318,-84761,100211
2007-03-13,55700.0,56100.0,425824.0,13.68,9381,-49835,36860
2007-03-14,56000.0,56000.0,303745.0,13.66,7629,15274,-31368
2007-03-15,56100.0,56500.0,533828.0,13.78,-37872,188926,-167274
2007-03-16,56500.0,57200.0,665021.0,13.95,-47975,16790,27376
2007-03-19,56800.0,57600.0,465327.0,14.05,-59851,126609,-75020
2007-03-20,58200.0,58000.0,391444.0,14.15,-49157,26897,-80377
2007-03-21,58100.0,58400.0,397336.0,14.24,-65242,108357,-132495
2007-03-22,58000.0,59100.0,1064673.0,14.41,-207042,272133,-515919
2007-03-23,59400.0,60900.0,566943.0,14.85,-148892,116621,18328
2007-03-26,60200.0,61200.0,579541.0,14.93,-49367,206222,-158537
2007-03-27,60600.0,60600.0,227047.0,14.78,-13546,92972,-99459
2007-03-28,60700.0,60500.0,491540.0,14.76,-42674,-3676,16315
2007-03-29,60000.0,60500.0,589059.0,14.76,-3161,100420,-106566
2007-03-30,60000.0,61500.0,527546.0,15.0,-43047,107533,-62177
2007-04-02,61000.0,61600.0,517500.0,15.02,-21391,59313,-28073
2007-04-03,62000.0,61400.0,394765.0,14.98,-1742,21683,-15686
2007-04-04,61400.0,61600.0,369471.0,15.02,-12398,-15604,14834
2007-04-05,61100.0,61500.0,265205.0,15.0,-14716,24445,-16730
2007-04-06,61700.0,61500.0,176586.0,15.0,-11406,-30789,42162
2007-04-09,61400.0,60400.0,357352.0,14.73,43495,-175674,154028
2007-04-10,60100.0,60400.0,403958.0,14.73,5198,-124519,158354
2007-04-11,61000.0,61300.0,731361.0,14.95,-23925,229434,-199532
2007-04-12,61300.0,63600.0,959336.0,15.51,-70859,282746,-248010
2007-04-13,63600.0,62500.0,285423.0,15.24,23799,-5429,-26591
2007-04-16,63100.0,64800.0,656087.0,15.8,-74758,-22402,94926
2007-04-17,64100.0,65100.0,472744.0,15.88,-21377,-1376,26253
2007-04-18,65000.0,65400.0,519182.0,15.95,-23623,70271,-51128
2007-04-19,65000.0,64400.0,675956.0,15.71,-15672,-40419,65151
2007-04-20,65500.0,65100.0,490618.0,15.88,-13526,6753,218
2007-04-23,65500.0,66000.0,737432.0,16.1,-5077,2897,-28805
2007-04-24,65100.0,66000.0,432508.0,16.1,-28001,-35240,67216
2007-04-25,65300.0,67100.0,681807.0,16.37,-16280,49444,-68963
2007-04-26,67100.0,67400.0,473482.0,16.44,2323,-12595,22000
2007-04-27,66400.0,68000.0,418726.0,16.59,7315,-142628,150082
2007-04-30,67000.0,67100.0,331717.0,16.37,39420,13271,-5454
2007-05-02,67100.0,66600.0,337998.0,16.24,11194,-88666,-20858
2007-05-03,67100.0,66400.0,434541.0,16.2,8369,-26559,-22383
2007-05-04,66500.0,65900.0,557653.0,16.07,9551,-53599,-53778
2007-05-07,65500.0,65200.0,580659.0,15.9,68558,-329771,160330
2007-05-08,65200.0,65000.0,899359.0,15.85,55069,-68091,36038
2007-05-09,65500.0,66700.0,681038.0,16.27,-29237,-44593,149009
2007-05-10,67400.0,68000.0,969302.0,16.59,-75609,-192650,288156
2007-05-11,68000.0,68300.0,537069.0,16.66,-12248,-19009,8395
2007-05-14,68000.0,69200.0,659109.0,16.88,-25552,-155573,126080
2007-05-15,69200.0,68000.0,489331.0,16.59,2808,13258,-118434
2007-05-16,68500.0,68500.0,270310.0,16.71,-1833,-60470,30237
2007-05-17,68900.0,68200.0,298355.0,16.63,18330,-49335,-62374
2007-05-18,67700.0,66900.0,475587.0,16.32,72857,34505,-200313
2007-05-21,67400.0,67000.0,413654.0,16.34,7020,79307,-190228
2007-05-22,66500.0,66700.0,305879.0,16.27,50943,-83941,27380
2007-05-23,67500.0,68500.0,439901.0,16.71,-33849,-54135,18254
2007-05-25,69300.0,68900.0,242052.0,16.8,-12421,-5977,-9387
2007-05-28,68900.0,69300.0,237745.0,16.9,1709,-23388,-28468
2007-05-29,68900.0,69900.0,287929.0,17.05,-38201,-14955,5415
2007-05-30,69500.0,68200.0,558169.0,16.63,72093,-14061,-153515
2007-05-31,69000.0,68000.0,394479.0,16.59,1891,-88380,45524
2007-06-01,67800.0,66900.0,680402.0,16.32,183690,-219793,-45681
2007-06-04,66900.0,66500.0,498624.0,16.22,15158,-116332,3463
2007-06-05,66500.0,67800.0,470377.0,16.54,-4558,-10672,-41295
2007-06-07,67900.0,69000.0,647846.0,16.83,-137075,123863,10512
2007-06-08,68500.0,69000.0,380025.0,16.83,-27877,23492,-18383
2007-06-11,68900.0,68400.0,369320.0,16.68,930,-15638,-98638
2007-06-12,68000.0,68600.0,285790.0,16.73,-49775,-1873,-45876
2007-06-13,69400.0,68700.0,301806.0,16.76,-13845,-3602,-65809
2007-06-14,69200.0,70400.0,746429.0,17.17,-49409,148480,-134118
2007-06-15,69600.0,70000.0,514419.0,17.07,7387,12036,-98729
2007-06-18,70300.0,69200.0,489425.0,16.88,85304,-125256,-36738
2007-06-19,69200.0,68300.0,724740.0,16.66,198171,-145630,-186800
2007-06-20,67500.0,66900.0,742755.0,16.32,150524,-128420,-198797
2007-06-21,66000.0,65400.0,1410173.0,15.95,361490,-17977,-633912
2007-06-22,65100.0,63700.0,1520853.0,15.54,177679,-176598,-148063
2007-06-25,63200.0,65100.0,941654.0,15.88,-173711,-60493,-64134
2007-06-26,65500.0,66800.0,893108.0,16.29,-183618,-131390,19764
2007-06-27,66800.0,66200.0,495577.0,16.15,-41390,-100197,-83192
2007-06-28,66200.0,65100.0,620476.0,15.88,69106,-52886,9230
2007-06-29,65900.0,65000.0,581117.0,15.85,16279,99150,-188407
2007-07-02,65600.0,67300.0,625174.0,16.41,-92128,121985,-37904
2007-07-03,67300.0,68500.0,3695202.0,16.71,-70255,-7581,88987
2007-07-04,69000.0,69000.0,1675069.0,16.83,-8719,427286,-526630
2007-07-05,68400.0,70900.0,1358070.0,17.29,-186421,623892,-539627
2007-07-06,70500.0,70500.0,1218030.0,17.2,-47676,481249,-537042
2007-07-09,70300.0,71000.0,528675.0,17.32,50010,157410,-236953
2007-07-10,70600.0,69100.0,495440.0,16.85,122203,89853,-208646
2007-07-11,69000.0,68100.0,540574.0,16.61,47725,190640,-256549
2007-07-12,69000.0,68500.0,396493.0,16.71,40631,6051,-41360
2007-07-13,69000.0,70200.0,926231.0,17.12,19269,235065,-283323
2007-07-16,70600.0,71300.0,598202.0,17.39,-50292,194251,-229326
2007-07-18,73000.0,71000.0,974169.0,17.32,144052,227050,-536555
2007-07-19,71800.0,72300.0,426844.0,17.63,-15364,139524,-162025
2007-07-20,72400.0,72400.0,452319.0,17.66,56858,-16862,-93406
2007-07-23,72100.0,71500.0,454881.0,17.44,107777,43220,-136424
2007-07-24,71600.0,70800.0,553157.0,17.27,106530,-57870,-59478
2007-07-25,70000.0,70700.0,910948.0,17.24,77107,131557,-215634
2007-07-26,71700.0,72200.0,776316.0,17.61,-142029,173017,-74721
2007-07-27,70000.0,69200.0,695554.0,16.88,122064,15629,-184994
2007-07-30,69700.0,68900.0,597027.0,16.8,80515,148402,-241332
2007-07-31,69000.0,69100.0,585286.0,16.85,85337,-33045,-50913
2007-08-01,68900.0,67000.0,809162.0,16.34,117483,-13589,-109118
2007-08-02,67000.0,67000.0,688589.0,16.34,3833,122687,-138838
2007-08-03,67500.0,67500.0,399256.0,16.46,11658,-44632,63530
