Symbol,한화테크윈_시가(원),한화테크윈_종가(원),한화테크윈_거래량(주),한화테크윈_PER(IFRS-연결),한화테크윈_순매수수량(개인)(주),한화테크윈_순매수수량(기관계)(주),한화테크윈_순매수수량(외국인계)(주)
2005-05-25,8880.0,8650.0,493780.0,28.71,95730,-115830,850
2005-05-26,8660.0,9100.0,1208090.0,30.21,-535850,342400,185790
2005-05-27,9220.0,9240.0,897663.0,30.67,-164580,74000,20870
2005-05-30,9210.0,9230.0,476532.0,30.64,36450,-37860,5000
2005-05-31,9200.0,9270.0,404153.0,30.77,-91440,65080,1390
2005-06-01,9160.0,9210.0,401128.0,30.57,22120,-52290,31750
2005-06-02,9270.0,9320.0,535400.0,30.94,-142780,69350,74830
2005-06-03,9350.0,9540.0,808620.0,31.67,-234910,166340,59620
2005-06-07,9420.0,9520.0,509170.0,31.6,-184990,75970,118940
2005-06-08,9510.0,9540.0,580076.0,31.67,-107270,61770,43040
2005-06-09,9470.0,9780.0,687830.0,32.47,-234180,176460,68010
2005-06-10,9750.0,9830.0,607021.0,32.63,-147250,117790,40960
2005-06-13,9870.0,9740.0,562751.0,32.33,-47870,5880,27560
2005-06-14,9700.0,9320.0,1010233.0,30.94,-99086,114810,-1480
2005-06-15,9380.0,9900.0,1359354.0,32.86,-531919,150299,327710
2005-06-16,9990.0,9870.0,734689.0,32.76,-82480,88710,3160
2005-06-17,9870.0,9870.0,468542.0,32.76,-58708,61118,1590
2005-06-20,9870.0,9650.0,436000.0,32.03,16048,-25398,-3040
2005-06-21,9570.0,9500.0,435622.0,31.54,-26460,23160,160
2005-06-22,9410.0,9540.0,530899.0,31.67,-10106,33476,-26990
2005-06-23,9480.0,9780.0,701443.0,32.47,-61090,74660,-14130
2005-06-24,9600.0,9520.0,479971.0,31.6,68134,-64784,-2840
2005-06-27,9350.0,9260.0,593240.0,30.74,21570,-27120,0
2005-06-28,9200.0,9430.0,507800.0,31.3,-181029,171389,230
2005-06-29,9600.0,9820.0,1340558.0,32.6,-421408,249048,32610
2005-06-30,9960.0,10000.0,1201943.0,33.2,-215227,157717,60130
2005-07-01,9950.0,10400.0,1641953.0,34.52,-502639,356219,147500
2005-07-04,10600.0,10850.0,1676013.0,36.02,-484171,295611,197430
2005-07-05,10950.0,10650.0,986372.0,35.35,20633,127187,-160590
2005-07-06,10800.0,10950.0,1421400.0,36.35,-573568,516158,-3910
2005-07-07,10700.0,11250.0,1388731.0,37.34,-540900,455340,76370
2005-07-08,11250.0,11000.0,809270.0,36.52,-208447,162467,30000
2005-07-11,11250.0,11100.0,947761.0,36.85,-209633,150103,-60
2005-07-12,11200.0,10850.0,1771350.0,36.02,-117977,241407,-246020
2005-07-13,10750.0,10900.0,702300.0,36.18,-234770,180591,55970
2005-07-14,11050.0,10950.0,953870.0,36.35,-51365,-34565,45360
2005-07-15,11000.0,10750.0,687775.0,35.69,21275,-27225,0
2005-07-18,10750.0,10750.0,736774.0,35.69,-72850,52340,7070
2005-07-19,10700.0,11150.0,1434725.0,37.01,-20305,15786,13550
2005-07-20,11200.0,11300.0,1960211.0,37.51,-85921,105721,129820
2005-07-21,11600.0,11150.0,1075995.0,37.01,226001,-74301,-33570
2005-07-22,10900.0,11150.0,1313026.0,37.01,27709,-66759,44300
2005-07-25,11400.0,11850.0,2100006.0,39.34,1495,5885,29280
2005-07-26,11950.0,11800.0,1170160.0,39.17,-21040,3000,54250
2005-07-27,11900.0,11800.0,1119488.0,39.17,-71980,48520,13200
2005-07-28,11900.0,11850.0,1446752.0,39.34,152560,-119880,1000
2005-07-29,11850.0,11550.0,1031268.0,38.34,16930,-140720,104810
2005-08-01,11550.0,11600.0,922219.0,38.51,140100,-126120,-6140
2005-08-02,11550.0,11200.0,1177125.0,37.18,49540,-17000,2560
2005-08-03,11400.0,11700.0,2947218.0,38.84,-427531,202661,379980
2005-08-04,12000.0,11850.0,3526340.0,39.34,-370170,-104500,494330
2005-08-05,11700.0,11550.0,1605613.0,38.34,-204030,-4950,200790
2005-08-08,11350.0,11650.0,1157762.0,38.67,-204060,36540,168430
2005-08-09,11750.0,12750.0,3331703.0,42.33,-713080,61490,673510
2005-08-10,12850.0,13150.0,2401587.0,43.65,114724,-247169,219620
2005-08-11,13050.0,13200.0,2197509.0,43.82,131953,-177273,20330
2005-08-12,13300.0,13500.0,2130731.0,44.81,-139770,137870,-910
2005-08-16,13650.0,13500.0,1764022.0,44.81,-52295,-165455,242520
2005-08-17,13200.0,13200.0,1594615.0,43.82,93750,-98610,42150
2005-08-18,13300.0,12650.0,1967468.0,41.99,353310,-240680,-59270
2005-08-19,12650.0,12850.0,1524115.0,42.66,58630,-64270,17280
2005-08-22,12750.0,13300.0,1598467.0,44.15,-28890,107250,-99970
2005-08-23,13350.0,13550.0,1800098.0,44.98,17570,-129950,114970
2005-08-24,13550.0,13650.0,1273752.0,45.31,164151,-167141,-22440
2005-08-25,13600.0,13550.0,1375010.0,44.98,105550,-52160,-93200
2005-08-26,13450.0,13800.0,1779777.0,45.81,-397364,400654,-8450
2005-08-29,13450.0,13150.0,1975525.0,43.65,-337910,276470,53150
2005-08-30,13550.0,13350.0,1102831.0,44.32,-510,-20660,1880
2005-08-31,13050.0,13150.0,1097322.0,43.65,142670,-149630,5960
2005-09-01,13500.0,14200.0,2880913.0,47.14,-607570,563730,-72890
2005-09-02,14200.0,14250.0,1171451.0,47.3,29960,14390,200
2005-09-05,14200.0,14100.0,1168600.0,46.81,-143500,77890,18840
2005-09-06,14200.0,12700.0,9258393.0,42.16,835260,-962140,173940
2005-09-07,13000.0,12700.0,7991677.0,42.16,2012583,-1075003,-652300
2005-09-08,12850.0,12150.0,7315655.0,40.33,1687475,-546225,-1048830
2005-09-09,12150.0,12550.0,4130042.0,41.66,-188816,221556,-51980
2005-09-12,12500.0,12500.0,3833481.0,41.49,22242,-45472,21690
2005-09-13,12500.0,12550.0,4746770.0,41.66,325053,-173353,-130940
2005-09-14,12600.0,12750.0,2441076.0,42.33,-170629,62729,150700
2005-09-15,12850.0,13050.0,4298147.0,43.32,-404857,272237,133980
2005-09-16,13250.0,13150.0,1949028.0,43.65,-129747,90277,8840
2005-09-20,13300.0,13050.0,1808799.0,43.32,-130465,141935,-17050
2005-09-21,13000.0,12750.0,1689315.0,42.33,-18310,-41040,33630
2005-09-22,12600.0,12750.0,1377173.0,42.33,190301,-17271,-133230
2005-09-23,12800.0,12500.0,1929273.0,41.49,154220,-76070,-89560
2005-09-26,12500.0,12950.0,1757884.0,42.99,-497430,429180,70440
2005-09-27,13050.0,13050.0,1745677.0,43.32,-365371,377931,2190
2005-09-28,13300.0,13400.0,2641977.0,44.48,-319860,339910,-39770
2005-09-29,13500.0,13400.0,1430195.0,44.48,-83690,32390,47810
2005-09-30,13550.0,13550.0,2242774.0,44.98,-323369,273659,42840
2005-10-04,13900.0,13800.0,1629256.0,45.81,-76270,74310,5410
2005-10-05,13800.0,13850.0,1810260.0,45.98,-289530,276180,1240
2005-10-06,13850.0,13950.0,1935656.0,46.31,-28125,100119,-64850
2005-10-07,14000.0,13950.0,1744644.0,46.31,-128890,149140,21090
2005-10-10,14150.0,14100.0,1613592.0,46.81,-169713,327173,-211850
2005-10-11,14100.0,14850.0,2746961.0,49.3,-245575,350685,-94210
2005-10-12,15000.0,14600.0,3556853.0,48.47,-714679,828079,-125610
2005-10-13,14800.0,15050.0,2786724.0,49.96,171850,87580,-327130
2005-10-14,15100.0,14400.0,2528087.0,47.8,-75942,199142,-223190
2005-10-17,14600.0,14450.0,1451615.0,47.97,-305550,120090,130940
2005-10-18,14600.0,15000.0,2199652.0,49.8,-514840,497970,-98160
2005-10-19,14850.0,14300.0,1924730.0,47.47,31890,-11630,-205430
2005-10-20,14500.0,14200.0,1291184.0,47.14,-384293,314553,20470
2005-10-21,14000.0,14600.0,1261542.0,48.47,-209917,82357,9770
2005-10-24,14800.0,15700.0,3150337.0,52.12,-174400,112390,-9600
2005-10-25,15900.0,15500.0,2744164.0,51.45,-129642,237262,-126080
2005-10-26,15650.0,15550.0,1527949.0,51.62,-106792,146732,-38560
2005-10-27,15550.0,15700.0,2364875.0,52.12,-317340,32170,233900
2005-10-28,15450.0,14950.0,1628127.0,49.63,236193,-293383,-35490
2005-10-31,15250.0,15150.0,1035690.0,50.29,590,-1200,-5530
2005-11-01,15150.0,15450.0,1274313.0,51.29,-109719,82829,9500
2005-11-02,15500.0,15600.0,1099280.0,51.79,7086,107624,-135610
2005-11-03,15800.0,15600.0,957788.0,51.79,-134131,111791,20090
2005-11-04,15700.0,16150.0,2004116.0,53.61,-398568,289608,114560
2005-11-07,16350.0,16450.0,1409049.0,54.61,-53328,58928,13770
2005-11-08,16500.0,16600.0,1041710.0,55.11,-265240,118160,171980
2005-11-09,16600.0,16450.0,842553.0,54.61,-28820,81540,-56160
2005-11-10,16350.0,16700.0,1291170.0,55.44,-162784,65484,-129090
2005-11-11,16950.0,17200.0,1677323.0,57.1,-772312,663548,79961
2005-11-14,17300.0,17200.0,1485654.0,57.1,-81293,-237867,211360
2005-11-15,17200.0,17050.0,1017436.0,56.6,63331,-176361,490
2005-11-16,16900.0,17300.0,1175935.0,57.43,-63945,-65875,4500
2005-11-17,17250.0,17600.0,1074107.0,58.43,-192830,80330,85610
2005-11-18,17800.0,17700.0,952400.0,58.76,-188220,-56560,-4420
2005-11-21,17500.0,17550.0,662062.0,58.26,-45070,740,44680
2005-11-22,17500.0,16900.0,977006.0,56.1,5848,-7068,-3520
2005-11-23,17200.0,17750.0,1250585.0,58.92,-262592,116172,183960
2005-11-24,17900.0,18050.0,1118979.0,59.92,-62360,69980,10510
2005-11-25,18100.0,18150.0,788148.0,60.25,32648,18072,-75330
2005-11-28,18050.0,17700.0,699195.0,58.76,34145,65155,-83650
2005-11-29,17400.0,17400.0,852397.0,57.76,35998,-77578,20370
2005-11-30,17200.0,17850.0,763690.0,59.25,-157280,75330,69400
2005-12-01,17550.0,17500.0,828119.0,58.09,183244,-132704,-92320
2005-12-02,17850.0,17450.0,1339188.0,57.93,119629,-283249,204750
2005-12-05,17400.0,18000.0,1304659.0,59.75,-215778,22108,85190
2005-12-06,18050.0,18700.0,1665807.0,62.08,-561900,257140,192400
2005-12-07,18700.0,18250.0,945984.0,60.58,-71065,54005,-4620
2005-12-08,18250.0,18550.0,824882.0,61.58,-100729,106959,9590
2005-12-09,18500.0,18950.0,1186239.0,62.91,-469577,298467,123250
2005-12-12,18950.0,18900.0,610356.0,62.74,-32126,32376,5780
2005-12-13,18850.0,19100.0,720920.0,63.4,-20913,68943,-25070
2005-12-14,19100.0,18800.0,1169935.0,62.41,217780,-133070,-69860
2005-12-15,18800.0,18550.0,804068.0,61.58,240612,-117382,-3010
2005-12-16,18150.0,18300.0,871525.0,60.75,107122,-62387,-7855
2005-12-19,18000.0,18350.0,830343.0,60.91,82535,-94225,3840
2005-12-20,18200.0,18300.0,850140.0,60.75,17590,30920,400
2005-12-21,18450.0,18900.0,1019828.0,62.74,88940,-126350,40280
2005-12-22,19050.0,18350.0,1251065.0,60.91,109099,-91049,-39180
2005-12-23,18350.0,18150.0,1151716.0,60.25,32498,7692,-12260
2005-12-26,17950.0,17550.0,1064379.0,58.26,195830,-224080,38810
2005-12-27,17450.0,17500.0,1077251.0,58.09,-30159,35739,1300
2005-12-28,17150.0,17900.0,777153.0,59.42,-108190,75886,-7090
2005-12-29,18000.0,18050.0,712709.0,59.92,-2512,15882,7130
2006-01-02,18400.0,18850.0,1247925.0,17.96,-99558,51068,21110
2006-01-03,18900.0,20000.0,2761107.0,19.06,-588898,336688,-21530
2006-01-04,20350.0,19500.0,1211018.0,18.58,-207377,161227,-20210
2006-01-05,19600.0,19000.0,1231791.0,18.1,97213,-213523,4940
2006-01-06,18850.0,19900.0,1310885.0,18.96,-173825,63140,129140
2006-01-09,20600.0,20750.0,1651403.0,19.77,-406703,26313,339020
2006-01-10,21100.0,20600.0,1702742.0,19.63,75851,-98816,-21990
2006-01-11,20800.0,21300.0,1393353.0,20.3,-236392,120642,57660
2006-01-12,21500.0,21800.0,1061976.0,20.77,-78405,5425,12920
2006-01-13,21800.0,22800.0,1489575.0,21.72,-324423,107936,120320
2006-01-16,23000.0,23750.0,1906983.0,22.63,-137584,40994,91650
2006-01-17,24300.0,23850.0,1957278.0,22.72,29292,-6382,-7650
2006-01-18,23750.0,22900.0,2266766.0,21.82,75251,-212541,105440
2006-01-19,23300.0,22700.0,1301761.0,21.63,-38639,49269,-6730
2006-01-20,22600.0,21000.0,1395783.0,20.01,-82430,18490,54570
2006-01-23,20200.0,20100.0,1927051.0,19.15,-457007,336197,34360
2006-01-24,20550.0,21750.0,2072167.0,20.72,-4108,-181022,186420
2006-01-25,22150.0,22300.0,1801301.0,21.25,79547,-140717,46610
2006-01-26,22300.0,22600.0,941781.0,21.53,52043,19367,14610
2006-01-27,23200.0,22650.0,765173.0,21.58,5019,-6789,-6690
2006-01-31,22650.0,23000.0,1012808.0,21.91,84560,-31890,-1580
2006-02-01,22850.0,22100.0,1221449.0,21.06,21413,-58223,46990
2006-02-02,22500.0,22200.0,1126267.0,21.15,-49156,-146594,237030
2006-02-03,21600.0,21950.0,1503009.0,20.91,159619,-341289,216080
2006-02-06,21500.0,21500.0,878330.0,20.49,133538,-130138,4260
2006-02-07,21500.0,21500.0,809558.0,20.49,-6703,-14417,46980
2006-02-08,21500.0,21550.0,1165420.0,20.53,-145320,-78480,174810
2006-02-09,22150.0,23100.0,1504576.0,22.01,-241261,223791,36560
2006-02-10,23400.0,23750.0,1758287.0,22.63,-129529,-171801,287210
2006-02-13,24100.0,23350.0,693101.0,22.25,12509,-22669,20500
2006-02-14,23200.0,24050.0,1006469.0,22.92,-10020,27430,-19730
2006-02-15,24350.0,23000.0,1259725.0,21.91,164421,-39961,-145980
2006-02-16,23000.0,23000.0,1077156.0,21.91,-13997,-421813,432780
2006-02-17,23500.0,24300.0,1140825.0,23.15,-382549,81939,212050
2006-02-20,24400.0,25200.0,1301946.0,24.01,-368616,50746,277170
2006-02-21,25300.0,25400.0,713048.0,24.2,-5585,11905,-2520
2006-02-22,25150.0,24950.0,801611.0,23.77,99401,-194721,120770
2006-02-23,25400.0,25800.0,855253.0,24.58,-116117,-3483,132180
2006-02-24,25850.0,26150.0,1547145.0,24.92,-216034,-226076,482480
2006-02-27,26350.0,26450.0,881870.0,25.2,212660,-247220,108740
2006-02-28,26450.0,26900.0,567284.0,25.63,-22779,-14181,44880
2006-03-02,26900.0,26550.0,867953.0,25.3,155970,-188290,77450
2006-03-03,26400.0,25400.0,1315030.0,24.2,255344,-190034,45790
2006-03-06,25450.0,25200.0,1383551.0,24.01,371137,-107557,-160000
2006-03-07,24900.0,24700.0,1475811.0,23.53,217304,-247964,90200
2006-03-08,24500.0,24950.0,1202980.0,23.77,324827,-366577,85930
2006-03-09,25000.0,25000.0,1164830.0,23.82,131135,-215225,91790
2006-03-10,25600.0,26000.0,1004932.0,24.77,-106784,74624,22150
2006-03-13,26400.0,26000.0,538303.0,24.77,-41330,50280,-11200
2006-03-14,26250.0,25700.0,630802.0,24.49,78961,5959,-70230
2006-03-15,26200.0,25950.0,468704.0,24.73,-42917,42727,-13310
2006-03-16,26200.0,27000.0,1662283.0,25.73,-627920,295490,272070
2006-03-17,27250.0,27200.0,648645.0,25.92,-57910,-380,47720
2006-03-20,27300.0,26800.0,774480.0,25.54,-60525,164915,-94480
2006-03-21,27050.0,27550.0,749998.0,26.25,-71329,3259,31830
2006-03-22,27450.0,26700.0,1041467.0,25.44,173330,-85150,-102840
2006-03-23,27050.0,26200.0,1093042.0,24.96,138586,77094,-221460
2006-03-24,25900.0,26450.0,847314.0,25.2,-51516,57566,-23310
2006-03-27,26500.0,26500.0,728857.0,25.25,-52632,60142,-10500
2006-03-28,26300.0,26150.0,499429.0,24.92,-7761,44431,-3510
2006-03-29,25600.0,26650.0,577136.0,25.39,-79145,31575,23320
2006-03-30,26700.0,26650.0,556992.0,25.39,-34902,59482,-1640
2006-03-31,26650.0,26950.0,851593.0,25.68,58147,65403,-48960
2006-04-03,27100.0,27200.0,883073.0,25.92,133889,-116339,-17680
2006-04-04,27500.0,28200.0,1630620.0,26.87,-318007,-8741,318170
2006-04-05,28600.0,28950.0,1384072.0,27.58,-502928,27490,474800
2006-04-06,29050.0,28700.0,697436.0,27.35,-26820,24190,1950
2006-04-07,28900.0,29700.0,1091463.0,28.3,-190039,-29771,245410
2006-04-10,29050.0,29850.0,803799.0,28.44,-58272,2352,86230
2006-04-11,30000.0,30400.0,1037320.0,28.97,-133648,6548,66060
2006-04-12,30300.0,30500.0,1226448.0,29.06,-126819,-80191,190040
2006-04-13,30950.0,31100.0,639835.0,29.63,-48291,53661,-450
2006-04-14,31450.0,30250.0,2125848.0,28.82,-67851,-38969,131600
2006-04-17,30900.0,30800.0,983283.0,29.35,82466,-101216,56070
2006-04-18,30800.0,31700.0,1348099.0,30.2,-265654,7754,268290
2006-04-19,32000.0,31700.0,946401.0,30.2,-12707,-46393,77780
2006-04-20,31700.0,31900.0,924392.0,30.39,131691,-172031,154690
2006-04-21,31900.0,31900.0,995331.0,30.39,154672,-245602,158450
2006-04-24,31900.0,31450.0,832107.0,29.97,118928,-140218,124070
2006-04-25,31100.0,30950.0,868855.0,29.49,82810,-103160,33730
2006-04-26,30850.0,31200.0,666327.0,29.73,-74899,81699,-5790
2006-04-27,31450.0,32250.0,867499.0,30.73,-216969,23529,201710
2006-04-28,32250.0,31500.0,635490.0,30.01,42722,-68652,32630
2006-05-02,31800.0,33600.0,1109182.0,32.01,-254866,63036,233540
2006-05-03,33900.0,33350.0,949282.0,31.78,139131,-129481,2800
2006-05-04,33500.0,32200.0,1908620.0,30.68,1011303,-840453,-21790
2006-05-08,32450.0,30150.0,3843666.0,28.73,1363595,-612348,-603867
2006-05-09,29850.0,30400.0,2164810.0,28.97,57601,-191081,142750
2006-05-10,30400.0,29500.0,1177338.0,28.11,39826,-141716,93060
2006-05-11,29200.0,30200.0,1076703.0,28.78,-55275,-8655,31510
2006-05-12,29750.0,31000.0,1355004.0,29.54,-75375,-151322,192750
2006-05-15,30800.0,30950.0,1001317.0,29.49,-171035,-185,139920
2006-05-16,31450.0,30000.0,1035713.0,28.58,-139935,75375,65740
2006-05-17,30050.0,30450.0,868461.0,29.01,-166637,81347,82880
2006-05-18,29000.0,29200.0,921785.0,27.82,35843,45257,-31900
2006-05-19,28900.0,29000.0,1185537.0,27.63,98340,-40170,-98840
2006-05-22,29050.0,28400.0,918282.0,27.06,-94950,-20949,142390
2006-05-23,28000.0,27550.0,1304520.0,26.25,-148520,211220,-98700
2006-05-24,27350.0,27800.0,801830.0,26.49,-129246,107776,20000
2006-05-25,28150.0,26900.0,675624.0,25.63,-40056,12096,18210
2006-05-26,27500.0,28300.0,859733.0,26.96,-126375,204695,-82510
2006-05-29,28600.0,29150.0,852510.0,27.77,-291905,89965,150970
2006-05-30,29500.0,30000.0,1123406.0,28.58,-375562,-110137,479269
2006-06-01,29600.0,29650.0,781764.0,28.25,-165479,-45021,226120
2006-06-02,30000.0,27550.0,2842005.0,26.25,-462881,535501,-38550
2006-06-05,27850.0,26650.0,710117.0,25.39,35683,-17403,18400
2006-06-07,25700.0,25250.0,1555122.0,24.06,-262504,269284,-155500
2006-06-08,24700.0,23950.0,1462884.0,22.82,49012,170278,-268400
2006-06-09,24450.0,25350.0,1123669.0,24.15,-195153,211233,-30490
2006-06-12,24850.0,25600.0,949264.0,24.39,-116640,45410,12970
2006-06-13,25000.0,24300.0,545344.0,23.15,-8164,-11973,-7393
2006-06-14,24000.0,25000.0,609721.0,23.82,-115369,26185,28674
2006-06-15,25550.0,24700.0,618100.0,23.53,197164,-36594,-157070
2006-06-16,25450.0,25000.0,718320.0,23.82,12352,-36372,26690
2006-06-19,24700.0,24200.0,719938.0,23.06,192872,1518,-183470
2006-06-20,23700.0,22300.0,1172370.0,21.25,244915,-90415,-162000
2006-06-21,22850.0,22900.0,979974.0,21.82,-126040,223440,-63210
2006-06-22,23450.0,22900.0,817867.0,21.82,-81748,189648,-104470
2006-06-23,22450.0,22900.0,560202.0,21.82,-51279,-68270,114320
2006-06-26,22800.0,23950.0,652425.0,22.82,-205455,123784,76400
2006-06-27,24400.0,25000.0,868794.0,23.82,-281225,102161,181120
2006-06-28,24500.0,24450.0,597832.0,23.3,76932,24478,-111280
2006-06-29,24800.0,25050.0,409749.0,23.87,-100075,78565,15810
2006-06-30,25950.0,26050.0,755733.0,24.82,-35953,45218,-33313
2006-07-03,25950.0,26400.0,432864.0,25.15,91360,-58920,-29100
2006-07-04,26950.0,26600.0,506983.0,25.34,12770,-14620,-1500
2006-07-05,26000.0,27200.0,1373318.0,25.92,-177096,77116,92400
2006-07-06,27700.0,27500.0,662908.0,26.2,129140,-95310,-24060
2006-07-07,27700.0,27400.0,514996.0,26.11,-14320,3610,19290
2006-07-10,27050.0,28950.0,799702.0,27.58,-340906,258906,37440
2006-07-11,29100.0,29600.0,769301.0,28.2,-47710,-82380,131850
2006-07-12,29750.0,29800.0,676235.0,28.39,13367,-12117,-19940
2006-07-13,29500.0,30300.0,1116067.0,28.87,-178592,160672,21210
2006-07-14,29800.0,30300.0,1125599.0,28.87,-44185,10265,-59360
2006-07-18,29800.0,28500.0,765586.0,27.16,-79041,138191,-54650
2006-07-19,28550.0,28800.0,723626.0,27.44,-81260,7480,69920
2006-07-20,30300.0,29400.0,793635.0,28.01,170320,-84860,-44390
2006-07-21,28900.0,29150.0,311764.0,27.77,-19491,-23149,42540
2006-07-24,28850.0,29550.0,485396.0,28.16,-14240,36070,-28310
2006-07-25,30200.0,30000.0,626268.0,28.58,-229735,-42615,259850
2006-07-26,30100.0,30000.0,505966.0,28.58,35301,-149081,123620
2006-07-27,30300.0,30550.0,571316.0,29.11,-105850,-6020,132480
2006-07-28,30400.0,30800.0,364879.0,29.35,-38584,14914,14550
2006-07-31,31400.0,31750.0,593001.0,30.25,-127357,-27123,147770
2006-08-01,31750.0,31700.0,704428.0,30.2,-70645,18775,47280
2006-08-02,31500.0,31650.0,731987.0,30.16,173900,10110,-189690
2006-08-03,31800.0,31100.0,608627.0,29.63,169952,-48952,-102680
2006-08-04,30950.0,30950.0,607418.0,29.49,54119,21831,-92780
2006-08-07,30950.0,30500.0,455148.0,29.06,46561,-60200,11840
2006-08-08,30350.0,30500.0,773889.0,29.06,226100,159870,-377090
2006-08-09,30500.0,30200.0,722156.0,28.78,128605,46655,-180680
2006-08-10,29800.0,30050.0,800056.0,28.63,-31194,124394,-104750
2006-08-11,30200.0,30650.0,757465.0,29.2,-23111,203801,-194540
2006-08-14,30800.0,30800.0,458316.0,29.35,-118387,204287,-79420
2006-08-16,31200.0,30800.0,372175.0,29.35,-86875,94305,-18740
2006-08-17,31100.0,31900.0,749150.0,30.39,-400706,281926,95510
2006-08-18,32200.0,32250.0,857726.0,30.73,-374620,360470,-30430
2006-08-21,32250.0,32200.0,440887.0,30.68,-113751,111591,-29160
2006-08-22,32000.0,32500.0,317766.0,30.97,-95346,79746,6650
2006-08-23,32200.0,31800.0,302205.0,30.3,44420,-37410,-2870
2006-08-24,31400.0,31150.0,358258.0,29.68,70030,-48810,-26260
2006-08-25,31200.0,31700.0,339541.0,30.2,-22315,35785,-15110
2006-08-28,32000.0,32500.0,682722.0,30.97,-267080,198350,57500
2006-08-29,32950.0,32900.0,713598.0,31.35,-259713,274073,-5300
2006-08-30,33050.0,33500.0,562269.0,31.92,-317670,220395,83710
2006-08-31,33850.0,33700.0,550402.0,32.11,-133163,140633,-6400
2006-09-01,33600.0,34050.0,455411.0,32.44,-171730,29000,149740
2006-09-04,34400.0,33600.0,357839.0,32.01,22975,-4705,-18220
2006-09-05,34000.0,34650.0,663552.0,33.02,-107156,57866,118920
2006-09-06,35000.0,35150.0,1030322.0,33.49,19145,3625,-9230
2006-09-07,35000.0,35650.0,598492.0,33.97,-2417,-112793,95270
2006-09-08,36000.0,36700.0,817686.0,34.97,-1266,-155494,177570
2006-09-11,37100.0,36650.0,677991.0,34.92,104559,-154989,75290
2006-09-12,36650.0,36000.0,737010.0,34.3,28497,-497,-46790
2006-09-13,36600.0,35950.0,519518.0,34.25,50491,15239,-68940
2006-09-14,35950.0,37100.0,730688.0,35.35,-42940,81280,-20170
2006-09-15,37050.0,39000.0,1575346.0,37.16,-42785,-506034,571979
2006-09-18,39400.0,38800.0,1241626.0,36.97,254129,-442225,211586
2006-09-19,38800.0,38800.0,790791.0,36.97,77309,-135888,73019
2006-09-20,38700.0,38700.0,799467.0,36.87,68670,-51540,-12730
2006-09-21,38700.0,37700.0,1013257.0,35.92,254141,-85511,-186980
2006-09-22,37100.0,37000.0,1065736.0,35.25,1955,115115,-116470
2006-09-25,36800.0,36300.0,1247179.0,34.59,-132701,210111,-62040
2006-09-26,36500.0,37100.0,697621.0,35.35,-134971,74611,47900
2006-09-27,37700.0,38300.0,714123.0,36.49,-86154,-63876,125430
2006-09-28,38100.0,38000.0,710022.0,36.21,-84305,156395,-73700
2006-09-29,38650.0,38800.0,682663.0,36.97,-46350,92200,-14950
2006-10-02,38600.0,38700.0,569958.0,36.87,-86633,-53337,138680
