Symbol,한화테크윈_시가(원),한화테크윈_종가(원),한화테크윈_거래량(주),한화테크윈_PER(IFRS-연결),한화테크윈_순매수수량(개인)(주),한화테크윈_순매수수량(기관계)(주),한화테크윈_순매수수량(외국인계)(주)
2013-09-06,67100.0,66700.0,221541.0,27.05,-22435,-5753,28022
2013-09-09,67000.0,66600.0,209662.0,27.0,34487,-44939,9890
2013-09-10,66900.0,67700.0,283874.0,27.45,-15607,-3975,22288
2013-09-11,68100.0,66900.0,406965.0,27.13,80912,-135331,68434
2013-09-12,67100.0,65800.0,348779.0,26.68,106561,-162900,56276
2013-09-13,65800.0,65300.0,197689.0,26.48,18186,-40537,20403
2013-09-16,65300.0,64900.0,213766.0,26.32,60561,-68720,14337
2013-09-17,64700.0,64500.0,207941.0,26.15,86585,-76916,-11281
2013-09-23,65600.0,65100.0,236717.0,26.4,19258,-64882,45324
2013-09-24,65000.0,64000.0,285537.0,25.95,107628,-54876,-52711
2013-09-25,63700.0,62900.0,459701.0,25.5,111656,-137228,26771
2013-09-26,62700.0,62500.0,229860.0,25.34,99415,-44037,-54222
2013-09-27,62500.0,62500.0,363480.0,25.34,124251,-112086,-1100
2013-09-30,62600.0,61000.0,344230.0,24.73,94876,-37414,-57777
2013-10-01,61100.0,61400.0,296205.0,24.9,91861,-91530,-1978
2013-10-02,61800.0,60500.0,448631.0,24.53,183696,-103086,-74535
2013-10-04,60500.0,60900.0,272340.0,24.69,30209,-14344,-16532
2013-10-07,60500.0,60000.0,201356.0,24.33,81451,-66088,-16596
2013-10-08,59500.0,60000.0,169551.0,24.33,20025,-43460,22945
2013-10-10,60100.0,60400.0,314191.0,24.49,101386,-89970,-8530
2013-10-11,61000.0,60100.0,324318.0,24.37,116127,-117911,-3095
2013-10-14,60100.0,59600.0,243420.0,24.17,57026,-51561,-3836
2013-10-15,59900.0,60000.0,196523.0,24.33,51485,-55343,2692
2013-10-16,60100.0,60000.0,247442.0,24.33,104196,-90405,15049
2013-10-17,60500.0,59400.0,224398.0,24.09,35459,-56527,21077
2013-10-18,59300.0,59900.0,192199.0,24.29,30081,-38423,5152
2013-10-21,59900.0,60100.0,111620.0,24.37,9960,-8183,-1739
2013-10-22,60100.0,60700.0,180051.0,24.61,963,-1434,-3148
2013-10-23,60700.0,60700.0,254954.0,24.61,44334,-81816,27562
2013-10-24,60600.0,60300.0,208037.0,24.45,65368,-8846,-60355
2013-10-25,60300.0,59900.0,147892.0,24.29,19372,-25431,7219
2013-10-28,59900.0,60100.0,143021.0,24.37,24826,-5854,-19051
2013-10-29,60000.0,59700.0,230301.0,24.21,32411,31557,-63812
2013-10-30,60100.0,58800.0,477703.0,23.84,188303,-7459,-174091
2013-10-31,58900.0,57900.0,350268.0,23.48,62308,-16165,-45812
2013-11-01,57700.0,57200.0,320045.0,23.19,80903,-15619,-67994
2013-11-04,57000.0,57100.0,209737.0,23.15,49283,3084,-55051
2013-11-05,57200.0,56700.0,185943.0,22.99,45392,6493,-53538
2013-11-06,56400.0,56300.0,290110.0,22.83,102222,11822,-116235
2013-11-07,56100.0,55900.0,155786.0,22.67,33536,-1115,-33889
2013-11-08,55500.0,55500.0,246951.0,22.5,73520,-16500,-53570
2013-11-11,55500.0,55300.0,142113.0,22.42,12408,19821,-32209
2013-11-12,55300.0,55100.0,185852.0,22.34,36289,6879,-43168
2013-11-13,55000.0,54600.0,234892.0,22.14,24559,12664,-37253
2013-11-14,54600.0,55000.0,192326.0,22.3,35886,-26128,-11286
2013-11-15,55200.0,54800.0,228992.0,22.22,59163,-16690,-41975
2013-11-18,54900.0,54300.0,271829.0,22.02,-5922,23785,-17728
2013-11-19,54100.0,54500.0,270149.0,22.1,-3310,13560,-7711
2013-11-20,54300.0,54200.0,185847.0,21.98,30151,13881,-44037
2013-11-21,54200.0,53900.0,172987.0,21.86,15863,803,-16317
2013-11-22,54000.0,54000.0,157222.0,21.9,-32099,38534,-11856
2013-11-25,54200.0,54700.0,173413.0,22.18,8323,-24037,14679
2013-11-26,54500.0,54600.0,202204.0,22.14,32080,518,-32198
2013-11-27,54900.0,54800.0,165683.0,22.22,40800,11849,-54225
2013-11-28,55200.0,56900.0,658520.0,23.07,48706,-17111,-35817
2013-11-29,57000.0,56700.0,200917.0,22.99,43861,-466,-49691
2013-12-02,56700.0,56400.0,168943.0,22.87,2402,-370,-4367
2013-12-03,56200.0,55700.0,229871.0,22.59,6593,11910,-19854
2013-12-04,55500.0,55800.0,262872.0,22.63,26861,10231,-31527
2013-12-05,55700.0,55500.0,215522.0,22.5,18643,-11678,-6775
2013-12-06,55400.0,55200.0,164956.0,22.38,14760,-20401,5636
2013-12-09,55700.0,55700.0,129174.0,22.59,-16420,12151,3064
2013-12-10,55300.0,55400.0,114757.0,22.46,599,35550,-36149
2013-12-11,55400.0,55200.0,171263.0,22.38,23032,33951,-57502
2013-12-12,55000.0,54600.0,256189.0,22.14,-11706,49964,-33736
2013-12-13,54800.0,54300.0,128258.0,22.02,13830,24583,-38413
2013-12-16,53900.0,54100.0,107245.0,21.94,-3363,-1923,5276
2013-12-17,54100.0,54200.0,176000.0,21.98,10041,-23499,13458
2013-12-18,53800.0,53600.0,238311.0,21.73,20798,25094,-45652
2013-12-19,54000.0,53300.0,154111.0,21.61,-24986,32312,-6726
2013-12-20,53500.0,53300.0,133721.0,21.61,2431,15014,-16548
2013-12-23,53300.0,53200.0,151282.0,21.57,38197,-1767,-30080
2013-12-24,53500.0,53600.0,153945.0,21.73,-3321,-6705,7906
2013-12-26,54100.0,54000.0,158919.0,21.9,-2355,11389,-9034
2013-12-27,53900.0,53700.0,149376.0,21.77,37984,-40721,2587
2013-12-30,54000.0,54400.0,195203.0,22.06,10918,-4585,-3333
2014-01-02,54500.0,53600.0,167212.0,21.49,-10599,15417,-823
2014-01-03,53900.0,53600.0,144233.0,21.49,11032,-11855,1802
2014-01-06,53400.0,53100.0,186130.0,21.29,5777,12061,-17767
2014-01-07,52800.0,53100.0,114575.0,21.29,8950,-14179,5229
2014-01-08,53000.0,52600.0,305415.0,21.09,-39025,37128,1987
2014-01-09,52500.0,52400.0,240050.0,21.01,14486,5389,-20200
2014-01-10,52500.0,52200.0,211185.0,20.93,48536,-56255,9364
2014-01-13,52500.0,52300.0,72264.0,20.97,17101,-13672,-4139
2014-01-14,52300.0,52400.0,114038.0,21.01,26264,-29859,3081
2014-01-15,53000.0,52500.0,170813.0,21.05,48698,-9817,-44531
2014-01-16,52700.0,53200.0,281230.0,21.33,41821,-33380,-8527
2014-01-17,53200.0,52900.0,102828.0,21.21,-18851,36160,-17649
2014-01-20,52800.0,53400.0,157510.0,21.41,-1013,-15968,752
2014-01-21,53600.0,53900.0,261092.0,21.61,85426,-55278,-31823
2014-01-22,53700.0,54500.0,217494.0,21.85,-37937,45999,-9011
2014-01-23,54600.0,54200.0,189886.0,21.73,168,29904,-29723
2014-01-24,54000.0,53900.0,157962.0,21.61,-24933,11501,16307
2014-01-27,53000.0,52900.0,211603.0,21.21,-32985,68180,-35201
2014-01-28,52800.0,53100.0,152782.0,21.29,2450,35918,-39632
2014-01-29,53300.0,53000.0,224077.0,21.25,43817,-20330,-23989
2014-02-03,52600.0,52000.0,277454.0,20.85,-50066,93397,-42226
2014-02-04,51100.0,51000.0,304675.0,20.45,-28200,40171,-11763
2014-02-05,51300.0,50900.0,217352.0,20.41,11040,55958,-66859
2014-02-06,50900.0,51000.0,136883.0,20.45,4551,-5203,798
2014-02-07,51100.0,50600.0,176338.0,20.29,55201,-21257,-38446
2014-02-10,50900.0,51400.0,155693.0,20.61,57375,-55112,-2263
2014-02-11,52100.0,51900.0,310848.0,20.81,80455,-16547,-65203
2014-02-12,52000.0,51300.0,224741.0,20.57,52226,-49655,-3841
2014-02-13,51200.0,51100.0,121118.0,20.49,25832,-9930,-15812
2014-02-14,51300.0,51600.0,110067.0,20.69,27812,-29844,1172
2014-02-17,52000.0,51400.0,111284.0,20.61,-13748,5739,7764
2014-02-18,51400.0,51400.0,95710.0,20.61,12859,-20799,7860
2014-02-19,51400.0,51400.0,76039.0,20.61,10591,-5234,-5372
2014-02-20,51500.0,51200.0,123267.0,20.53,8985,19693,-27903
2014-02-21,51300.0,51300.0,128446.0,20.57,26251,-26410,8119
2014-02-24,51200.0,50900.0,181862.0,20.41,-814,56038,-49325
2014-02-25,51100.0,51500.0,213335.0,20.65,40764,-26578,-13786
2014-02-26,52000.0,52300.0,283851.0,20.97,15215,11051,-28101
2014-02-27,52200.0,52200.0,227662.0,20.93,3064,-25084,23618
2014-02-28,52200.0,52700.0,328724.0,21.13,-8821,31646,-22498
2014-03-03,52400.0,52800.0,154616.0,21.17,5468,10814,-18629
2014-03-04,52500.0,52700.0,168355.0,21.13,5815,5660,-13511
2014-03-05,53100.0,53400.0,294833.0,21.41,42675,-9405,-35127
2014-03-06,53700.0,54300.0,310427.0,21.77,4129,30372,-36460
2014-03-07,54800.0,54400.0,220897.0,21.81,10274,43442,-51206
2014-03-10,54200.0,53800.0,160543.0,21.57,-4858,17600,-12898
2014-03-11,53800.0,54500.0,167964.0,21.85,21389,-16797,-6828
2014-03-12,54000.0,53400.0,200436.0,21.41,-6558,31722,-26128
2014-03-13,53700.0,54900.0,338754.0,22.02,25680,29997,-61153
2014-03-14,54400.0,55500.0,536252.0,22.26,-124258,201127,-122399
2014-03-17,55800.0,55300.0,257030.0,22.18,-4071,50636,-53185
2014-03-18,55600.0,57300.0,479216.0,22.98,-178918,198327,-22664
2014-03-19,57300.0,57000.0,210798.0,22.86,-31893,57178,-25545
2014-03-20,57000.0,57100.0,195582.0,22.9,-53899,63155,-11328
2014-03-21,57400.0,57400.0,195327.0,23.02,-50397,57944,-6802
2014-03-24,57700.0,57700.0,203869.0,23.14,-64289,-14331,77911
2014-03-25,57900.0,57800.0,192290.0,23.18,-77266,14811,61724
2014-03-26,57900.0,56900.0,194368.0,22.82,-45748,47112,-2564
2014-03-27,57400.0,56500.0,187129.0,22.66,-41495,30337,24825
2014-03-28,56600.0,56600.0,146838.0,22.7,-46611,6457,45643
2014-03-31,56800.0,57900.0,272652.0,23.22,-134464,73899,59182
2014-04-01,57600.0,57300.0,144835.0,22.98,-26128,22324,4355
2014-04-02,57500.0,57500.0,179420.0,23.06,-44026,4049,39749
2014-04-03,57400.0,57900.0,274269.0,23.22,-47032,-14504,61691
2014-04-04,57800.0,57700.0,210992.0,23.14,-22776,11948,6947
2014-04-07,57300.0,57900.0,125396.0,23.22,-28959,6223,32736
2014-04-08,57700.0,57600.0,139885.0,23.1,14495,-47632,32443
2014-04-09,57800.0,58200.0,211091.0,23.34,-44966,31579,26350
2014-04-10,58700.0,58400.0,230119.0,23.42,-31443,-4632,37171
2014-04-11,57800.0,58000.0,120565.0,23.26,-29426,17362,13096
2014-04-14,57600.0,56900.0,256883.0,22.82,-3739,27901,-23462
2014-04-15,56900.0,56600.0,225332.0,22.7,-37414,6229,28907
2014-04-16,56600.0,57000.0,147728.0,22.86,4202,-40264,31436
2014-04-17,57400.0,57400.0,108356.0,23.02,-8995,-17125,26220
2014-04-18,57400.0,57100.0,212637.0,22.9,20649,-19020,15999
2014-04-21,56800.0,57200.0,81975.0,22.94,-18495,12445,7312
2014-04-22,58000.0,59400.0,653116.0,23.82,-265361,213312,47281
2014-04-23,59700.0,59300.0,233892.0,23.78,-10642,23525,-11575
2014-04-24,59200.0,59400.0,194461.0,23.82,-76510,39676,36934
2014-04-25,59100.0,57700.0,236561.0,23.14,56130,-56848,-2800
2014-04-28,57700.0,57100.0,124819.0,22.9,-12604,-13596,26350
2014-04-29,57300.0,57600.0,92495.0,23.1,2357,-29840,25782
2014-04-30,58200.0,57900.0,146258.0,23.22,-24762,17635,84
2014-05-02,58000.0,58800.0,177498.0,23.58,-51596,68185,-17034
2014-05-07,58700.0,57000.0,145661.0,22.86,27434,4871,-18645
2014-05-08,57000.0,58500.0,262488.0,23.46,-28133,93336,-62494
2014-05-09,58000.0,58900.0,150437.0,23.62,-43950,48526,-4008
2014-05-12,58500.0,57800.0,212710.0,23.18,-2005,11174,-9918
2014-05-13,57900.0,57400.0,172644.0,23.02,39330,-67213,29174
2014-05-14,57200.0,58100.0,129809.0,23.3,-38352,13615,25062
2014-05-15,58200.0,58100.0,99865.0,23.3,-6519,-893,21574
2014-05-16,58200.0,58000.0,96661.0,23.26,-8736,-15580,24950
2014-05-19,58000.0,58600.0,139154.0,23.5,-31762,28898,6209
2014-05-20,58900.0,58600.0,172621.0,23.5,11860,-18345,2219
2014-05-21,58100.0,58700.0,106728.0,23.54,-10332,-4007,14339
2014-05-22,59000.0,58400.0,137166.0,23.42,-7527,9098,-1879
2014-05-23,58400.0,58100.0,138492.0,23.3,-4374,-21276,25466
2014-05-26,58000.0,57900.0,75002.0,23.22,3895,-13350,11178
2014-05-27,58300.0,57800.0,261682.0,23.18,34288,-74062,28457
2014-05-28,57300.0,58400.0,126770.0,23.42,-43415,29402,12724
2014-05-29,58400.0,58300.0,134866.0,23.38,-46573,47164,-1724
2014-05-30,58300.0,57200.0,162955.0,22.94,37972,-24916,-5662
2014-06-02,57200.0,56200.0,186994.0,22.54,4615,-16845,11060
2014-06-03,56200.0,56400.0,207778.0,22.62,-4731,29264,-24544
2014-06-05,56300.0,55800.0,177756.0,22.38,20520,12869,-22889
2014-06-09,55400.0,54200.0,347946.0,21.73,34153,-14764,-18233
2014-06-10,54400.0,54800.0,99167.0,21.97,-20670,-10526,31171
2014-06-11,55400.0,54000.0,244491.0,21.65,72159,-49859,-24409
2014-06-12,53900.0,53100.0,265091.0,21.29,62510,-84273,21993
2014-06-13,52800.0,53300.0,147603.0,21.37,-31051,28824,2202
2014-06-16,53200.0,52600.0,140467.0,21.09,20961,-5774,-15158
2014-06-17,52700.0,52500.0,170139.0,21.05,36634,-53454,15826
2014-06-18,52400.0,52200.0,126234.0,20.93,16131,-36813,20623
2014-06-19,52500.0,52600.0,171309.0,21.09,-15498,6560,9506
2014-06-20,52600.0,51500.0,165288.0,20.65,48936,11765,-57501
2014-06-23,51600.0,51000.0,128849.0,20.45,37936,-39866,1530
2014-06-24,50700.0,51600.0,114733.0,20.69,3771,-8281,2576
2014-06-25,51900.0,52300.0,128759.0,20.97,25961,-22277,-3923
2014-06-26,52200.0,53000.0,137239.0,21.25,-29159,28135,1016
2014-06-27,53100.0,52500.0,128643.0,21.05,11619,20021,-32140
2014-06-30,52900.0,53000.0,122797.0,21.25,-19267,4098,14222
2014-07-01,53200.0,52100.0,145220.0,20.89,40552,-33910,-6642
2014-07-02,52400.0,51800.0,260118.0,20.77,81350,-39218,-41685
2014-07-03,51900.0,51500.0,188086.0,20.65,66134,-5580,-40956
2014-07-04,51700.0,51700.0,210492.0,20.73,64568,-32946,-32967
2014-07-07,51500.0,51100.0,184825.0,20.49,63334,-22824,-47715
2014-07-08,51000.0,51900.0,132067.0,20.81,14047,-41797,27511
2014-07-09,51400.0,51500.0,168124.0,20.65,30184,-32016,1661
2014-07-10,51600.0,50800.0,142497.0,20.37,63267,-65764,1989
2014-07-11,50600.0,49250.0,458296.0,19.75,109610,-117416,4158
2014-07-14,49700.0,49900.0,124039.0,20.01,-40152,11750,29474
2014-07-15,50000.0,50000.0,141370.0,20.05,12539,-26633,12871
2014-07-16,50000.0,50100.0,85413.0,20.09,5704,-15359,3862
2014-07-17,50300.0,50000.0,159738.0,20.05,22873,-50798,27862
2014-07-18,49800.0,49550.0,209068.0,19.87,43137,-62553,19122
2014-07-21,50000.0,49800.0,142342.0,19.97,40359,-51655,10856
2014-07-22,49800.0,50000.0,106984.0,20.05,29115,-22379,-9313
2014-07-23,49550.0,49300.0,348192.0,19.77,123815,-97621,-34420
2014-07-24,49350.0,48350.0,433758.0,19.39,149750,-80887,-66201
2014-07-25,48400.0,48650.0,119406.0,19.51,19347,-3715,-15652
2014-07-28,48550.0,47950.0,318908.0,19.23,30025,-6402,-24467
2014-07-29,47800.0,49050.0,251998.0,19.67,-46192,31533,14197
2014-07-30,49200.0,49250.0,262699.0,19.75,-34294,67826,-36271
2014-07-31,49450.0,48550.0,246121.0,19.47,51694,-28427,-24991
2014-08-01,48550.0,48500.0,182433.0,19.45,21477,-21271,-206
2014-08-04,48300.0,48000.0,315398.0,19.25,134654,-121850,-11424
2014-08-05,48000.0,47150.0,402963.0,18.91,167586,-170107,1846
2014-08-06,47000.0,45700.0,405710.0,18.33,84099,-95277,3817
2014-08-07,45700.0,45850.0,188066.0,18.39,19022,-45839,26817
2014-08-08,45650.0,45550.0,143526.0,18.27,13351,-3723,-10268
2014-08-11,45600.0,45150.0,261331.0,18.11,-1116,13819,-14398
2014-08-12,45100.0,44750.0,153651.0,17.94,13070,-19605,5180
2014-08-13,44900.0,45600.0,170748.0,18.29,-14220,-18912,32318
2014-08-14,45600.0,45200.0,114898.0,18.13,36860,-44724,7507
2014-08-18,45400.0,45000.0,113755.0,18.05,-2993,-19594,22754
2014-08-19,45100.0,44700.0,166862.0,17.92,53092,-91249,46182
2014-08-20,44850.0,44350.0,255968.0,17.78,-16728,-11447,23832
2014-08-21,44100.0,43250.0,236848.0,17.34,65049,-56846,-7072
2014-08-22,43350.0,43050.0,125440.0,17.26,17370,-17389,-316
2014-08-25,42850.0,42850.0,117813.0,17.18,7075,-10055,3008
2014-08-26,42950.0,42600.0,207001.0,17.08,52488,-59748,6229
2014-08-27,42850.0,42650.0,184602.0,17.1,48315,-58057,6283
2014-08-28,43000.0,42550.0,191059.0,17.06,93178,-83266,-9012
2014-08-29,42550.0,42650.0,185240.0,17.1,43450,-23415,-18875
2014-09-01,42850.0,42900.0,106673.0,17.2,32543,-22565,-8458
2014-09-02,42950.0,42300.0,186847.0,16.96,30998,-6940,-23988
2014-09-03,42000.0,39800.0,880736.0,15.96,365259,-352602,-4467
2014-09-04,40050.0,39850.0,444073.0,15.98,-39221,22126,16635
2014-09-05,40100.0,39950.0,244856.0,16.02,59446,-80892,20646
2014-09-11,39550.0,39400.0,241182.0,15.8,32240,24114,-56514
2014-09-12,39400.0,40000.0,154439.0,16.04,1500,4148,-4543
2014-09-15,40300.0,40000.0,120887.0,16.04,20035,9626,-29661
2014-09-16,39050.0,39250.0,351718.0,15.74,22973,-18924,-3818
2014-09-17,39300.0,39100.0,201976.0,15.68,45488,-56373,10910
2014-09-18,39150.0,39750.0,205795.0,15.94,-15534,3663,-8388
2014-09-19,39800.0,39700.0,171203.0,15.92,1829,16522,-18551
2014-09-22,39800.0,39650.0,147826.0,15.9,-29264,17359,11215
2014-09-23,39650.0,39700.0,129574.0,15.92,11278,2493,-13811
2014-09-24,39500.0,38600.0,306658.0,15.48,-7879,11254,-3591
2014-09-25,38950.0,37400.0,404318.0,15.0,47921,-104810,55922
2014-09-26,37050.0,37600.0,229536.0,15.08,-39445,-6007,45447
2014-09-29,37400.0,35700.0,360767.0,14.32,61944,-77784,15215
2014-09-30,35500.0,35300.0,363224.0,14.16,-16381,-3868,20014
2014-10-01,34950.0,33250.0,419040.0,13.33,76459,-52092,-24213
2014-10-02,33100.0,33350.0,293114.0,13.37,21207,-53307,31650
2014-10-06,33550.0,33000.0,208104.0,13.23,73522,-57979,-15413
2014-10-07,33050.0,33400.0,205116.0,13.39,-4847,-11109,5713
2014-10-08,32900.0,32700.0,210009.0,13.11,22704,-28690,217
2014-10-10,32500.0,31750.0,233731.0,12.73,-17836,-26411,44128
2014-10-13,31100.0,31100.0,249971.0,12.47,-20206,18094,1978
2014-10-14,31100.0,30650.0,211391.0,12.29,47602,2552,-49286
2014-10-15,30650.0,29750.0,351897.0,11.93,41176,8681,-52237
2014-10-16,29350.0,28700.0,420437.0,11.51,57561,-19640,-38186
2014-10-17,28750.0,29050.0,365785.0,11.65,13172,15945,-30657
2014-10-20,29400.0,29200.0,261770.0,11.71,97920,-53213,-44803
2014-10-21,29200.0,28050.0,375597.0,11.25,76918,-47948,-32280
2014-10-22,28500.0,28800.0,524890.0,11.55,121546,2880,-126426
2014-10-23,28550.0,28300.0,423953.0,11.35,140148,-58161,-87569
2014-10-24,28500.0,28150.0,414258.0,11.29,57220,33212,-90024
2014-10-27,28250.0,28700.0,397008.0,11.51,60069,37281,-100350
2014-10-28,29000.0,28700.0,353731.0,11.51,96389,-14273,-99616
2014-10-29,29000.0,31750.0,1280396.0,12.73,-54457,104882,-48383
2014-10-30,32100.0,31800.0,935776.0,12.75,91032,97225,-199623
2014-10-31,32250.0,32800.0,737348.0,13.15,32161,35887,-75856
2014-11-03,32400.0,30750.0,560703.0,12.33,105955,-16814,-89246
2014-11-04,30900.0,33900.0,1332115.0,13.59,-138506,522019,-378242
2014-11-05,33950.0,34600.0,1007374.0,13.87,-46421,185819,-124654
2014-11-06,34600.0,34850.0,497945.0,13.97,-41052,126603,-86535
2014-11-07,34500.0,34900.0,560645.0,13.99,60835,3481,-61090
2014-11-10,33950.0,34500.0,591157.0,13.83,33170,47348,-84150
2014-11-11,34750.0,35750.0,531793.0,14.34,-8988,26185,-20543
2014-11-12,35900.0,36950.0,942878.0,14.82,-85335,174718,-76289
2014-11-13,38100.0,37000.0,886652.0,14.84,73940,-130648,49256
2014-11-14,36700.0,37300.0,830082.0,14.96,16957,125130,-151563
2014-11-17,38000.0,36900.0,525310.0,14.8,35617,106049,-139126
2014-11-18,37250.0,36450.0,393995.0,14.62,41694,-10894,-29687
2014-11-19,36300.0,35500.0,735611.0,14.24,23548,-28167,8537
2014-11-20,35500.0,35350.0,547177.0,14.18,85080,-55713,-40108
2014-11-21,35550.0,34350.0,949018.0,13.77,41950,-35812,-2216
2014-11-24,34350.0,33250.0,1247473.0,13.33,80008,-114813,29697
2014-11-25,33600.0,33900.0,4721965.0,13.59,153170,321824,-479140
2014-11-26,28850.0,28850.0,2726510.0,11.57,402298,-306830,-117403
2014-11-27,28250.0,28200.0,5124440.0,11.31,326143,121590,-390038
2014-11-28,28500.0,28150.0,1886791.0,11.29,141750,131099,-264709
2014-12-01,28450.0,26150.0,2313047.0,10.49,51020,29928,-87157
2014-12-02,25900.0,26850.0,1765448.0,10.77,-160365,177049,-22044
2014-12-03,27150.0,26600.0,1276216.0,10.67,123679,-67246,-43293
2014-12-04,26650.0,26700.0,706510.0,10.71,-36757,42264,-890
2014-12-05,26850.0,27500.0,943955.0,11.03,-69871,33450,38212
2014-12-08,27550.0,27100.0,549043.0,10.87,-1159,65757,-69691
2014-12-09,27300.0,27050.0,532388.0,10.85,-18426,-44914,64432
2014-12-10,27100.0,25800.0,967841.0,10.35,90234,-83428,-16214
2014-12-11,25250.0,25300.0,487186.0,10.15,13823,-46575,31154
2014-12-12,25500.0,25300.0,554816.0,10.15,-56574,60868,1011
2014-12-15,24950.0,25400.0,395026.0,10.19,-14298,-5142,18263
2014-12-16,25500.0,25000.0,400629.0,10.03,22096,-10728,-11353
2014-12-17,25350.0,25250.0,528125.0,10.13,30814,-59594,17499
2014-12-18,25600.0,24950.0,521753.0,10.01,19151,-87575,68149
2014-12-19,25300.0,24350.0,715887.0,9.76,113014,-141678,36795
2014-12-22,24450.0,24650.0,394799.0,9.88,-48452,-57275,105802
2014-12-23,24750.0,24400.0,362758.0,9.78,-35381,41168,1197
2014-12-24,24650.0,25150.0,531150.0,10.09,20497,-44955,25515
2014-12-26,25300.0,24550.0,357770.0,9.84,94727,-45734,-48603
2014-12-29,24500.0,23650.0,489306.0,9.48,87985,-105472,38340
2014-12-30,23750.0,23850.0,456753.0,9.56,-20954,21743,-296
2015-01-02,23750.0,23100.0,508406.0,,35009,-76526,36294
2015-01-05,23150.0,22150.0,919879.0,,168269,-123377,-57834
2015-01-06,21800.0,21450.0,876308.0,,91992,-162632,75499
2015-01-07,21400.0,21400.0,588158.0,,104094,-108630,5328
2015-01-08,21550.0,21300.0,501716.0,,80852,-95609,16764
2015-01-09,21550.0,22700.0,1559577.0,,-6486,35118,-28760
2015-01-12,22900.0,22800.0,514764.0,,18261,-41925,20864
2015-01-13,23150.0,23150.0,668574.0,,-30344,-55706,70640
2015-01-14,23250.0,22350.0,496838.0,,104860,-55465,-56195
2015-01-15,22250.0,22550.0,410770.0,,-10835,-29729,41067
2015-01-16,22300.0,21550.0,466267.0,,101901,-81208,-11443
2015-01-19,21850.0,22850.0,696691.0,,-21216,21862,-561
2015-01-20,23300.0,22450.0,640260.0,,145015,-2154,-128251
2015-01-21,22650.0,21750.0,502292.0,,-3155,-27344,14001
2015-01-22,22000.0,22250.0,419826.0,,-60659,-89404,150024
2015-01-23,22550.0,22000.0,392083.0,,39551,-35677,-8275
2015-01-26,21950.0,21550.0,389681.0,,108495,-102102,-7936
2015-01-27,21650.0,22000.0,395356.0,,-40429,10339,29969
2015-01-28,21950.0,23850.0,1397599.0,,-189519,338489,-147523
2015-01-29,23250.0,22950.0,1053330.0,,42811,139732,-196310
2015-01-30,23250.0,22950.0,666169.0,,170070,-51947,-119394
2015-02-02,22800.0,23450.0,688535.0,,123926,127822,-247089
2015-02-03,23750.0,23950.0,1626840.0,,165414,9547,-184155
2015-02-04,24150.0,23850.0,654940.0,,38005,89068,-119357
2015-02-05,24000.0,23300.0,478495.0,,58352,-37533,-21962
2015-02-06,23300.0,23500.0,459359.0,,53970,-22001,-32427
2015-02-09,23500.0,23550.0,407106.0,,-25521,44410,-18884
2015-02-10,23500.0,22750.0,623368.0,,134565,-171651,36524
2015-02-11,22850.0,23850.0,507474.0,,-117147,35455,83170
2015-02-12,23900.0,24050.0,570286.0,,-64485,129113,-63245
2015-02-13,24400.0,24300.0,443712.0,,-95232,128407,-39907
2015-02-16,24350.0,24550.0,345981.0,,-8134,8213,-5855
2015-02-17,24550.0,25500.0,974254.0,,-143955,121449,32113
2015-02-23,25800.0,25850.0,556230.0,,-69980,108428,-38680
2015-02-24,25900.0,25900.0,374709.0,,22480,53588,-77608
2015-02-25,25950.0,26200.0,510128.0,,1712,56663,-65561
2015-02-26,26250.0,25650.0,624814.0,,65835,-8844,-71648
2015-02-27,25550.0,24900.0,515271.0,,119245,-29668,-85592
2015-03-02,25000.0,25800.0,536570.0,,23279,-14927,-8358
2015-03-03,25650.0,25800.0,425227.0,,61780,14070,-72850
2015-03-04,25900.0,26150.0,471232.0,,33744,47180,-74543
2015-03-05,26400.0,25900.0,261265.0,,36459,-2021,-32288
2015-03-06,26000.0,25400.0,646164.0,,176708,-134808,-31630
2015-03-09,25000.0,25000.0,370892.0,,64205,-43300,-23305
2015-03-10,25400.0,24800.0,307035.0,,77742,-20390,-57162
2015-03-11,24500.0,24600.0,316917.0,,53123,-41790,-5399
2015-03-12,24700.0,23850.0,583405.0,,88280,-25349,-67149
2015-03-13,24000.0,23850.0,469715.0,,59204,-9722,-48822
2015-03-16,23800.0,23000.0,599422.0,,50833,4347,-62111
2015-03-17,23150.0,23200.0,666034.0,,269398,-21014,-250387
2015-03-18,23450.0,23200.0,328229.0,,57908,-9513,-48398
2015-03-19,23500.0,22850.0,672763.0,,194742,-99402,-113125
2015-03-20,22850.0,23000.0,527817.0,,23985,564,-13299
2015-03-23,23250.0,24150.0,721047.0,,-26831,9562,21071
2015-03-24,24100.0,23900.0,329139.0,,57048,1059,-58458
2015-03-25,24100.0,24450.0,605275.0,,39571,10600,-50215
2015-03-26,24250.0,24200.0,385377.0,,41201,-6908,-33893
2015-03-27,24250.0,23850.0,350552.0,,-18750,62433,-44083
2015-03-30,23650.0,23550.0,389675.0,,77650,-36132,-42113
2015-03-31,23500.0,23700.0,390564.0,,-22841,45203,-25801
2015-04-01,23700.0,23000.0,497035.0,,92445,-54798,-40422
2015-04-02,23000.0,23200.0,300662.0,,-7786,58450,-52864
2015-04-03,23100.0,24400.0,708813.0,,-152324,124547,25780
2015-04-06,24400.0,24300.0,733825.0,,24705,13763,-27921
