Symbol,삼성전기_시가(원),삼성전기_종가(원),삼성전기_거래량(주),삼성전기_PER(IFRS-연결),삼성전기_순매수수량(개인)(주),삼성전기_순매수수량(기관계)(주),삼성전기_순매수수량(외국인계)(주)
2001-11-13,34050.0,34450.0,729020.0,7.78,34250,-21250,-12610
2001-11-14,34800.0,35550.0,856530.0,8.03,-24700,-111120,127120
2001-11-15,35550.0,36200.0,992250.0,8.18,-120350,-196680,319750
2001-11-16,36300.0,36100.0,534060.0,8.15,-17740,-84620,95590
2001-11-19,35900.0,36000.0,597940.0,8.13,118500,-75670,-44940
2001-11-20,36200.0,34900.0,754710.0,7.88,75490,-88350,10400
2001-11-21,34100.0,35200.0,515020.0,7.95,-40680,7790,58490
2001-11-22,35200.0,36800.0,457960.0,8.31,-125620,32460,91340
2001-11-23,37600.0,40100.0,1288090.0,9.06,-211290,68450,164950
2001-11-26,40700.0,40550.0,1183280.0,9.16,333060,-204680,-131940
2001-11-27,40550.0,39700.0,1147250.0,8.97,156020,-118110,-67640
2001-11-28,39400.0,38050.0,856980.0,8.6,-139810,20420,113560
2001-11-29,37100.0,37400.0,1364030.0,8.45,281140,210070,-536420
2001-11-30,38000.0,38100.0,801730.0,8.61,5870,-32430,-23980
2001-12-03,37700.0,38450.0,512720.0,8.69,49540,-39310,-13990
2001-12-04,37600.0,37750.0,470380.0,8.53,47110,-1010,-42140
2001-12-05,39500.0,41800.0,1974440.0,9.44,-683170,294180,371140
2001-12-06,43800.0,42600.0,1560090.0,9.62,-271410,-32370,318690
2001-12-07,43100.0,44700.0,863500.0,10.1,-211300,78000,108700
2001-12-10,44000.0,41750.0,1013180.0,9.43,221280,-120470,-71990
2001-12-11,40300.0,42800.0,867810.0,9.67,98850,-59510,-35520
2001-12-12,42000.0,44500.0,1067470.0,10.05,-254060,45870,215100
2001-12-13,44500.0,45800.0,1131370.0,10.35,-229100,-148250,384270
2001-12-14,44000.0,44500.0,748760.0,10.05,-18830,-64340,81650
2001-12-17,44000.0,41500.0,686240.0,9.37,187550,-101170,-92360
2001-12-18,41800.0,41000.0,573250.0,9.26,106270,-54230,-79740
2001-12-19,41200.0,40200.0,465000.0,9.08,38540,-15230,-21130
2001-12-20,39900.0,41150.0,464780.0,9.3,-5520,50320,-54990
2001-12-21,39500.0,39700.0,466670.0,8.97,127650,-33330,-109730
2001-12-24,39400.0,38950.0,481000.0,8.8,115620,-21840,-90850
2001-12-26,38950.0,39000.0,324290.0,8.81,83130,-21920,-52600
2001-12-27,39000.0,41000.0,462080.0,9.26,-4730,61660,-69100
2001-12-28,41900.0,43800.0,621450.0,9.89,-261260,270030,-29210
2002-01-02,43800.0,44250.0,583713.0,30.39,-15978,53568,-40840
2002-01-03,44500.0,44300.0,906485.0,30.42,-45317,71087,-27400
2002-01-04,44900.0,44700.0,921084.0,30.69,51906,154344,-247540
2002-01-07,44700.0,43700.0,598236.0,30.01,49640,-56460,11810
2002-01-08,43450.0,42050.0,591389.0,28.87,180230,-60820,-114820
2002-01-09,41550.0,43500.0,796082.0,29.87,148486,32924,-221560
2002-01-10,43000.0,42500.0,593610.0,29.18,9220,-58010,40380
2002-01-11,43000.0,43200.0,641528.0,29.66,12398,-138458,117270
2002-01-14,43000.0,47400.0,1549775.0,32.55,-348170,123600,212830
2002-01-15,46900.0,46450.0,844823.0,31.9,-115720,147400,-39950
2002-01-16,46600.0,46300.0,499030.0,31.79,-55970,47590,17710
2002-01-17,45600.0,47650.0,908733.0,32.72,-25237,77717,17030
2002-01-18,47650.0,46950.0,698310.0,32.24,-199550,68240,124760
2002-01-21,47000.0,48000.0,542152.0,32.96,-96733,11063,85700
2002-01-22,47500.0,48700.0,891440.0,33.44,-177610,142760,38120
2002-01-23,48200.0,49600.0,630060.0,34.06,-120199,-26071,150700
2002-01-24,50000.0,51100.0,973700.0,35.09,-258350,72270,174560
2002-01-25,52100.0,53800.0,1037014.0,36.94,-298021,58251,216260
2002-01-28,54400.0,53200.0,481964.0,36.53,19008,-594,-40624
2002-01-29,52600.0,52800.0,427991.0,36.26,12370,-44120,43040
2002-01-30,50600.0,49900.0,1144510.0,34.26,309100,257550,-613340
2002-01-31,51500.0,53200.0,1080227.0,36.53,-53160,-174310,227840
2002-02-01,53400.0,52200.0,417550.0,35.84,-43910,-31570,64110
2002-02-04,51500.0,50600.0,410964.0,34.75,69800,-51130,-10670
2002-02-05,49600.0,51500.0,426845.0,35.36,-98980,82820,25230
2002-02-06,51000.0,51000.0,371420.0,35.02,38733,74817,-71900
2002-02-07,50000.0,50400.0,406261.0,34.61,-26920,-43410,72350
2002-02-08,51000.0,51800.0,457436.0,35.57,-270,90050,-51610
2002-02-14,53700.0,56500.0,832213.0,38.8,-274660,67000,197240
2002-02-15,56200.0,58600.0,951135.0,40.24,-349490,92144,326336
2002-02-18,58000.0,59000.0,446063.0,40.51,16473,-38503,-2000
2002-02-19,59000.0,59300.0,574583.0,40.72,-66060,-91270,123290
2002-02-20,58800.0,58000.0,388915.0,39.83,45073,39317,-47460
2002-02-21,58500.0,57100.0,577284.0,39.21,116654,63006,-177870
2002-02-22,56400.0,56500.0,362880.0,38.8,59835,87055,-142260
2002-02-25,57000.0,56200.0,345905.0,38.59,81454,-34864,-26300
2002-02-26,57500.0,56900.0,780506.0,39.07,132803,95830,-240380
2002-02-27,56500.0,59000.0,721760.0,40.51,18100,-65290,84660
2002-02-28,59000.0,58800.0,470228.0,40.38,54970,-63520,29500
2002-03-04,60500.0,59900.0,884717.0,41.13,-28643,53683,-6200
2002-03-05,60900.0,60400.0,504774.0,41.47,49705,-99665,44130
2002-03-06,60400.0,60200.0,304238.0,41.34,-45140,110,58060
2002-03-07,60500.0,60300.0,432593.0,41.41,-27480,-57930,100270
2002-03-08,60300.0,60000.0,459729.0,41.2,-1851,321,15030
2002-03-11,60300.0,59700.0,314231.0,40.99,14911,26419,-36960
2002-03-12,59500.0,68200.0,1492000.0,46.83,-337780,24940,265820
2002-03-13,69000.0,68800.0,1059910.0,47.24,-29264,-5890,49004
2002-03-14,68600.0,69400.0,839426.0,47.65,78553,-26308,-7285
2002-03-15,68800.0,69300.0,592508.0,47.59,12979,-31039,3480
2002-03-18,69500.0,70100.0,714912.0,48.14,-56582,-3688,61090
2002-03-19,70400.0,72800.0,1304962.0,49.99,14060,-82600,23000
2002-03-20,72900.0,74100.0,711314.0,50.88,-101141,-38459,146600
2002-03-21,72000.0,71500.0,1238710.0,49.1,354469,45181,-390520
2002-03-22,71000.0,72400.0,937230.0,49.71,46931,37619,-104210
2002-03-25,72800.0,73000.0,567917.0,50.13,-8250,17260,-9050
2002-03-26,71100.0,71500.0,549286.0,49.1,-6452,88282,-70000
2002-03-27,72000.0,75200.0,749821.0,51.64,-160680,31690,128880
2002-03-28,75500.0,77000.0,857197.0,52.87,-27138,-59132,65210
2002-03-29,78000.0,77500.0,515226.0,53.22,23308,-22338,24680
2002-04-01,78000.0,74700.0,585152.0,51.29,85150,-85230,-250
2002-04-02,75500.0,81100.0,1024132.0,55.69,-187458,124798,71170
2002-04-03,80300.0,85800.0,1156770.0,58.92,-232093,106199,99990
2002-04-04,84700.0,84100.0,714639.0,57.75,167757,92293,-254280
2002-04-08,85000.0,81500.0,560009.0,55.96,119157,-22917,-75280
2002-04-09,80500.0,77200.0,771137.0,53.01,153350,145460,-292520
2002-04-10,75100.0,71000.0,1051508.0,48.75,165010,273260,-451220
2002-04-11,72000.0,73900.0,1250558.0,50.74,303596,344,-340420
2002-04-12,72500.0,74800.0,899462.0,51.36,55592,-25912,-25630
2002-04-15,74000.0,77000.0,870163.0,52.87,62174,155483,-272617
2002-04-16,77000.0,77000.0,633910.0,52.87,86870,42200,-130410
2002-04-17,81000.0,86200.0,1732994.0,59.19,-493886,-7554,495370
2002-04-18,85000.0,86500.0,1072345.0,59.4,-25710,-46200,66060
2002-04-19,87000.0,87000.0,1086885.0,59.74,-237110,42180,224460
2002-04-22,87400.0,88300.0,1067060.0,60.63,-133836,-80764,190860
2002-04-23,85300.0,85700.0,1304932.0,58.85,273879,-141549,-154600
2002-04-24,85200.0,82000.0,830370.0,56.31,195200,-39490,-126360
2002-04-25,80200.0,78100.0,985496.0,53.63,207000,-136860,-62410
2002-04-26,78500.0,79200.0,637433.0,54.38,39950,-15470,-32130
2002-04-29,74300.0,74900.0,670336.0,51.43,-78742,136682,-70970
2002-04-30,74000.0,76200.0,681765.0,52.32,36770,-55150,3340
2002-05-02,78500.0,78000.0,770159.0,53.56,101156,-62146,-38550
2002-05-03,76100.0,78600.0,571450.0,53.97,-52940,43450,-5710
2002-05-06,77000.0,73500.0,590197.0,50.47,42217,126313,-180040
2002-05-07,72000.0,75500.0,670617.0,51.84,-136910,220460,-102240
2002-05-08,77100.0,78300.0,665551.0,53.77,-32073,193,15910
2002-05-09,80300.0,78100.0,1042205.0,53.63,34550,133660,-218800
2002-05-10,76100.0,74000.0,743436.0,50.81,64050,222230,-304780
2002-05-13,73200.0,73600.0,432782.0,50.54,39630,69130,-129400
2002-05-14,75400.0,77000.0,793064.0,52.87,-57809,206859,-240259
2002-05-15,78400.0,79800.0,709571.0,54.8,-258950,232250,7370
2002-05-16,79500.0,80000.0,360021.0,54.93,-166370,89480,79270
2002-05-17,80800.0,83400.0,767258.0,57.27,-195390,113260,78530
2002-05-20,83300.0,81500.0,425049.0,55.96,-63206,28276,24970
2002-05-21,80200.0,79100.0,424513.0,54.32,-121200,102120,-2170
2002-05-22,77900.0,82300.0,481693.0,56.51,-22270,128200,-93830
2002-05-23,80500.0,80200.0,411245.0,55.07,-71451,43256,15975
2002-05-24,80800.0,81000.0,276525.0,55.62,-78810,112410,-36900
2002-05-27,80000.0,79900.0,201914.0,54.86,-16721,24931,-20
2002-05-28,79500.0,79500.0,236546.0,54.59,-5798,22348,-23470
2002-05-29,78500.0,77100.0,523294.0,52.94,170622,38468,-212610
2002-05-30,76100.0,74700.0,600883.0,51.29,98989,143441,-252700
2002-05-31,74500.0,71500.0,534495.0,49.1,118283,49887,-152850
2002-06-03,71000.0,73900.0,437153.0,50.74,3052,19118,-15920
2002-06-04,71700.0,73900.0,447291.0,50.74,106110,31560,-147810
2002-06-05,74500.0,74000.0,533133.0,50.81,-7604,128524,-128150
2002-06-07,72000.0,72000.0,365334.0,49.44,-22971,44051,-58330
2002-06-10,74400.0,74500.0,388243.0,51.16,-51616,46316,-540
2002-06-11,74500.0,76300.0,466815.0,52.39,-9550,101220,-116200
2002-06-12,75300.0,75100.0,720896.0,51.57,200465,-27745,-202890
2002-06-14,75000.0,73400.0,508522.0,50.4,171310,-42150,-139660
2002-06-17,73000.0,71700.0,438280.0,49.23,218050,-129540,-73450
2002-06-18,73200.0,72000.0,449733.0,49.44,8800,-72870,71670
2002-06-19,70600.0,68800.0,635798.0,47.24,59960,-16760,-14700
2002-06-20,67500.0,65000.0,1373949.0,44.63,551173,266812,-822925
2002-06-21,63800.0,64400.0,1206269.0,44.22,230738,-27580,-181218
2002-06-24,62700.0,60000.0,1327792.0,41.2,226525,-48995,-81730
2002-06-25,60000.0,54800.0,1588254.0,37.63,65093,55180,-87023
2002-06-26,52200.0,49600.0,1849864.0,34.06,210580,-125010,-32190
2002-06-27,52000.0,54800.0,2211453.0,37.63,-131262,-256918,372710
2002-06-28,56000.0,58300.0,1186303.0,40.03,-124676,-142074,274150
2002-07-02,55800.0,58500.0,1267631.0,40.17,27710,-256920,193030
2002-07-03,58500.0,58500.0,577970.0,40.17,-980,6300,-19160
2002-07-04,59800.0,60000.0,708994.0,41.2,8272,-103412,97780
2002-07-05,60600.0,62300.0,1191335.0,42.78,-330010,-18680,383370
2002-07-08,64900.0,62700.0,1096776.0,43.05,-8865,-245225,239460
2002-07-09,63500.0,64000.0,520898.0,43.95,51168,23552,-80760
2002-07-10,63000.0,61100.0,848136.0,41.96,282759,-215989,-73420
2002-07-11,59200.0,57500.0,1249588.0,39.48,639466,-259786,-382050
2002-07-12,58900.0,59100.0,820215.0,40.58,65342,-104602,34060
2002-07-15,57200.0,57900.0,834469.0,39.76,-32548,182068,-166140
2002-07-16,57400.0,54300.0,1524634.0,37.29,635844,-68014,-566600
2002-07-18,54300.0,52900.0,1243966.0,36.32,227441,-67358,-183523
2002-07-19,51500.0,52600.0,971663.0,36.12,51069,81856,-154385
2002-07-22,49500.0,48900.0,1241718.0,33.58,192470,-91400,-114680
2002-07-23,48500.0,53000.0,1640340.0,36.39,108900,-362230,242280
2002-07-24,51200.0,51700.0,1000405.0,35.5,-32630,116260,-82200
2002-07-25,55900.0,50300.0,1864092.0,34.54,228248,130320,-559488
2002-07-26,49800.0,49150.0,1023345.0,33.75,137655,-67215,-58510
2002-07-29,49900.0,49000.0,527415.0,33.65,60175,4370,-47200
2002-07-30,52000.0,51500.0,1064918.0,35.36,15237,39330,-31347
2002-07-31,51100.0,51500.0,820625.0,35.36,-90280,44030,69350
2002-08-01,52000.0,51300.0,512526.0,35.23,39840,-72540,30700
2002-08-02,50100.0,50600.0,440984.0,34.75,34750,17966,-68316
2002-08-05,49500.0,48200.0,586315.0,33.1,117210,-90960,-25510
2002-08-06,46500.0,49500.0,723094.0,33.99,-17080,229610,-214110
2002-08-07,49000.0,48650.0,675688.0,33.41,11248,-48488,42440
2002-08-08,48700.0,47850.0,731647.0,32.86,325610,-64610,-263190
2002-08-09,48900.0,47000.0,1093017.0,32.27,263960,82870,-364600
2002-08-12,46500.0,46800.0,396073.0,32.14,-7960,39520,-31700
2002-08-13,46850.0,48700.0,735783.0,33.44,-21273,10463,13650
2002-08-14,47700.0,50600.0,894001.0,34.75,-204392,162982,-3290
2002-08-16,52400.0,52600.0,1354434.0,36.12,-384554,-161636,512610
2002-08-19,52900.0,52000.0,659065.0,35.71,-69250,-5590,97900
2002-08-20,53500.0,54300.0,959937.0,37.29,-181923,52533,135460
2002-08-21,54000.0,56000.0,1109499.0,38.45,-222225,116595,129890
2002-08-22,57500.0,58000.0,1467161.0,39.83,-320680,-128170,469690
2002-08-23,58500.0,57200.0,770405.0,39.28,-126470,-24610,162700
2002-08-26,56100.0,54800.0,768409.0,37.63,104760,85840,-191200
2002-08-27,55500.0,54900.0,584440.0,37.7,60330,-11050,-112230
2002-08-28,54300.0,55100.0,431675.0,37.84,-43810,51460,-7070
2002-08-29,54300.0,55100.0,636572.0,37.84,77123,21570,-105963
2002-08-30,55200.0,57500.0,912316.0,39.48,17989,-99729,81750
2002-09-02,58700.0,58000.0,663077.0,39.83,-2263,-53727,103870
2002-09-03,57600.0,55900.0,518936.0,38.38,24458,-26718,-4940
2002-09-04,54600.0,54400.0,768252.0,37.35,102620,-60150,-45980
2002-09-05,55000.0,53500.0,495544.0,36.74,58570,-7300,-10630
2002-09-06,52900.0,52000.0,573953.0,35.71,87980,-84360,-1000
2002-09-09,52300.0,50700.0,723299.0,34.81,1649,92001,-75490
2002-09-10,50800.0,52900.0,485936.0,36.32,-45450,-24170,60610
2002-09-11,53200.0,53300.0,838097.0,36.6,90236,126264,-222330
2002-09-12,52300.0,53800.0,897395.0,36.94,61629,59481,-152540
2002-09-13,52500.0,52600.0,462515.0,36.12,-400,-49360,63390
2002-09-16,52500.0,49900.0,1207720.0,34.26,459330,-18080,-442430
2002-09-17,51000.0,51500.0,1376553.0,35.36,369173,-98883,-277340
2002-09-18,50000.0,49900.0,780120.0,34.26,179185,-112208,9553
2002-09-19,49900.0,49400.0,739710.0,33.92,115790,10090,-132270
2002-09-23,47200.0,47000.0,921416.0,32.27,352004,-182784,-129700
2002-09-24,46000.0,46000.0,796410.0,31.59,240500,-58800,-162990
2002-09-25,45500.0,46700.0,756740.0,32.07,42869,12864,-62203
2002-09-26,47700.0,46100.0,832858.0,31.66,-65170,119290,-45840
2002-09-27,45800.0,45900.0,426636.0,31.52,26586,63630,-85096
2002-09-30,44100.0,44000.0,613952.0,30.21,-940,15650,-14580
2002-10-01,42650.0,44500.0,634913.0,30.56,68938,-43248,-20500
2002-10-02,45800.0,44450.0,664400.0,30.52,-73320,-6320,99840
2002-10-04,43550.0,45500.0,592853.0,31.24,-78668,67228,6590
2002-10-07,45100.0,43350.0,434269.0,29.77,91550,-57270,-31090
2002-10-08,43300.0,42000.0,957780.0,28.84,219171,-26961,-194980
2002-10-09,42100.0,39100.0,1273314.0,26.85,281340,6350,-287520
2002-10-10,37900.0,36500.0,1997077.0,25.06,601641,152259,-724400
2002-10-11,37600.0,35500.0,2259317.0,24.38,503737,-278197,-200930
2002-10-14,36700.0,37700.0,2113586.0,25.89,286050,-191520,-109600
2002-10-15,38200.0,40450.0,2234446.0,27.78,-259595,94975,73840
2002-10-16,41250.0,41200.0,1922090.0,28.29,-251824,-22815,262920
2002-10-17,41100.0,43200.0,1597549.0,29.66,-476320,187440,252680
2002-10-18,44800.0,47450.0,1965192.0,32.58,-300938,-138341,445719
2002-10-21,47300.0,44800.0,1219363.0,30.76,-203520,102110,74530
2002-10-22,46300.0,43900.0,1917562.0,30.14,-7248,-122172,182260
2002-10-23,44200.0,46000.0,1586006.0,31.59,260600,-185359,-85691
2002-10-24,46000.0,42700.0,4556905.0,29.32,143256,-163461,64920
2002-10-25,41750.0,43000.0,1046393.0,29.53,41233,57427,-114730
2002-10-28,44300.0,46500.0,1727697.0,31.93,-305380,244110,-57730
2002-10-29,45600.0,46050.0,1207137.0,31.62,-231490,112030,104150
2002-10-30,46500.0,45650.0,967754.0,31.35,-11100,72360,-44230
2002-10-31,46500.0,46350.0,1131913.0,31.83,-96320,22980,95780
2002-11-01,45600.0,44900.0,534998.0,30.83,-68116,137660,-77544
2002-11-04,46000.0,48750.0,1608652.0,33.48,-438860,268150,46520
2002-11-05,48750.0,49650.0,1674803.0,34.09,-502650,224420,225410
2002-11-06,50700.0,51200.0,1349715.0,35.16,-338520,32010,320460
2002-11-07,51200.0,50600.0,950634.0,34.75,-268500,9510,215540
2002-11-08,49100.0,49800.0,927920.0,34.2,60330,-12490,-32570
2002-11-11,49400.0,47100.0,1036744.0,32.34,143990,32750,-184550
2002-11-12,45700.0,46150.0,1465218.0,31.69,512730,-29520,-401730
2002-11-13,46450.0,45750.0,1089867.0,31.42,292943,-140903,-149200
2002-11-14,46100.0,45750.0,922991.0,31.42,238935,-177017,-42848
2002-11-15,47000.0,48500.0,1376434.0,33.3,-53516,-29074,97520
2002-11-18,48200.0,47600.0,853554.0,32.69,-51015,47500,-4835
2002-11-19,47000.0,48300.0,664475.0,33.17,-22430,25760,35300
2002-11-20,48000.0,50000.0,1164221.0,34.33,-117064,102840,-37806
2002-11-21,51500.0,50000.0,1598621.0,34.33,-261130,204440,-43900
2002-11-22,51500.0,50200.0,1623596.0,34.47,-284970,213360,-12140
2002-11-25,50500.0,52800.0,1353414.0,36.26,-244722,259052,-17790
2002-11-26,53100.0,53000.0,1145461.0,36.39,95968,-93074,556
2002-11-27,52300.0,54400.0,1119622.0,37.35,181229,-231839,50140
2002-11-28,55100.0,53500.0,1583809.0,36.74,122113,-253631,211710
2002-11-29,53700.0,54400.0,901234.0,37.35,16400,-15810,-14140
2002-12-02,54500.0,54500.0,756392.0,37.42,77580,-64620,83830
2002-12-03,54300.0,55600.0,1535301.0,38.18,-63961,-80299,192370
2002-12-04,54400.0,52500.0,1289122.0,36.05,3302,16300,-15212
2002-12-05,52500.0,53900.0,942060.0,37.01,-70500,-7010,53360
2002-12-06,52900.0,54000.0,782091.0,37.08,-113490,77090,12370
2002-12-09,53500.0,52700.0,631682.0,36.19,-55437,90707,-46730
2002-12-10,51200.0,52700.0,697822.0,36.19,54639,-34169,-6590
2002-12-11,53400.0,52500.0,455796.0,36.05,33994,-32204,-5340
2002-12-12,52500.0,53500.0,830977.0,36.74,25889,-56179,28360
2002-12-13,53000.0,54100.0,846963.0,37.15,73864,18166,-134580
2002-12-16,53400.0,52400.0,706166.0,35.98,85652,24860,-70452
2002-12-17,53400.0,52500.0,725769.0,36.05,151880,-14992,-137388
2002-12-18,51600.0,52500.0,629032.0,36.05,171064,-75754,-106100
2002-12-20,52000.0,52100.0,580638.0,35.78,33318,79802,-79390
2002-12-23,51500.0,49500.0,692823.0,33.99,-75818,48918,19220
2002-12-24,48600.0,48900.0,532156.0,33.58,-31404,24944,6610
2002-12-26,48100.0,48000.0,521882.0,32.96,12890,55720,-29730
2002-12-27,47000.0,46900.0,505182.0,32.2,-52210,91680,-29030
2002-12-30,45500.0,43500.0,975145.0,29.87,174690,166470,-281870
2003-01-02,43700.0,44500.0,477140.0,16.57,149170,-88990,-50550
2003-01-03,45900.0,47050.0,842549.0,17.52,125248,-131095,-15460
2003-01-06,47500.0,47500.0,428420.0,17.69,-10120,-2890,16930
2003-01-07,48500.0,46250.0,657192.0,17.23,3673,26860,-45293
2003-01-08,46700.0,46500.0,365094.0,17.32,-16960,46400,-33660
2003-01-09,45350.0,44800.0,807471.0,16.69,248475,22440,-269645
2003-01-10,45800.0,44400.0,923947.0,16.54,57735,-24885,-104990
2003-01-13,44000.0,44300.0,947336.0,16.5,380983,69187,-453760
2003-01-14,44000.0,43800.0,963390.0,16.31,451610,-19920,-429850
2003-01-15,44400.0,44000.0,1206539.0,16.39,288860,-181020,-44090
2003-01-16,43000.0,42800.0,1283703.0,15.94,488801,-146961,-365270
2003-01-17,42000.0,41500.0,799386.0,15.46,60799,-41639,-51250
2003-01-20,40100.0,39500.0,1562132.0,14.71,492270,-458410,-81880
2003-01-21,39150.0,39200.0,964531.0,14.6,125825,-33860,28135
2003-01-22,38700.0,39350.0,1049748.0,14.66,39410,-120260,104660
2003-01-23,39550.0,40600.0,1112868.0,15.12,-76300,71770,33650
2003-01-24,40900.0,38600.0,989680.0,14.38,-18970,50440,-45330
2003-01-27,37200.0,38250.0,674033.0,14.25,-29174,55714,-6810
2003-01-28,38100.0,38650.0,478013.0,14.39,3190,15170,-25750
2003-01-29,38800.0,37200.0,665153.0,13.85,111270,-24880,-88520
2003-01-30,37500.0,38050.0,509923.0,14.17,136225,-99025,-33270
2003-02-03,38100.0,39950.0,788035.0,14.88,-76860,51620,28930
2003-02-04,40300.0,40200.0,912785.0,14.97,-125890,62080,137780
2003-02-05,39700.0,39950.0,502101.0,14.88,-99830,-1910,108920
2003-02-06,39800.0,38350.0,744180.0,14.28,188530,-32960,-163850
2003-02-07,38000.0,37300.0,666795.0,13.89,262850,-23190,-244200
2003-02-10,36700.0,36750.0,370650.0,13.69,12040,8260,-21290
2003-02-11,36950.0,36900.0,802978.0,13.74,97080,-72140,-28360
2003-02-12,36500.0,37550.0,508405.0,13.99,30640,50050,-77620
2003-02-13,37550.0,37000.0,473053.0,13.78,-32480,21320,11670
2003-02-14,36950.0,38050.0,434000.0,14.17,-67220,-9380,77610
